gene,kNN_max_score,nearest_approved_target,is_approved_target,n_downstream_z3,culture_condition
TRIM22,0.38543134927749634,ITK,False,104,Stim48hr
HEXIM1,0.3851269781589508,IMPDH2,False,731,Stim48hr
XRCC2,0.38498786091804504,IMPDH2,False,378,Stim48hr
MLEC,0.3847757577896118,ITK,False,77,Stim48hr
BICRA,0.3847571313381195,ITK,False,112,Stim48hr
SCRIB,0.38461288809776306,CD2,False,115,Stim48hr
FDX1,0.38416019082069397,NDUFA8,False,166,Stim48hr
UGP2,0.38395100831985474,CD2,False,89,Stim48hr
TEAD4,0.3838043212890625,CD3E,False,113,Stim48hr
TMEM126B,0.3837682902812958,NDUFAF3,False,355,Stim48hr
IMMP2L,0.38362598419189453,NDUFAF3,False,208,Stim48hr
NDUFB11,0.3835054934024811,NDUFAF3,True,253,Stim48hr
PDCL,0.3831727206707001,INSR,False,750,Stim48hr
IMPDH2,0.38292819261550903,CD3E,True,664,Stim48hr
SFXN2,0.3826601207256317,NDUFAF3,False,94,Stim48hr
SHC1,0.3826359510421753,RRM2B,False,135,Stim48hr
CBLL1,0.3825257420539856,ITK,False,249,Stim48hr
DNAL4,0.3824882209300995,ITK,False,71,Stim48hr
ZNF384,0.38241812586784363,ITK,False,165,Stim48hr
BCORL1,0.382367342710495,ITK,False,103,Stim48hr
CDC14A,0.38202202320098877,RXRB,False,99,Stim48hr
TAPBPL,0.38201063871383667,ITK,False,78,Stim48hr
ACACA,0.3820045292377472,ITK,False,511,Stim48hr
PLEKHA1,0.38195744156837463,PRKCA,False,31,Stim48hr
FHIP2A,0.3818363845348358,ITK,False,111,Stim48hr
CLIP2,0.3816279172897339,ITK,False,85,Stim48hr
DR1,0.38149988651275635,ITK,False,403,Stim48hr
PJA2,0.3814849853515625,ITK,False,83,Stim48hr
TXNIP,0.38147449493408203,NDUFAF3,False,147,Stim48hr
RRAGC,0.3809109330177307,NDUFS8,False,748,Stim48hr
TIMM17A,0.38066887855529785,NDUFAF3,False,100,Stim48hr
PIGO,0.3805069029331207,NDUFAF3,False,81,Stim48hr
NUDT2,0.38020554184913635,ITK,False,27,Stim48hr
GRAMD1A,0.3799823820590973,NDUFAF3,False,92,Stim48hr
TMEM182,0.3799755275249481,RXRB,False,44,Stim48hr
ATG14,0.3799567222595215,INSR,False,233,Stim48hr
SNTB2,0.37922459840774536,ITK,False,55,Stim48hr
IL21,0.37921997904777527,INSR,False,182,Stim48hr
CTH,0.3786069452762604,PRKCA,False,178,Stim48hr
BRAT1,0.3783114552497864,ITK,False,210,Stim48hr
MAP2K4,0.3778131902217865,ITK,False,78,Stim48hr
MIOS,0.37759849429130554,CD3E,False,517,Stim48hr
PRSS21,0.37740015983581543,RXRB,False,145,Stim48hr
HPS3,0.37729737162590027,ITK,False,66,Stim48hr
FIGNL1,0.37722325325012207,IMPDH2,False,307,Stim48hr
DENND2D,0.37697774171829224,RXRB,False,48,Stim48hr
UBE2E2,0.3769427239894867,CD3G,False,174,Stim48hr
FASTKD5,0.37690624594688416,NDUFAF3,False,298,Stim48hr
COA7,0.3767866790294647,NDUFAF3,False,420,Stim48hr
NHEJ1,0.3766757547855377,ITK,False,66,Stim48hr
ADGRG5,0.3765227496623993,ITK,False,119,Stim48hr
ICE2,0.3764214515686035,ITK,False,143,Stim48hr
LTA4H,0.37612470984458923,ITK,False,58,Stim48hr
NARS2,0.37608203291893005,NDUFA8,False,206,Stim48hr
SNX1,0.376007616519928,INSR,False,24,Stim48hr
ERBIN,0.3759044408798218,ITK,False,67,Stim48hr
MED15,0.37574777007102966,PSMB9,False,792,Stim48hr
STX2,0.3755066990852356,CD3E,False,77,Stim48hr
PLEC,0.3753221929073334,RXRB,False,163,Stim48hr
TMC8,0.37482109665870667,ITK,False,109,Stim48hr
COMMD5,0.3744937777519226,ITK,False,240,Stim48hr
IKBKB,0.3741632103919983,NDUFS8,False,236,Stim48hr
TREML2,0.37382787466049194,INSR,False,78,Stim48hr
CCDC107,0.3733544647693634,CD2,False,47,Stim48hr
ATMIN,0.3733060359954834,ITK,False,68,Stim48hr
ZFYVE16,0.37301552295684814,CUL4A,False,111,Stim48hr
GPS2,0.3728230595588684,ITK,False,156,Stim48hr
CASP6,0.3727762699127197,ITK,False,57,Stim48hr
TENT4A,0.37271130084991455,ITK,False,43,Stim48hr
LSS,0.37229305505752563,NDUFAF3,False,176,Stim48hr
DNAJC16,0.3719387650489807,ITK,False,60,Stim48hr
ABCC4,0.37192538380622864,ITK,False,121,Stim48hr
RP9,0.3719106912612915,RXRB,False,128,Stim48hr
GIMAP4,0.3716861605644226,CD2,False,65,Stim48hr
TBC1D20,0.3713230490684509,PRKCA,False,71,Stim48hr
NDUFS1,0.3711250424385071,NDUFA8,True,77,Stim48hr
SFXN4,0.37102600932121277,ITK,False,54,Stim48hr
ZNF641,0.3709266781806946,PRKCA,False,427,Stim48hr
PALS2,0.3708881735801697,ITK,False,58,Stim48hr
SRSF11,0.37042176723480225,ITK,False,169,Stim48hr
KDM1A,0.37041959166526794,CD3E,False,1837,Stim48hr
MTM1,0.37035617232322693,ITK,False,77,Stim48hr
ARPC3,0.37015023827552795,NDUFA8,False,504,Stim48hr
EIF1B,0.37009894847869873,NDUFA8,False,129,Stim48hr
WDR82,0.37006300687789917,ITK,False,883,Stim48hr
FHL3,0.3699561059474945,RXRB,False,74,Stim48hr
ADCY7,0.3698994219303131,RXRB,False,38,Stim48hr
ACOX1,0.3698917329311371,ITK,False,63,Stim48hr
RBM38,0.36981624364852905,INSR,False,77,Stim48hr
WDR91,0.3696844279766083,RXRB,False,74,Stim48hr
SLC16A1,0.3695235550403595,NDUFAF3,False,305,Stim48hr
FKRP,0.3694503903388977,INSR,False,105,Stim48hr
TASOR,0.3693409264087677,CD3E,False,338,Stim48hr
SLC35C1,0.3692994713783264,RXRB,False,105,Stim48hr
CCDC66,0.36926454305648804,ITK,False,42,Stim48hr
FBXO8,0.36905941367149353,ITK,False,82,Stim48hr
HMG20B,0.3688562214374542,ITK,False,69,Stim48hr
BORCS8,0.36869534850120544,ITK,False,81,Stim48hr
CLOCK,0.368614137172699,ITK,False,59,Stim48hr
MTO1,0.36835891008377075,ITK,False,87,Stim48hr
SLC3A2,0.36807695031166077,CD3E,False,90,Stim48hr
EIF4G2,0.367805540561676,ITK,False,1055,Stim48hr
PUS7L,0.367780864238739,ITK,False,67,Stim48hr
SP2,0.3677655756473541,ITK,False,623,Stim48hr
RNF185,0.3676726818084717,ITK,False,30,Stim48hr
FMR1,0.3672572076320648,ITK,False,171,Stim48hr
EEF1B2,0.36718466877937317,NDUFS5,False,115,Stim48hr
PLXNA3,0.367156058549881,ITK,False,44,Stim48hr
VCL,0.36700308322906494,NDUFAF3,False,64,Stim48hr
ATG9A,0.36697983741760254,PRKCA,False,170,Stim48hr
FGL2,0.3666442036628723,ITK,False,63,Stim48hr
GPD1L,0.3664356768131256,ITK,False,123,Stim48hr
PREP,0.366410493850708,ITK,False,53,Stim48hr
F5,0.36603814363479614,INSR,False,40,Stim48hr
THAP12,0.3658541142940521,NDUFAF3,False,273,Stim48hr
LZTS1,0.3658462166786194,RRM2B,False,238,Stim48hr
TRIM47,0.365043580532074,ITK,False,93,Stim48hr
ENTR1,0.3650340139865875,NDUFA8,False,256,Stim48hr
HSPH1,0.3649580180644989,INSR,False,191,Stim48hr
GTF2H5,0.3647307753562927,ITK,False,103,Stim48hr
ERP44,0.3644527792930603,ITK,False,55,Stim48hr
SLMAP,0.3643937110900879,NDUFAF3,False,83,Stim48hr
ARL6IP1,0.36419519782066345,ITK,False,139,Stim48hr
PMS2,0.3637086749076843,ITK,False,82,Stim48hr
PKN1,0.3635426163673401,ITK,False,65,Stim48hr
ABTB1,0.36348697543144226,ITK,False,43,Stim48hr
KAT6B,0.3630642294883728,ITK,False,31,Stim48hr
SUPT7L,0.363057017326355,CD274,False,1972,Stim48hr
PFDN4,0.36304742097854614,RXRB,False,144,Stim48hr
RMC1,0.3628500998020172,RXRB,False,67,Stim48hr
MARS2,0.36279550194740295,NDUFAF3,False,94,Stim48hr
B4GALT1,0.36278000473976135,ITK,False,107,Stim48hr
NPHP4,0.3627086281776428,ITK,False,63,Stim48hr
TNFSF9,0.3625878393650055,INSR,False,40,Stim48hr
PCYOX1L,0.36221492290496826,NDUFAF3,False,56,Stim48hr
PRKCA,0.36192989349365234,INSR,True,80,Stim48hr
GBP1,0.36103853583335876,ITK,False,18,Stim48hr
HMGB3,0.36101070046424866,RXRB,False,124,Stim48hr
GALNT6,0.3609161972999573,CD3E,False,269,Stim48hr
CD40LG,0.3608956038951874,ITK,False,83,Stim48hr
USP3,0.3608645498752594,ITK,False,103,Stim48hr
AKR1C3,0.360649049282074,ITK,False,47,Stim48hr
ARPC1B,0.36061766743659973,NDUFA8,False,133,Stim48hr
DDIT4,0.3604027032852173,RXRB,False,249,Stim48hr
TIA1,0.36035770177841187,ITK,False,93,Stim48hr
CLIC4,0.36026522517204285,ITK,False,44,Stim48hr
PEX11B,0.36013656854629517,RXRB,False,112,Stim48hr
ZNF354B,0.36013609170913696,ITK,False,67,Stim48hr
TMEM154,0.3596755564212799,NDUFS8,False,40,Stim48hr
CTBP2,0.3595180809497833,ITK,False,72,Stim48hr
MIEF1,0.3594359755516052,NDUFAF3,False,80,Stim48hr
EMC8,0.3593626618385315,NDUFAF3,False,46,Stim48hr
RHOB,0.3592648208141327,NDUFAF3,False,80,Stim48hr
UBE2D2,0.359038382768631,NDUFAF3,False,33,Stim48hr
RHBDF2,0.3590334355831146,PRKCA,False,116,Stim48hr
RABGAP1L,0.35898175835609436,ITK,False,60,Stim48hr
FAM219A,0.3588693141937256,ITK,False,61,Stim48hr
ZNF398,0.35885143280029297,ITK,False,67,Stim48hr
FAM234B,0.3588252663612366,ITK,False,50,Stim48hr
PRUNE1,0.3586883544921875,ITK,False,53,Stim48hr
MED13,0.3585696220397949,CD274,False,428,Stim48hr
PDK3,0.35843250155448914,ITK,False,90,Stim48hr
MTA3,0.35806718468666077,CD3E,False,143,Stim48hr
METTL17,0.35806214809417725,NDUFS5,False,134,Stim48hr
PDE12,0.35797983407974243,NDUFC1,False,73,Stim48hr
DIP2A,0.3578318655490875,ITK,False,44,Stim48hr
SCAPER,0.35771894454956055,RXRB,False,138,Stim48hr
MED19,0.35759973526000977,PSMB9,False,749,Stim48hr
RHOC,0.35751208662986755,INSR,False,120,Stim48hr
ADAM19,0.35749301314353943,RRM2B,False,367,Stim48hr
NCKAP1L,0.35747313499450684,AHR,False,403,Stim48hr
RALGAPB,0.3571515679359436,NDUFAF3,False,130,Stim48hr
SCAND1,0.35711008310317993,ITK,False,37,Stim48hr
TOR3A,0.3566622734069824,NDUFAF3,False,41,Stim48hr
NCS1,0.356577068567276,ITK,False,104,Stim48hr
AP1S3,0.35633575916290283,RXRB,False,73,Stim48hr
FLCN,0.35631248354911804,ITK,False,305,Stim48hr
RB1CC1,0.3556129038333893,RXRB,False,389,Stim48hr
BHLHE40,0.3555727005004883,PRKCA,False,983,Stim48hr
COQ4,0.35545673966407776,NDUFAF3,False,133,Stim48hr
CYCS,0.35545510053634644,NDUFAF3,False,178,Stim48hr
SOCS5,0.3550582230091095,RXRB,False,86,Stim48hr
GPHN,0.3548750877380371,ITK,False,28,Stim48hr
FBXO46,0.354652464389801,INSR,False,157,Stim48hr
TMEM109,0.3545640707015991,INSR,False,43,Stim48hr
ACYP2,0.3544158339500427,RRM2B,False,315,Stim48hr
FKBP8,0.35436445474624634,PRKCA,False,150,Stim48hr
DPH5,0.35431569814682007,NDUFAF3,False,686,Stim48hr
THRA,0.3542520999908447,INSR,True,140,Stim48hr
ZNF613,0.3540043234825134,PSMB9,False,483,Stim48hr
NEMF,0.3539133369922638,RRM2B,False,121,Stim48hr
ELOB,0.35390135645866394,ITK,False,1272,Stim48hr
NDUFA11,0.35389140248298645,NDUFAF3,True,92,Stim48hr
UBA5,0.35383597016334534,RXRB,False,187,Stim48hr
NMB,0.35382208228111267,ITK,False,47,Stim48hr
TBC1D17,0.3537202775478363,CD2,False,73,Stim48hr
OXSM,0.35355687141418457,NDUFA8,False,86,Stim48hr
SMIM10L1,0.3535265624523163,ITK,False,24,Stim48hr
ZSWIM9,0.35296088457107544,RXRB,False,125,Stim48hr
ZNF219,0.35295340418815613,RXRB,False,110,Stim48hr
ENO1,0.3526497185230255,ITK,False,306,Stim48hr
SPATA2,0.35263314843177795,INSR,False,105,Stim48hr
PTPN22,0.3526000380516052,RXRB,False,45,Stim48hr
TP73,0.3524061441421509,CD3E,False,165,Stim48hr
TRAM2,0.35219672322273254,ITK,False,38,Stim48hr
DLGAP4,0.35211873054504395,INSR,False,18,Stim48hr
COA5,0.3519982397556305,NDUFAF3,False,264,Stim48hr
QSOX2,0.35194796323776245,CD3E,False,36,Stim48hr
LMLN,0.35194504261016846,NDUFAF3,False,83,Stim48hr
CREBBP,0.35186368227005005,ITK,False,977,Stim48hr
GOSR1,0.3517705202102661,RXRB,False,51,Stim48hr
SLC41A3,0.35166114568710327,INSR,False,60,Stim48hr
EMILIN2,0.35165950655937195,ITK,False,69,Stim48hr
MBIP,0.3515912592411041,IMPDH2,False,256,Stim48hr
FOXO1,0.351493239402771,ITK,False,395,Stim48hr
RIOK3,0.3513718545436859,INSR,False,68,Stim48hr
NAALADL1,0.3513478934764862,RXRB,False,88,Stim48hr
ENDOD1,0.35127249360084534,RXRB,False,49,Stim48hr
ZNF382,0.35125377774238586,ITK,False,31,Stim48hr
RBCK1,0.35119661688804626,CD2,False,458,Stim48hr
EGR3,0.35114091634750366,ITK,False,46,Stim48hr
CCDC90B,0.35096317529678345,NDUFAF3,False,163,Stim48hr
SMARCB1,0.3509209454059601,INSR,False,671,Stim48hr
GART,0.3509174585342407,IMPDH2,True,139,Stim48hr
UXS1,0.35085028409957886,ITK,False,76,Stim48hr
FAM204A,0.35082924365997314,ITK,False,130,Stim48hr
CTNNB1,0.3506132662296295,NDUFAF3,False,124,Stim48hr
TMEM205,0.3505707085132599,NDUFA8,False,54,Stim48hr
PTDSS1,0.3503997027873993,NDUFAF3,False,130,Stim48hr
PHF23,0.3503035008907318,ITK,False,342,Stim48hr
CYC1,0.350297212600708,IMPDH2,False,268,Stim48hr
CEP170,0.3502911627292633,ITK,False,25,Stim48hr
NAA16,0.35021165013313293,CD2,False,56,Stim48hr
CDKN2A,0.35009944438934326,ITK,False,34,Stim48hr
EIF4E2,0.349957674741745,ITK,False,77,Stim48hr
SLC25A14,0.3499477803707123,ITK,False,27,Stim48hr
ZHX1,0.34985899925231934,PRKCA,False,65,Stim48hr
KIF22,0.3497813045978546,RXRB,False,169,Stim48hr
PPM1K,0.34939953684806824,RXRB,False,55,Stim48hr
MTMR9,0.34934455156326294,PRKCA,False,70,Stim48hr
CD5,0.3491680324077606,RRM2B,False,682,Stim48hr
APOOL,0.3490867018699646,NDUFAF3,False,36,Stim48hr
YARS1,0.34881970286369324,PRKCA,False,121,Stim48hr
DLAT,0.3485639691352844,NDUFAF3,False,609,Stim48hr
TGFBR2,0.3484518527984619,NDUFAF3,False,54,Stim48hr
RAB14,0.34838569164276123,ITK,False,127,Stim48hr
MPG,0.34832683205604553,INSR,False,179,Stim48hr
ZNF282,0.34830784797668457,ITK,False,29,Stim48hr
TEX2,0.3480173349380493,NDUFAF3,False,20,Stim48hr
DCAF11,0.3479858636856079,CD3E,False,73,Stim48hr
RSBN1L,0.34795624017715454,RRM2B,False,164,Stim48hr
ANKRD54,0.34775665402412415,ITK,False,121,Stim48hr
FOXM1,0.3475337326526642,ITK,False,115,Stim48hr
LAT2,0.3474970757961273,INSR,False,209,Stim48hr
COX6C,0.3474403917789459,IMPDH2,False,437,Stim48hr
FDFT1,0.3473968505859375,ITK,False,137,Stim48hr
MCM8,0.3473866879940033,ITK,False,269,Stim48hr
CASP7,0.3473472595214844,RXRB,False,57,Stim48hr
MTRFR,0.3472253084182739,NDUFAF3,False,75,Stim48hr
OPA3,0.3470785617828369,NDUFAF3,False,69,Stim48hr
RNF34,0.3469396233558655,ITK,False,48,Stim48hr
GTF3C5,0.3469352126121521,RRM2B,False,169,Stim48hr
C5orf34,0.3466915190219879,ITK,False,94,Stim48hr
KIAA0040,0.3466569483280182,RRM2B,False,57,Stim48hr
RAD51B,0.34640398621559143,IMPDH2,False,184,Stim48hr
PARP2,0.34635400772094727,NDUFAF3,True,171,Stim48hr
ATP13A2,0.3462807238101959,ITK,False,32,Stim48hr
TTC19,0.34621909260749817,ITK,False,52,Stim48hr
REEP3,0.34617117047309875,INSR,False,122,Stim48hr
NLN,0.346155047416687,NDUFAF3,False,107,Stim48hr
CCDC51,0.3461400270462036,RXRB,False,76,Stim48hr
RAB9A,0.3460705280303955,NDUFAF3,False,51,Stim48hr
MGAT4B,0.3460569381713867,ITK,False,60,Stim48hr
COX17,0.345944344997406,NDUFAF3,False,167,Stim48hr
LAIR2,0.3456924855709076,NDUFB6,False,194,Stim48hr
BLCAP,0.3456924557685852,CUL4A,False,50,Stim48hr
KLF9,0.3456574082374573,NDUFAF3,False,67,Stim48hr
GPR15,0.34563252329826355,ITK,False,70,Stim48hr
NDUFA5,0.345626562833786,NDUFAF3,True,85,Stim48hr
PNPO,0.34555044770240784,ITK,False,34,Stim48hr
CUL3,0.34551987051963806,NDUFB6,False,451,Stim48hr
GSPT2,0.34527066349983215,NDUFAF3,False,33,Stim48hr
ZCCHC2,0.34520938992500305,ITK,False,50,Stim48hr
NCAPD3,0.3451652526855469,ITK,False,147,Stim48hr
METTL23,0.3450268805027008,ITK,False,190,Stim48hr
COA1,0.3449837565422058,ITK,False,61,Stim48hr
TATDN1,0.3446767032146454,NDUFA8,False,76,Stim48hr
SETD7,0.3444284498691559,INSR,False,165,Stim48hr
TRAK2,0.3444017469882965,PRKCA,False,62,Stim48hr
UTP23,0.34436294436454773,RXRB,False,197,Stim48hr
ETFA,0.34421998262405396,RXRB,False,41,Stim48hr
SPATS2L,0.34390851855278015,CD2,False,27,Stim48hr
SIRT4,0.34369802474975586,ITK,False,28,Stim48hr
SEC24A,0.3435225188732147,RXRB,False,146,Stim48hr
ISG15,0.34333282709121704,ITK,False,72,Stim48hr
CRY1,0.3432629704475403,PRKCA,False,101,Stim48hr
TATDN2,0.3431781232357025,NDUFAF3,False,115,Stim48hr
CD37,0.3431486189365387,ITK,False,45,Stim48hr
COQ3,0.34300103783607483,NDUFAF3,False,317,Stim48hr
SFXN1,0.34280964732170105,NDUFS8,False,488,Stim48hr
NUSAP1,0.3427794873714447,CUL4A,False,130,Stim48hr
FIBP,0.3427700698375702,ITK,False,59,Stim48hr
SMARCD1,0.342744380235672,NDUFAF3,False,137,Stim48hr
CTDSP1,0.3426908552646637,ITK,False,64,Stim48hr
SKA2,0.3426562547683716,IMPDH2,False,151,Stim48hr
SWSAP1,0.34263351559638977,NDUFAF3,False,81,Stim48hr
GOLT1B,0.3420815169811249,INSR,False,120,Stim48hr
RICTOR,0.34206947684288025,PIK3CD,False,279,Stim48hr
SAFB2,0.3419181704521179,ITK,False,32,Stim48hr
UCP2,0.3418165147304535,INSR,False,95,Stim48hr
FBXL3,0.3417055606842041,ITK,False,133,Stim48hr
HNRNPR,0.3416925072669983,ITK,False,90,Stim48hr
OFD1,0.34163787961006165,ITK,False,26,Stim48hr
FAM136A,0.3415609300136566,ITK,False,216,Stim48hr
SUPV3L1,0.34156060218811035,NDUFAF3,False,129,Stim48hr
ZNF12,0.3415201008319855,AHR,False,86,Stim48hr
SRSF5,0.34138020873069763,CD2,False,127,Stim48hr
SLC44A2,0.34132635593414307,NDUFAF3,False,77,Stim48hr
ZNF559,0.3413165509700775,ITK,False,80,Stim48hr
POGLUT3,0.34126025438308716,PSMB9,False,483,Stim48hr
TMEM201,0.3412504494190216,ITK,False,26,Stim48hr
TMEM87A,0.34117311239242554,ITK,False,99,Stim48hr
HACD2,0.3411480486392975,NDUFAF3,False,787,Stim48hr
ZNF653,0.34114131331443787,RXRB,False,41,Stim48hr
CLASRP,0.3409334719181061,IL2RB,False,323,Stim48hr
ERCC5,0.34064894914627075,ITK,False,19,Stim48hr
DAPK1,0.34056657552719116,ITK,False,65,Stim48hr
IMPACT,0.3404448628425598,ITK,False,56,Stim48hr
SAT2,0.34020960330963135,RXRB,False,63,Stim48hr
ANKRD33B,0.34009459614753723,ITK,False,66,Stim48hr
TNFRSF10D,0.33989638090133667,ITK,False,74,Stim48hr
XPR1,0.33988285064697266,ITK,False,192,Stim48hr
MAP2K5,0.3398797810077667,RRM2B,False,102,Stim48hr
MAPKAP1,0.339619904756546,PIK3CD,False,271,Stim48hr
SGF29,0.33957773447036743,CD274,False,3153,Stim48hr
MAPK8IP3,0.3395689129829407,CUL4A,False,44,Stim48hr
ST6GAL1,0.33955883979797363,ITK,False,30,Stim48hr
KDM4B,0.3394324779510498,NDUFS8,False,30,Stim48hr
OST4,0.33934640884399414,ITK,False,161,Stim48hr
FAM76B,0.3393348157405853,CD2,False,48,Stim48hr
UBE2B,0.3392757475376129,INSR,False,114,Stim48hr
PPHLN1,0.33922937512397766,ITK,False,360,Stim48hr
NR3C1,0.338968425989151,ITK,True,34,Stim48hr
ITPA,0.3389660716056824,ITK,False,125,Stim48hr
ATP8B2,0.3388902246952057,ITK,False,85,Stim48hr
GATC,0.33864474296569824,RXRB,False,37,Stim48hr
H4C16,0.33844801783561707,NDUFAF3,False,41,Stim48hr
ECI1,0.3383248448371887,CD3E,False,118,Stim48hr
ADHFE1,0.3383199870586395,IMPDH2,False,213,Stim48hr
CCDC69,0.3381715416908264,ITK,False,80,Stim48hr
TSPAN17,0.33797723054885864,ITK,False,49,Stim48hr
TADA1,0.33793753385543823,CD274,False,1834,Stim48hr
BCL2L1,0.33792275190353394,RXRB,True,100,Stim48hr
ANGEL1,0.33748069405555725,RXRB,False,21,Stim48hr
TAF13,0.33732983469963074,IMPDH2,False,1183,Stim48hr
CLPP,0.3372761011123657,RXRB,False,42,Stim48hr
AMFR,0.33721643686294556,ITK,False,49,Stim48hr
PAIP2B,0.33701255917549133,ITK,False,39,Stim48hr
PALS1,0.3369160294532776,INSR,False,88,Stim48hr
USP4,0.3369070589542389,NDUFAF3,False,120,Stim48hr
SCAF4,0.3368799090385437,CD3E,False,413,Stim48hr
CSF2RB,0.3368533253669739,RXRB,True,77,Stim48hr
TRMT13,0.3367897868156433,INSR,False,119,Stim48hr
MACROH2A1,0.33678343892097473,CD2,False,85,Stim48hr
PIK3CG,0.33669599890708923,ITK,True,89,Stim48hr
ZSCAN21,0.3365952670574188,RXRB,False,65,Stim48hr
SET,0.336411714553833,ITK,False,150,Stim48hr
TESPA1,0.3362830877304077,ITK,False,208,Stim48hr
NDUFA4,0.33623501658439636,NDUFS5,True,66,Stim48hr
SCYL3,0.33606094121932983,PSMB9,False,519,Stim48hr
PTPN2,0.3360602557659149,PIK3CD,False,315,Stim48hr
P4HTM,0.3360481262207031,ITK,False,87,Stim48hr
ANXA6,0.3357745110988617,NDUFAF3,False,150,Stim48hr
ANKRD12,0.3356773555278778,RXRB,False,82,Stim48hr
PRR12,0.3356490135192871,RXRB,False,138,Stim48hr
DNASE2,0.3355363607406616,INSR,False,50,Stim48hr
PDPK1,0.33547359704971313,PIK3CD,False,274,Stim48hr
TMEM127,0.335402250289917,ITK,False,103,Stim48hr
EP300,0.33540090918540955,ITK,False,228,Stim48hr
ST3GAL4,0.3352060914039612,ITK,False,31,Stim48hr
CCR2,0.33514124155044556,AHR,False,59,Stim48hr
PIK3CD,0.33513501286506653,NDUFAF3,True,123,Stim48hr
BRWD1,0.3350686728954315,IL4R,False,79,Stim48hr
CNP,0.33493778109550476,ITK,False,51,Stim48hr
RIPK1,0.33481350541114807,RXRB,False,186,Stim48hr
NRAS,0.33467599749565125,CD274,False,226,Stim48hr
RHOF,0.3346283435821533,INSR,False,280,Stim48hr
MLST8,0.33457544445991516,PIK3CD,False,433,Stim48hr
XIAP,0.33435967564582825,NDUFAF3,False,128,Stim48hr
PHAF1,0.3343523442745209,CUL4A,False,95,Stim48hr
CFAP20,0.334334135055542,CD3E,False,747,Stim48hr
REXO1,0.3342578411102295,ITK,False,82,Stim48hr
PKM,0.33415573835372925,CD3E,False,220,Stim48hr
ZNF92,0.3340695798397064,RRM2B,False,259,Stim48hr
FADS1,0.33397480845451355,RXRB,False,52,Stim48hr
ITPKC,0.33386483788490295,NDUFS8,False,89,Stim48hr
ATP5MG,0.3335703909397125,NDUFAF3,False,65,Stim48hr
GAB2,0.33350348472595215,NDUFAF3,False,124,Stim48hr
KLHL11,0.33334487676620483,RXRB,False,68,Stim48hr
PGAP3,0.3329962491989136,RXRB,False,43,Stim48hr
ZNF253,0.33290934562683105,ITK,False,59,Stim48hr
PRPS1,0.33277004957199097,CD2,False,63,Stim48hr
SPATA20,0.3327508568763733,RXRB,False,75,Stim48hr
RFX5,0.332561194896698,PRKCQ,False,35,Stim48hr
TBC1D14,0.3325265347957611,INSR,False,50,Stim48hr
PGK1,0.3325057923793793,CD3E,False,258,Stim48hr
GRK3,0.3324543833732605,RXRB,False,83,Stim48hr
WASF2,0.33243539929389954,NDUFB6,False,193,Stim48hr
ZNF100,0.3323051333427429,INSR,False,57,Stim48hr
LRRC41,0.3322964906692505,INSR,False,51,Stim48hr
EPM2AIP1,0.3322828710079193,ITK,False,60,Stim48hr
KANK1,0.3321823477745056,NDUFAF3,False,41,Stim48hr
MCUR1,0.33216187357902527,NDUFAF3,False,189,Stim48hr
LYRM1,0.33213019371032715,PRKCA,False,117,Stim48hr
ZBTB33,0.3320213556289673,NDUFAF3,False,103,Stim48hr
COX7A2,0.3318999409675598,ITK,False,46,Stim48hr
DNASE1L1,0.331856369972229,ITK,False,51,Stim48hr
DAP,0.33153480291366577,INSR,False,272,Stim48hr
RAVER1,0.3314775228500366,ITK,False,171,Stim48hr
MICOS10,0.3313669264316559,CD3E,False,331,Stim48hr
ARSA,0.3312235474586487,ITK,False,42,Stim48hr
DCAF6,0.3312191665172577,ITK,False,100,Stim48hr
MTMR10,0.3310821056365967,ITK,False,145,Stim48hr
YY1,0.3310743272304535,NDUFAF3,False,353,Stim48hr
LETM2,0.3307127058506012,CD3E,False,317,Stim48hr
LRRC32,0.3307025134563446,ITK,False,28,Stim48hr
ORAI1,0.33059531450271606,CD3E,False,154,Stim48hr
DCLRE1A,0.3304790258407593,NDUFB6,False,342,Stim48hr
PRMT9,0.33043280243873596,ITK,False,110,Stim48hr
MAP4K4,0.33037465810775757,PRKCA,False,37,Stim48hr
NKTR,0.33036792278289795,ITK,False,85,Stim48hr
PPP1R12C,0.329941064119339,RXRB,False,56,Stim48hr
PRKAR1A,0.3299281597137451,ITK,False,610,Stim48hr
DUSP2,0.329868346452713,PRKCA,False,79,Stim48hr
HS6ST1,0.32980111241340637,NDUFAF3,False,53,Stim48hr
AP3S2,0.32965877652168274,ITK,False,25,Stim48hr
TAPBP,0.3295441269874573,ITK,False,62,Stim48hr
MAP3K5,0.3295057415962219,ITK,False,148,Stim48hr
DGKD,0.32903146743774414,ITK,False,29,Stim48hr
FEM1A,0.32900571823120117,RXRB,False,56,Stim48hr
CEP135,0.32894206047058105,IMPDH2,False,168,Stim48hr
PCNX2,0.3287890553474426,NDUFAF3,False,85,Stim48hr
PSKH1,0.3287368714809418,RXRB,False,20,Stim48hr
CDK19,0.32872939109802246,CD3E,False,92,Stim48hr
RALGAPA1,0.3287035822868347,NDUFAF3,False,47,Stim48hr
KPNA5,0.32854902744293213,NDUFAF3,False,47,Stim48hr
MCOLN1,0.3285166323184967,NDUFAF3,False,88,Stim48hr
DNAJA4,0.3284655213356018,ITK,False,58,Stim48hr
KIAA0825,0.3284156620502472,RRM2B,False,102,Stim48hr
