gene,kNN_max_score,nearest_approved_target,is_approved_target,n_downstream_z3,culture_condition
TSTD2,0.1752394139766693,IL2RB,False,228,Stim48hr
SP1,0.17522431910037994,RRM2B,False,345,Stim48hr
ELF4,0.1751907467842102,IL2RB,False,92,Stim48hr
PPP1R8,0.17512808740139008,INSR,False,89,Stim48hr
ERI1,0.17504633963108063,CD2,False,54,Stim48hr
SH3GLB2,0.1750052124261856,ITK,False,45,Stim48hr
LIG4,0.17499303817749023,RRM2B,False,54,Stim48hr
CD300A,0.17499078810214996,IL2RB,False,16,Stim48hr
USP47,0.17497491836547852,PRKCA,False,35,Stim48hr
RSPH3,0.17491891980171204,RRM2B,False,33,Stim48hr
DCAF15,0.17489606142044067,INSR,False,31,Stim48hr
KIF20A,0.1748887449502945,INSR,False,220,Stim48hr
PPP2R5B,0.17483209073543549,NDUFA9,False,42,Stim48hr
EVA1B,0.17474587261676788,CD2,False,25,Stim48hr
PIGQ,0.17470014095306396,INSR,False,9,Stim48hr
RAB39B,0.17469047009944916,IDH1,False,35,Stim48hr
MED24,0.1746271699666977,PSMB8,False,942,Stim48hr
TRAF1,0.17458921670913696,NDUFA8,False,29,Stim48hr
LPCAT1,0.1745719462633133,PRKCA,False,11,Stim48hr
BTN2A1,0.17457102239131927,THRA,False,36,Stim48hr
MCCC2,0.17453785240650177,THRA,False,33,Stim48hr
KCTD15,0.1744758039712906,CUL4A,False,46,Stim48hr
SMIM12,0.1744222193956375,RRM2B,False,17,Stim48hr
GXYLT1,0.17442074418067932,CD2,False,63,Stim48hr
CD99L2,0.1744060218334198,ITK,False,164,Stim48hr
HERC6,0.1743999719619751,IL2RB,False,32,Stim48hr
GLB1L3,0.1743886023759842,IDH1,False,14,Stim48hr
CRAMP1,0.17438432574272156,ITK,False,57,Stim48hr
CCDC138,0.17436616122722626,CD3E,False,53,Stim48hr
SS18,0.17428012192249298,NDUFAF3,False,85,Stim48hr
TRIB2,0.17425717413425446,THRA,False,32,Stim48hr
CCDC71,0.17425203323364258,CUL4A,False,47,Stim48hr
SEC31A,0.1742488592863083,DPP4,False,102,Stim48hr
CSRNP2,0.1741676777601242,DPP4,False,22,Stim48hr
MAPKAPK2,0.17415662109851837,NDUFB6,False,66,Stim48hr
GCLM,0.17412012815475464,ITK,False,29,Stim48hr
UBLCP1,0.174109548330307,BCL2L1,False,39,Stim48hr
ATG4A,0.17403703927993774,ITK,False,65,Stim48hr
DAZAP2,0.17400991916656494,ITGB2,False,32,Stim48hr
SLC26A2,0.17398150265216827,ALOX5,False,58,Stim48hr
ZFAND2B,0.1739504635334015,NDUFV2,False,83,Stim48hr
GBP3,0.1739472895860672,VKORC1,False,39,Stim48hr
ATG16L2,0.17390847206115723,CSF2RB,False,32,Stim48hr
FAM8A1,0.17390549182891846,KCNQ5,False,43,Stim48hr
EMB,0.17389081418514252,CD79B,False,114,Stim48hr
SLC22A18,0.1738707274198532,IL2RB,False,55,Stim48hr
LRP8,0.17385776340961456,NDUFAF3,False,22,Stim48hr
TEX261,0.17385753989219666,RRM2B,False,25,Stim48hr
P3H4,0.17385193705558777,NDUFS8,False,18,Stim48hr
SEC22B,0.17380966246128082,NDUFAF3,False,43,Stim48hr
ATOX1,0.17379894852638245,NDUFB8,False,47,Stim48hr
SLC35B2,0.17376182973384857,NDUFAF3,False,25,Stim48hr
MCOLN2,0.17374049127101898,NDUFAF3,False,29,Stim48hr
TARBP1,0.17373597621917725,ITK,False,18,Stim48hr
SUMO2,0.17366784811019897,DPP4,False,63,Stim48hr
SLC7A11,0.17366713285446167,IMPDH2,False,76,Stim48hr
HTATSF1,0.17365166544914246,CSF2RB,False,49,Stim48hr
ZNF41,0.17362916469573975,CD3G,False,12,Stim48hr
TMEM138,0.17362873256206512,PSMB9,False,79,Stim48hr
ABHD14B,0.17361193895339966,EML4,False,21,Stim48hr
CNTRL,0.17358586192131042,RRM2B,False,53,Stim48hr
PRDX3,0.17343610525131226,AHR,False,34,Stim48hr
CCNY,0.173434317111969,RXRB,False,47,Stim48hr
TMEM19,0.17343255877494812,RXRB,False,36,Stim48hr
ZNF550,0.17341753840446472,ITK,False,33,Stim48hr
UBL3,0.1734093874692917,INSR,False,95,Stim48hr
TRIM28,0.17335763573646545,NDUFAF3,False,78,Stim48hr
SYVN1,0.1733090728521347,IDH1,False,148,Stim48hr
IL13,0.1732870191335678,RXRB,True,23,Stim48hr
VAPA,0.17325694859027863,CD2,False,43,Stim48hr
KLHL5,0.17324772477149963,RRM2B,False,102,Stim48hr
MSH2,0.1732267141342163,CD79B,False,28,Stim48hr
DERA,0.17319299280643463,NDUFS5,False,24,Stim48hr
ACP5,0.17317451536655426,NDUFS8,False,31,Stim48hr
VPS33A,0.1731555461883545,IL2RB,False,61,Stim48hr
ZFP62,0.17313748598098755,NDUFA8,False,32,Stim48hr
SRD5A3,0.1731252372264862,PRKCQ,False,19,Stim48hr
SLC35A3,0.1730525940656662,CUL4A,False,28,Stim48hr
ZNF638,0.1730005294084549,NDUFAF3,False,64,Stim48hr
HLCS,0.17298652231693268,CD2,False,17,Stim48hr
GLO1,0.17298583686351776,CD274,False,27,Stim48hr
TNPO1,0.1729302555322647,NDUFV2,False,840,Stim48hr
RAP2C,0.17292430996894836,GPD2,False,27,Stim48hr
RBM45,0.172911137342453,NDUFB4,False,16,Stim48hr
RPP25L,0.17287392914295197,NDUFB6,False,35,Stim48hr
DECR1,0.17287051677703857,INSR,False,28,Stim48hr
TSTD1,0.1728547215461731,RRM2B,False,28,Stim48hr
NAB1,0.1728292554616928,NDUFS8,False,24,Stim48hr
BORCS5,0.17280732095241547,NDUFAF3,False,46,Stim48hr
LAG3,0.17276467382907867,PIK3CA,True,45,Stim48hr
ADAR,0.17274586856365204,INSR,False,46,Stim48hr
MAGT1,0.17273272573947906,RRM2B,False,56,Stim48hr
SPOCK2,0.17272242903709412,CD3G,False,19,Stim48hr
CEP44,0.17267493903636932,CD3G,False,37,Stim48hr
ATP5MC3,0.1726689636707306,PDE6D,False,41,Stim48hr
TCF19,0.17266793549060822,AHR,False,53,Stim48hr
HNRNPA2B1,0.1726331263780594,NDUFB9,False,309,Stim48hr
TRAPPC4,0.17262612283229828,THRA,False,29,Stim48hr
ATAD1,0.17262333631515503,IMPDH2,False,33,Stim48hr
ARHGAP21,0.17254327237606049,NDUFC1,False,24,Stim48hr
HDAC2,0.17251668870449066,HDAC1,True,93,Stim48hr
PPP1R18,0.17250646650791168,PSMB9,False,69,Stim48hr
CDK13,0.1724960207939148,CD3E,False,554,Stim48hr
CERS4,0.17248231172561646,IL2RB,False,29,Stim48hr
S100PBP,0.1724480241537094,NDUFV2,False,89,Stim48hr
FAM111B,0.17241016030311584,RRM2B,False,20,Stim48hr
CYB5R3,0.17238754034042358,ITK,False,65,Stim48hr
PRDM15,0.1723400354385376,INSR,False,87,Stim48hr
DPP4,0.17233622074127197,RRM2B,True,33,Stim48hr
PEX19,0.17229560017585754,EZH2,False,56,Stim48hr
GPX7,0.17227114737033844,CD2,False,11,Stim48hr
RRAGD,0.1722695529460907,NDUFAF3,False,15,Stim48hr
ATF7,0.17215538024902344,PRKCA,False,15,Stim48hr
PFKP,0.17214323580265045,PSMB9,False,64,Stim48hr
ZNF595,0.172138974070549,NDUFAF3,False,25,Stim48hr
TRIM59,0.17212286591529846,NDUFAF3,False,25,Stim48hr
ACAA1,0.17210586369037628,PRKCA,False,20,Stim48hr
CCDC47,0.17206646502017975,NDUFB8,False,26,Stim48hr
PLEKHG2,0.1720426231622696,INSR,False,27,Stim48hr
SAP30,0.17202790081501007,PRKCA,False,204,Stim48hr
VPS35L,0.17201656103134155,IL2RB,False,134,Stim48hr
UCK1,0.17198432981967926,RXRB,False,17,Stim48hr
LIF,0.17196893692016602,CD274,False,19,Stim48hr
FLOT1,0.17192016541957855,NDUFB6,False,27,Stim48hr
TMSB10,0.17181670665740967,AHR,False,26,Stim48hr
SERTAD1,0.1718047708272934,NDUFAF3,False,35,Stim48hr
RMDN1,0.17179960012435913,ITK,False,22,Stim48hr
CUTA,0.17178332805633545,RRM2B,False,23,Stim48hr
ACSL5,0.1717655211687088,VKORC1,False,28,Stim48hr
RAP1A,0.17171424627304077,IL2RB,False,96,Stim48hr
SOD2,0.1716509759426117,NDUFS3,False,75,Stim48hr
ANKRD27,0.17162147164344788,RXRB,False,31,Stim48hr
ENDOG,0.171583354473114,RXRB,False,55,Stim48hr
RAB8A,0.17158058285713196,RXRB,False,4,Stim48hr
CCNG2,0.17157727479934692,AHR,False,62,Stim48hr
NNT,0.17156027257442474,ITK,False,39,Stim48hr
RNF167,0.1715332269668579,PDE6D,False,53,Stim48hr
FKBP4,0.1715291440486908,ITGB2,False,15,Stim48hr
TBXAS1,0.171519473195076,AHR,False,14,Stim48hr
DCUN1D2,0.1715170443058014,NDUFB9,False,78,Stim48hr
GOLM1,0.17141230404376984,CD2,False,15,Stim48hr
STIM1,0.1713845580816269,ITK,False,76,Stim48hr
SNX8,0.1713843047618866,RRM2B,False,18,Stim48hr
L3MBTL1,0.1713622510433197,RRM2B,False,10,Stim48hr
ABHD5,0.1713559776544571,ITK,False,31,Stim48hr
CSNK1G1,0.1713460236787796,AHR,False,32,Stim48hr
GSTP1,0.17132623493671417,CD79B,False,91,Stim48hr
VAMP7,0.17132173478603363,INSR,False,52,Stim48hr
PLEKHF2,0.17128585278987885,RXRB,False,35,Stim48hr
SRI,0.1712476909160614,INSR,False,36,Stim48hr
PLAC8,0.1712096631526947,NDUFAF3,False,21,Stim48hr
PPP1R11,0.17119279503822327,NDUFA8,False,436,Stim48hr
NCOA2,0.17119064927101135,ITK,False,19,Stim48hr
NAPSA,0.17117926478385925,CD3E,False,39,Stim48hr
WDPCP,0.1711624711751938,RXRB,False,22,Stim48hr
ARL3,0.1711457073688507,ITK,False,22,Stim48hr
TCTA,0.1711452603340149,CD2,False,23,Stim48hr
PA2G4,0.17112627625465393,PARP2,False,86,Stim48hr
STK36,0.1711183786392212,VKORC1,False,44,Stim48hr
INIP,0.1710619479417801,RXRB,False,79,Stim48hr
NECTIN3,0.1710512489080429,LCK,False,25,Stim48hr
ATP5IF1,0.17102263867855072,RRM2B,False,26,Stim48hr
ZNF687,0.17098817229270935,EML4,False,68,Stim48hr
SLC12A7,0.1709253489971161,PRKCA,False,32,Stim48hr
CFAP97,0.17080864310264587,IL2RB,False,29,Stim48hr
P4HB,0.1707879900932312,CUL4A,False,143,Stim48hr
EHMT2,0.17072837054729462,CD274,False,643,Stim48hr
TMEM185B,0.17068181931972504,THRA,False,37,Stim48hr
C15orf39,0.17063455283641815,DPP4,False,33,Stim48hr
ZMYM1,0.17062999308109283,PRKCD,False,48,Stim48hr
FBXL20,0.17062565684318542,NDUFAF3,False,35,Stim48hr
CNOT10,0.1705908626317978,EZH2,False,150,Stim48hr
SPAG16,0.17058928310871124,NDUFB8,False,22,Stim48hr
ULK2,0.1705782562494278,PRKCA,False,50,Stim48hr
S1PR2,0.17055878043174744,NDUFAF3,True,8,Stim48hr
RNH1,0.1705562025308609,NDUFAF3,False,24,Stim48hr
RRAS2,0.17054831981658936,NDUFA8,False,29,Stim48hr
UBE2L6,0.17050844430923462,THRA,False,17,Stim48hr
MYO1F,0.170504629611969,ITK,False,36,Stim48hr
GPD2,0.17046929895877838,IL4R,True,51,Stim48hr
DCAF16,0.17044097185134888,CD2,False,56,Stim48hr
IFT25,0.17043881118297577,CD3E,False,65,Stim48hr
MIF4GD,0.17027895152568817,INSR,False,48,Stim48hr
DUSP6,0.17023614048957825,TYK2,False,25,Stim48hr
ARHGEF1,0.17023485898971558,CD2,False,34,Stim48hr
ARMCX6,0.1702285259962082,LCK,False,42,Stim48hr
SH3BGRL3,0.17022497951984406,THRA,False,21,Stim48hr
ITFG1,0.1702164262533188,CD2,False,20,Stim48hr
TMEM156,0.17012935876846313,CD2,False,16,Stim48hr
H3C10,0.17012707889080048,KCNC4,False,13,Stim48hr
FOXRED2,0.17011822760105133,AHR,False,34,Stim48hr
RAB22A,0.17009694874286652,RRM2B,False,120,Stim48hr
ZBTB1,0.17006990313529968,CD2,False,199,Stim48hr
ZNF43,0.16998790204524994,PSMB9,False,42,Stim48hr
SLC25A44,0.16998191177845,ITK,False,18,Stim48hr
INTS15,0.16997818648815155,IMPDH2,False,263,Stim48hr
ALG3,0.16995476186275482,ITGAL,False,41,Stim48hr
HUWE1,0.16993974149227142,RRM2B,False,23,Stim48hr
HAVCR2,0.1698942929506302,NDUFAF3,True,16,Stim48hr
ELK3,0.16988474130630493,RRM2B,False,24,Stim48hr
RNF157,0.16988269984722137,RRM2B,False,49,Stim48hr
YIPF5,0.16980676352977753,ITK,False,38,Stim48hr
PDIA6,0.16979704797267914,SIGMAR1,False,145,Stim48hr
AEBP2,0.1697315126657486,GSK3A,False,377,Stim48hr
LSM1,0.16972927749156952,CD2,False,33,Stim48hr
COQ10A,0.1697198897600174,CD2,False,8,Stim48hr
CHMP4A,0.16969193518161774,CD274,False,64,Stim48hr
HYCC2,0.1696791797876358,GSK3A,False,24,Stim48hr
LZTS2,0.1696760058403015,PIK3CD,False,17,Stim48hr
PTRH2,0.16967298090457916,NDUFAF4,False,58,Stim48hr
NPM3,0.16960550844669342,PRKCA,False,43,Stim48hr
KIAA1191,0.16957499086856842,ITK,False,16,Stim48hr
TP53INP1,0.1695668250322342,CD3E,False,14,Stim48hr
ARMT1,0.16951672732830048,THRA,False,16,Stim48hr
NUDT5,0.16950185596942902,INSR,False,66,Stim48hr
PSME3IP1,0.16949701309204102,PRKCA,False,37,Stim48hr
TMEM259,0.1694561094045639,INSR,False,81,Stim48hr
PRELID2,0.16944369673728943,PRKCA,False,17,Stim48hr
ZNF549,0.16943949460983276,RXRB,False,38,Stim48hr
TMEM43,0.16938601434230804,CD2,False,22,Stim48hr
PDCL3,0.16937695443630219,NDUFB6,False,91,Stim48hr
DDX60,0.16934242844581604,BCL2L1,False,29,Stim48hr
FAM221A,0.16933996975421906,NDUFAF3,False,22,Stim48hr
SEPTIN1,0.16932937502861023,CD2,False,38,Stim48hr
DYNC2I1,0.16931729018688202,RXRB,False,18,Stim48hr
LIMK1,0.16929320991039276,CUL4A,False,16,Stim48hr
HINT2,0.16927911341190338,CD2,False,47,Stim48hr
ATF1,0.16925768554210663,NDUFB9,False,58,Stim48hr
BIVM,0.16918669641017914,TNFRSF8,False,41,Stim48hr
TMEM186,0.16912002861499786,CUL4A,False,36,Stim48hr
OBI1,0.16907738149166107,PDE6D,False,24,Stim48hr
ZWINT,0.1690729558467865,RRM2B,False,107,Stim48hr
YTHDC2,0.1690533608198166,NDUFAF3,False,7,Stim48hr
NFE2L3,0.16901734471321106,AHR,False,47,Stim48hr
PPP3CC,0.16901437938213348,GPD2,False,13,Stim48hr
SANBR,0.16894765198230743,RRM2B,False,29,Stim48hr
BEND3,0.1688867062330246,ITK,False,82,Stim48hr
NCKAP1,0.16887003183364868,NDUFB2,False,53,Stim48hr
VDR,0.16886785626411438,INSR,True,19,Stim48hr
BBLN,0.16885116696357727,AHR,False,20,Stim48hr
ACAD8,0.16879794001579285,IL2RB,False,22,Stim48hr
SERINC1,0.16877339780330658,LCK,False,12,Stim48hr
TMEM9,0.16869454085826874,IL4R,False,36,Stim48hr
ECHDC2,0.16869357228279114,PRKCA,False,16,Stim48hr
SEC16A,0.16863897442817688,PRKCA,False,40,Stim48hr
FLOT2,0.1685858517885208,TYK2,False,29,Stim48hr
AVEN,0.16857604682445526,PRKCA,False,32,Stim48hr
RNF139,0.16856753826141357,ITK,False,28,Stim48hr
STAT1,0.16855792701244354,NDUFAF3,False,52,Stim48hr
TIAL1,0.16852666437625885,CD2,False,243,Stim48hr
RNF141,0.16851139068603516,ITGB2,False,17,Stim48hr
INPP4A,0.1684844046831131,NDUFS2,False,49,Stim48hr
BLVRA,0.1684626191854477,RRM2B,False,63,Stim48hr
HPGDS,0.16845059394836426,CD2,False,9,Stim48hr
CLIP4,0.16844472289085388,CD2,False,46,Stim48hr
ACVR2B,0.16835354268550873,THRA,False,11,Stim48hr
TRIM33,0.16834741830825806,NDUFS8,False,67,Stim48hr
RNF6,0.16829310357570648,IL2RB,False,15,Stim48hr
ATP5F1B,0.1682351529598236,RXRB,False,69,Stim48hr
PRDX4,0.16822415590286255,NDUFS2,False,34,Stim48hr
PHLPP2,0.16819941997528076,RRM2B,False,31,Stim48hr
CMTM3,0.16819854080677032,NDUFAF3,False,18,Stim48hr
ARHGAP33,0.16818110644817352,ITK,False,27,Stim48hr
WDR48,0.16814929246902466,ITK,False,91,Stim48hr
TICAM1,0.16811226308345795,NDUFC1,False,47,Stim48hr
RAB4A,0.1681005209684372,NDUFB6,False,51,Stim48hr
CLEC2B,0.16809502243995667,RXRB,False,41,Stim48hr
EVI5L,0.16806292533874512,AHR,False,44,Stim48hr
TSPAN31,0.16802534461021423,CD2,False,43,Stim48hr
STAM,0.1680077165365219,FCGRT,False,56,Stim48hr
CHID1,0.16799136996269226,ITK,False,24,Stim48hr
ULK4,0.16788923740386963,RXRB,False,56,Stim48hr
SLC12A4,0.16787400841712952,CD2,False,23,Stim48hr
PGAP1,0.16786403954029083,IL2RB,False,22,Stim48hr
NAIF1,0.16784633696079254,RXRB,False,50,Stim48hr
CTDNEP1,0.16782993078231812,RXRB,False,71,Stim48hr
ACSM3,0.1678287833929062,CD274,False,27,Stim48hr
IPO11,0.1678198277950287,IL2RB,False,73,Stim48hr
TPRKB,0.16780944168567657,INSR,False,30,Stim48hr
H1-3,0.16778786480426788,IL2RB,False,44,Stim48hr
NDUFB1,0.1677873581647873,IL2RB,True,40,Stim48hr
TUBB4B,0.16771753132343292,NDUFS8,True,48,Stim48hr
ICA1L,0.1676555871963501,PRKCQ,False,20,Stim48hr
ADD1,0.16761574149131775,BCL2L1,False,29,Stim48hr
NDUFB5,0.16758449375629425,NDUFAF3,True,41,Stim48hr
BIRC6,0.16757844388484955,PRKCA,False,42,Stim48hr
CCDC50,0.16757644712924957,INSR,False,30,Stim48hr
IFNGR2,0.1675214171409607,ITGAL,True,31,Stim48hr
LARP7,0.1674463301897049,RXRB,False,79,Stim48hr
B3GAT3,0.16744431853294373,PSMB8,False,32,Stim48hr
RGS19,0.16743654012680054,NDUFB8,False,20,Stim48hr
HSD17B11,0.1673848181962967,CD2,False,20,Stim48hr
TERF1,0.16738025844097137,RXRB,False,51,Stim48hr
GBA1,0.16734468936920166,RXRB,False,8,Stim48hr
URM1,0.1673414558172226,RXRB,False,130,Stim48hr
SLC37A3,0.16733619570732117,RRM2B,False,65,Stim48hr
CIRBP,0.1672864705324173,ITK,False,21,Stim48hr
SLC66A2,0.16727226972579956,RRM2B,False,32,Stim48hr
L3MBTL3,0.16727225482463837,IMPDH2,False,99,Stim48hr
GTF3C4,0.16726268827915192,CD3E,False,98,Stim48hr
PRAG1,0.1671922653913498,RRM2B,False,33,Stim48hr
JOSD1,0.1671704798936844,IL4R,False,37,Stim48hr
DLD,0.16715051233768463,NDUFS8,False,28,Stim48hr
FAM120AOS,0.16714197397232056,ITK,False,21,Stim48hr
KLHL26,0.1670963317155838,AHR,False,29,Stim48hr
PHGDH,0.16705456376075745,RRM2B,False,17,Stim48hr
RBM17,0.16704687476158142,RRM2B,False,12,Stim48hr
POC1B,0.16703401505947113,PSMB8,False,95,Stim48hr
SLC38A1,0.16700106859207153,CCR5,False,51,Stim48hr
ASB1,0.16696462035179138,CD3G,False,44,Stim48hr
DYM,0.16696101427078247,BRD2,False,35,Stim48hr
HPS4,0.16693000495433807,AHR,False,77,Stim48hr
GALK1,0.1668941080570221,INSR,False,25,Stim48hr
ABHD10,0.1668749749660492,RRM2B,False,16,Stim48hr
FAM193B,0.16685624420642853,NDUFAF3,False,34,Stim48hr
MAPRE2,0.1668224036693573,RRM2B,False,25,Stim48hr
CIAO2A,0.16677449643611908,IFNGR2,False,32,Stim48hr
TMEM237,0.166698157787323,RRM2B,False,35,Stim48hr
UBAP2,0.16666047275066376,NDUFAF3,False,24,Stim48hr
CCNYL1,0.16656191647052765,RXRB,False,28,Stim48hr
TRPT1,0.1665383130311966,CD2,False,36,Stim48hr
FERRY3,0.16651314496994019,IL2RB,False,39,Stim48hr
CASP10,0.16646598279476166,INSR,False,35,Stim48hr
NXT1,0.16645722091197968,NDUFS3,False,142,Stim48hr
FOXJ2,0.16644752025604248,RXRB,False,33,Stim48hr
TLK2,0.16643235087394714,RXRB,False,49,Stim48hr
ESD,0.16643026471138,IL2RB,False,25,Stim48hr
ADIPOR2,0.1663452684879303,PRKCA,False,23,Stim48hr
STK32C,0.16629856824874878,ROCK1,False,127,Stim48hr
PXN,0.1662846952676773,ITK,False,22,Stim48hr
SEC24C,0.16627231240272522,IL4R,False,50,Stim48hr
NEK8,0.16627101600170135,RRM2B,False,32,Stim48hr
PTBP2,0.1662396341562271,IL2RB,False,45,Stim48hr
ANXA7,0.16615134477615356,PRKCA,False,35,Stim48hr
ZNF444,0.16596433520317078,PRKCA,False,31,Stim48hr
MKKS,0.16594283282756805,ITGB2,False,22,Stim48hr
DDX42,0.16594259440898895,ITGB2,False,173,Stim48hr
KIAA1143,0.16591045260429382,CD3E,False,16,Stim48hr
MLH3,0.16586977243423462,FCGRT,False,10,Stim48hr
KIAA0232,0.1658327877521515,RRM2B,False,55,Stim48hr
STARD3,0.16573689877986908,ITK,False,14,Stim48hr
SETD3,0.1657348871231079,EML4,False,28,Stim48hr
RAB3GAP2,0.16572003066539764,CD3E,False,33,Stim48hr
DERL1,0.1657162606716156,CD3E,False,25,Stim48hr
JMJD1C,0.1656937152147293,ITK,False,28,Stim48hr
PREPL,0.16565784811973572,NDUFA4,False,20,Stim48hr
PARPBP,0.16563628613948822,INSR,False,32,Stim48hr
RAB2B,0.1656079888343811,NDUFB2,False,152,Stim48hr
TMT1A,0.16555769741535187,RXRB,False,12,Stim48hr
NIBAN2,0.16554537415504456,INSR,False,29,Stim48hr
C16orf87,0.16550835967063904,AHR,False,126,Stim48hr
RGL2,0.16550546884536743,INSR,False,26,Stim48hr
ZSCAN26,0.16550444066524506,PRKCD,False,32,Stim48hr
XPNPEP1,0.1654878854751587,CD2,False,36,Stim48hr
SDHAF3,0.1654849797487259,CD2,False,25,Stim48hr
FBXW9,0.16548186540603638,PRKCA,False,27,Stim48hr
HYLS1,0.1653858870267868,RRM2B,False,84,Stim48hr
CTLA4,0.16538354754447937,IL4R,True,22,Stim48hr
XPOT,0.16537269949913025,CCR5,False,104,Stim48hr
SPSB2,0.16534753143787384,IL4R,False,30,Stim48hr
NINJ1,0.16532744467258453,BRD2,False,16,Stim48hr
STAMBP,0.1652912050485611,RXRB,False,18,Stim48hr
EPG5,0.1652882844209671,PRKCA,False,105,Stim48hr
SNX12,0.16526536643505096,PRKCQ,False,46,Stim48hr
BRD2,0.1652498096227646,RRM2B,True,78,Stim48hr
CGAS,0.16524741053581238,DPP4,False,22,Stim48hr
APEX2,0.16523908078670502,HDAC3,False,61,Stim48hr
SIDT2,0.1652345210313797,NDUFAF3,False,28,Stim48hr
CYB5B,0.16519030928611755,IDH2,False,73,Stim48hr
GINM1,0.16512304544448853,PRKCA,False,61,Stim48hr
TRRAP,0.1650729477405548,RRM2B,False,117,Stim48hr
C21orf91,0.1650012880563736,PRKCA,False,12,Stim48hr
CABIN1,0.16493599116802216,IL2RB,False,225,Stim48hr
SAMD8,0.1648968607187271,NDUFS7,False,50,Stim48hr
PRKAA1,0.16489072144031525,IMPDH2,True,44,Stim48hr
SMIM19,0.16487321257591248,INSR,False,16,Stim48hr
ZC3H12D,0.1648682802915573,NDUFAF3,False,31,Stim48hr
GMCL1,0.16478677093982697,GPD2,False,26,Stim48hr
MBD3,0.16468152403831482,HDAC1,False,245,Stim48hr
ANKH,0.16461192071437836,IL2RB,False,89,Stim48hr
SLC49A4,0.1645866334438324,LCK,False,30,Stim48hr
ZNF394,0.16458657383918762,PDE6D,False,41,Stim48hr
CHP1,0.16445530951023102,CD3E,False,91,Stim48hr
RAD18,0.1644495129585266,AHR,False,22,Stim48hr
ZCCHC14,0.16443219780921936,CD2,False,32,Stim48hr
BCR,0.16442742943763733,CD2,True,20,Stim48hr
CFL2,0.1644250452518463,CD2,False,22,Stim48hr
WASHC5,0.164414644241333,IMPDH2,False,48,Stim48hr
APOBEC3B,0.16438786685466766,IL4R,False,100,Stim48hr
TRMT10A,0.1643693596124649,NDUFB6,False,57,Stim48hr
TANGO2,0.1642669290304184,CUL4A,False,19,Stim48hr
SNAI3,0.1642143279314041,INSR,False,23,Stim48hr
TERF2IP,0.164191335439682,RRM2B,False,14,Stim48hr
TOB1,0.1641671061515808,IL2RB,False,45,Stim48hr
GZMA,0.16416312754154205,CSF2RB,False,16,Stim48hr
PLAAT3,0.16410039365291595,PRKCD,False,20,Stim48hr
ZMIZ2,0.1640804260969162,NDUFB8,False,57,Stim48hr
ZDHHC6,0.1640564203262329,NDUFS2,False,32,Stim48hr
IL4,0.1640281230211258,DPP4,False,33,Stim48hr
JMJD8,0.16399353742599487,DPP4,False,27,Stim48hr
ZNF792,0.16396769881248474,CUL4A,False,36,Stim48hr
PSMD9,0.163948655128479,INSR,False,25,Stim48hr
GNB2,0.16390182077884674,PRKCA,False,21,Stim48hr
FBXL8,0.1638565957546234,CD2,False,67,Stim48hr
ENOSF1,0.16379109025001526,NDUFAF3,False,11,Stim48hr
HPRT1,0.16377761960029602,NDUFAF3,False,32,Stim48hr
ZIK1,0.16374646127223969,RXRB,False,37,Stim48hr
TMEM71,0.1637449860572815,ITK,False,19,Stim48hr
CEP78,0.16372892260551453,CUL4A,False,47,Stim48hr
SLC23A2,0.16371913254261017,CSF2RB,False,67,Stim48hr
VDAC3,0.16364949941635132,AHR,False,44,Stim48hr
LAX1,0.16359323263168335,NDUFAF3,False,20,Stim48hr
LIMD1,0.16347911953926086,NDUFB6,False,17,Stim48hr
ASNSD1,0.16344794631004333,PDE6D,False,25,Stim48hr
TOMM6,0.16338005661964417,ITK,False,14,Stim48hr
CAPN1,0.1633746176958084,RXRB,False,33,Stim48hr
ATRAID,0.1633734107017517,IMPDH2,False,28,Stim48hr
LYRM2,0.16336825489997864,NDUFB2,False,59,Stim48hr
C2CD5,0.16334520280361176,RRM2B,False,27,Stim48hr
RXYLT1,0.16330991685390472,CUL4A,False,9,Stim48hr
RALGAPA2,0.1633012294769287,RXRB,False,17,Stim48hr
HMGN1,0.16327884793281555,TNF,False,10,Stim48hr
LGALS3BP,0.16327832639217377,PDE6D,False,29,Stim48hr
RNF111,0.16323056817054749,CD2,False,51,Stim48hr
CCDC102A,0.16320174932479858,LCK,False,15,Stim48hr
MYO19,0.16319811344146729,ITK,False,57,Stim48hr
SCPEP1,0.16315750777721405,NDUFS8,False,39,Stim48hr
GLTP,0.16314512491226196,NDUFS8,False,72,Stim48hr
FKBP11,0.16307978332042694,ITGAL,False,38,Stim48hr
PPP1R15B,0.16303609311580658,CUL4A,False,203,Stim48hr
FOS,0.16302596032619476,ITK,False,33,Stim48hr
TWSG1,0.16293199360370636,ITK,False,45,Stim48hr
MOSPD1,0.1629134565591812,NDUFB6,False,27,Stim48hr
VEGFA,0.1628994196653366,NDUFAF3,True,17,Stim48hr
HEATR3,0.16285118460655212,NDUFA9,False,103,Stim48hr
MORF4L1,0.16284038126468658,HDAC2,False,165,Stim48hr
CCNK,0.16273920238018036,CD3E,False,305,Stim48hr
ZNF514,0.1626560539007187,RXRB,False,13,Stim48hr
RLN2,0.16265109181404114,APH1B,False,35,Stim48hr
ALKBH5,0.16263669729232788,NDUFB2,False,37,Stim48hr
GZMH,0.16261552274227142,RRM2B,False,20,Stim48hr
ERGIC3,0.16254109144210815,NDUFB9,False,151,Stim48hr
