gene,polarization_score
PARL,-22.426947831306723
NCR3,22.408168285906118
SP110,22.407815821318632
USP10,22.393573041742613
CNOT2,-22.3828896457503
CYCS,-22.36898839416208
TTC39C,-22.366930424518067
HCCS,-22.361300764259237
SQLE,-22.295687763746468
ALOX5,-22.260898675274394
HEXD,-22.256365175260555
CABP5,-22.243981494195314
LMTK2,-22.239205774949987
NFATC2,-22.23202873658491
FANCD2,22.217572913613537
FUNDC2,-22.177622194849846
SMG8,-22.17476773947341
NUP188,22.171599944952582
NAA35,22.162263936290607
CD93,22.153116602986614
PPHLN1,-22.133244451027057
TOE1,-22.13093597974917
NUDT22,-22.126270599011928
ZNF33A,22.1141241050942
CAMK1,-22.113825539959358
GLYR1,-22.11036917933241
CRYZL1,22.103582430560337
ADO,22.072456641421308
GUCY1A1,-22.070114696060497
NCS1,-22.068192966683636
MAP2K1,22.050747731469052
UNC93B1,22.02702658920792
CARMIL2,22.02470515014778
CDKN2A,-22.021244905196387
FOXQ1,-22.013893779435882
SCD5,-22.005283802591443
ALPK1,-21.99488524699147
ITPKB,-21.988276341409367
RTTN,21.986778115726565
ALAD,-21.97084467155993
KIF1C,-21.949146069075024
DLG3,-21.93230201757823
CLPB,21.93017871509506
RHBDF2,21.921580073221158
CSF2,-21.912757047534612
TMEM119,-21.90334487643188
SECISBP2L,-21.88154218902719
CHD7,-21.864458559111142
C1orf21,-21.846663015374784
PRKAA1,-21.842929080118765
NUDT19,21.822074570800737
CD99,-21.789848357526555
FMR1,-21.788831214447967
HCN2,-21.77948563719378
C4orf33,21.77877433101325
REEP6,21.773631895564385
ASH1L,21.77158765905033
CNEP1R1,21.768564567487644
FBXL17,-21.766506996925624
PPP4C,-21.765564896586543
PRXL2B,-21.76056772276928
CDC25B,21.74236979230569
AKAP11,21.729371017734405
NSUN4,21.71919539786082
CATSPER2,-21.70029612412735
NEK3,-21.687627225581622
ITPR1,-21.686721914707107
ZFAT,-21.679325397715235
PRDX4,21.67077393118449
TCF21,21.66152744243757
HDAC1,-21.660783532435477
ZC3H7A,-21.654729199502505
MRPS22,21.652713741473097
ASCC2,21.64721518262391
RAB1A,-21.64110542757065
ZMAT1,-21.634430189905366
DCP2,-21.61256235960283
IFNLR1,-21.608408112659212
ZC3H12D,21.595934197408596
RPL26L1,-21.578530728423203
ZNF274,-21.54821422290352
ZNF658,21.530616723259634
ERCC6L2,-21.515792896559446
MRPL49,21.487370195272867
NMNAT3,-21.482638898890297
MME,21.46179328336235
TMX1,21.45329214823378
SETDB1,-21.426316376375976
PLEKHH2,21.4228150336471
JRK,-21.417452373279676
DDX31,21.409115669037444
RPTOR,21.400601944409143
GATAD2B,-21.39727287038446
CSK,21.389884705536126
CDYL,21.387615214021164
LYPLA1,21.3866596130276
PDCD5,-21.356885840163223
ACSS2,-21.346681371924767
PTMA,21.3251183459968
PRKAR2B,21.30743083198854
ELOB,21.283442929012814
SLC31A1,-21.25710066372084
MANF,21.239584073437847
SRP68,21.239375173327563
MPI,21.22418235567535
PPP1R10,-21.182072836459582
CFAP36,21.177030746484462
JOSD1,-21.148683230304936
PTPRC,-21.141523617343765
FAM174C,-21.114366396207856
C5orf63,-21.112403199275033
SHC1,-21.079669887085885
SH2D4A,21.07904937826764
COX11,-21.07538045114273
ARHGAP45,21.030219585652553
ADPRS,21.02764264992166
BATF,-20.992029843956463
SYNGR3,-20.99123891246302
PIP4P1,20.989219814347663
PKN1,-20.98715875549291
CLEC4E,20.983005567255205
NUMB,20.96684064281576
TXLNA,20.943557808499225
ZNF276,20.939236108281474
DHRS7,20.93668980654099
TNRC6A,-20.928941810966002
ANAPC11,-20.92583313634721
NDUFB6,20.91484874769837
RRP8,-20.869940634667195
CHD8,-20.869866542383118
ZNF16,20.866740100463794
ELK1,-20.861784256172275
MSL1,20.842602635051854
RAB11FIP1,-20.83253033844444
HAUS8,20.82325529440896
CD37,-20.794275286771068
FAM133B,-20.774920779518688
DOHH,-20.771963187951403
PHF8,20.759512822125746
VPS18,20.75071728344282
ESRRA,20.743245594135146
JAKMIP2,20.729949008788815
SNAPC1,-20.715515475552717
MAF,-20.711680546311918
LAIR2,20.696861035385986
SLC3A2,20.687595562570227
NIPSNAP1,20.683547670630123
SSBP1,-20.682750022645553
ZNF470,-20.6784545102297
TMEM214,20.675692306427493
SUCLG1,20.670065368823835
PIK3C2B,20.666650454427913
STOM,20.664280592944
IST1,20.65181780730329
TNFRSF10D,20.629432910176565
TBX21,20.600804039669374
TIMM8A,20.591529848631758
SREK1,-20.586993269338024
MTHFD2,20.584913723771287
USF3,20.563483666320586
SEPSECS,20.545204446087606
GPRASP1,20.505742660940207
MAP6D1,-20.50556025665802
ATAD3A,20.49511115161081
BAHD1,-20.487565336294878
ZMYM2,-20.476596600206268
UHRF1,-20.464686814795062
ZNF790,-20.46314407597392
MBD3,-20.43096746054246
CCAR2,20.411064484676373
MTA2,-20.389016185280735
CCDC9,-20.382360141560003
SPAG7,-20.36789039386227
CRTC2,-20.362301407373007
VPS41,20.31461737452431
DCAF5,-20.28042532100311
PRDM15,20.23668141444398
MRPS31,20.23298908627398
LCOR,-20.225443023585072
TNPO1,-20.222106336711057
CD9,-20.218686814404847
CYLD,20.20093917397255
TNS1,-20.190528402443825
HMGA1,-20.188286786624225
PCBP4,20.156650408601205
HRAS,20.151648131346622
ZMYND8,20.149963365833713
AP2S1,20.147636837535966
TIAM1,-20.139907627616704
STAT3,20.124862275616856
SMG9,-20.124248300528972
PHF20,20.123020004276416
ANKS3,20.1126756102672
TIMMDC1,20.100040641093912
GPRC5A,20.098888378219016
FOXRED1,20.093348994796806
RRBP1,20.06951832485907
ZCCHC8,20.067407487896467
HSPBAP1,20.063963314107085
CSAD,-20.06096603543028
COX16,20.05343803333178
LRRC8A,-20.02764763491917
FERMT3,-20.0261651258527
CCP110,-19.975143230304734
PHF3,19.970249156209025
SCAPER,19.96246480738991
TMEM45B,19.957329594600274
ADGRL1,-19.953086656737575
MTX1,-19.946069697314176
RPP25L,19.929043844235082
TMEM259,-19.915656304977386
SFTPC,-19.90206043260779
SLC5A3,19.895671928008287
EML2,-19.890184114745338
SMG7,-19.889021549173425
EHMT2,19.8868628732796
RNF111,-19.844203969012536
DDRGK1,19.840973207909204
ULK4,19.83692184716461
SLC27A3,19.831794478630254
CROT,19.8214600240552
KIF16B,-19.81028475523549
SIRAL2,19.803938195759457
LAMA3,-19.793418423922702
HSPA1B,-19.76667430306423
STAT1,19.76465432337681
LARP4,-19.75517455198883
OPRL1,-19.748973404480722
BCL9,19.748904476542965
UBXN7,19.716257717481955
P4HB,-19.6954342012549
CUL3,19.68389109300729
ATP6V0E1,-19.67276242814272
TMED2,-19.669889774282996
ZSWIM9,-19.643585918901998
USP3,-19.643465031669187
UPF2,-19.64223765361492
NUDT15,19.640674934104062
PPP1R37,-19.625655436432943
ZNF630,19.6169360779182
CEP57,19.60669142835547
DAPK1,19.59618592555707
KCTD21,19.579298049446326
DDX60L,19.578430871209015
SHANK2,19.574087781430286
H2AX,-19.566800704244223
MOGS,-19.553106652146383
NAGK,-19.546390526588592
YPEL2,-19.533058847942236
CAP1,19.520974784823874
ANKRD16,-19.500721522802518
NLRX1,-19.48221021006124
FBXO46,-19.477877722212845
ADAM19,-19.475717528607053
PEX5,19.473166278336514
