gene,rank,polarization_score,abs_score,direction,signs_agree,z_Stim8hr,z_Stim48hr,z_Rest,z_Rest_abs,coef_Stim8hr,coef_Stim48hr,known_regulator,regulator_type
ZNF616,29,-50.79684963655669,50.79684963655669,toward_signature_neg,True,-41.454108316449975,-30.383485365395334,-36.124450309941,36.124450309941,-0.0149715820654348,-0.0203412397173401,False,
RNF181,30,50.56755974593607,50.56755974593607,toward_signature_pos,True,32.29517087453651,39.21815793427806,30.41118835985639,30.41118835985639,0.0146969962454024,0.0175350802846216,False,
LAT2,31,-49.786522311465085,49.786522311465085,toward_signature_neg,True,-28.49576307119165,-41.91301200507297,-64.67082394867474,64.67082394867474,-0.0202743807522474,-0.0273849281436374,False,
JAK2,32,49.5976769539224,49.5976769539224,toward_signature_pos,True,36.55666795088511,33.58503945955146,30.34695232759283,30.34695232759283,0.038799514622178,0.026575247786989,True,Th1 regulator
GCSAM,33,49.216954863263716,49.216954863263716,toward_signature_pos,True,40.41648031857103,29.18680474776097,21.07687657572643,21.07687657572643,0.0302294332562787,0.0180326956995897,False,
NUBPL,34,48.986647969043545,48.986647969043545,toward_signature_pos,True,23.207538982802603,46.07004295021521,28.36021593117624,28.36021593117624,0.0160680602532814,0.016648880017255,False,
IRF1,35,48.60380869035125,48.60380869035125,toward_signature_pos,True,32.5061894697679,36.22997596311416,60.19449768638383,60.19449768638383,0.039699379147264,0.0410452601231822,True,Th1 regulator
NFAT5,36,48.32705971997637,48.32705971997637,toward_signature_pos,True,34.118869770130566,34.225913515474524,26.05486942647667,26.05486942647667,0.0165297964707528,0.0191893639936999,False,
NCKAP1L,37,47.800490431695444,47.800490431695444,toward_signature_pos,True,36.11968390567181,31.48041795091725,40.15726202383125,40.15726202383125,0.0189676969108743,0.0252090732806631,False,
IFNGR1,38,47.25210897984758,47.25210897984758,toward_signature_pos,True,45.76077374430733,21.063799625724624,30.598377718053705,30.598377718053705,0.0345654574793874,0.012311393213765,True,Th1 regulator
MAMLD1,39,-46.99003155715422,46.99003155715422,toward_signature_neg,True,-49.22300448971551,-17.23093543475171,-33.809297451575944,33.809297451575944,-0.0250138329337256,-0.0091101999837005,False,
ANKRD54,40,46.94327719638829,46.94327719638829,toward_signature_pos,True,28.356075208809536,38.031744064562425,29.000915474047357,29.000915474047357,0.0224756973475487,0.0197310301485846,False,
IL12RB1,41,46.81920498862183,46.81920498862183,toward_signature_pos,True,41.18389960987291,25.028455064562152,20.69759895005168,20.69759895005168,0.0201738853959299,0.0158428133171551,False,
SRM,42,-46.78739567589312,46.78739567589312,toward_signature_neg,True,-39.19249598611654,-26.974873526847816,-33.79577283105751,33.79577283105751,-0.0153226391777249,-0.0198401989163597,False,
ZNF649,43,-46.73193419514257,46.73193419514257,toward_signature_neg,True,-22.18705763779849,-43.90187749689915,-70.34844025487666,70.34844025487666,-0.0188018976894142,-0.0228498591361361,False,
SPEN,44,-46.50790698376609,46.50790698376609,toward_signature_neg,True,-28.812585066390938,-36.95952774763746,-25.946945344745387,25.946945344745387,-0.0228590298990593,-0.0253605307747791,False,
SNX4,45,-46.38998899703431,46.38998899703431,toward_signature_neg,True,-30.597471759229713,-35.00787983871487,-41.85465737668586,41.85465737668586,-0.0152932425741649,-0.0213583529219547,False,
ENKUR,46,46.26482172347829,46.26482172347829,toward_signature_pos,True,38.45862221340578,26.96971612871061,65.91093128488784,65.91093128488784,0.0305851680025237,0.0173139028999154,False,
LCK,47,46.06705128676682,46.06705128676682,toward_signature_pos,True,23.996554223023562,41.15209448525901,30.683996048259054,30.683996048259054,0.0136485091395415,0.018195112780645,False,
EPS15L1,48,-46.020811920759925,46.020811920759925,toward_signature_neg,True,-33.93330010016807,-31.14995626959202,-26.87610621616654,26.87610621616654,-0.0265894750123418,-0.0214109347401747,False,
SMIM1,49,-45.98782865944909,45.98782865944909,toward_signature_neg,True,-29.985035476503207,-35.05157551777982,-36.924416397397955,36.924416397397955,-0.0213770276433747,-0.018199988810431,False,
OXA1L,50,45.692454531839914,45.692454531839914,toward_signature_pos,True,26.87441339710901,37.744475499934985,30.759112711900094,30.759112711900094,0.0193359109090932,0.0173907229071847,False,
IL7R,51,45.494071644671074,45.494071644671074,toward_signature_pos,True,38.69609220657937,25.642240920887723,,,0.0227446025488389,0.0149357152239673,False,
