gene,gwas_score
NDUFB8,0.000000
NDUFB9,0.000000
NDRG4,0.000000
NDRG2,0.000000
MYF5,0.000000
NUCLEOLIN,0.000000
NCAPD3,0.000000
NCAPG,0.000000
NCAPH,0.000000
NCBP1,0.000000
NCBP2,0.000000
NCBP2AS2,0.000000
NCBP2L,0.000000
NCCRP1,0.000000
NCEH1,0.000000
NCKAP1,0.000000
NCKAP1L,0.000000
NCKAP5L,0.000000
NCOA1,0.000000
NDOR1,0.000000
NCOA4,0.000000
NCOA6,0.000000
NCOR1,0.000000
NCR1,0.000000
NCR2,0.000000
NCR3,0.000000
NCS1,0.000000
NCSTN,0.000000
NDC1,0.000000
NDE1,0.000000
NDEL1,0.000000
NDN,0.000000
NDUFC1,0.000000
NDUFC2-KCTD14,0.000000
NDUFS1,0.000000
NFAM1,0.000000
NET1,0.000000
NETO1,0.000000
NEU1,0.000000
NEU3,0.000000
NEURL2,0.000000
NEURL3,0.000000
NEUROD2,0.000000
NEUROD6,0.000000
NEUROG1,0.000000
NEUROG2,0.000000
NEUROG3,0.000000
NEXMIF,0.000000
NFASC,0.000000
NDUFS3,0.000000
NFAT5,0.000000
NFATC2IP,0.000000
NFATC4,0.000000
NFE2,0.000000
NFE2L1,0.000000
NFE2L3,0.000000
NFIX,0.000000
NFKBIB,0.000000
NFKBID,0.000000
NFKBIL1,0.000000
NFRKB,0.000000
NFS1,0.000000
RMP64,0.000000
NENF,0.000000
NEMP1,0.000000
NELFE,0.000000
NDUFS5,0.000000
NDUFS7,0.000000
NDUFS8,0.000000
NDUFV2,0.000000
NDUFV3,0.000000
NEB,0.000000
NECAB1,0.000000
NECAB3,0.000000
NECAP1,0.000000
NECTIN2,0.000000
NECTIN4,0.000000
NEDD4L,0.000000
NEDD8,0.000000
NEDD8-MDP1,0.000000
NEFH,0.000000
NEIL1,0.000000
NEK10,0.000000
NEK2,0.000000
NEK3,0.000000
NEK4,0.000000
NEK8,0.000000
NEK9,0.000000
NELFA,0.000000
NELFB,0.000000
NELFCD,0.000000
NCAPD2,0.000000
NCAM1,0.000000
NCALD,0.000000
MYOG,0.000000
MYO1E,0.000000
MYO1F,0.000000
MYO1G,0.000000
MYO1H,0.000000
MYO5A,0.000000
MYO5B,0.000000
MYO5C,0.000000
MYO6,0.000000
MYO9A,0.000000
MYO9B,0.000000
MYOD1,0.000000
MYOF,0.000000
MYOM3,0.000000
HEMK2,0.000000
MYORG,0.000000
MYOZ1,0.000000
MYOZ2,0.000000
MYOZ3,0.000000
MYPOP,0.000000
MZB1,0.000000
MZF1,0.000000
MZT1,0.000000
MZT2A,0.000000
MZT2B,0.000000
N4BP2,0.000000
N4BP2L2,0.000000
MYO1D,0.000000
MYO1C,0.000000
MYO1A,0.000000
MYO18A,0.000000
MYF6,0.000000
MYG1,0.000000
MYH1,0.000000
MYH10,0.000000
MYH13,0.000000
MYH14,0.000000
MYH4,0.000000
MYH6,0.000000
MYH7,0.000000
MYH8,0.000000
MYH9,0.000000
MYL10,0.000000
MYL3,0.000000
MYL4,0.000000
MYL5,0.000000
MYL6,0.000000
MYL6B,0.000000
MYL7,0.000000
MYL9,0.000000
MYLK2,0.000000
MYLK3,0.000000
MYL11,0.000000
MYMK,0.000000
MYO15A,0.000000
MYO15B,0.000000
N4BP3,0.000000
NAA11,0.000000
NBR1,0.000000
NAT2,0.000000
NAP1L2,0.000000
NAP1L3,0.000000
NAP1L4,0.000000
NAPB,0.000000
NAPEPLD,0.000000
NAPRT,0.000000
NAPSA,0.000000
NARS2,0.000000
NASP,0.000000
NAT10,0.000000
NAT14,0.000000
NAT16,0.000000
NAT8B,0.000000
NAA16,0.000000
ASPNAT,0.000000
NAT9,0.000000
NATD1,0.000000
NAV1,0.000000
NAXD,0.000000
NBPF10,0.000000
NBPF14,0.000000
NBPF19,0.000000
NBPF20,0.000000
NBPF26,0.000000
NBPF6,0.000000
NBPF9,0.000000
NANS,0.000000
NANP,0.000000
NANOS3,0.000000
NANOS2,0.000000
NAA20,0.000000
NAA30,0.000000
NAA38,0.000000
NAA40,0.000000
NAA50,0.000000
NAA60,0.000000
NAAA,0.000000
NAALADL1,0.000000
NABP2,0.000000
NACAD,0.000000
NACC1,0.000000
NACC2,0.000000
NADK,0.000000
NADK2,0.000000
NAE1,0.000000
NAGA,0.000000
NAGS,0.000000
NAIF1,0.000000
NAIP,0.000000
NALF2,0.000000
NAMPT,0.000000
NANOG,0.000000
NANOGNB,0.000000
NANOGP8,0.000000
NANOS1,0.000000
MOV10L1,0.000000
MOV10,0.000000
MOSPD3,0.000000
MAP9,0.000000
MAP3K6,0.000000
MAP3K7CL,0.000000
MAP3K9,0.000000
MAP4K1,0.000000
MAP4K4,0.000000
MAP4K5,0.000000
MAP6,0.000000
MAP6D1,0.000000
MAP7,0.000000
MAP7D1,0.000000
MAP7D2,0.000000
MAP7D3,0.000000
MAPK11,0.000000
MAP3K4,0.000000
MAPK15,0.000000
MAPK1IP1L,0.000000
MAPK4,0.000000
MAPK7,0.000000
MAPK8IP1,0.000000
MAPK8IP2,0.000000
MAPK8IP3,0.000000
MAPKAPK2,0.000000
MAPKAPK3,0.000000
MAPKBP1,0.000000
MAPRE3,0.000000
MARCHF10,0.000000
MAP3K5,0.000000
MAP3K3,0.000000
MOSPD2,0.000000
MANSC1,0.000000
MAML1,0.000000
MAML3,0.000000
MAMLD1,0.000000
MAN1A2,0.000000
MAN1B1,0.000000
MAN2A2,0.000000
MAN2B1,0.000000
MAN2B2,0.000000
MAN2C1,0.000000
MANBAL,0.000000
MANEA,0.000000
MANF,0.000000
MAOA,0.000000
MAP3K15,0.000000
MAP1A,0.000000
MAP1LC3A,0.000000
MAP1LC3B2,0.000000
MAP1LC3C,0.000000
MAP1S,0.000000
MAP2,0.000000
MAP2K1,0.000000
MAP2K2,0.000000
MAP2K7,0.000000
MAP3K10,0.000000
MAP3K11,0.000000
MAP3K12,0.000000
MARCHF2,0.000000
MARCHF3,0.000000
MARCHF4,0.000000
MC5R,0.000000
MBD3L4,0.000000
MBD3L5,0.000000
MBD4,0.000000
MBD5,0.000000
MBD6,0.000000
MBLAC1,0.000000
MBNL3,0.000000
MBOAT7,0.000000
MBTD1,0.000000
MBTPS1,0.000000
MBTPS2,0.000000
MC2R,0.000000
MCAM,0.000000
MARCHF6,0.000000
MCAT,0.000000
MCC,0.000000
MCCC1,0.000000
MCCD1,0.000000
MCEE,0.000000
MCEMP1,0.000000
MCF2,0.000000
MCF2L,0.000000
MCF2L2,0.000000
MCIDAS,0.000000
MCM10,0.000000
MCM3,0.000000
MBD3L3,0.000000
MBD3L2B,0.000000
MBD3L2,0.000000
MBD3L1,0.000000
MARCHF8,0.000000
MARCKSL1,0.000000
MARF1,0.000000
MARK2,0.000000
MARK3,0.000000
MARK4,0.000000
MARVELD1,0.000000
MAS1,0.000000
MAS1L,0.000000
MASP1,0.000000
MASP2,0.000000
MAST1,0.000000
MASTL,0.000000
MAT1A,0.000000
MAT2A,0.000000
MATK,0.000000
MATN1,0.000000
MATN3,0.000000
MATN4,0.000000
MATR3,0.000000
MAVS,0.000000
MAZ,0.000000
MB,0.000000
MBD1,0.000000
MBD3,0.000000
MAMDC2,0.000000
MALSU1,0.000000
MALRD1,0.000000
LY6H,0.000000
LUZP6,0.000000
LVRN,0.000000
LXN,0.000000
LY6D,0.000000
LY6E,0.000000
LY6G5B,0.000000
LY6G5C,0.000000
LY6G6C,0.000000
LY6G6D,0.000000
LY6G6E,0.000000
LY6G6F,0.000000
LY6G6F-LY6G6D,0.000000
LY6K,0.000000
LYPD6B,0.000000
LY6L,0.000000
LY75,0.000000
LY75-CD302,0.000000
LY9,0.000000
LY96,0.000000
LYG2,0.000000
LYL1,0.000000
LYNX1,0.000000
LYNX1-SLURP2,0.000000
LYPD2,0.000000
LYPD3,0.000000
LYPD4,0.000000
LUZP4,0.000000
LURAP1,0.000000
LUC7L3,0.000000
LUC7L2,0.000000
LSM1,0.000000
LSM10,0.000000
LSM11,0.000000
LSM12,0.000000
LSM14A,0.000000
LSM2,0.000000
LSM3,0.000000
LSM4,0.000000
LSM6,0.000000
LSM7,0.000000
LSMEM1,0.000000
LSMEM2,0.000000
LSR,0.000000
LSS,0.000000
LST1,0.000000
LTA,0.000000
LTB,0.000000
LTB4R,0.000000
LTB4R2,0.000000
LTBP3,0.000000
LTBP4,0.000000
LTC4S,0.000000
LTN1,0.000000
LTO1,0.000000
LUC7L,0.000000
LYPD5,0.000000
LYPD8,0.000000
MALL,0.000000
MAGED1,0.000000
MAGEA9,0.000000
MAGEA9B,0.000000
MAGEB1,0.000000
MAGEB10,0.000000
MAGEB16,0.000000
MAGEB17,0.000000
MAGEB18,0.000000
MAGEB3,0.000000
MAGEB4,0.000000
MAGEB5,0.000000
MAGEB6,0.000000
MAGEB6B,0.000000
MAGED2,0.000000
LYPLA1,0.000000
MAGEE2,0.000000
MAGEF1,0.000000
MAGEH1,0.000000
MAGEL2,0.000000
MAGIX,0.000000
MAGOH,0.000000
MAGOHB,0.000000
MAGT1,0.000000
MAJIN,0.000000
MAK,0.000000
MAK16,0.000000
MAL,0.000000
MAGEA8,0.000000
MAGEA6,0.000000
MAGEA4,0.000000
MAGEA3,0.000000
LYPLA2,0.000000
LYRM4,0.000000
LYSMD2,0.000000
LYZL1,0.000000
LYZL4,0.000000
LYZL6,0.000000
LZIC,0.000000
LZTR1,0.000000
LZTS2,0.000000
LZTS3,0.000000
MAB21L1,0.000000
MAB21L4,0.000000
MACROH2A2,0.000000
MAD2L1,0.000000
MAD2L1BP,0.000000
MAD2L2,0.000000
MAEA,0.000000
MAFA,0.000000
MAFG,0.000000
MAG,0.000000
MAGEA1,0.000000
MAGEA10,0.000000
MAGEA10-MAGEA5,0.000000
MAGEA11,0.000000
MAGEA12,0.000000
MCM3AP,0.000000
MCM5,0.000000
MCM7,0.000000
MKNK2,0.000000
MIOX,0.000000
MIP,0.000000
MIPEP,0.000000
MIS12,0.000000
MIS18A,0.000000
MIS18BP1,0.000000
MISP,0.000000
MISP3,0.000000
MIX23,0.000000
MIXL1,0.000000
MKKS,0.000000
MKNK1,0.000000
MKRN1,0.000000
MLST8,0.000000
MKRN3,0.000000
MKS1,0.000000
MKX,0.000000
MLC1,0.000000
MLEC,0.000000
MLH1,0.000000
MLH3,0.000000
MLLT1,0.000000
MLLT10,0.000000
MLLT11,0.000000
MLLT6,0.000000
MLNR,0.000000
MINPP1,0.000000
MINK1,0.000000
MINDY4B,0.000000
MINDY4,0.000000
MIA2,0.000000
MIB1,0.000000
MIB2,0.000000
MICA,0.000000
MICAL1,0.000000
MICAL2,0.000000
MICAL3,0.000000
MICALL1,0.000000
MICALL2,0.000000
MICB,0.000000
MICOS10-NBL1,0.000000
MICOS13,0.000000
MICU1,0.000000
MID1,0.000000
MID1IP1,0.000000
MID2,0.000000
MIEF1,0.000000
MIEF2,0.000000
MIER3,0.000000
MIF,0.000000
MIF4GD,0.000000
MIGA2,0.000000
MILR1,0.000000
MINAR1,0.000000
MINDY2,0.000000
MLPH,0.000000
MLXIPL,0.000000
MGST3,0.000000
MON1B,0.000000
MOB1A,0.000000
MOB1B,0.000000
MOB2,0.000000
MOB3B,0.000000
MOB3C,0.000000
MOCOS,0.000000
MOCS1,0.000000
MOG,0.000000
MOGAT2,0.000000
MOGAT3,0.000000
MOGS,0.000000
MOK,0.000000
MON2,0.000000
MLYCD,0.000000
MORC1,0.000000
MORC2,0.000000
MORC4,0.000000
MORF4L2,0.000000
MORN1,0.000000
MORN2,0.000000
MORN3,0.000000
MORN4,0.000000
MORN5,0.000000
MOS,0.000000
MOSMO,0.000000
MOSPD1,0.000000
MOAP1,0.000000
MNT,0.000000
MND1,0.000000
MMS22L,0.000000
MMAA,0.000000
MMAB,0.000000
MMACHC,0.000000
MMD2,0.000000
MMGT1,0.000000
MMP1,0.000000
MMP10,0.000000
MMP11,0.000000
MMP13,0.000000
MMP14,0.000000
MMP15,0.000000
MMP19,0.000000
MMP2,0.000000
MMP20,0.000000
MMP21,0.000000
MMP23B,0.000000
MMP24,0.000000
MMP24-AS1-EDEM2,0.000000
MMP25,0.000000
MMP27,0.000000
MMP28,0.000000
MMP7,0.000000
MMP8,0.000000
MMRN2,0.000000
MMS19,0.000000
MIA-RAB4B,0.000000
MGRN1,0.000000
MCM8,0.000000
MED31,0.000000
MED17,0.000000
MED18,0.000000
MED19,0.000000
MED20,0.000000
MED21,0.000000
MED22,0.000000
MED23,0.000000
MED25,0.000000
MED26,0.000000
MED28,0.000000
MED29,0.000000
MED30,0.000000
MED4,0.000000
MEOX2,0.000000
MED6,0.000000
MED8,0.000000
MEF2B,0.000000
MEF2D,0.000000
MEGF10,0.000000
MEGF8,0.000000
MEGF9,0.000000
MEIG1,0.000000
MEIOB,0.000000
MEIOC,0.000000
MEIS3,0.000000
MELK,0.000000
MED14,0.000000
MED12L,0.000000
MED12,0.000000
MED11,0.000000
MCM9,0.000000
MCMBP,0.000000
MCMDC2,0.000000
MCOLN1,0.000000
MCOLN2,0.000000
MCOLN3,0.000000
MCRIP1,0.000000
MCRIP2,0.000000
MCRS1,0.000000
MCTP1,0.000000
MCTS1,0.000000
MCTS2,0.000000
MCU,0.000000
MCUB,0.000000
MCUR1,0.000000
MDC1,0.000000
MDFI,0.000000
MDH1,0.000000
MDH2,0.000000
MDM2,0.000000
MDP1,0.000000
ME2,0.000000
ME3,0.000000
MEA1,0.000000
MED10,0.000000
MEMO1,0.000000
MEP1A,0.000000
MGP,0.000000
SLC60A1,0.000000
MFAP5,0.000000
MFGE8,0.000000
MFN1,0.000000
MFNG,0.000000
MFRP,0.000000
SLC75A1,0.000000
MFSD11,0.000000
SLC71A1,0.000000
SLC71A2,0.000000
MFSD2A,0.000000
MFSD2B,0.000000
SLC33A2,0.000000
SLC61A1,0.000000
MEP1B,0.000000
MFSD6L,0.000000
SLC67A2,0.000000
MGA,0.000000
MGAM,0.000000
MGAM2,0.000000
MGAT1,0.000000
MGAT3,0.000000
MGAT4A,0.000000
MGAT4B,0.000000
MGAT4D,0.000000
MGAT5B,0.000000
MGLL,0.000000
MFAP4,0.000000
MEX3D,0.000000
MEX3A,0.000000
METTL9,0.000000
MEPCE,0.000000
MEPE,0.000000
MESD,0.000000
MESP1,0.000000
MESP2,0.000000
MEST,0.000000
MET,0.000000
METAP1,0.000000
METAP1D,0.000000
METAP2,0.000000
METRNL,0.000000
METTL13,0.000000
METTL14,0.000000
METTL18,0.000000
METTL21A,0.000000
METTL21C,0.000000
METTL22,0.000000
METTL23,0.000000
METTL25B,0.000000
METTL26,0.000000
METTL27,0.000000
METTL2A,0.000000
METTL3,0.000000
TMT1A,0.000000
TMT1B,0.000000
NFX1,0.000000
NFYA,0.000000
GLIPR1L1,0.000000
OR5M9,0.000000
OR5H8,0.000000
OR5I1,0.000000
OR5J2,0.000000
OR5K1,0.000000
OR5K2,0.000000
OR5K3,0.000000
OR5K4,0.000000
OR5L1,0.000000
OR5L2,0.000000
OR5M1,0.000000
OR5M10,0.000000
OR5M3,0.000000
OR5P2,0.000000
OR5H2,0.000000
OR5P3,0.000000
OR5T1,0.000000
OR5T2,0.000000
OR5T3,0.000000
OR5V1,0.000000
OR5W2,0.000000
OR6B1,0.000000
OR6B2,0.000000
OR6B3,0.000000
OR6C4,0.000000
OR6C6,0.000000
OR6C65,0.000000
OR5H6,0.000000
OR5H15,0.000000
ORC2,0.000000
OR5AP2,0.000000
OR52N5,0.000000
OR52R1,0.000000
OR52W1,0.000000
OR56A1,0.000000
OR56A3,0.000000
OR56A4,0.000000
OR56A5,0.000000
OR56B1,0.000000
OR56B4,0.000000
OR5A1,0.000000
OR5A2,0.000000
OR5AN1,0.000000
OR5AS1,0.000000
OR5H14,0.000000
OR5AU1,0.000000
OR5B17,0.000000
OR5B21,0.000000
OR5B3,0.000000
OR5C1,0.000000
OR5D13,0.000000
OR5D14,0.000000
OR5D16,0.000000
OR5D18,0.000000
OR5D3,0.000000
OR5F1,0.000000
OR5H1,0.000000
OR6C68,0.000000
OR6C70,0.000000
OR6C74,0.000000
OR8K5,0.000000
OR8G2P,0.000000
OR8G3,0.000000
OR8G5,0.000000
OR8H1,0.000000
OR8H2,0.000000
OR8H3,0.000000
OR8I2,0.000000
OR8J1,0.000000
OR8J2,0.000000
OR8J3,0.000000
OR8K1,0.000000
OR8K3,0.000000
OR8S1,0.000000
OR6F1,0.000000
OR8U1,0.000000
OR8U3,0.000000
OR9A1P,0.000000
OR9A2,0.000000
OR9A4,0.000000
OR9G4,0.000000
OR9I1,0.000000
OR9Q1,0.000000
OR9Q2,0.000000
ORAI1,0.000000
ORAI2,0.000000
ORAI3,0.000000
OR8G1,0.000000
OR8D4,0.000000
OR8B8,0.000000
OR8B4,0.000000
OR6K2,0.000000
OR6K3,0.000000
OR6K6,0.000000
OR6M1,0.000000
OR6N1,0.000000
OR6N2,0.000000
OR6P1,0.000000
OR6Q1,0.000000
OR6S1,0.000000
OR6T1,0.000000
OR6V1,0.000000
OR6X1,0.000000
OR6Y1,0.000000
OR7A10,0.000000
OR7A5,0.000000
OR7C1,0.000000
OR7D2,0.000000
OR7D4,0.000000
OR7E24,0.000000
OR7G1,0.000000
OR7G2,0.000000
OR7G3,0.000000
OR8A1,0.000000
OR8B2,0.000000
OR8B3,0.000000
OR52N4,0.000000
OR52N2,0.000000
OR52N1,0.000000
OR4A16,0.000000
OR2T6,0.000000
OR2T7,0.000000
OR2T8,0.000000
OR2V1,0.000000
OR2V2,0.000000
OR2W1,0.000000
OR2W3,0.000000
OR2Y1,0.000000
OR3A1,0.000000
OR3A2,0.000000
OR3A3,0.000000
OR4A15,0.000000
OR4C11,0.000000
OR4F4,0.000000
OR4C16,0.000000
OR4C3,0.000000
OR4C5,0.000000
OR4C6,0.000000
OR4D1,0.000000
OR4D2,0.000000
OR4D5,0.000000
OR4D6,0.000000
OR4D9,0.000000
OR4E2,0.000000
OR4F15,0.000000
OR4F17,0.000000
OR2T5,0.000000
OR2T4,0.000000
OR2T35,0.000000
OR2T34,0.000000
OR2H1,0.000000
OR2H2,0.000000
OR2J1,0.000000
OR2J2,0.000000
OR2J3,0.000000
OR2K2,0.000000
OR2L13,0.000000
OR2L2,0.000000
OR2L3,0.000000
OR2L5,0.000000
OR2L8,0.000000
OR2M3,0.000000
OR2M4,0.000000
OR2M5,0.000000
OR2M7,0.000000
OR2S2,0.000000
OR2T1,0.000000
OR2T10,0.000000
OR2T11,0.000000
OR2T12,0.000000
OR2T2,0.000000
OR2T27,0.000000
OR2T29,0.000000
OR2T3,0.000000
OR2T33,0.000000
OR4F21,0.000000
OR4F5,0.000000
OR52M1,0.000000
OR52B2,0.000000
OR51F2,0.000000
OR51G1,0.000000
OR51G2,0.000000
OR51I1,0.000000
OR51I2,0.000000
OR51J1,0.000000
OR51L1,0.000000
OR51S1,0.000000
OR51T1,0.000000
OR51V1,0.000000
OR52A1,0.000000
OR52A5,0.000000
OR52B4,0.000000
OR4F6,0.000000
OR52B6,0.000000
OR52D1,0.000000
OR52E2,0.000000
OR52E4,0.000000
OR52E6,0.000000
OR52E8,0.000000
OR52H1,0.000000
OR52I1,0.000000
OR52J3,0.000000
OR52K1,0.000000
OR52K2,0.000000
OR52L1,0.000000
OR51E2,0.000000
OR51E1,0.000000
OR51D1,0.000000
OR51C1,0.000000
OR4K1,0.000000
OR4K13,0.000000
OR4K14,0.000000
OR4K15,0.000000
OR4K17,0.000000
OR4K2,0.000000
OR4K5,0.000000
OR4L1,0.000000
OR4M1,0.000000
OR4M2B,0.000000
OR4N2,0.000000
OR4N4,0.000000
OR4N4C,0.000000
OR4N5,0.000000
OR4P4,0.000000
OR4Q2,0.000000
OR4Q3,0.000000
OR4S1,0.000000
OR4S2,0.000000
OR51A2,0.000000
OR51A4,0.000000
OR51A7,0.000000
OR51B4,0.000000
OR51B5,0.000000
OR51B6,0.000000
ORC1,0.000000
ORC3,0.000000
NFYB,0.000000
PAX3,0.000000
PASD1,0.000000
PASK,0.000000
PATE1,0.000000
PATE2,0.000000
PATE3,0.000000
PATE4,0.000000
PATL1,0.000000
PATL2,0.000000
PATZ1,0.000000
PAWR,0.000000
PAX1,0.000000
PAX2,0.000000
PAX4,0.000000
PARVB,0.000000
PAX5,0.000000
PAX9,0.000000
PAXBP1,0.000000
PAXX,0.000000
PBOV1,0.000000
PBX2,0.000000
PBX4,0.000000
PC,0.000000
PCBD1,0.000000
PCBD2,0.000000
PCBP1,0.000000
PCBP2,0.000000
PARVG,0.000000
PARVA,0.000000
ORC4,0.000000
PARD6G,0.000000
PANX3,0.000000
PAOX,0.000000
PAPLN,0.000000
PAPOLB,0.000000
PAPSS2,0.000000
PAQR4,0.000000
PAQR6,0.000000
PAQR7,0.000000
PAQR8,0.000000
PAQR9,0.000000
PARD6A,0.000000
PARD6B,0.000000
PARG,0.000000
PARS2,0.000000
PARL,0.000000
PARP11,0.000000
PARP12,0.000000
PARP14,0.000000
PARP15,0.000000
PARP16,0.000000
PARP2,0.000000
PARP3,0.000000
PARP4,0.000000
PARP6,0.000000
PARP8,0.000000
PARP9,0.000000
PCCA,0.000000
PCDH11X,0.000000
PCDH11Y,0.000000
PCDHGA6,0.000000
PCDHB6,0.000000
PCDHB7,0.000000
PCDHB8,0.000000
PCDHB9,0.000000
PCDHGA1,0.000000
PCDHGA10,0.000000
PCDHGA11,0.000000
PCDHGA12,0.000000
PCDHGA2,0.000000
PCDHGA3,0.000000
PCDHGA4,0.000000
PCDHGA5,0.000000
PCDHGA7,0.000000
PCDH17,0.000000
PCDHGA8,0.000000
PCDHGA9,0.000000
PCDHGB1,0.000000
PCDHGB2,0.000000
PCDHGB3,0.000000
PCDHGB4,0.000000
PCDHGB5,0.000000
PCDHGB6,0.000000
PCDHGB7,0.000000
PCDHGC3,0.000000
PCDHGC4,0.000000
PCDHGC5,0.000000
PCDHB5,0.000000
PCDHB4,0.000000
PCDHB3,0.000000
PCDHB2,0.000000
PCDH19,0.000000
PCDH9,0.000000
PCDHA1,0.000000
PCDHA10,0.000000
PCDHA11,0.000000
PCDHA12,0.000000
PCDHA13,0.000000
PCDHA2,0.000000
PCDHA3,0.000000
PCDHA4,0.000000
PCDHA5,0.000000
PCDHA6,0.000000
PCDHA7,0.000000
PCDHA8,0.000000
PCDHA9,0.000000
PCDHAC1,0.000000
PCDHAC2,0.000000
PCDHB1,0.000000
PCDHB10,0.000000
PCDHB11,0.000000
PCDHB12,0.000000
PCDHB13,0.000000
PCDHB14,0.000000
PCDHB15,0.000000
PCDHB16,0.000000
PANX2,0.000000
PANK2,0.000000
PAM16,0.000000
OXCT2,0.000000
OTUB2,0.000000
OTUD1,0.000000
OTUD5,0.000000
OTUD6B,0.000000
OTUD7A,0.000000
OTUD7B,0.000000
OVCA2,0.000000
OVCH2,0.000000
OVGP1,0.000000
OVOL2,0.000000
OVOL3,0.000000
OXA1L,0.000000
OXLD1,0.000000
P2RY12,0.000000
OXNAD1,0.000000
OXSM,0.000000
OXSR1,0.000000
OXT,0.000000
P2RX1,0.000000
P2RX2,0.000000
P2RX3,0.000000
P2RX4,0.000000
P2RX5,0.000000
P2RX5-TAX1BP3,0.000000
P2RX6,0.000000
P2RX7,0.000000
OTUB1,0.000000
OTP,0.000000
OTOS,0.000000
OTOP3,0.000000
ORC6,0.000000
ORMDL1,0.000000
OSBP,0.000000
OSBP2,0.000000
OSBPL10,0.000000
OSBPL11,0.000000
OSBPL1A,0.000000
OSBPL2,0.000000
OSBPL3,0.000000
OSBPL5,0.000000
OSBPL6,0.000000
OSBPL7,0.000000
OSCAR,0.000000
OSCP1,0.000000
OSER1,0.000000
OSGEP,0.000000
OSGEPL1,0.000000
OSGIN1,0.000000
OSR2,0.000000
OST4,0.000000
OTC,0.000000
OTOA,0.000000
OTOF,0.000000
OTOG,0.000000
OTOP2,0.000000
P2RY1,0.000000
P2RY13,0.000000
PALS2,0.000000
PAGR1,0.000000
PADI3,0.000000
PAEP,0.000000
PAF1,0.000000
PAFAH1B2,0.000000
PAFAH1B3,0.000000
PAFAH2,0.000000
PAGE1,0.000000
PAGE2,0.000000
PAGE2B,0.000000
PAGE3,0.000000
PAGE4,0.000000
PAGE5,0.000000
PAICS,0.000000
P2RY14,0.000000
PAIP1,0.000000
PAIP2,0.000000
PAIP2B,0.000000
PAK1IP1,0.000000
PAK3,0.000000
PAK4,0.000000
PAK5,0.000000
PAK6,0.000000
PALB2,0.000000
PALD1,0.000000
PALM3,0.000000
PALS1,0.000000
PADI2,0.000000
PADI1,0.000000
PACSIN3,0.000000
PACSIN2,0.000000
P2RY2,0.000000
P2RY4,0.000000
P2RY6,0.000000
P2RY8,0.000000
P3H3,0.000000
P3H4,0.000000
P3R3URF,0.000000
P3R3URF-PIK3R3,0.000000
P4HA1,0.000000
P4HB,0.000000
PAAF1,0.000000
PABIR1,0.000000
PABIR2,0.000000
PABIR3,0.000000
PABPC1,0.000000
PABPC1L,0.000000
PABPC1L2A,0.000000
PABPC1L2B,0.000000
PABPC3,0.000000
PABPC5,0.000000
PABPN1,0.000000
PABPN1L,0.000000
PACC1,0.000000
PACS1,0.000000
PACS2,0.000000
OR2G6,0.000000
OR2G3,0.000000
OR2G2,0.000000
NPL,0.000000
NPIPA5,0.000000
NPIPA7,0.000000
NPIPA8,0.000000
NPIPA9,0.000000
NPIPB11,0.000000
NPIPB12,0.000000
NPIPB15,0.000000
NPIPB2,0.000000
NPIPB3,0.000000
NPIPB4,0.000000
NPIPB5,0.000000
NPIPB9,0.000000
NPLOC4,0.000000
NPIPA2,0.000000
NPM1,0.000000
NPM3,0.000000
NPNT,0.000000
NPPC,0.000000
NPR1,0.000000
NPR2,0.000000
NPRL2,0.000000
NPRL3,0.000000
NPSR1,0.000000
NPTN,0.000000
NPTX1,0.000000
NPTXR,0.000000
NPIPA3,0.000000
NPIPA1,0.000000
OR2F2,0.000000
NPAP1,0.000000
NOTCH2NLB,0.000000
NOTCH2NLR,0.000000
NOTCH3,0.000000
NOTCH4,0.000000
NOTUM,0.000000
NOVA2,0.000000
NOX1,0.000000
NOX3,0.000000
NOX5,0.000000
NOXA1,0.000000
NOXO1,0.000000
NOXRED1,0.000000
NPAS1,0.000000
NPHS2,0.000000
NPAS4,0.000000
NPB,0.000000
NPC1,0.000000
NPC1L1,0.000000
NPC2,0.000000
NPDC1,0.000000
NPEPL1,0.000000
NPFF,0.000000
NPFFR1,0.000000
NPHP1,0.000000
NPHP3-ACAD11,0.000000
NPHS1,0.000000
NPW,0.000000
NPY,0.000000
NPY4R,0.000000
NT5C3B,0.000000
NSD3,0.000000
NSDHL,0.000000
NSF,0.000000
NSFL1C,0.000000
NSL1,0.000000
NSMCE3,0.000000
NSMF,0.000000
NSUN4,0.000000
NSUN5,0.000000
NT5C,0.000000
NT5C1A,0.000000
NT5C1B-RDH14,0.000000
NT5DC1,0.000000
NPY4R2,0.000000
NT5DC3,0.000000
NT5DC4,0.000000
NTAN1,0.000000
NTAQ1,0.000000
NTF4,0.000000
NTHL1,0.000000
NTMT1,0.000000
NTN3,0.000000
NTN4,0.000000
NTRK3,0.000000
NUAK2,0.000000
NUBP2,0.000000
NSD1,0.000000
NSA2,0.000000
NRXN2,0.000000
NRTN,0.000000
NQO1,0.000000
NQO2,0.000000
NR0B1,0.000000
NR0B2,0.000000
NR1D1,0.000000
NR1H2,0.000000
NR1H4,0.000000
NR2C1,0.000000
NR2C2,0.000000
NR2C2AP,0.000000
NR2E1,0.000000
NR2E3,0.000000
NR4A1,0.000000
NR5A1,0.000000
NRARP,0.000000
NRAS,0.000000
NRDE2,0.000000
NRF1,0.000000
NRG2,0.000000
NRGN,0.000000
NRIP3,0.000000
NRK,0.000000
NRM,0.000000
