gene,gwas_score
AHCTF1,0.000000
AHCY,0.000000
AHCYL1,0.000000
AHCYL2,0.000000
AHDC1,0.000000
AHNAK,0.000000
AHRR,0.000000
AKNAD1,0.000000
AKR1B15,0.000000
AMER1,0.000000
ALOX5,0.000000
ALG9,0.000000
ALKAL1,0.000000
ALKBH1,0.000000
ALKBH3,0.000000
ALKBH4,0.000000
ALKBH5,0.000000
ALKBH6,0.000000
ALKBH7,0.000000
ALKBH8,0.000000
ALOX12,0.000000
ALOX12B,0.000000
ALOX15B,0.000000
ALOXE3,0.000000
AKR1C1,0.000000
ALPP,0.000000
ALS2,0.000000
ALS2CL,0.000000
ALX3,0.000000
ALX4,0.000000
ALYREF,0.000000
AMACR,0.000000
AMBN,0.000000
AMBP,0.000000
AMDHD1,0.000000
AMDHD2,0.000000
AMELY,0.000000
ALG8,0.000000
ALG6,0.000000
ALG3,0.000000
ALG1L2,0.000000
AKR1C2,0.000000
AKR1C3,0.000000
AKR1C4,0.000000
AKR1C8,0.000000
AKR1D1,0.000000
AKR7A2,0.000000
AKR7A3,0.000000
AKR7L,0.000000
AKT1S1,0.000000
ALAD,0.000000
ALAS2,0.000000
ALDH16A1,0.000000
ALDH18A1,0.000000
ALDH1A2,0.000000
ALDH1L2,0.000000
ALDH3A1,0.000000
ALDH3B1,0.000000
ALDH3B2,0.000000
ALDH4A1,0.000000
ALDH6A1,0.000000
ALDH9A1,0.000000
ALDOA,0.000000
ALDOB,0.000000
ALG11,0.000000
ALG13,0.000000
BNIP5,0.000000
BOC,0.000000
CLDN18,0.000000
CDC26,0.000000
CD99,0.000000
CD99L2,0.000000
CDADC1,0.000000
CDAN1,0.000000
CDC14A,0.000000
CDC14B,0.000000
CDC16,0.000000
CDC20,0.000000
CDC20B,0.000000
CDC25A,0.000000
CDC25B,0.000000
CDC25C,0.000000
CDC27,0.000000
CD9,0.000000
CDC34,0.000000
CDC40,0.000000
CDC42,0.000000
CDC42BPA,0.000000
CDC42BPB,0.000000
CDC42BPG,0.000000
CDC42EP1,0.000000
CDC42EP2,0.000000
CDC42EP4,0.000000
CDC42EP5,0.000000
CDC42SE1,0.000000
CDC45,0.000000
CD93,0.000000
CD8B2,0.000000
CEACAM18,0.000000
CD38,0.000000
CD2BP2,0.000000
CD300A,0.000000
CD300C,0.000000
CD300E,0.000000
CD300H,0.000000
CD300LB,0.000000
CD300LF,0.000000
CD300LG,0.000000
CD320,0.000000
CD33,0.000000
CD34,0.000000
CD36,0.000000
CD3D,0.000000
CD8B,0.000000
CD3G,0.000000
CD4,0.000000
CD52,0.000000
CD53,0.000000
CD68,0.000000
CD7,0.000000
CD72,0.000000
CD74,0.000000
CD79A,0.000000
CD79B,0.000000
CD82,0.000000
CD8A,0.000000
CDC5L,0.000000
CDC6,0.000000
CDCA3,0.000000
CDR1,0.000000
CDK8,0.000000
CDK9,0.000000
CDKL1,0.000000
CDKL3,0.000000
CDKL4,0.000000
CDKL5,0.000000
CDKN2AIP,0.000000
XTBD1,0.000000
CDKN2D,0.000000
CDO1,0.000000
CDON,0.000000
CDPF1,0.000000
CDR2,0.000000
CDCA4,0.000000
CDR2L,0.000000
FBXW10B,0.000000
CDRT15,0.000000
CDRT15L2,0.000000
CDS1,0.000000
CDSN,0.000000
CDT1,0.000000
CDV3,0.000000
CDX1,0.000000
CDX2,0.000000
CDX4,0.000000
CDY2A,0.000000
CDK7,0.000000
CDK5RAP1,0.000000
CDK5R2,0.000000
CDK5R1,0.000000
CDCA5,0.000000
CDCA8,0.000000
CDCP1,0.000000
CDCP2,0.000000
CDH1,0.000000
CDH15,0.000000
CDH18,0.000000
CDH2,0.000000
CDH22,0.000000
CDH24,0.000000
CDH6,0.000000
CDHR2,0.000000
CDHR4,0.000000
CDIPT,0.000000
CDK10,0.000000
CDK11A,0.000000
CDK11B,0.000000
CDK14,0.000000
CDK15,0.000000
CDK16,0.000000
CDK17,0.000000
CDK19,0.000000
CDK20,0.000000
CDK2AP2,0.000000
CDK5,0.000000
CD2AP,0.000000
CD276,0.000000
CD248,0.000000
CCDC88A,0.000000
DRC2,0.000000
CCDC69,0.000000
CCDC7,0.000000
CCDC70,0.000000
CCDC73,0.000000
CCDC74A,0.000000
CCDC74B,0.000000
CCDC78,0.000000
CCDC8,0.000000
CCDC85C,0.000000
CCDC86,0.000000
CCDC87,0.000000
CCDC88C,0.000000
CCL15,0.000000
CCDC9,0.000000
CCDC90B,0.000000
CCDC92B,0.000000
CCDC97,0.000000
CCDC9B,0.000000
CCER1,0.000000
CCER2,0.000000
CCHCR1,0.000000
CCIN,0.000000
CCK,0.000000
CCKBR,0.000000
CCL1,0.000000
CCDC62,0.000000
CCDC61,0.000000
CCDC60,0.000000
CCDC57,0.000000
CCDC181,0.000000
CCDC182,0.000000
CCDC183,0.000000
CCDC184,0.000000
CCDC185,0.000000
CCDC186,0.000000
CCDC187,0.000000
CCDC191,0.000000
CCDC194,0.000000
CCDC197,0.000000
CCDC22,0.000000
CCDC24,0.000000
CCDC25,0.000000
CCDC27,0.000000
CCDC28A,0.000000
CCDC28B,0.000000
CCDC32,0.000000
CCDC33,0.000000
CCDC38,0.000000
CCDC39,0.000000
CCDC40,0.000000
CCDC42,0.000000
CCDC43,0.000000
CCDC47,0.000000
CCDC51,0.000000
CCL14,0.000000
CCL15-CCL14,0.000000
CD24,0.000000
CCT6A,0.000000
CCNQ,0.000000
CCNT1,0.000000
CCNYL1,0.000000
CCP110,0.000000
CCPG1,0.000000
CCR10,0.000000
CCR8,0.000000
CCR9,0.000000
CCSAP,0.000000
CCT2,0.000000
CCT3,0.000000
CCT5,0.000000
CCT7,0.000000
CCL16,0.000000
CCT8,0.000000
CCT8L2,0.000000
CD101,0.000000
CD14,0.000000
CD160,0.000000
CD164L2,0.000000
CD177,0.000000
CD19,0.000000
CD1C,0.000000
CD1E,0.000000
CD209,0.000000
CD22,0.000000
CCNP,0.000000
CCNO,0.000000
CCNK,0.000000
CCNJL,0.000000
CCL18,0.000000
CCL24,0.000000
CCL25,0.000000
CCL26,0.000000
CCL27,0.000000
CCL28,0.000000
CCL3,0.000000
CCL3L3,0.000000
CCL5,0.000000
CCM2,0.000000
CCM2L,0.000000
CCN2,0.000000
CCN5,0.000000
CCN6,0.000000
CCNA1,0.000000
CCNB1,0.000000
CCNB1IP1,0.000000
CCNB2,0.000000
CCNB3,0.000000
CCND3,0.000000
CCNDBP1,0.000000
CCNE1,0.000000
CCNF,0.000000
CCNG1,0.000000
CCNJ,0.000000
CEACAM1,0.000000
CEACAM20,0.000000
BOK,0.000000
CHRNA7,0.000000
CHRD,0.000000
CHRDL1,0.000000
CHRDL2,0.000000
CHRFAM7A,0.000000
CHRM1,0.000000
CHRNA1,0.000000
CHRNA10,0.000000
CHRNA2,0.000000
CHRNA3,0.000000
CHRNA4,0.000000
CHRNA5,0.000000
CHRNA6,0.000000
CHRNB1,0.000000
CHP2,0.000000
CHRNB3,0.000000
CHRNB4,0.000000
CHRND,0.000000
CHRNE,0.000000
CHRNG,0.000000
CHST13,0.000000
CHST14,0.000000
CHST3,0.000000
CHST4,0.000000
CHST5,0.000000
CHST6,0.000000
CHST7,0.000000
CHPF,0.000000
CHMP7,0.000000
CEACAM21,0.000000
CHIC2,0.000000
CHD5,0.000000
CHD8,0.000000
CHDH,0.000000
CHEK1,0.000000
CHERP,0.000000
CHFR,0.000000
CHGA,0.000000
CHGB,0.000000
CHI3L1,0.000000
CHI3L2,0.000000
CHIA,0.000000
CHIC1,0.000000
CHID1,0.000000
CHMP6,0.000000
CHIT1,0.000000
CHKA,0.000000
CHKB-CPT1B,0.000000
CHL1,0.000000
CHM,0.000000
CHML,0.000000
CHMP1A,0.000000
CHMP1B,0.000000
CHMP2A,0.000000
CHMP4A,0.000000
CHMP4C,0.000000
CHMP5,0.000000
CHST8,0.000000
CHTF18,0.000000
CHTF8,0.000000
CLCA4,0.000000
CKLF,0.000000
CKLF-CMTM1,0.000000
CKM,0.000000
CKMT1A,0.000000
CKMT1B,0.000000
CKMT2,0.000000
CKS1B,0.000000
CKS2,0.000000
CLASP2,0.000000
CLASRP,0.000000
CLBA1,0.000000
CLC,0.000000
CLCC1,0.000000
CHURC1,0.000000
CLCF1,0.000000
CLCN1,0.000000
CLCN2,0.000000
CLCN4,0.000000
CLCN5,0.000000
CLCN7,0.000000
CLCNKB,0.000000
CLDN1,0.000000
CLDN10,0.000000
CLDN12,0.000000
CLDN15,0.000000
CLDN17,0.000000
CKB,0.000000
CKAP5,0.000000
CKAP4,0.000000
CKAP2L,0.000000
CHURC1-FNTB,0.000000
CIAO1,0.000000
CIAO2A,0.000000
CIAO2B,0.000000
CIAO3,0.000000
CIB1,0.000000
CIB2,0.000000
CIB3,0.000000
CIBAR2,0.000000
CIC,0.000000
CIDEA,0.000000
CIDEB,0.000000
CIDEC,0.000000
CILK1,0.000000
CILP,0.000000
CIPC,0.000000
CIRSR,0.000000
CIRBP,0.000000
CISD3,0.000000
CISH,0.000000
CITED1,0.000000
CITED2,0.000000
CITED4,0.000000
CIZ1,0.000000
CKAP2,0.000000
CHD4,0.000000
CHD3,0.000000
CHD2,0.000000
CEP164,0.000000
CENPP,0.000000
CENPQ,0.000000
CENPS-CORT,0.000000
CENPT,0.000000
CENPU,0.000000
CENPV,0.000000
CENPX,0.000000
CEP112,0.000000
CEP126,0.000000
CEP131,0.000000
CEP135,0.000000
CEP152,0.000000
CEP170B,0.000000
CERS1,0.000000
CEP250,0.000000
CEP290,0.000000
CEP295,0.000000
CEP350,0.000000
CEP41,0.000000
CEP55,0.000000
CEP63,0.000000
CEP68,0.000000
CEP70,0.000000
CEP85,0.000000
CEP85L,0.000000
CEP95,0.000000
CENPM,0.000000
CENPL,0.000000
CENPK,0.000000
CENPI,0.000000
CEACAM3,0.000000
CEACAM4,0.000000
CEACAM5,0.000000
CEACAM6,0.000000
CEACAM7,0.000000
CEACAM8,0.000000
CEBPZ,0.000000
CEBPZOS,0.000000
CECR2,0.000000
CEL,0.000000
CELA1,0.000000
CELA2A,0.000000
CELA2B,0.000000
CELF1,0.000000
CELF4,0.000000
CELF6,0.000000
CELSR2,0.000000
CEMP1,0.000000
CENATAC,0.000000
CEND1,0.000000
CENPA,0.000000
CENPB,0.000000
CENPBD1P,0.000000
CENPF,0.000000
CENPH,0.000000
CERCAM,0.000000
CERS3,0.000000
CHCHD7,0.000000
CGGBP1,0.000000
CFB,0.000000
CFC1,0.000000
CFHR1,0.000000
CFI,0.000000
CFP,0.000000
CGA,0.000000
CGB1,0.000000
CGB2,0.000000
CGB3,0.000000
CGB5,0.000000
CGB7,0.000000
CGB8,0.000000
CGN,0.000000
CERS5,0.000000
CGNL1,0.000000
CGREF1,0.000000
CHAC1,0.000000
CHAC2,0.000000
CHAD,0.000000
CHADL,0.000000
CHAF1A,0.000000
CHAMP1,0.000000
CHCHD1,0.000000
CHCHD10,0.000000
CHCHD4,0.000000
CHCHD5,0.000000
CFAP99,0.000000
CFAP97D1,0.000000
CFAP97,0.000000
CFAP92,0.000000
CERS6,0.000000
CERT1,0.000000
CES2,0.000000
CETN1,0.000000
CETN2,0.000000
CETN3,0.000000
CFAP100,0.000000
CFAP157,0.000000
CFAP20,0.000000
CFAP206,0.000000
CFAP298,0.000000
CFAP298-TCP10L,0.000000
CFAP410,0.000000
CFAP418,0.000000
CFAP44,0.000000
CFAP46,0.000000
CFAP47,0.000000
CFAP53,0.000000
CFAP57,0.000000
CFAP58,0.000000
CFAP61,0.000000
CFAP65,0.000000
CFAP70,0.000000
CFAP74,0.000000
CFAP91,0.000000
CCDC180,0.000000
CCDC178,0.000000
CCDC177,0.000000
C1QB,0.000000
C18orf32,0.000000
C18orf63,0.000000
C19orf12,0.000000
C19orf18,0.000000
C19orf25,0.000000
C19orf33,0.000000
C19orf44,0.000000
C19orf53,0.000000
C19orf67,0.000000
C19orf73,0.000000
C19orf81,0.000000
C1QA,0.000000
C1QBP,0.000000
C17orf99,0.000000
C1QC,0.000000
C1QL1,0.000000
C1QL3,0.000000
C1QL4,0.000000
C1QTNF1,0.000000
C1QTNF3,0.000000
C1QTNF3-AMACR,0.000000
C1QTNF4,0.000000
C1QTNF5,0.000000
C1QTNF7,0.000000
C1QTNF9B,0.000000
C1R,0.000000
ARK2N,0.000000
SPMAP1,0.000000
CFAP210,0.000000
C16orf90,0.000000
C14orf39,0.000000
C14orf93,0.000000
COXFA4L3,0.000000
C15orf61,0.000000
C15orf62,0.000000
PIERCE2,0.000000
C16orf46,0.000000
C16orf54,0.000000
HAPSTR1,0.000000
C16orf82,0.000000
C16orf86,0.000000
HDIP1,0.000000
UQCC4,0.000000
LIAT1,0.000000
FIMP1,0.000000
C16orf96,0.000000
C17orf100,0.000000
C17orf107,0.000000
C17orf113,0.000000
BACC1,0.000000
PGBDF,0.000000
C17orf58,0.000000
CHCT1,0.000000
C17orf75,0.000000
C17orf78,0.000000
MTNAP1,0.000000
C1RL,0.000000
C1S,0.000000
SPMIP3,0.000000
C2orf68,0.000000
C22orf23,0.000000
C22orf39,0.000000
C2CD2,0.000000
C2CD2L,0.000000
C2CD3,0.000000
C2CD4B,0.000000
C2CD4C,0.000000
C2CD5,0.000000
C2orf15,0.000000
SPATA31H1,0.000000
C2orf42,0.000000
C2orf66,0.000000
C2orf72,0.000000
AIRIM,0.000000
CIMIP6,0.000000
C2orf76,0.000000
C2orf78,0.000000
C2orf80,0.000000
C2orf81,0.000000
SLC19A4P,0.000000
AKAP19,0.000000
C3AR1,0.000000
C3orf18,0.000000
C3orf22,0.000000
MISO1,0.000000
C3orf38,0.000000
C22orf15,0.000000
EPCIP,0.000000
C21orf58,0.000000
C20orf96,0.000000
FIRRM,0.000000
CIROZ,0.000000
FSAF1,0.000000
C1orf146,0.000000
CFAP107,0.000000
C1orf159,0.000000
C1orf162,0.000000
CFAP141,0.000000
CFAP276,0.000000
C1orf198,0.000000
C1orf210,0.000000
C1orf216,0.000000
C1orf232,0.000000
C1orf35,0.000000
LTAP1,0.000000
C1orf50,0.000000
C1orf56,0.000000
C1orf74,0.000000
C1orf94,0.000000
C2,0.000000
C20orf141,0.000000
C20orf144,0.000000
C20orf202,0.000000
C20orf203,0.000000
CIMIP1,0.000000
DORIP1,0.000000
C14orf119,0.000000
C12orf76,0.000000
BRWD3,0.000000
BRD8,0.000000
BRD9,0.000000
BRF2,0.000000
BRI3,0.000000
BRI3BP,0.000000
BRICD5,0.000000
BRIX1,0.000000
BRK1,0.000000
BRME1,0.000000
BRMS1,0.000000
BRSK1,0.000000
BRSK2,0.000000
BSCL2,0.000000
BTBD2,0.000000
BSDC1,0.000000
BSND,0.000000
BSPH1,0.000000
BSPRY,0.000000
BST1,0.000000
BST2,0.000000
BSX,0.000000
BTAF1,0.000000
BTBD1,0.000000
BTBD10,0.000000
BTBD17,0.000000
BTBD18,0.000000
BRD4,0.000000
BRD3,0.000000
BRD2,0.000000
BRCC3,0.000000
BOLA1,0.000000
BOLA2-SMG1P6,0.000000
BOLA3,0.000000
BOP1,0.000000
BORA,0.000000
BORCS5,0.000000
BORCS6,0.000000
BORCS7,0.000000
BORCS7-ASMT,0.000000
BORCS8,0.000000
BORCS8-MEF2B,0.000000
BPGM,0.000000
BPHL,0.000000
BPIFA1,0.000000
BPIFA3,0.000000
BPIFB2,0.000000
BPIFB4,0.000000
BPIFB6,0.000000
BPIFC,0.000000
BPTF,0.000000
BPY2C,0.000000
BRAF,0.000000
BRAT1,0.000000
BRCA1,0.000000
BRCA2,0.000000
BTBD19,0.000000
BTBD6,0.000000
UQCC6,0.000000
C11orf86,0.000000
CFAP68,0.000000
C11orf16,0.000000
C11orf24,0.000000
C11orf40,0.000000
C11orf42,0.000000
KCNJ5-AS1,0.000000
C11orf52,0.000000
BKGD,0.000000
C11orf58,0.000000
C11orf68,0.000000
C11orf71,0.000000
TOP6BL,0.000000
FREY1,0.000000
BTBD7,0.000000
C11orf96,0.000000
C11orf98,0.000000
RLIG1,0.000000
FERRY3,0.000000
REDIC1,0.000000
C12orf43,0.000000
ZC3H11D,0.000000
C12orf54,0.000000
C12orf56,0.000000
C12orf57,0.000000
C12orf60,0.000000
C12orf71,0.000000
C10orf88,0.000000
SPMIP5,0.000000
C10orf67,0.000000
C10orf62,0.000000
BTC,0.000000
BTD,0.000000
BTF3L4,0.000000
BTG2,0.000000
BTK,0.000000
BTLA,0.000000
BTN1A1,0.000000
BTN2A1,0.000000
BTN2A2,0.000000
BTN3A1,0.000000
BTN3A2,0.000000
BTN3A3,0.000000
BTNL2,0.000000
BTNL3,0.000000
BTNL8,0.000000
BTNL9,0.000000
BTRC,0.000000
BUB1B,0.000000
BUB1B-PAK6,0.000000
BUB3,0.000000
BUD13,0.000000
BUD23,0.000000
BUD31,0.000000
BYSL,0.000000
BZW1,0.000000
C3orf52,0.000000
PRR23E,0.000000
C3orf85,0.000000
CATSPER1,0.000000
CASK,0.000000
CASKIN1,0.000000
CASKIN2,0.000000
CASP1,0.000000
CASP12,0.000000
CASP14,0.000000
CASP4,0.000000
CASP5,0.000000
CASP6,0.000000
CASP9,0.000000
CASS4,0.000000
CATIP,0.000000
CATSPER2,0.000000
CBLC,0.000000
CATSPER3,0.000000
CATSPER4,0.000000
CATSPERD,0.000000
CATSPERE,0.000000
CATSPERG,0.000000
CATSPERZ,0.000000
CAV1,0.000000
CAV2,0.000000
CAVIN2,0.000000
CAVIN4,0.000000
CBARP,0.000000
CBFA2T2,0.000000
CASD1,0.000000
CASC3,0.000000
CARS1,0.000000
CARNS1,0.000000
CAPN11,0.000000
CAPN12,0.000000
CAPN15,0.000000
CAPN2,0.000000
CAPN3,0.000000
CAPN5,0.000000
CAPN6,0.000000
CAPN7,0.000000
CAPN8,0.000000
CAPN9,0.000000
CAPNS1,0.000000
CAPNS2,0.000000
CAPRIN1,0.000000
CAPRIN2,0.000000
CAPS,0.000000
CAPS2,0.000000
CAPZA1,0.000000
CAPZA2,0.000000
CAPZA3,0.000000
CARD10,0.000000
CARD16,0.000000
CARD19,0.000000
CARD8,0.000000
CARF,0.000000
CARMIL3,0.000000
CBFB,0.000000
CBLIF,0.000000
CAPG,0.000000
CCDC148,0.000000
CCDC121,0.000000
CCDC124,0.000000
CCDC125,0.000000
CCDC126,0.000000
CCDC127,0.000000
CCDC13,0.000000
CCDC134,0.000000
CCDC136,0.000000
CCDC137,0.000000
CCDC141,0.000000
CCDC142,0.000000
CCDC144A,0.000000
CCDC149,0.000000
CBLL1,0.000000
CCDC15,0.000000
CCDC152,0.000000
DRC12,0.000000
CCDC154,0.000000
CCDC158,0.000000
CCDC159,0.000000
CCDC160,0.000000
CCDC163,0.000000
CCDC166,0.000000
CCDC167,0.000000
CCDC169-SOHLH2,0.000000
CCDC17,0.000000
CCDC120,0.000000
CCDC117,0.000000
VMA22,0.000000
CCDC110,0.000000
CBLL2,0.000000
CBLN3,0.000000
CBLN4,0.000000
CBR4,0.000000
CBS,0.000000
CBSL,0.000000
ZNG1C,0.000000
ZNG1E,0.000000
ZNG1F,0.000000
CBX3,0.000000
CBX4,0.000000
CBX5,0.000000
CBX6,0.000000
CBX8,0.000000
CBY3,0.000000
CC2D1A,0.000000
CC2D1B,0.000000
CC2D2A,0.000000
CC2D2B,0.000000
CCAR1,0.000000
CCAR2,0.000000
DNAAF19,0.000000
TEKTL1,0.000000
CCDC106,0.000000
CCDC107,0.000000
CAPN1,0.000000
CAP1,0.000000
C4A,0.000000
C9orf50,0.000000
C8orf58,0.000000
C8orf74,0.000000
C8orf76,0.000000
C8orf82,0.000000
C8orf88,0.000000
C8orf89,0.000000
C9,0.000000
PIERCE1,0.000000
SPATA31G1,0.000000
CFAP95,0.000000
C9orf163,0.000000
C9orf43,0.000000
C9orf57,0.000000
CAB39,0.000000
C9orf72,0.000000
C9orf78,0.000000
C9orf85,0.000000
CA1,0.000000
CA13,0.000000
CA14,0.000000
CA2,0.000000
CA3,0.000000
CA4,0.000000
CA5A,0.000000
CA5B,0.000000
CA7,0.000000
C8orf44-SGK3,0.000000
C8G,0.000000
SPACDR,0.000000
C7orf57,0.000000
C4B,0.000000
C4orf17,0.000000
PGCKA1,0.000000
C4orf46,0.000000
CFAP96,0.000000
NICOL1,0.000000
C4orf51,0.000000
C4orf54,0.000000
C5AR1,0.000000
C5AR2,0.000000
C5orf22,0.000000
C5orf24,0.000000
C5orf34,0.000000
C5orf52,0.000000
C5orf58,0.000000
C5orf63,0.000000
C6,0.000000
C6orf136,0.000000
C6orf15,0.000000
C6orf163,0.000000
PEX39,0.000000
C6orf47,0.000000
C6orf52,0.000000
C6orf89,0.000000
C7orf25,0.000000
CA9,0.000000
CAB39L,0.000000
CANX,0.000000
CALU,0.000000
CALB2,0.000000
CALCA,0.000000
CALCB,0.000000
CALCR,0.000000
CALHM5,0.000000
CALM1,0.000000
CALML4,0.000000
CALML5,0.000000
CALML6,0.000000
CALN1,0.000000
CALR,0.000000
CALR3,0.000000
CALY,0.000000
CABIN1,0.000000
CAMK1,0.000000
CAMK1G,0.000000
CAMK2B,0.000000
CAMK2N1,0.000000
CAMK2N2,0.000000
CAMKK1,0.000000
CAMKK2,0.000000
CAMLG,0.000000
CAMP,0.000000
CAMSAP3,0.000000
CAMTA2,0.000000
CAND2,0.000000
CALB1,0.000000
CAGE1,0.000000
CADM4,0.000000
CADM3,0.000000
CABLES1,0.000000
CABLES2,0.000000
CABP1,0.000000
CABP2,0.000000
CABP4,0.000000
CABP5,0.000000
CABP7,0.000000
CABYR,0.000000
CACFD1,0.000000
CACNA1A,0.000000
CACNA1D,0.000000
CACNA1E,0.000000
CACNA1F,0.000000
CACNA1G,0.000000
CACNA1I,0.000000
CACNA2D2,0.000000
CACNB1,0.000000
CACNB3,0.000000
CACNG2,0.000000
CACNG4,0.000000
CACNG5,0.000000
CACNG6,0.000000
CACNG7,0.000000
CACTIN,0.000000
CACUL1,0.000000
GLE1,0.000000
GLI4,0.000000
GLIPR1,0.000000
MTG2,0.000000
MTBP,0.000000
MTCH2,0.000000
MTCP1,0.000000
MTDH,0.000000
MTERF2,0.000000
MTERF3,0.000000
MTERF4,0.000000
MTF2,0.000000
MTFMT,0.000000
MTFP1,0.000000
MTFR1L,0.000000
MTG1,0.000000
MTHFD1L,0.000000
MTA2,0.000000
MTHFD2,0.000000
MTIF2,0.000000
MTM1,0.000000
MTMR1,0.000000
MTMR10,0.000000
MTMR11,0.000000
MTMR12,0.000000
MTMR14,0.000000
MTMR4,0.000000
MTMR7,0.000000
MTMR8,0.000000
MTNR1A,0.000000
MTARC1,0.000000
MT4,0.000000
MYD88,0.000000
MSN,0.000000
MSANTD3-TMEFF1,0.000000
MSH4,0.000000
MSH5,0.000000
MSH5-SAPCD1,0.000000
MSI1,0.000000
MSL1,0.000000
MSL3,0.000000
MSLN,0.000000
MSLNL,0.000000
MSMB,0.000000
MSMO1,0.000000
MSMP,0.000000
MSRB1,0.000000
MT3,0.000000
MSRB2,0.000000
MSS51,0.000000
MSTN,0.000000
MT1A,0.000000
MT1B,0.000000
MT1E,0.000000
MT1F,0.000000
MT1G,0.000000
MT1H,0.000000
MT1M,0.000000
MT1X,0.000000
MT2A,0.000000
MTNR1B,0.000000
MTPAP,0.000000
MTREX,0.000000
MVP,0.000000
MUC5B,0.000000
MUC6,0.000000
MUC7,0.000000
MUC8,0.000000
MUCL3,0.000000
MUL1,0.000000
MUSK,0.000000
MUTYH,0.000000
MVB12A,0.000000
MVB12B,0.000000
MVD,0.000000
MVK,0.000000
MX1,0.000000
MTRF1,0.000000
MXD1,0.000000
MXD4,0.000000
MXRA5,0.000000
MYADM,0.000000
MYADML2,0.000000
MYBBP1A,0.000000
MYBL1,0.000000
MYBL2,0.000000
MYBPC2,0.000000
MYBPHL,0.000000
MYCBP,0.000000
MYCBPAP,0.000000
MUC5AC,0.000000
MUC4,0.000000
MUC3A,0.000000
MUC22,0.000000
MTRF1L,0.000000
MTRNR2L1,0.000000
MTRNR2L10,0.000000
MTRNR2L12,0.000000
MTRNR2L13,0.000000
MTRNR2L2,0.000000
MTRNR2L3,0.000000
MTRNR2L4,0.000000
MTRNR2L5,0.000000
MTRNR2L6,0.000000
MTRNR2L7,0.000000
MTRNR2L8,0.000000
MTRNR2L9,0.000000
MTSS1,0.000000
MTSS2,0.000000
MTTP,0.000000
MTURN,0.000000
MTUS1,0.000000
MUC12,0.000000
MUC13,0.000000
MUC16,0.000000
MUC17,0.000000
MUC2,0.000000
MUC20,0.000000
MUC21,0.000000
MSANTD3,0.000000
MSANTD2,0.000000
MS4A7,0.000000
MRM3,0.000000
MRC2,0.000000
MRFAP1,0.000000
MRGBP,0.000000
MRGPRD,0.000000
MRGPRE,0.000000
MRGPRG,0.000000
MRGPRX1,0.000000
MRGPRX2,0.000000
MRGPRX3,0.000000
MRGPRX4,0.000000
MRI1,0.000000
MRM1,0.000000
MRNIP,0.000000
MRPL18,0.000000
MRO,0.000000
MROH5,0.000000
MROH6,0.000000
MROH7-TTC4,0.000000
MROH8,0.000000
MRPL1,0.000000
MRPL10,0.000000
MRPL12,0.000000
MRPL13,0.000000
MRPL14,0.000000
MRPL15,0.000000
MRPL16,0.000000
MRC1,0.000000
MRAS,0.000000
MRAP2,0.000000
MRAP,0.000000
MPC1L,0.000000
MPC2,0.000000
MPDU1,0.000000
MPEG1,0.000000
MPG,0.000000
MPHOSPH10,0.000000
MPIG6B,0.000000
MPL,0.000000
MPLKIP,0.000000
MPND,0.000000
MPO,0.000000
MPP1,0.000000
MPP2,0.000000
MPP3,0.000000
MPP4,0.000000
MPPE1,0.000000
MPPED1,0.000000
MPST,0.000000
MPV17,0.000000
MPV17L,0.000000
MPZ,0.000000
MPZL1,0.000000
MPZL2,0.000000
MPZL3,0.000000
MR1,0.000000
MRPL17,0.000000
MRPL2,0.000000
MS4A6A,0.000000
MRPS5,0.000000
MRPS18B,0.000000
MRPS18C,0.000000
MRPS2,0.000000
MRPS22,0.000000
MRPS23,0.000000
MRPS24,0.000000
MRPS25,0.000000
MRPS26,0.000000
MRPS27,0.000000
MRPS30,0.000000
MRPS34,0.000000
KGD4,0.000000
MRRF,0.000000
MRPL21,0.000000
MRTO4,0.000000
MS4A1,0.000000
MS4A10,0.000000
MS4A12,0.000000
MS4A13,0.000000
MS4A14,0.000000
MS4A15,0.000000
MS4A18,0.000000
MS4A2,0.000000
MS4A3,0.000000
MS4A4E,0.000000
MS4A5,0.000000
MRPS18A,0.000000
MRPS17,0.000000
MRPS16,0.000000
MRPS12,0.000000
MRPL23,0.000000
MRPL27,0.000000
MRPL28,0.000000
MRPL32,0.000000
MRPL34,0.000000
MRPL35,0.000000
MRPL37,0.000000
MRPL40,0.000000
MRPL41,0.000000
MRPL43,0.000000
MRPL44,0.000000
MRPL45,0.000000
MRPL46,0.000000
MRPL48,0.000000
MRPL49,0.000000
MRPL51,0.000000
MRPL52,0.000000
MRPL53,0.000000
MRPL54,0.000000
MRPL55,0.000000
MRPL57,0.000000
MRPL58,0.000000
MRPL9,0.000000
MRPS10,0.000000
MRPS11,0.000000
MYCL,0.000000
MYDGF,0.000000
NFXL1,0.000000
NDUFAB1,0.000000
NDUFA1,0.000000
NDUFA10,0.000000
NDUFA11,0.000000
NDUFA12,0.000000
NDUFA2,0.000000
NDUFA3,0.000000
COXFA4L2,0.000000
NDUFA5,0.000000
NDUFA6,0.000000
NDUFA7,0.000000
NDUFA8,0.000000
NDUFA9,0.000000
NDUFAF3,0.000000
NDRG3,0.000000
NDUFAF4,0.000000
NDUFAF5,0.000000
NDUFAF7,0.000000
NDUFAF8,0.000000
NDUFB10,0.000000
NDUFB11,0.000000
NDUFB2,0.000000
NDUFB4,0.000000
NDUFB5,0.000000
NDUFB7,0.000000
