gene	gene_id	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
ZDHHC5	ENSG00000156599	4.4880e-01	2.5346e+00	0	0.0	-0.0056142393854171	0.0095493957947716	-0.2544559023032012	-0.0049884189779369	0.0094977250103023	-0.2222549046243694	0.0069076835302711	0.0095551474342656	0.328142708421734	NA
ZDHHC6	ENSG00000023041	7.4417e-01	1.2910e+00	0	0.0	0.0054469699896129	0.0095506177591872	0.2452938855653653	-0.0160094058912232	0.0094953349583491	-1.0370686135812213	0.0103487129665235	0.0095607983186968	0.5542494371358425	NA
ZDHHC7	ENSG00000153786	5.6946e-01	3.1216e-01	0	0.0	0.0227457519930207	0.0095466941986299	1.7642448154528707	0.0155823390313045	0.0094966041163568	0.9962774953940068	-0.0041113376460901	0.0095552070884734	-0.1758700116733393	NA
ZDHHC8	ENSG00000099904	5.5189e-01	2.1463e+00	0	0.146365	-0.0028020356166601	0.0095488353992465	-0.1139666851290368	-0.0139287626082787	0.0094956133328014	-0.8463618003258306	-0.0056642033486046	0.0095550748850533	-0.2570153651000522	NA
ZEB1	ENSG00000148516	3.5608e-01	2.6454e+00	0	0.523128	-0.0076381849908861	0.0095496988334081	-0.3728146284103421	-0.0006349749827415	0.0094962564781476	-0.0237923285034195	0.0033242152257735	0.0095557276342853	0.1379047003581598	-2.981034273700347
ZEB2	ENSG00000169554	1.1858e-01	5.8727e+00	0	0.537069	-0.005017041028094	0.0095505136918593	-0.2223020746797736	-0.0043325563770524	0.0095047328954597	-0.188076492521945	-0.0042767151849546	0.0095577893256184	-0.1840552453265064	NA
ZER1	ENSG00000160445	2.3120e-01	5.5233e+00	0	0.0	-0.0072386288132318	0.0095516990890968	-0.3481744424848658	0.0022581929225076	0.0094968816699346	0.0904149927569845	0.011460789578509	0.0095547672310449	0.637581504073758	NA
ZFAND1	ENSG00000104231	1.3511e+00	-7.1232e-01	0	0.0	0.0082922363607997	0.0095487976206922	0.4143236970192785	0.0025074744661418	0.0094964148555712	0.1014115301081803	-0.0157864201680942	0.0095543243913309	-1.0065354130510522	NA
ZFAND2A	ENSG00000178381	2.4995e+00	-1.6120e+00	0	0.0	0.003291691614618	0.0095488825634497	0.1364918581010718	0.0178251399312714	0.0094947598094409	1.2182843516392814	-0.0108251822536066	0.0095550886233684	-0.5896082523691887	NA
ZFAND2B	ENSG00000158552	9.7389e-01	6.6860e-01	0	0.0	0.0064151258455416	0.0095496426148489	0.2995152577885571	0.0195201284641532	0.0094945377645726	1.3999789256967754	-0.0047581613329111	0.0095561568183172	-0.2086227286668833	15.155469920311518
ZFAND3	ENSG00000156639	5.7343e-01	1.8205e+00	0	0.0	-0.0029608939758114	0.0095592293220061	-0.1210400061807838	0.0038323198279136	0.0095056135283331	0.163147236748556	-0.0013414906955739	0.0095547911462179	-0.0514174915719519	NA
ZFAND4	ENSG00000172671	8.6095e-01	-1.0065e+00	0	0.0	0.0111445755349945	0.0095482877285744	0.6141022468410028	0.0027877508244889	0.009496491415745	0.1140155761786351	0.0136860336068703	0.0095544429053015	0.8180114329011542	0.0018102025891304
ZFAND5	ENSG00000107372	3.8720e-01	2.4811e+00	0	0.203051	-0.0171305534834605	0.0095484572230045	-1.137685858363927	-0.005695495804043	0.0094970137271703	-0.260657925279408	-0.0039592243041033	0.0095557514453175	-0.1683596324529964	NA
ZFAND6	ENSG00000086666	7.9455e-01	1.0589e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFAT	ENSG00000066827	6.6971e-01	1.6229e+00	0	0.387144	0.0068646256675642	0.0095511543395537	0.3257566231753473	-0.0155164332448488	0.0094956568389203	-0.990226933354876	0.0025742779446709	0.0095557201700975	0.1036779280075827	-21.679325397715235
ZFC3H1	ENSG00000133858	3.5503e-01	3.1104e+00	0	0.0	-0.0042534528148526	0.0095511889195375	-0.1830375544347988	-0.011387566264581	0.0094964176615982	-0.6373326160577161	0.004317433545357	0.0095554926671181	0.1861506716249261	18.74770052769533
ZFHX2	ENSG00000136367	5.5145e-01	2.7807e+00	0	0.166413	-0.0182010145550419	0.0095486829857423	-1.2467235332788609	0.0161533307832776	0.0094950926005809	1.0509601465155225	0.0026675344507342	0.0095564412655548	0.1078236830263729	NA
ZFHX3	ENSG00000140836	1.9461e-01	-1.4042e+00	0	0.124405	-0.0103015401824026	0.0095483693618857	-0.5518110553133069	-0.0074420320434323	0.0094980424500472	-0.3631802781552892	0.0126019435771906	0.0095551593282273	0.7275947010480355	27.71292905845987
ZFHX4	ENSG00000091656	2.6144e-01	5.6459e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFP1	ENSG00000184517	1.1163e+00	-2.6301e+00	0	0.0	0.013440278199443	0.0095487794405974	0.7977942186355945	-0.0111912382084276	0.0094956565374524	-0.6223342166128206	-0.0045717645000066	0.0095552265777629	-0.1990530092883512	NA
ZFP14	ENSG00000142065	5.7600e-01	2.8333e+00	0	0.0	-0.0006617089968457	0.0095497437910222	-0.0246787510718905	0.0123086472623042	0.009497329141266	0.7099680106895473	0.0235713705581192	0.0095537192742659	1.8654709571517911	-28.841523904727588
ZFP2	ENSG00000198939	1.2239e+00	5.3392e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFP28	ENSG00000196867	1.0599e+00	1.6257e+00	0	0.0	0.0044045049269238	0.0095512890977586	0.190638520799194	-0.0038988070197789	0.0095115361919449	-0.1662887811316385	-0.0104650236139077	0.0095555314136669	-0.563102577060093	NA
ZFP3	ENSG00000180787	7.2746e-01	1.8117e+00	0	0.0	0.0047035521768215	0.0095487955537122	0.2059870226336742	0.004817699373539	0.0094965185921086	0.2132868922555106	0.0047730543358482	0.0095555651732542	0.2094096865684302	NA
ZFP30	ENSG00000120784	1.9814e+00	8.8363e-01	0	0.0	-0.0083607262805536	0.0095510461575822	-0.4186301573757863	0.0081600037415969	0.0094993739594837	0.4085381564282949	0.00596902152022	0.0095555482768357	0.2739220619140894	NA
ZFP36	ENSG00000128016	1.0417e+00	1.7780e+00	0	0.0	0.0036157293290341	0.0095502420027473	0.1518159730823579	0.0051955817489636	0.0095027559955077	0.2331670076451659	-0.0090544344399632	0.009555408201544	-0.4642393400260472	NA
ZFP36L1	ENSG00000185650	5.4771e-01	2.7808e+00	0	0.80837	0.0040727705644175	0.0095489126958694	0.1740938502548875	-0.0117334165771505	0.0094971930049451	-0.6641706348487666	0.0022482679745283	0.0095552746262308	0.0893822641648039	-35.72176341886205
ZFP36L2	ENSG00000152518	8.7137e-01	-4.1460e+00	0	0.442145	-0.0070485879221268	0.0095490100169464	-0.3368268022477737	-0.0168118845816509	0.0094957020819356	-1.1153396837503855	-0.0025391028734771	0.0095554441237516	-0.1021214894197624	0.5837382199802882
ZFP37	ENSG00000136866	9.5649e-01	7.2616e-01	0	0.29773	-0.0016075244169355	0.0095489589340304	-0.0623243618180017	-0.0104066265450849	0.0094960462672652	-0.5635975486661636	0.0057035985063081	0.0095552511149843	0.2591781586048086	NA
ZFP41	ENSG00000181638	1.4652e+00	-9.8081e-01	0	0.0	-0.0007952251261374	0.0095497505642817	-0.02982197202427	-0.0067775968938469	0.0094961363651036	-0.3229274961673295	0.0011911537044113	0.0095552363721704	0.0453739325070033	NA
ZFP42	ENSG00000179059	NA	-1.3383e+00	0	0.211975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFP57	ENSG00000204644	1.2281e+00	1.9818e+00	0	0.0	-1.1775526798510967e-06	0.0095487746935915	-4.273349576591979e-05	-0.0020962695012089	0.0094961563245781	-0.0833924792587874	0.0038365872187907	0.0095550867611482	0.1623844088937389	NA
ZFP62	ENSG00000196670	1.0030e+00	7.2071e-01	0	0.0	0.0047503403480279	0.0095489544765969	0.2084032908039174	-0.0016129433552315	0.0094971784265317	-0.0629116713443504	0.0026593158536271	0.0095567641886229	0.1074523972245865	NA
ZFP64	ENSG00000020256	4.2432e-01	2.1637e+00	0	0.0419	0.0064842950265118	0.0095489005465687	0.3035447849657596	0.0113230540914003	0.0094957076035717	0.632430005239212	0.0088043807909706	0.0095548553938199	0.4475352217864088	-6.463812326690072
ZFP69	ENSG00000187815	9.4941e-01	1.3745e+00	0	0.0	-0.0019514172595505	0.0095498045324104	-0.0767089187641	0.0068161341647483	0.0094976940186657	0.3251563013093118	-0.0171268281499956	0.0095538807131498	-1.1363457953913416	NA
ZFP69B	ENSG00000187801	1.4750e+00	8.4076e-01	0	0.0	-0.011974069817965	0.0095482162154965	-0.6780994002001833	0.0074479500683331	0.0094959853288733	0.3636468503031091	-0.0010387573230392	0.0095573359968263	-0.0393138713171485	NA
ZFP82	ENSG00000181007	7.5377e-01	2.3125e+00	0	0.0	0.0002707660400522	0.0095495186708212	0.0099363661157414	0.00280857759057	0.0094985296474058	0.1149352741758937	0.0018709183768682	0.0095562678263704	0.07325294790477	-3.2884834386047577
ZFP90	ENSG00000184939	8.1899e-01	7.4410e-01	0	0.538392	0.0238971648420351	0.0095465110871471	1.9093556103504612	0.0102957840039762	0.0094963008421073	0.5554791620176245	0.0202611726161629	0.0095533423210891	1.4690659773915555	NA
ZFP91	ENSG00000186660	2.0722e-01	1.7073e+00	0	0.065544	0.0061696820585039	0.0095487582074086	0.2854919333391889	-0.0137570789786908	0.0094968865458602	-0.8312633946713521	0.0100305489100676	0.0095551726168625	0.5318651901899653	NA
ZFP91-CNTF	ENSG00000255073	NA	1.7131e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFPL1	ENSG00000162300	1.1995e+00	8.0321e-01	0	0.0	-0.001366622456908	0.0095490018749168	-0.0524679562214059	-0.0079559600177899	0.0094964336047682	-0.3955900100227783	-0.0027237015113149	0.0095574578760037	-0.1103266252408872	NA
ZFPM1	ENSG00000179588	8.2825e-01	-5.0211e+00	0	0.219805	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6506255452886949
ZFPM2	ENSG00000169946	2.9467e-01	8.9990e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFR	ENSG00000056097	2.1328e-01	5.2735e+00	0	0.0	-0.004560165368438	0.0095488489503864	-0.1986156634435525	-0.011560174435106	0.0094957918672607	-0.650764509397452	-0.004198610268446	0.0095563377543962	-0.1801836054871728	3.9348852980211606
ZFR2	ENSG00000105278	1.1576e+00	-8.0449e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFTA	ENSG00000188070	1.1115e+00	3.4906e-01	0	0.0	0.0001637438009787	0.0095491281552011	0.0059824906725841	0.0037909996020491	0.0094979525969973	0.1612775357583034	-0.0112942576736837	0.0095541754871572	-0.6249203255042244	NA
ZFYVE1	ENSG00000165861	5.4697e-01	4.1386e+00	0	0.045059	-0.0139385502431389	0.009556252484089	-0.8395015776425371	0.00716491511189	0.00950392888847	0.3458893472829545	0.0093287896724942	0.0095548648600465	0.4829121417075318	NA
ZFYVE16	ENSG00000039319	7.6845e-01	-6.3732e-02	0	0.0	0.0088401955677639	0.0095501872174558	0.4502061820967379	0.0140462330505984	0.0094955811787516	0.8566566160021563	0.0039977022035788	0.0095577743532832	0.1702074182164178	NA
ZFYVE19	ENSG00000166140	9.8975e-01	-4.8848e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFYVE21	ENSG00000100711	1.0250e+00	2.1877e-01	0	0.0	-0.0093177963651967	0.009549014041538	-0.4825504807719395	-0.005367499534342	0.0094986061317619	-0.2425819784920537	-0.0071948227925899	0.0095566482723079	-0.3452940447640612	-2.882113888089326
ZFYVE26	ENSG00000072121	7.4058e-01	2.1215e+00	0	0.286676	-0.0036480232483064	0.009548932473368	-0.1533888250745681	0.00340792557192	0.0094962389897309	0.1428494367840379	0.0109445658365816	0.0095549007484202	0.5985094784495362	-4.5276619160657114
ZFYVE27	ENSG00000155256	9.0042e-01	1.4337e+00	0	0.411364	-0.0056974910817085	0.0095506827362354	-0.2589917724271289	-0.0008036262226177	0.0094978445410237	-0.0303176954614871	-0.0046201084960279	0.0095553445827347	-0.2015267369343406	NA
ZFYVE28	ENSG00000159733	6.3408e-01	-9.5512e-01	0	0.0	0.0052556826207251	0.0095497050463887	0.2350094883150855	0.0120620657371526	0.0094959612426658	0.690307543355869	0.0073875235378293	0.0095552981920438	0.357080558872855	NA
ZFYVE9	ENSG00000157077	4.3761e-01	2.2876e+00	0	0.0	-0.0145159326800932	0.0095496685213595	-0.8910000436066773	-0.0139819461532116	0.0094953182803133	-0.8510518541148578	-0.0138286286863582	0.0095550867603171	-0.8301640370583453	NA
ZG16	ENSG00000174992	1.0050e+00	1.1878e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZG16B	ENSG00000162078	2.0757e+00	-6.1768e-01	0	0.0	-0.0151124926273913	0.0095486892261917	-0.9449114229470016	-0.005886068465578	0.0095011784282637	-0.2711644869022693	-0.0057003066693014	0.0095579324532684	-0.2589086315647051	NA
ZGLP1	ENSG00000220201	8.5235e-01	1.3717e+00	0	0.428286	0.0018760307978712	0.0095489644054522	0.0735287043770235	-0.007628648357375	0.0094960639566905	-0.3749029271581466	0.0015324600147083	0.0095555095502626	0.0591902317357798	NA
ZGPAT	ENSG00000197114	1.0634e+00	-5.8214e-01	0	0.257473	-0.0099031860997485	0.0095497898694645	-0.5232316035720873	-0.0067144977563768	0.0094960751863561	-0.3191833604315786	0.0022766278328988	0.0095552254430024	0.0906130346703953	NA
ZGRF1	ENSG00000138658	1.0844e+00	7.8340e-01	0	0.0	-0.0032495985107084	0.0095513836174997	-0.1344842398160816	0.0018547380252356	0.0094971191792921	0.0730580935545517	-0.0027530300013372	0.0095554320815634	-0.1116705856240834	NA
ZHX1	ENSG00000165156	4.7050e-01	3.1135e+00	0	0.0	-0.0022581229404	0.0095490483619364	-0.0898733344618551	-0.0041938115222621	0.0094962222150336	-0.1812687779940266	-0.0001431720857977	0.0095552360283346	-0.0052230470887042	NA
ZHX1-C8orf76	ENSG00000259305	1.3496e+00	1.6729e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-19.06299994629911
ZHX2	ENSG00000178764	5.4027e-01	2.3596e+00	0	0.525507	0.0045064123943544	0.0095488569630379	0.195870976167986	0.0160600123649141	0.0094957935457397	1.041854710488769	0.017182799918196	0.0095538251486078	1.141934893947762	-15.403394129867692
ZHX3	ENSG00000174306	4.5029e-01	1.9097e+00	0	0.059568	0.0112666508622508	0.009555203311665	0.6227308630727247	0.0007162920984902	0.0094974162260427	0.026926585883796	0.0027496359656327	0.0095554295803408	0.1115179421680857	5.20766119506924
ZIC1	ENSG00000152977	2.9579e-01	3.3443e+00	0	0.4369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZIC2	ENSG00000043355	4.4599e-01	2.9328e+00	0	0.157605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZIC4	ENSG00000174963	8.0099e-01	-8.8671e-01	0	0.279808	NA	NA	NA	NA	NA	NA	NA	NA	NA	-26.92657489664163
ZIC5	ENSG00000139800	1.0211e+00	-7.2949e-01	0	0.097449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZIK1	ENSG00000171649	1.8118e+00	1.5637e+00	0	0.034289	-0.0004287650167157	0.0095490259921559	-0.0158388651858262	-0.0064419390664862	0.0094961609709389	-0.3031636620212159	-0.0063429828030924	0.0095553142147834	-0.2951450739971606	NA
ZIM2	ENSG00000269699	5.6655e-01	2.4456e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZIM3	ENSG00000141946	1.4080e+00	-8.4598e-01	0	0.0	0.0011178601400308	0.0095533951820822	0.0424631749093553	-0.0007592319204011	0.0095024777040156	-0.0285758894826436	5.82639297902032e-06	0.0095555675818851	0.0002113310318451	-5.382021040390426
ZKSCAN1	ENSG00000106261	4.2385e-01	2.8643e+00	0	0.031433	-0.0118583904224191	0.0095510197862585	-0.668740652303215	-0.0052329151084752	0.0094974263679883	-0.23533308404082	0.0057441859354629	0.0095583459198508	0.2613153201309538	NA
ZKSCAN2	ENSG00000155592	5.5008e-01	4.3760e-01	0	0.036241	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.981886958339172
ZKSCAN3	ENSG00000189298	9.8505e-01	2.3490e+00	0	0.0	0.0183064266154964	0.0095475437172312	1.2579520902311443	0.005701226450972	0.0094960665863381	0.2610079196047726	0.0092555296821389	0.009555086045241	0.477892775121462	NA
ZKSCAN4	ENSG00000187626	1.0582e+00	1.8089e+00	0	0.0	0.0056486334383914	0.0095488959854522	0.2563605772468485	0.0025531253962172	0.009497324595837	0.1034358462920457	0.0046004133465536	0.0095572731687577	0.200469226217069	NA
ZKSCAN5	ENSG00000196652	6.4033e-01	2.0363e+00	0	0.0	0.0014980386141177	0.0095494086770617	0.0578190888851162	0.0055668241871477	0.0094967208947354	0.2535494759967709	0.0106611908936033	0.0095546789085412	0.5775268698350748	NA
ZKSCAN7	ENSG00000196345	7.6304e-01	1.3877e+00	0	0.0	0.0034741926594082	0.0095488140285931	0.1450940574847397	-0.0097771473565342	0.0094959323378288	-0.5182509929490126	0.0143431945014187	0.0095542448846449	0.8750943510627474	NA
ZKSCAN8	ENSG00000198315	6.5145e-01	1.6047e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZMAT2	ENSG00000146007	3.8295e-01	3.2739e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZMAT3	ENSG00000172667	7.8985e-01	6.9057e-01	0	0.056631	0.0045005042662703	0.0095490434469883	0.1955654548624127	0.0045452857817824	0.0094974165582665	0.1991138539830265	0.0054481083863624	0.0095551246324208	0.2452162485456871	NA
ZMAT4	ENSG00000165061	8.8888e-01	1.1089e+00	0	0.089739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZMAT5	ENSG00000100319	1.1635e+00	1.1601e+00	0	0.205986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZMIZ1	ENSG00000108175	2.2379e-01	4.6465e+00	0	0.586204	-0.0079763644006118	0.0095493728829259	-0.394069725187159	0.0057157244642348	0.0094962597760578	0.2618075968736173	0.0041963646953232	0.0095573017274004	0.1800505699835405	NA
ZMIZ2	ENSG00000122515	3.8431e-01	2.5725e+00	0	0.0	-0.0023226822098643	0.0095517766014834	-0.0926530371977206	0.0083348047808251	0.0094980363029158	0.4199668008697236	0.0155469214070183	0.0095588204679614	0.983453305767548	NA
ZMPSTE24	ENSG00000084073	1.0766e+00	8.3253e-01	0	0.0	-0.0085018249870433	0.0095493248492154	-0.4279174091519321	0.0054450413063663	0.0094973372774874	0.2468477603295412	-0.0115309299051309	0.0095551532741062	-0.6429331763572551	NA
ZMYM1	ENSG00000197056	8.4841e-01	1.6322e+00	0	0.0	0.0086862886860771	0.009549788583427	0.4400159556218873	0.0003073027767261	0.0094967716721349	0.0113578390255488	0.0241145307641461	0.0095524242870251	1.9354518955018676	NA
ZMYM2	ENSG00000121741	4.2982e-01	3.6727e+00	0	0.0333	-0.0073221282032472	0.0095519898418785	-0.3532408776970954	0.002500894359505	0.0095050114665072	0.1010181320732674	-0.0084001280318795	0.0095548927719767	-0.420968363204648	-20.476596600206268
ZMYM4	ENSG00000146463	2.2834e-01	5.6401e+00	0	0.109491	0.0076836309392706	0.0095519914767836	0.3755290667212604	0.0103668091229247	0.0094957729532107	0.5607047401716528	0.0063556787633097	0.0095550703721661	0.2958834449508639	NA
ZMYM5	ENSG00000132950	8.6015e-01	1.2276e+00	0	0.0	-0.0016863231758703	0.0095537015102865	-0.0655537448485893	-0.0066417855621024	0.0094986453845961	-0.3147779373085578	-0.0106497340048599	0.0095562399998845	-0.5765564204326481	NA
ZMYM6	ENSG00000163867	8.0010e-01	1.8724e+00	0	0.0	0.0159651350657184	0.0095479072244384	1.0244219555590357	0.0085437450926709	0.0095008040534007	0.4335259504390102	0.0051116927764635	0.0095557949050549	0.2271589087052423	NA
ZMYND10	ENSG00000004838	1.0471e+00	1.9265e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZMYND11	ENSG00000015171	1.8497e-01	5.4417e+00	0	0.0	0.0110817403190579	0.0095483409748144	0.6093599950504501	0.0069140979943452	0.0094962094191687	0.33107959801121	0.0126909618243359	0.0095545755463453	0.734898667086777	NA
ZMYND12	ENSG00000066185	1.0313e+00	2.9502e-01	0	0.03449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZMYND15	ENSG00000141497	8.2930e-01	6.6341e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZMYND19	ENSG00000165724	7.9659e-01	1.0863e+00	0	0.077427	-0.0010831655222927	0.0095498736382746	-0.0411027030241165	-0.0178606839359289	0.009494842522094	-1.2219521577570422	-0.0079256309872318	0.0095552353884732	-0.3905489621039002	-6.201821097564432
ZMYND8	ENSG00000101040	3.4560e-01	5.4029e+00	0	0.523678	0.0039976258627462	0.0095528780621452	0.1703043918769557	0.0166456657670688	0.0094960485531178	1.0988340887099133	0.0095637926715233	0.0095550115593133	0.4990937742739561	20.149963365833713
ZNF10	ENSG00000256223	1.1842e+00	1.2426e+00	0	0.0	0.0022690730972487	0.0095502148638225	0.0903367218788664	0.0036150016199124	0.0094962532616405	0.152766400193001	0.0114275351843313	0.0095551134637435	0.6350022453860629	NA
ZNF100	ENSG00000197020	1.2267e+00	-5.8139e-01	0	0.0	0.0006446727951501	0.0095502107607682	0.0240252681999112	-0.0031635682674951	0.0094964258878633	-0.1313316884012481	-0.0013304240734994	0.0095557536858511	-0.0509649256058617	-4.930081827508969
ZNF101	ENSG00000181896	1.0622e+00	1.2004e+00	0	0.0	0.0097258345608201	0.0095494847711911	0.5107746311653054	0.009139523868709	0.0094957241170105	0.4738862300099628	0.0090551622674618	0.0095547759290662	0.4643287980937221	9.211466350503702
ZNF106	ENSG00000103994	4.2095e-01	1.6573e+00	0	0.0	0.0040126969507762	0.0095488153881016	0.1711301570973702	-0.0125787853107271	0.0094955878801235	-0.732126971786369	-0.0030422177793069	0.0095551891167996	-0.1248229795352424	NA
ZNF107	ENSG00000196247	2.2732e+00	2.9806e-01	0	0.0	0.0001578979244314	0.0095491922274721	0.0057674639818262	0.0002166655141405	0.009497077103359	0.0079773601082566	0.0094568620083504	0.0095548910649487	0.4917085623450608	NA
ZNF112	ENSG00000062370	6.2615e-01	1.6556e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF114	ENSG00000178150	2.1343e+00	8.8878e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF117	ENSG00000152926	1.1821e+00	2.0781e-01	0	0.0	-0.0041900403602578	0.0095525629254208	-0.1798390013286789	-0.0096784830391501	0.009496132834303	-0.5112670125193162	0.0082142145256302	0.009556139200103	0.4088879622666705	NA
ZNF12	ENSG00000164631	6.7983e-01	1.9262e+00	0	0.0	-0.0020163989420315	0.009549252869124	-0.0794759027597901	0.0165560556999973	0.0094961193481032	1.090004458198347	-0.0024692736006796	0.0095555696701781	-0.0990357117271924	-6.501133122274428
ZNF121	ENSG00000197961	1.9369e+00	1.9217e+00	0	0.0	0.0103663919749737	0.0095495750213432	0.5564097540754667	-0.0053372767325468	0.0094986633674384	-0.240938904557854	-0.0163314607623967	0.0095560389459572	-1.0581116066659657	NA
ZNF124	ENSG00000196418	1.3117e+00	-4.5231e-01	0	0.0	-0.0102523777203968	0.0095484178531092	-0.548260028771504	0.002335676991474	0.009496201295306	0.0938166599487132	-0.00521513599121	0.0095557546186853	-0.2326637233061391	NA
ZBTB35	ENSG00000172262	2.1914e-01	3.8836e+00	0	0.0	-0.005653688626688	0.0095519265996083	-0.2565398768820091	-0.0074251899084836	0.0094980717921004	-0.3621362594389002	-0.0055761362271831	0.0095556480811082	-0.2521691458993684	35.17676707523457
ZNF132	ENSG00000131849	1.2766e+00	-4.9662e-01	0	0.0	0.0013770079965338	0.0095492315806001	0.0528877094232303	0.0126835140686247	0.0094956827970579	0.7407153984093354	0.0002925332258124	0.0095552257180397	0.010738382944814	NA
ZNF133	ENSG00000125846	6.5726e-01	2.4976e+00	0	0.0	0.0137430198669191	0.0095481162246955	0.823671178130062	-0.0001243565333137	0.0094971567656857	-0.0045609523924867	-0.0048713448543088	0.009555846871442	-0.2145146094292798	NA
ZNF134	ENSG00000213762	4.2731e+00	-4.2213e-01	0	0.310424	-0.0072225499640427	0.0095487955215107	-0.3473323134111343	-0.0036177961734177	0.0094971740211399	-0.1528843133610927	-0.004177871250582	0.0095556481134009	-0.179165462014241	NA
ZNF135	ENSG00000176293	1.4772e+00	1.3991e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF136	ENSG00000196646	1.2673e+00	1.1077e+00	0	0.0	-0.0016063468591515	0.0095488584338202	-0.0622764314955035	0.002334104665008	0.0094965507296578	0.0937438054296283	0.0026133179199035	0.0095554254414857	0.1054173386051231	NA
ZNF138	ENSG00000197008	1.3379e+00	2.3940e-01	0	0.0	0.0125340594271671	0.0095479257118031	0.7228624856527538	0.0052913385345784	0.0094958919515139	0.2385339049858867	0.0187567830188153	0.009553308404806	1.3042778912825606	NA
ZNF14	ENSG00000105708	1.3939e+00	8.1613e-01	0	0.0	0.0156456824752247	0.0095477702649608	0.9943468199828434	0.0073585469250255	0.009496317926428	0.3581049002133272	0.0018952796613309	0.0095552934299659	0.0742878393072026	-23.263374585227503
ZNF140	ENSG00000196387	1.6036e+00	3.2418e-01	0	0.0	0.0146031037116	0.0095482481886906	0.8989607574948084	0.0076784512071879	0.0094961064472542	0.3780255820490195	-0.0101860981705589	0.0095548049790217	-0.5430036227037044	NA
ZNF141	ENSG00000131127	1.1607e+00	3.4369e-01	0	0.0	-0.0178513041276823	0.0095475646322507	-1.210777679108388	-0.005810911378956	0.0094965502912948	-0.2671090624112892	0.0038093204251222	0.0095552876422214	0.1610559599874806	NA
ZNF142	ENSG00000115568	8.6105e-01	1.5284e+00	0	0.530541	0.0105013455608536	0.0095489855549414	0.5662743323221345	-0.0044762649550717	0.0094961123599513	-0.1956017630787219	0.0102574405805835	0.0095547094877395	0.548138135734216	-15.626930674982452
ZNF143	ENSG00000166478	8.3898e-01	2.3684e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF146	ENSG00000167635	7.0852e-01	3.4635e+00	0	0.0	-0.0146754567310996	0.0095483050103505	-0.9054244715580756	-0.0267405221768769	0.0094944218557889	-2.312961573962758	-0.0048382867659762	0.0095570114645122	-0.212760763185905	NA
ZNF148	ENSG00000163848	1.9428e-01	5.0456e+00	0	0.0	0.0052585710491621	0.0095483208319023	0.2352051001730046	-0.0061907282007864	0.009495966174322	-0.2886497081062921	-0.000425280907944	0.0095547923890212	-0.0156982439389943	15.323313907160731
ZNF154	ENSG00000179909	1.5730e+00	8.5851e-01	0	0.0	-0.0252625730169754	0.009549381113088	-2.0877995384304593	-0.0096737010972069	0.0095015289784112	-0.5105433202707121	-0.0151769124415925	0.0095630046709896	-0.9487248221664074	-16.82431102590559
ZNF155	ENSG00000204920	1.9362e+00	6.2639e-01	0	0.0	-0.0072210538541587	0.00955031879285	-0.3471717237634372	-0.0136739820454021	0.0094953155607327	-0.8242729131456085	-0.0032620095170913	0.0095551486651838	-0.1350036298392678	NA
