gene	gene_id	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
CHORDC1	ENSG00000110172	7.2351e-01	1.5502e+00	0	0.345673	-0.0082883647247132	0.0095486359450809	-0.4140826309932095	-0.0173351315959273	0.009494798193411	-1.168033948948844	-0.00119113544905	0.0095553649088958	-0.0453725632333541	11.53305494802807
CHP1	ENSG00000187446	6.6561e-01	2.2151e+00	0	0.049263	-0.0061634136351474	0.0095524310968327	-0.2850011319066828	0.0087300566871363	0.0094987332317679	0.4460246671087698	0.0158685227812639	0.0095581085884847	1.0136763082576938	5.1265685208597995
CHP2	ENSG00000166869	1.6945e+00	-1.5152e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHPF	ENSG00000123989	8.2084e-01	1.8608e+00	0	0.0	-0.0074145278946583	0.0095486152469283	-0.3590526938008045	-0.0090874994839841	0.0094964234370572	-0.4702885967089504	-0.0149579412730085	0.0095541472688049	-0.9300646573568716	NA
CHPF2	ENSG00000033100	1.1456e+00	-1.2771e-01	0	0.110071	-0.0176784188175226	0.0095473431396037	-1.1931280424898734	-0.0058009984287371	0.0094973447964628	-0.2665272781898826	-0.0155118380392336	0.0095560730930137	-0.9806080629966696	NA
CHPT1	ENSG00000111666	9.9916e-01	7.6685e-01	0	0.126695	0.0039133009117632	0.0095499355558178	0.1662277612419778	-0.0123161943477701	0.0094958177404051	-0.7107362719502234	-0.0142275011738393	0.0095549432547492	-0.8648316726214524	NA
CHRAC1	ENSG00000104472	1.2947e+00	-1.4983e-01	0	0.047461	0.0061041717015651	0.0095519718760566	0.281660273686335	0.0001134968222749	0.0094967378705893	0.0041609471027924	-0.0045832771839201	0.0095587191614406	-0.1995563543235996	-7.922730357292445
CHRD	ENSG00000090539	7.4122e-01	1.2065e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRDL2	ENSG00000054938	9.8028e-01	7.9926e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRFAM7A	ENSG00000166664	2.6574e-01	7.2055e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRM1	ENSG00000168539	3.3232e-01	4.7013e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRM2	ENSG00000181072	5.7704e-01	2.2769e+00	0	0.575388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRM3	ENSG00000133019	4.3526e-01	2.7245e+00	0	0.597001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRM4	ENSG00000180720	3.9964e-01	4.3436e+00	0	0.032485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRM5	ENSG00000184984	6.8496e-01	2.2752e+00	0	0.480049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNA1	ENSG00000138435	9.8612e-01	1.4926e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNA10	ENSG00000129749	1.1613e+00	-1.2009e-01	0	0.0	-0.0209059216547964	0.0095467202316556	-1.5443014561975694	-0.0074847286924135	0.0094965227606174	-0.3659024911968235	0.0019385162595175	0.0095578844938031	0.0760927807168652	NA
CHRNA2	ENSG00000120903	1.1454e+00	7.5124e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNA3	ENSG00000080644	1.0808e+00	1.6261e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNA4	ENSG00000101204	7.8533e-01	5.6110e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNA5	ENSG00000169684	9.3279e-01	1.7832e+00	0	0.0	-0.0071202576774276	0.0095486523448968	-0.3411535230178918	-0.0077842558604668	0.0094977198799729	-0.3846113041256886	-0.0143698130421126	0.0095545081815543	-0.8774072997908138	NA
CHRNA6	ENSG00000147434	1.0224e+00	8.8442e-01	0	0.0	-0.0154491293136861	0.0095476728748372	-0.9760514014035024	-0.0144454087997592	0.0094962066982917	-0.8919618370315633	-0.0087478560341122	0.0095572921739965	-0.4436361321042309	NA
CHRNA7	ENSG00000175344	5.3099e-01	7.5003e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNA9	ENSG00000174343	9.1695e-01	-1.5366e-01	0	0.800236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNB1	ENSG00000170175	1.1140e+00	8.3171e-01	0	0.0	-0.0039699961807279	0.0095486664544088	-0.1690326304165515	0.0056955269691975	0.0094960823053323	0.2606906896153788	0.0012751871041614	0.0095555351688564	0.0487402603244875	9.904831199596453
CHRNB2	ENSG00000160716	1.0334e+00	1.5776e+00	0	0.108534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNB3	ENSG00000147432	1.2002e+00	8.3897e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNB4	ENSG00000117971	8.0736e-01	1.6904e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRND	ENSG00000135902	9.0061e-01	6.5601e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNE	ENSG00000108556	1.2772e+00	-1.6908e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRNG	ENSG00000196811	1.3438e+00	7.0446e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST1	ENSG00000175264	7.5388e-01	2.4354e+00	0	0.528823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST10	ENSG00000115526	9.7365e-01	1.0039e+00	0	0.142605	-0.0112417147642426	0.0095527681142248	-0.6210564637728856	-0.021481154151022	0.0094946455886748	-1.6254506450028805	-0.0112907441011728	0.0095548499188115	-0.6245926270258686	NA
CHST11	ENSG00000171310	5.1688e-01	2.2384e+00	0	0.439931	-0.0090466950444588	0.0095534624571575	-0.4638419097019018	-0.0035298034487321	0.0095000491489156	-0.1486007521947966	0.0093756774096365	0.0095562699655866	0.4860313585466514	NA
CHST12	ENSG00000136213	1.1660e+00	-1.3714e+00	0	0.057927	-0.0005777125025677	0.0095526204684607	-0.0214648129672241	0.0025807197108423	0.0094970526342318	0.1046726014854698	0.0099417715800836	0.009555887415201	0.5255131107921861	NA
CHST13	ENSG00000180767	6.8236e-01	-1.2126e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST14	ENSG00000169105	9.0890e-01	8.8680e-01	0	0.0	-0.0057698412202547	0.0095506974630374	-0.2629892545954038	0.0126461904414042	0.009495397018826	0.7376771671328592	0.0007696734559213	0.009555693318931	0.0288148933700514	-2.8401149457877564
CHST15	ENSG00000182022	7.5852e-01	1.7792e+00	0	0.04153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST2	ENSG00000175040	9.4266e-01	6.1199e-01	0	0.086537	-0.0151721952917143	0.0095480548118843	-0.9504656514280856	-0.0203965987646234	0.0094943589070831	-1.4987643464666247	-0.0104980019500558	0.0095548128633236	-0.5655629084342583	NA
CHST3	ENSG00000122863	8.2188e-01	-3.7781e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST4	ENSG00000140835	NA	7.5918e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST5	ENSG00000135702	NA	-6.0603e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST6	ENSG00000183196	NA	-1.9687e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST8	ENSG00000124302	1.1339e+00	-4.4556e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST9	ENSG00000154080	1.1991e+00	2.3489e-01	0	0.396262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHSY1	ENSG00000131873	3.4563e-01	1.1103e+00	0	0.127297	-0.0075370891986206	0.0095512844338704	-0.3664705668894573	-0.0075466965251954	0.0095014018284492	-0.3695168526865761	-0.0050791699245274	0.0095555850549892	-0.225442203542783	NA
CHSY3	ENSG00000198108	6.9104e-01	8.7832e-01	0	0.598949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHTF18	ENSG00000127586	1.5241e+00	-6.8885e+00	0	0.0	0.010933037950143	0.0095492991696416	0.598127687599502	0.005170045123149	0.0094980255405771	0.2319345008669333	-0.0136168400798638	0.0095544009003305	-0.8121100578928773	7.892440433523571
CHTF8	ENSG00000168802	1.0811e+00	4.5055e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHTOP	ENSG00000160679	7.9529e-01	1.7148e+00	0	0.186871	0.0020150169789144	0.0095492692049916	0.0794168699533398	-0.0025335887147268	0.0094964858183905	-0.1025740789699613	-0.0170807341763202	0.0095540225204044	-1.1317358256404857	NA
CHUK	ENSG00000213341	4.4269e-01	3.4026e+00	1	0.250262	0.0077812097375566	0.0095492780409475	0.3817664569870807	-0.0133316116926054	0.0094983749020497	-0.794590026773767	-0.0082009178106676	0.0095549842706047	-0.4080976295857537	-15.085600642529297
CHURC1	ENSG00000258289	1.2664e+00	2.1165e-01	0	0.0	0.0062309218615694	0.0095500011084787	0.2889328344684528	0.015175946073092	0.0094952660615961	0.9585561721635356	-0.0060447173462228	0.0095553530802641	-0.2781826549633809	-13.87860234901668
CHURC1-FNTB	ENSG00000125954	7.3608e-01	2.3864e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIAO1	ENSG00000144021	9.9786e-01	4.5600e-01	0	0.0	-0.0110199006806504	0.009550050337047	-0.6045645334241374	-0.001510817635135	0.0094962925643732	-0.0586890919607039	0.0088387425118418	0.0095549213240057	0.4498174807889107	-4.851065219007179
CIAO2A	ENSG00000166797	1.1398e+00	-1.8282e-02	0	0.0	-0.0158155780766268	0.0095476841826609	-1.010314614390381	-0.003267180813844	0.009497155704358	-0.1361775289314712	-0.0111463744579792	0.0095561140186548	-0.6135487972253026	NA
CIAO2B	ENSG00000166595	1.7723e+00	2.1052e-01	0	0.0	-0.0020261756302382	0.0095486022558139	-0.0798985551389092	0.0111465711125869	0.0094964086350694	0.6188598960361059	-0.0173639163832515	0.0095543280641542	-1.1599855322852808	NA
CIAO3	ENSG00000103245	1.1193e+00	-6.0114e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIAPIN1	ENSG00000005194	7.7708e-01	1.3816e+00	0	0.045829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIART	ENSG00000159208	5.9481e-01	7.4169e-01	0	0.559989	0.0042730478773141	0.0095518937892954	0.1840036379352869	-0.0092161992786794	0.009496004212816	-0.4791215652130263	-0.0022826197885445	0.0095551996206634	-0.0908735729763254	NA
CIB1	ENSG00000185043	1.1154e+00	1.8120e-01	1	0.0	0.0106651495820283	0.0095483275609989	0.5783402070308719	0.0170769840763696	0.0094959200333293	1.141768965011318	0.0026085242002424	0.0095592838263941	0.1051570548368535	-8.105571010598792
CIB2	ENSG00000136425	1.2060e+00	5.9101e-01	0	0.0	-0.019722695657689	0.0095474463320535	-1.410327116080076	-0.0045996443706667	0.0094973250122977	-0.2019187047875996	-0.0057003919380535	0.0095555813293081	-0.2589905905883285	NA
CIB3	ENSG00000141977	1.3432e+00	-2.8971e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIB4	ENSG00000157884	1.3531e+00	-1.9186e-01	0	0.393532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIBAR1	ENSG00000188343	7.9405e-01	1.5332e+00	0	0.037345	-0.0134977403332044	0.0095491957967134	-0.8026120505525783	-0.0064579638081426	0.009498549409729	-0.3040030810683261	-0.0086016230511199	0.0095578125799487	-0.4339598826940472	28.182340780547698
CIBAR2	ENSG00000153789	1.3750e+00	-2.1263e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIC	ENSG00000079432	2.3078e-01	1.4619e+00	0	0.0	0.0103504829252627	0.0095514129212039	0.5551128417820125	0.0061852514615128	0.0094969527868966	0.2882988376902874	0.0020728149438051	0.0095562124471042	0.0818204913318566	NA
CIDEA	ENSG00000176194	9.3276e-01	-3.9507e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIDEB	ENSG00000136305	1.6625e+00	-5.2810e-01	0	0.0	0.0150080442753439	0.0095493832140484	0.9352917830145732	0.0095440185478342	0.0094983412895734	0.5016742562127005	0.0097374976402682	0.0095566364093176	0.5110810981683309	NA
CIDEC	ENSG00000187288	8.3243e-01	8.0592e-03	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIITA	ENSG00000179583	7.6088e-01	-1.7083e+00	1	0.820076	-0.0071417119738595	0.0095487841529569	-0.3424416848537691	0.0016681027535312	0.0094963417105362	0.0652156429394585	-0.0024057222650466	0.0095553583950462	-0.0962449262092719	NA
CILK1	ENSG00000112144	7.5717e-01	1.6842e+00	0	0.0	0.0063148513617586	0.0095518010410378	0.2936648184195203	0.0121400376152827	0.0094965670279814	0.6964813619132718	-0.0098135954340694	0.009555507509393	-0.5164997279544805	3.713847683218219
CILP	ENSG00000138615	1.1020e+00	5.6431e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CILP2	ENSG00000160161	1.0930e+00	-7.6114e-01	0	0.368705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CINP	ENSG00000100865	8.8755e-01	1.0239e+00	0	0.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIP2A	ENSG00000163507	1.0938e+00	-6.5706e-01	0	0.207287	0.0123691922002969	0.0095545393537148	0.708875543312428	0.0002534557961111	0.0095064060864128	0.0093370360255263	0.0023102178336875	0.0095559435103995	0.0920660243727633	-14.979044115653084
CIPC	ENSG00000198894	7.2684e-01	1.3435e+00	0	0.0	0.0197380905450326	0.0095474426040307	1.4120305688742978	0.0040135885053815	0.0094983669814931	0.1722251957765408	0.0142972460467551	0.0095548747965434	0.8709652795024672	NA
CIRSR	ENSG00000138433	9.2796e-01	1.7765e+00	0	0.0	0.0071720443881286	0.0095506233957045	0.3441906449319439	-0.0015174882214776	0.0094962525175428	-0.0589645443379524	0.0030192449497113	0.0095551935237865	0.1237681957856384	23.603498628599073
CIRBP	ENSG00000099622	8.1630e-01	-1.1326e+00	0	0.0	0.0033558942879906	0.0095519465070297	0.1394542296540355	-0.0157568582736495	0.0094980238722907	-1.0125477930045783	0.0112130361437134	0.0095543978983941	0.618738146013405	NA
CISD1	ENSG00000122873	1.2044e+00	9.5032e-01	0	0.484708	-0.0053098903511501	0.0095487238059492	-0.2379481529577753	-0.0071054831863848	0.009496285395953	-0.3426261361134872	-0.0026543995210362	0.0095552453784886	-0.1072516537173699	-4.408014462299764
CISD2	ENSG00000145354	3.6807e-01	2.2067e+00	0	0.288754	-0.0138626330312998	0.0095497049905191	-0.8337664903096399	0.0073911771374172	0.0094968694525224	0.3600917336128313	-0.0079981025774906	0.0095557446284657	-0.3951108042512132	NA
CISD3	ENSG00000277972	1.2868e+00	5.0820e-01	0	0.0	0.0009495303257669	0.0095489578214936	0.0358383383437831	0.0199745671736739	0.0094967864214354	1.450230682808382	-0.0085953342329506	0.0095549138341989	-0.4337181275139087	NA
CISH	ENSG00000114737	8.5314e-01	1.6304e+00	0	0.0	0.0052723089634469	0.009548742278568	0.2359292340781934	0.0065627523965818	0.0095005265765452	0.3100522990814146	-0.0031370061845251	0.0095558206085252	-0.1291838777673513	NA
CIT	ENSG00000122966	3.4933e-01	5.9119e+00	0	0.291407	0.0082286964293088	0.0095592344948878	0.4096474885056427	-0.0104509820780271	0.0095003274619882	-0.56650577840614	0.0120643834437463	0.0095545313687103	0.6845989675184043	-0.3477798692548602
CITED2	ENSG00000164442	5.3553e-01	-1.0101e+00	0	0.0	-0.0130444515024053	0.0095510298559436	-0.7643669663092874	-0.0131412982599021	0.0095003522802333	-0.7782768982580492	-0.0068866183545718	0.0095563910866411	-0.3268380609476985	-9.674892277942137
CITED4	ENSG00000179862	2.3844e+00	-1.5149e+00	0	0.0	0.0054087989610739	0.0095489098740854	0.243278315363356	0.0013400514102832	0.0094975962851119	0.0516856035549797	0.0166991801531436	0.0095580234841955	1.0934395949349631	NA
CIZ1	ENSG00000148337	6.0835e-01	2.4878e+00	0	0.0	0.0067530616540002	0.0095491150036756	0.3192457015680173	0.0035378256289023	0.0094976035809021	0.1490290554649929	0.0146664717800471	0.0095555969488948	0.9036176108139896	NA
CKAP2	ENSG00000136108	1.0074e+00	-1.9088e-01	0	0.0	-0.0002429091581268	0.0095537729292984	-0.0088997708119139	-0.0236459305661224	0.0094952949501768	-1.8935035631009336	0.008748989033829	0.0095566573307062	0.4437496757572452	-16.67399471774974
CKAP2L	ENSG00000169607	8.2721e-01	-5.3472e-01	0	0.0	0.0195688652253042	0.0095590091430547	1.3907687435582163	-0.0018659249556289	0.0094989657543084	-0.073516736349551	0.0092120164361408	0.0095614473955416	0.4745131549910752	2.1245779366377957
CKAP4	ENSG00000136026	1.1901e+00	3.2823e-01	0	0.0	0.0013570818665438	0.0095490220924443	0.0520813045417445	-0.0160178409631972	0.0094950292188311	-1.0379275521606577	-0.0038820386167851	0.0095563598770939	-0.1645727342717549	-9.917041218173027
CKAP5	ENSG00000175216	1.5996e-01	5.0816e+00	0	0.0	0.0131760994254241	0.0095582545618633	0.7744944409691481	-0.0044637356571975	0.0095011606445142	-0.1948387856354548	0.0001836415038229	0.0095548064700702	0.0067110077983363	NA
CKB	ENSG00000166165	6.2592e-01	2.2481e+00	0	0.0	0.0083458269912285	0.0095489153335428	0.4177850708129154	-0.0013836909594665	0.0094962333747559	-0.053472359930405	-0.0134102579193423	0.0095635201970583	-0.793511100775095	NA
CKLF	ENSG00000217555	1.8791e+00	5.1281e-01	0	0.0	0.0029679096984003	0.0095498469595382	0.1214936048345956	0.0141643982228825	0.0094948913336133	0.8671559433918472	0.0018219332645486	0.0095547767273291	0.0712061167756202	NA
CKLF-CMTM1	ENSG00000254788	2.1461e+00	7.1685e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.32166334514415
CKM	ENSG00000104879	1.0840e+00	4.8661e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CKMT1A	ENSG00000223572	1.4932e+00	2.1223e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CKMT1B	ENSG00000237289	9.4868e-01	1.9930e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CKMT2	ENSG00000131730	1.1343e+00	1.5086e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CKS1B	ENSG00000173207	8.6362e-01	2.0025e+00	0	0.0	0.0068713094469189	0.0095580925487751	0.3258572378162647	-0.0156455085580041	0.0095009346162176	-1.0015598851118697	-0.0148283112742318	0.0095547426595749	-0.9182650731414675	6.852602715623174
CKS2	ENSG00000123975	6.3923e-01	1.0234e+00	0	0.0	0.0024997188683457	0.0095584023754398	0.1003457784061795	-0.0207348372817361	0.0095042550259973	-1.5352500765399313	-0.0050436930143948	0.0095551367015257	-0.2235797944518592	NA
CLASP1	ENSG00000074054	2.5896e-01	4.8457e+00	0	0.371736	0.0018636233458591	0.0095492545513497	0.0730034646572131	-0.0045899735354409	0.0094969807474153	-0.2014279309763008	0.0200532176359745	0.0095543053668107	1.4454903360863218	NA
CLASP2	ENSG00000163539	3.0830e-01	3.7815e+00	0	0.0	-0.0006748237113686	0.0095494060538477	-0.02518241188243	-0.0002257410155295	0.0094966548976074	-0.008315038664458	-0.0084876709704713	0.009555257179108	-0.4266479537892661	15.861891870347089
CLASRP	ENSG00000104859	6.5588e-01	2.0401e+00	0	0.0	0.0220840745697327	0.0095469214307481	1.6834114884701603	-0.0024770233225017	0.0094963467449223	-0.1000585788557364	-0.0087825158563456	0.0095551432152186	-0.4460651481277526	8.081277106049054
CLBA1	ENSG00000140104	1.4138e+00	-8.1244e-01	0	0.0	-0.0018511937830703	0.0095509298326574	-0.0724665308527794	-0.0055745223376424	0.009497296692837	-0.2539550432664999	-0.0031810680584936	0.0095596856104154	-0.1311658347185551	NA
CLC	ENSG00000105205	1.6578e+00	2.6531e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCA1	ENSG00000016490	8.5596e-01	1.0201e+00	0	0.034258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCA2	ENSG00000137975	1.2280e+00	4.5491e-01	0	0.065961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCA4	ENSG00000016602	1.0683e+00	-4.7892e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCC1	ENSG00000121940	8.0516e-01	1.9844e+00	0	0.0	0.0005156902287121	0.0095497888752015	0.0191170962954447	-0.0077499246573484	0.0094963382737926	-0.3825143361830589	-0.0070767481408731	0.0095550328230004	-0.3382501509426934	-39.00943905626002
CLCF1	ENSG00000175505	8.0064e-01	1.3293e+00	0	0.0	0.0117558466648482	0.009551361125491	0.6607013317535637	-0.005071397248553	0.0094993730850705	-0.2266197368244957	-0.0069172242024499	0.0095570278855096	-0.3286290796264366	NA
CLCN1	ENSG00000188037	1.0312e+00	7.4788e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCN2	ENSG00000114859	8.0862e-01	1.9307e+00	0	0.0	-0.0055808598289446	0.0095502138749333	-0.2526010331183694	-0.011949034732057	0.0094980616580656	-0.681101177423803	-0.0114259172162434	0.0095555988836927	-0.6348339917013596	NA
CLCN3	ENSG00000109572	2.9146e-01	6.2123e+00	0	0.173797	-0.0090267805769894	0.0095485660770253	-0.4628120869994911	0.0291176066273842	0.0094924426080524	2.6647049978301633	-0.0009148707338027	0.0095583530813111	-0.0344458864692649	NA
CLCN6	ENSG00000011021	7.7814e-01	1.9976e+00	0	0.143949	-0.0106434820366329	0.0095482878196948	-0.5767484518258335	-0.0061304157793545	0.0094972011364569	-0.285151906721735	0.0002038754595805	0.0095553708673353	0.0074562696789135	NA
CLCN7	ENSG00000103249	7.2851e-01	2.0812e+00	1	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCNKA	ENSG00000186510	9.7196e-01	1.1834e+00	0	0.035396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCNKB	ENSG00000184908	1.0714e+00	1.3640e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN1	ENSG00000163347	8.6187e-01	5.0620e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN10	ENSG00000134873	1.0069e+00	1.0261e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN11	ENSG00000013297	2.6401e-01	2.6826e+00	0	0.031896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN12	ENSG00000157224	1.0151e+00	1.5901e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN14	ENSG00000159261	3.0081e+00	7.0642e-01	0	0.281594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN15	ENSG00000106404	6.3983e-01	1.4115e+00	0	0.0	0.0039104273433958	0.0095490177893623	0.1661055855443904	-0.0066044741599441	0.0094976628986658	-0.3126203189271859	-0.0052525670575819	0.0095552103240265	-0.2346805057536559	NA
CLDN16	ENSG00000113946	8.4070e-01	-1.3265e-01	0	0.045971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN17	ENSG00000156282	4.2211e+01	-4.9184e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN18	ENSG00000066405	1.1615e+00	1.1118e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN19	ENSG00000164007	1.1378e+00	1.1378e+00	0	0.15178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN20	ENSG00000171217	NA	2.5734e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN22	ENSG00000177300	NA	6.7717e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN23	ENSG00000253958	5.4305e+00	-3.3494e+00	0	0.09625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN24	ENSG00000185758	NA	9.8664e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN25	ENSG00000228607	NA	-1.6161e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN3	ENSG00000165215	7.2706e-01	1.3972e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN4	ENSG00000189143	1.4191e+00	1.1221e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN5	ENSG00000184113	7.0340e+00	1.9213e+00	0	0.0	-0.0045935590897199	0.009550495277731	-0.2002851133580662	-0.0068392008722371	0.0094969110510503	-0.3265662277560615	-0.0025949823423479	0.0095555382263884	-0.1046000735906775	0.3651606543882849
CLDN6	ENSG00000184697	NA	1.2903e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN7	ENSG00000181885	1.1379e+00	3.4010e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.086624965187063
CLDN8	ENSG00000156284	2.8223e+00	-8.5278e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN9	ENSG00000213937	2.1649e+00	-9.2509e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDND1	ENSG00000080822	7.8454e-01	5.7286e-01	0	0.0	-0.0069978744418528	0.0095567760450171	-0.3334477641270775	0.0130969968224124	0.0094996989258025	0.7746309353608611	0.0247171433293872	0.0095525223238789	2.0141050547255386	19.21703861265167
CLDND2	ENSG00000160318	1.5089e+00	-3.8705e-01	0	0.0	0.0064057572768938	0.0095516782839489	0.298896030310533	0.0126771248162349	0.0094967053081377	0.7400772299433783	0.0078539228783147	0.0095549679158769	0.3860414181187787	0.02419898068892
CLEC10A	ENSG00000132514	1.1846e+00	1.0994e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLEC11A	ENSG00000105472	1.3702e+00	-1.2692e+00	0	0.0	-0.0203450595443789	0.0095492912990866	-1.479513065967835	-0.0222783886789373	0.009493942492516	-1.7220745742650614	0.0059209572626179	0.0095577080097132	0.2711570006601191	NA
CLEC12A	ENSG00000172322	1.1856e+00	-8.9655e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLEC12B	ENSG00000256660	9.6669e-01	-1.5772e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLEC14A	ENSG00000176435	NA	-3.6723e-01	0	0.070621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLEC16A	ENSG00000038532	5.8828e-01	6.2844e-01	0	0.633109	-0.0123295698013456	0.009548146322389	-0.7063602783558387	0.0072185239762417	0.0094960403088449	0.349523050203092	-0.0140438583296551	0.0095558193080116	-0.8486871916661813	NA
CLEC17A	ENSG00000187912	7.9363e-01	9.2401e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLEC18A	ENSG00000157322	4.3895e-01	4.1992e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
