gene	gene_id	pu_score	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
RBMS3	ENSG00000144642	0.695626	0.556990	0.664500	0	0.670370	-0.004188	0.009550	-0.179774	0.002532	0.009496	0.102520	0.009497	0.009555	0.494488	
RBMXL1	ENSG00000213516	0.033081	0.919920	1.777200	0	0.000000	-0.000167	0.009549	-0.006085	-0.011401	0.009496	-0.638389	-0.016193	0.009554	-1.045198	
RBMXL2	ENSG00000170748	0.512294	6.439100	-0.854990	0	0.051664										
RBP1	ENSG00000114115	0.011467	1.333500	-0.077044	0	0.000000										
RBP2	ENSG00000114113	0.013823	1.497600	0.334610	0	0.000000										
RBP3	ENSG00000265203	0.520478	0.976460	-0.538640	0	0.060134										
RBP4	ENSG00000138207	0.027914	0.599120	0.706560	0	0.000000										
RBP5	ENSG00000139194	0.010196	1.092100	-0.085878	0	0.000000										-16.946424
RBP7	ENSG00000162444	0.014112	1.236500	0.488590	0	0.000000										
RBPJ	ENSG00000168214	0.882187	0.231780	5.078700	0	0.565697	0.006312	0.009549	0.293586	0.004456	0.009498	0.194535	-0.009130	0.009555	-0.469388	-34.772409
RBPJL	ENSG00000124232	0.013471	1.098900	0.156730	0	0.000000										10.063163
RBPMS	ENSG00000157110	0.033667	0.490700	1.725500	0	0.000000	0.017268	0.009548	1.151576	-0.005641	0.009499	-0.257556	-0.006016	0.009557	-0.276504	
RBPMS2	ENSG00000166831	0.030092	0.853180	0.795810	0	0.000000										
RBSN	ENSG00000131381	0.032106	0.748160	1.924800	0	0.000000	0.014478	0.009549	0.887711	-0.012224	0.009498	-0.703088	-0.005118	0.009559	-0.227404	14.594041
RBX1	ENSG00000100387	0.064368		3.421500	0	0.000000	0.005301	0.009548	0.237476	0.020798	0.009494	1.545072	-0.014281	0.009557	-0.869173	
RC3H1	ENSG00000135870	0.075438	0.458080	4.087500	0	0.000000	-0.016496	0.009548	-1.075294	0.000627	0.009497	0.023496	-0.008226	0.009557	-0.409571	-15.237510
RC3H2	ENSG00000056586	0.029401	0.313830	2.949300	0	0.000000	-0.006592	0.009551	-0.309708	0.005312	0.009497	0.239619	0.005219	0.009556	0.232883	0.790701
RCAN1	ENSG00000159200	0.743254	0.794550	1.086300	0	0.377846	0.000055	0.009550	0.002000	-0.006402	0.009496	-0.300809	-0.015093	0.009554	-0.942321	
RCAN2	ENSG00000172348	0.573546	0.666740	0.718470	0	0.404099	0.005565	0.009549	0.251788	0.006864	0.009496	0.328057	-0.002120	0.009556	-0.083831	
RCAN3	ENSG00000117602	0.066776	1.274600	1.479100	0	0.000000	0.005859	0.009551	0.267935	0.020985	0.009496	1.566597	0.013796	0.009557	0.827112	24.921651
RCBTB1	ENSG00000136144	0.051701	0.942180	1.497500	0	0.000000	-0.013623	0.009551	-0.813024	0.006309	0.009496	0.295464	0.004472	0.009558	0.193909	0.285611
RCBTB2	ENSG00000136161	0.032095	1.052100	1.326400	0	0.000000	0.010789	0.009548	0.587458	0.026545	0.009493	2.285808	0.036175	0.009551	3.815565	
RCC1	ENSG00000180198	0.839853	0.409690	2.936800	0	0.548236	0.007080	0.009555	0.338467	-0.013331	0.009509	-0.793299	-0.012321	0.009554	-0.705043	
RCC1L	ENSG00000274523	0.451074	1.003700	-0.211700	0	0.039869	-0.012990	0.009549	-0.760061	-0.035172	0.009491	-3.673862	-0.007150	0.009556	-0.342612	-6.779905
RCC2	ENSG00000179051	0.692245	0.435100	3.239100	0	0.054463	0.005536	0.009558	0.249935	-0.006130	0.009496	-0.285158	0.003322	0.009555	0.137797	
RCCD1	ENSG00000166965	0.011626	1.386100	-1.119200	0	0.000000	0.005213	0.009552	0.232644	-0.003032	0.009497	-0.125206	-0.001274	0.009555	-0.048697	-11.293838
RCE1	ENSG00000173653	0.029527	0.659050	-0.021003	0	0.000000	-0.013447	0.009549	-0.798405	-0.009269	0.009498	-0.482651	-0.001061	0.009560	-0.040166	
RCHY1	ENSG00000163743	0.374820	0.727580	1.426600	0	0.183945	-0.001496	0.009551	-0.057718	-0.008648	0.009496	-0.440754	0.003297	0.009557	0.136625	-16.940785
RCL1	ENSG00000120158	0.019951	0.795770	-2.170400	0	0.000000										
RCN1	ENSG00000049449	0.634616	0.631220	2.049100	0	0.175847	-0.005828	0.009552	-0.266180	-0.006801	0.009496	-0.324294	-0.010629	0.009556	-0.575038	13.225850
RCN2	ENSG00000117906	0.026203	0.869340	0.203620	0	0.000000	-0.003924	0.009549	-0.166778	-0.006664	0.009498	-0.316098	-0.011854	0.009557	-0.667799	
RCN3	ENSG00000142552	0.018615	1.483000	0.399100	0	0.000000	-0.001479	0.009549	-0.057040	-0.007088	0.009496	-0.341541	0.017763	0.009554	1.200499	
RCOR1	ENSG00000089902	0.446946	0.303560	2.040400	0	0.504025	0.004308	0.009552	0.185742	-0.004054	0.009496	-0.174294	0.008084	0.009555	0.400605	25.264474
RCOR2	ENSG00000167771	0.023079	0.473740	1.889600	0	0.000000										
RCOR3	ENSG00000117625	0.023973	0.322660	3.418300	0	0.000000	-0.001262	0.009555	-0.048227	0.010897	0.009499	0.599712	0.008718	0.009556	0.441792	22.939477
RCSD1	ENSG00000198771	0.456169	0.848170	-0.792740	0	0.037396	0.003537	0.009549	0.148084	0.009840	0.009499	0.522535	0.024088	0.009554	1.931557	
RCVRN	ENSG00000109047	0.553065	1.595800	0.003965	0	0.045433										
RD3	ENSG00000198570	0.011666	1.075400	-0.173410	0	0.000000										
RD3L	ENSG00000227729	0.014634	0.949670	-0.152800	0	0.000000										
RDH10	ENSG00000121039	0.043468	0.643420	3.582400	0	0.000000	-0.004378	0.009552	-0.189286	-0.003917	0.009498	-0.167458	-0.004435	0.009556	-0.192061	
RDH11	ENSG00000072042	0.532851	0.834710	0.779160	0	0.455279	0.002909	0.009549	0.118830	0.017191	0.009495	1.153350	-0.005365	0.009556	-0.240685	
RDH12	ENSG00000139988	0.651136	0.888800	0.098300	0	0.519589										
RDH13	ENSG00000160439	0.011771	1.641200	-1.366000	0	0.000000	0.006062	0.009549	0.279385	-0.007485	0.009499	-0.365798	-0.010132	0.009555	-0.539129	5.611286
RDH14	ENSG00000240857	0.256802	1.318000	-1.707000	0	0.030399	0.013586	0.009548	0.810278	-0.019387	0.009497	-1.384683	0.000194	0.009562	0.007088	
RDH16	ENSG00000139547	0.016026	1.563800	-0.389380	0	0.000000										
RDH5	ENSG00000135437	0.594309	1.457500	0.870000	0	0.110179										
RDH8	ENSG00000080511	0.013871	0.983220	0.438740	0	0.000000										
RDM1	ENSG00000278023	0.022601	1.386500	1.401200	0	0.000000	0.019938	0.009557	1.431876	-0.004599	0.009498	-0.201862	0.009116	0.009555	0.468380	
RDX	ENSG00000137710	0.677969	0.513390	1.459100	0	0.052483	-0.015219	0.009548	-0.954768	-0.004692	0.009498	-0.206699	-0.010736	0.009555	-0.583041	
REC114	ENSG00000183324	0.016175	1.191300	-0.404000	0	0.000000										
REC8	ENSG00000100918	0.672487	0.693930	2.148200	0	0.072561	-0.012155	0.009548	-0.692451	-0.009493	0.009496	-0.498253	-0.015480	0.009555	-0.977834	
RECK	ENSG00000122707	0.030729	0.732310	1.926100	0	0.000000	0.001495	0.009551	0.057684	-0.008348	0.009498	-0.420847	0.002607	0.009557	0.105134	
RECQL	ENSG00000004700	0.050327	1.169400	1.122400	0	0.000000	-0.005719	0.009551	-0.260170	0.024564	0.009493	2.014138	-0.016791	0.009554	-1.103163	
RECQL4	ENSG00000160957	0.715615	1.401500	-6.753100	1	0.000000	0.008114	0.009554	0.402622	-0.011155	0.009497	-0.619473	-0.007646	0.009555	-0.373045	
RECQL5	ENSG00000108469	0.006510	1.016100	0.622270	0	0.000000	-0.005026	0.009549	-0.222829	-0.006323	0.009496	-0.296223	-0.002321	0.009555	-0.092541	
REELD1	ENSG00000250673	0.011362	3.068000	-3.490900	0	0.000000										
REEP1	ENSG00000068615	0.034050	0.779960	1.821100	0	0.000000										
REEP2	ENSG00000132563	0.758738	0.489320	2.365700	0	0.036098	-0.023364	0.009547	-1.841247	-0.028023	0.009496	-2.498569	-0.007295	0.009559	-0.351301	
REEP3	ENSG00000165476	0.051515	0.703500	0.916470	0	0.000000	-0.011449	0.009551	-0.636976	0.003238	0.009497	0.134800	-0.010886	0.009555	-0.594178	19.162079
REEP4	ENSG00000168476	0.027667	0.761230	0.403380	0	0.000000	-0.003698	0.009551	-0.155734	0.000840	0.009502	0.031707	-0.007080	0.009555	-0.338439	
REEP5	ENSG00000129625	0.030314	1.508000	-0.531220	0	0.000000	0.026333	0.009554	2.232251	0.030292	0.009493	2.847092	0.011872	0.009555	0.669430	6.102348
REEP6	ENSG00000115255	0.031274	1.246100	-0.565630	0	0.000000	0.005779	0.009550	0.263515	-0.008618	0.009498	-0.438634	0.017178	0.009557	1.140891	21.773632
REG1A	ENSG00000115386	0.541269	1.405700	0.262890	0	0.057782										
REG1B	ENSG00000172023	0.536099	1.484500	-1.514100	0	0.049679										
REG3A	ENSG00000172016	0.707647	1.124600	-0.319200	0	0.381973										
REG3G	ENSG00000143954	0.012235	1.337100	-0.892940	0	0.000000										
REG4	ENSG00000134193	0.494686	1.088300	-0.614970	0	0.457024	0.009079	0.009552	0.466081	0.011089	0.009497	0.614439	0.011209	0.009555	0.618403	
REL	ENSG00000162924	0.902416	0.503240	1.821600	1	0.722417	0.001421	0.009552	0.054661	-0.006633	0.009501	-0.314130	0.002520	0.009555	0.101287	-24.260313
RELA	ENSG00000173039	0.928276	0.385880	2.788500	1	0.073921	-0.002923	0.009549	-0.119455	0.008666	0.009497	0.441848	0.013604	0.009556	0.810869	0.663851
RELB	ENSG00000104856	0.792164	0.395210	2.392300	1	0.000000	-0.002046	0.009549	-0.080756	0.004452	0.009497	0.194341	0.017185	0.009554	1.142109	
RELCH	ENSG00000134444	0.043399	0.353900	4.183700	0	0.000000	-0.001151	0.009549	-0.043791	0.004552	0.009496	0.199484	0.010536	0.009556	0.568211	
RELL1	ENSG00000181826	0.027151	0.736340	1.103400	0	0.000000	0.009636	0.009553	0.504275	0.023030	0.009495	1.815293	0.009148	0.009555	0.470582	13.903293
RELL2	ENSG00000164620	0.016519	0.968880	0.587900	0	0.000000	0.004844	0.009553	0.213162	-0.001727	0.009497	-0.067697	-0.003133	0.009555	-0.129027	-34.252242
RELN	ENSG00000189056	0.035512	0.296330	3.821900	0	0.000000										
RELT	ENSG00000054967	0.518254	0.952980	0.670310	0	0.407467	0.022040	0.009547	1.678090	-0.000027	0.009497	-0.000974	0.013507	0.009554	0.802773	-2.625268
REM1	ENSG00000088320	0.012927	1.076600	0.042754	0	0.000000										
REM2	ENSG00000139890	0.021675	1.381200	0.765740	0	0.000000										
REN	ENSG00000143839	0.017878	1.117600	1.565800	0	0.000000										
REP15	ENSG00000174236	0.651641	4.239000	0.669950	0	0.040960										
REPIN1	ENSG00000214022	0.071035	1.615700	0.668300	0	0.000000	-0.023054	0.009550	-1.801539	-0.028757	0.009494	-2.609232	-0.014772	0.009557	-0.912848	
REPS1	ENSG00000135597	0.026202	0.504760	2.021200	0	0.000000	-0.009528	0.009549	-0.497064	-0.004924	0.009499	-0.218795	-0.012342	0.009555	-0.706699	
RER1	ENSG00000157916	0.029858	0.419070	2.517800	0	0.000000	-0.008052	0.009550	-0.398824	0.007122	0.009496	0.343625	0.002854	0.009556	0.116234	
RERE	ENSG00000142599	0.731718	0.356440	1.896700	0	0.616389	-0.009768	0.009556	-0.513286	-0.013169	0.009498	-0.780811	0.006755	0.009558	0.318993	
RERG	ENSG00000134533	0.010799	1.504700	-0.079301	0	0.000000										
RERGL	ENSG00000111404	0.604912	1.272900	-0.659890	0	0.448811										
RESF1	ENSG00000174718	0.035157	0.593160	-2.585300	0	0.000000	-0.000672	0.009549	-0.025065	0.012873	0.009497	0.756196	0.019816	0.009554	1.419176	-12.357657
RESP18	ENSG00000182698	0.013293	1.355300	-0.905520	0	0.000000										
REST	ENSG00000084093	0.562956	0.156000	0.824480	0	0.041749	-0.007912	0.009553	-0.389801	0.017056	0.009497	1.139408	0.002138	0.009557	0.084617	12.221327
RET	ENSG00000165731	0.031966	0.235670	3.115000	0	0.000000										
RETN	ENSG00000104918	0.011455	1.729800	-0.912710	0	0.000000										
RETNLB	ENSG00000163515	0.683523	2.676200	-0.376150	0	0.494344										
RETREG1	ENSG00000154153	0.723873	1.032100	0.885850	0	0.058007	0.015806	0.009551	1.008936	0.037840	0.009490	4.172267	0.026001	0.009558	2.184775	
RETREG2	ENSG00000144567	0.026533	0.586250	-0.470460	0	0.000000	-0.002157	0.009550	-0.085491	-0.001977	0.009498	-0.078261	0.008605	0.009556	0.434313	
RETREG3	ENSG00000141699	0.463283	0.649390	0.907810	0	0.081443	-0.005603	0.009556	-0.253620	0.010238	0.009496	0.551232	0.024603	0.009553	1.998821	-13.338552
RETSAT	ENSG00000042445	0.025754	0.752870	1.384900	0	0.000000	-0.004610	0.009550	-0.201148	0.008992	0.009497	0.463774	0.002654	0.009555	0.107254	
REV1	ENSG00000135945	0.673945	0.395370	2.299200	0	0.198906										
REV3L	ENSG00000009413	0.837736	0.281580	3.970600	0	0.649603	0.014464	0.009549	0.886526	0.000544	0.009499	0.020317	-0.000340	0.009556	-0.012502	
REX1BD	ENSG00000006015	0.015537	1.286100	-0.194700	0	0.000000										
REXO1	ENSG00000079313	0.008312	0.529530	-0.886640	0	0.000000	-0.007172	0.009549	-0.344269	0.000268	0.009496	0.009903	0.000804	0.009555	0.030144	30.203284
REXO2	ENSG00000076043	0.475526	0.824200	1.002100	0	0.072131	-0.001489	0.009549	-0.057442	-0.007825	0.009496	-0.387303	-0.005570	0.009556	-0.251861	
REXO4	ENSG00000148300	0.007938	0.991570	0.410970	0	0.000000	-0.008300	0.009549	-0.414819	-0.011856	0.009496	-0.673985	0.001253	0.009555	0.047855	0.935684
REXO5	ENSG00000005189	0.051452	0.690070	2.304700	0	0.000000	0.011904	0.009551	0.672308	-0.003160	0.009496	-0.131186	-0.006734	0.009555	-0.317859	13.565017
RFC1	ENSG00000035928	0.032775	0.354210	1.776200	0	0.000000	-0.003650	0.009549	-0.153475	0.003126	0.009497	0.129577	-0.006624	0.009559	-0.311252	3.654906
RFC2	ENSG00000049541	0.488195	1.010100	1.073900	0	0.180709	0.002886	0.009550	0.117769	0.011024	0.009497	0.609505	-0.002505	0.009555	-0.100629	
RFC3	ENSG00000133119	0.502154	1.179500	0.104230	0	0.523553	-0.000871	0.009553	-0.032737	-0.003994	0.009500	-0.171209	-0.005822	0.009555	-0.265721	
RFC4	ENSG00000163918	0.033150	1.045300	-1.126000	0	0.000000	0.007257	0.009553	0.349238	0.001644	0.009498	0.064204	-0.016672	0.009555	-1.091197	
RFC5	ENSG00000111445	0.036116	0.813770	1.888400	0	0.000000	0.005569	0.009553	0.251838	-0.017093	0.009496	-1.143417	0.001866	0.009559	0.073038	
RFESD	ENSG00000175449	0.699196	0.997480	1.057900	0	0.522464	-0.007822	0.009549	-0.384392	0.006388	0.009496	0.300016	0.015964	0.009556	1.023014	
RFFL	ENSG00000092871	0.515778	0.601170	1.699400	0	0.033274	-0.019312	0.009554	-1.363956	-0.003489	0.009501	-0.146630	-0.001172	0.009558	-0.044583	
RFK	ENSG00000135002	0.275155	0.521390	-0.039316	0	0.079012	0.016332	0.009549	1.059356	0.003031	0.009503	0.125059	0.019534	0.009555	1.387843	
RFLNA	ENSG00000178882	0.613858	1.353700	0.671270	0	0.171545										
RFLNB	ENSG00000183688	0.016096	1.172300	0.221170	0	0.000000										
RFNG	ENSG00000169733	0.012826	1.647200	-1.776400	0	0.000000	0.010236	0.009549	0.547070	0.012726	0.009496	0.744183	0.006446	0.009555	0.301089	
RFPL1	ENSG00000128250	0.019535	1.227900	0.991030	0	0.000000										
RFPL2	ENSG00000128253	0.018563	1.158000	0.941270	0	0.000000										
RFPL3	ENSG00000128276	0.015293	1.659300	1.158800	0	0.000000										
RFPL4A	ENSG00000223638	0.032026	1.099600	5.578100	0	0.000000										
RFPL4AL1	ENSG00000229292	0.060266	0.770110	6.683600	0	0.000000										
RFPL4B	ENSG00000251258	0.012264		0.323750	0	0.000000										
RFT1	ENSG00000163933	0.630503	0.891700	0.751630	0	0.538942	0.011272	0.009548	0.623783	-0.002923	0.009499	-0.120160	0.003593	0.009564	0.150486	15.105341
RFTN1	ENSG00000131378	0.014307	0.775440	0.409340	0	0.000000	-0.008984	0.009549	-0.459966	-0.004333	0.009500	-0.188205	-0.004958	0.009555	-0.219045	
RFTN2	ENSG00000162944	0.610805	0.858360	1.116700	0	0.172279										
RFWD3	ENSG00000168411	0.899223	0.911350	-1.941700	1	0.635739	0.004015	0.009555	0.171106	-0.018010	0.009495	-1.237484	-0.008553	0.009555	-0.430970	15.060857
RFX1	ENSG00000132005	0.036873	0.454080	2.883700	0	0.000000	0.006854	0.009549	0.325236	-0.000306	0.009496	-0.011314	-0.011910	0.009555	-0.672337	-14.042708
RFX2	ENSG00000087903	0.062043	0.330890	3.287700	0	0.000000	0.012709	0.009549	0.736951	0.012970	0.009495	0.764469	-0.014862	0.009555	-0.921310	
RFX3	ENSG00000080298	0.903619	0.222030	4.032900	0	0.373061	-0.003267	0.009553	-0.135267	-0.003367	0.009497	-0.140884	-0.010588	0.009555	-0.572143	
RFX4	ENSG00000111783	0.870327	0.178640	3.961200	0	0.484188										
RFX5	ENSG00000143390	0.686677	0.987590	0.898520	1	0.000000	-0.000033	0.009549	-0.001190	-0.003297	0.009497	-0.137565	0.002719	0.009560	0.110074	9.202761
RFX6	ENSG00000185002	0.026622	0.571420	1.740400	0	0.000000										
RFX7	ENSG00000181827	0.694912	0.322670	2.024600	0	0.548099	0.006727	0.009550	0.317715	0.008324	0.009502	0.419064	-0.001348	0.009556	-0.051670	
RFX8	ENSG00000196460	0.012151	1.076900	0.473520	0	0.000000										
RFXANK	ENSG00000064490	0.666342	0.808340	1.115300	1	0.000000	-0.010815	0.009548	-0.589430	0.000455	0.009499	0.016930	-0.006691	0.009555	-0.315355	8.652784
RFXAP	ENSG00000133111	0.536160	1.177000	0.672310	1	0.000000	-0.004064	0.009558	-0.173480	-0.006965	0.009496	-0.334139	0.000250	0.009555	0.009176	24.406019
RGCC	ENSG00000102760	0.025428	1.499300	0.424900	0	0.000000	0.003074	0.009549	0.126364	0.005897	0.009501	0.271782	-0.021012	0.009556	-1.554317	
RGL1	ENSG00000143344	0.046118	0.354480	3.084800	0	0.000000	-0.004030	0.009551	-0.171955	0.006118	0.009498	0.284378	0.001001	0.009557	0.037832	
RGL2	ENSG00000237441	0.017750	0.615640	2.066000	0	0.000000	0.017586	0.009548	1.183583	-0.006484	0.009496	-0.305637	0.015368	0.009554	0.967580	
RGL3	ENSG00000205517	0.596022	1.123500	-1.318800	0	0.502576										
RGL4	ENSG00000159496	0.038484	1.071700	-0.317960	0	0.000000	0.001858	0.009551	0.072741	0.004138	0.009496	0.178475	-0.015366	0.009554	-0.967405	
RGMA	ENSG00000182175	0.022689	0.731660	1.418100	0	0.000000										
RGMB	ENSG00000174136	0.553087	0.903970	1.091300	0	0.345673	-0.003039	0.009552	-0.124723	-0.005349	0.009499	-0.241577	-0.002508	0.009556	-0.100737	
RGP1	ENSG00000107185	0.028536	0.861770	1.419400	0	0.000000	0.001927	0.009548	0.075669	0.008315	0.009496	0.418812	0.021127	0.009554	1.568015	
RGPD1	ENSG00000187627	0.044038	0.324180	8.289200	0	0.000000										
RGPD2	ENSG00000185304	0.036379	0.174960	8.397900	0	0.000000										
RGPD3	ENSG00000153165	0.049643	0.495870	8.212000	0	0.000000										
RGPD4	ENSG00000196862	0.949098	0.714030	7.458300	0	0.419246										
RGPD5	ENSG00000015568	0.012902		0.862310	0	0.000000										
RGPD6	ENSG00000183054	0.010023		1.321300	0	0.000000										-5.861330
RGPD8	ENSG00000169629	0.037740	0.259310	12.437000	0	0.000000										
RGR	ENSG00000148604	0.525532	1.422400	-0.624940	0	0.077947										
RGS1	ENSG00000090104	0.712897	0.821240	-0.251720	0	0.799612	-0.013738	0.009549	-0.823168	-0.008198	0.009496	-0.411199	0.006229	0.009556	0.288626	
RGS10	ENSG00000148908	0.049629	0.773270	1.312100	0	0.000000	-0.009634	0.009551	-0.504289	0.017848	0.009495	1.220535	0.009149	0.009555	0.470643	
RGS11	ENSG00000076344	0.012477	1.447900	-1.673500	0	0.000000										
RGS12	ENSG00000159788	0.534977	0.674460	0.951030	0	0.030548	0.009852	0.009549	0.519694	-0.000534	0.009497	-0.019907	-0.017090	0.009554	-1.132652	
RGS13	ENSG00000127074	0.665590	1.097200	-0.557150	0	0.543418										
RGS14	ENSG00000169220	0.588974	0.691650	0.060878	0	0.703102	0.009919	0.009548	0.524482	0.017896	0.009495	1.225517	0.003308	0.009556	0.137147	
RGS16	ENSG00000143333	0.449679	1.071800	0.303050	0	0.033123	-0.008485	0.009549	-0.426868	-0.001741	0.009497	-0.068255	-0.008423	0.009558	-0.422268	
RGS17	ENSG00000091844	0.024622	0.761540	1.267300	0	0.000000										
RGS18	ENSG00000150681	0.639938	1.138200	-0.764130	0	0.345673										
RGS19	ENSG00000171700	0.550876	0.714860	1.242600	0	0.097007	0.001907	0.009549	0.074825	0.009195	0.009497	0.477647	0.018434	0.009554	1.270112	
RGS2	ENSG00000116741	0.317168	1.091200	-0.014689	0	0.058368	-0.005966	0.009553	-0.273868	-0.005905	0.009500	-0.272247	-0.006715	0.009556	-0.316733	
RGS20	ENSG00000147509	0.014724	1.211800	0.578520	0	0.000000										
RGS21	ENSG00000253148	0.013131	1.487700	-0.552440	0	0.000000										
RGS22	ENSG00000132554	0.746438	0.981310	1.054000	0	0.300920										
RGS3	ENSG00000138835	0.729950	0.726440	1.622400	0	0.423737	-0.013126	0.009548	-0.771496	-0.004864	0.009496	-0.215704	-0.010322	0.009558	-0.552564	
RGS4	ENSG00000117152	0.538445	1.067700	0.055596	0	0.461029										
RGS5	ENSG00000143248	0.008256	1.536300	0.315060	0	0.000000	0.001947	0.009549	0.076548	-0.003387	0.009496	-0.141870	-0.003586	0.009555	-0.150312	-3.116105
RGS6	ENSG00000182732	0.580064	0.518300	1.980900	0	0.391037	-0.013481	0.009552	-0.800874	-0.000613	0.009503	-0.022946	0.007357	0.009556	0.355179	
RGS7	ENSG00000182901	0.920386	0.459170	3.658000	0	0.471893										
RGS7BP	ENSG00000186479	0.018022	0.501010	1.140500	0	0.000000										
RGS8	ENSG00000135824	0.750267	0.664340	1.759400	0	0.421020										
RGS9	ENSG00000108370	0.017169	0.923230	0.479280	0	0.000000										
RGS9BP	ENSG00000186326	0.017933	1.244400	-0.430050	0	0.000000										
RGSL1	ENSG00000121446	0.494693	0.920750	0.657910	0	0.032828										
RHAG	ENSG00000112077	0.028258	0.823490	0.409710	0	0.000000										
RHBDD1	ENSG00000144468	0.047590	1.372400	-0.337610	0	0.000000	-0.020141	0.009547	-1.457071	0.001155	0.009496	0.044228	-0.013866	0.009556	-0.833320	
RHBDD2	ENSG00000005486	0.038719	0.950970	0.114610	0	0.000000	-0.000878	0.009549	-0.033039	0.007625	0.009497	0.374609	-0.014302	0.009554	-0.871475	
RHBDD3	ENSG00000100263	0.013261	1.399900	0.204120	0	0.000000	-0.003694	0.009549	-0.155608	0.005988	0.009498	0.277029	-0.008670	0.009555	-0.438577	14.127988
RHBDF1	ENSG00000007384	0.016641	0.977120	1.014300	0	0.000000										
RHBDF2	ENSG00000129667	0.682402	0.523200	3.473300	1	0.000000	0.012599	0.009548	0.728108	0.007976	0.009496	0.396904	0.004832	0.009556	0.212463	21.921580
RHBDL1	ENSG00000103269	0.019620	0.888430	1.492600	0	0.000000	0.007060	0.009553	0.337342	-0.017923	0.009498	-1.227787	0.012063	0.009555	0.684474	
RHBDL2	ENSG00000158315	0.016052	1.137700	0.633560	0	0.000000										
RHBDL3	ENSG00000141314	0.026209	0.796180	1.441000	0	0.000000										
RHBG	ENSG00000132677	0.735660	1.269200	0.686970	0	0.520251										
RHCE	ENSG00000188672	0.909782	0.716600	2.612000	0	0.401678										
RHCG	ENSG00000140519	0.014536	0.920450	-0.120990	0	0.000000										
RHD	ENSG00000187010	0.938760	0.533730	4.179000	0	0.394089										
RHEB	ENSG00000106615	0.763277	0.218610	4.138500	0	0.070031	0.021111	0.009548	1.567927	0.013476	0.009495	0.807249	0.019150	0.009558	1.345474	12.036362
RHEBL1	ENSG00000167550	0.026098	1.148300	1.148300	0	0.000000	-0.011832	0.009548	-0.666945	0.002463	0.009497	0.099424	-0.020180	0.009555	-1.459570	
RHEX	ENSG00000263961	0.018453	1.328200	0.648790	0	0.000000										
RHNO1	ENSG00000171792	0.012709	2.180600	-0.190380	0	0.000000	0.002980	0.009549	0.122043	0.002262	0.009496	0.090589	-0.002854	0.009557	-0.116193	-4.244240
RHO	ENSG00000163914	0.655838	0.970600	1.276100	0	0.038489										
RHOA	ENSG00000067560	0.904561	0.441940	5.103700	0	0.109414	-0.000893	0.009549	-0.033635	0.001689	0.009497	0.066085	-0.002799	0.009556	-0.113754	
RHOB	ENSG00000143878	0.693051	0.918600	3.475900	0	0.069062	-0.003711	0.009549	-0.156401	0.006013	0.009499	0.278430	-0.007584	0.009555	-0.369180	-7.308071
RHOBTB1	ENSG00000072422	0.709306	0.727320	1.384000	0	0.045523										
RHOBTB2	ENSG00000008853	0.033155	0.766590	3.293100	0	0.000000	-0.009874	0.009552	-0.521011	0.005161	0.009496	0.231496	-0.004507	0.009555	-0.195772	
RHOBTB3	ENSG00000164292	0.791227	0.892060	1.853200	0	0.472255	-0.001725	0.009549	-0.067189	-0.007438	0.009497	-0.362962	-0.017147	0.009556	-1.137962	
RHOC	ENSG00000155366	0.037955	1.058000	2.233600	0	0.000000	-0.012091	0.009553	-0.686872	0.017160	0.009504	1.148767	-0.005255	0.009564	-0.234546	9.617373
RHOD	ENSG00000173156	0.013164	1.088800	0.516400	0	0.000000										
RHOF	ENSG00000139725	0.032093	1.362400	0.216660	0	0.000000	-0.001157	0.009549	-0.044046	0.009238	0.009496	0.480645	0.019939	0.009555	1.432730	-1.249372
RHOG	ENSG00000177105	0.830415	0.385750	3.979000	1	0.000000	-0.019766	0.009547	-1.415326	0.000356	0.009498	0.013181	-0.000718	0.009555	-0.026833	
RHOH	ENSG00000168421	0.943560	0.859670	2.658400	1	0.298506	-0.024701	0.009556	-2.010808	0.012047	0.009502	0.688504	-0.000985	0.009555	-0.037224	
RHOJ	ENSG00000126785	0.603076	0.777960	0.501730	0	0.446554										
RHOQ	ENSG00000119729	0.042034	0.510050	2.525900	0	0.000000	0.011773	0.009549	0.662258	0.009158	0.009496	0.475129	0.001616	0.009558	0.062618	
RHOT1	ENSG00000126858	0.023488	0.390520	3.173300	0	0.000000	0.012537	0.009548	0.723098	0.003859	0.009503	0.164523	0.008457	0.009557	0.424520	-12.966143
RHOT2	ENSG00000140983	0.018210	1.313700	-2.529700	0	0.000000	0.005143	0.009549	0.229020	-0.013809	0.009496	-0.835881	0.015494	0.009556	0.978954	
RHOU	ENSG00000116574	0.817908	1.149500	2.038400	0	0.615173	0.003901	0.009549	0.165648	0.003629	0.009497	0.153431	0.011039	0.009555	0.605541	
RHOV	ENSG00000104140	0.019536	0.586930	1.060600	0	0.000000										
RHPN1	ENSG00000158106	0.358586	1.246000	-0.765050	0	0.044206	0.008114	0.009549	0.402865	-0.003444	0.009496	-0.144588	0.002877	0.009555	0.117290	
RHPN2	ENSG00000131941	0.883428	0.659130	2.834300	0	0.493455										
