gene	gene_id	pu_score	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
ACTL9	ENSG00000181786	0.685165	5.232900	-0.540770	0	0.611926										
ACTN1	ENSG00000072110	0.916753	0.340130	5.601700	0	0.541407	-0.001966	0.009549	-0.077333	-0.007025	0.009497	-0.337754	-0.010939	0.009558	-0.597809	
ACTN2	ENSG00000077522	0.789051	0.447640	2.309600	0	0.397753										
ACTN3	ENSG00000248746	0.510909	0.905540	-0.071912	0	0.153674										
ACTN4	ENSG00000130402	0.049101	0.233820	6.491100	0	0.000000	-0.007107	0.009549	-0.340329	0.012864	0.009497	0.755460	0.007205	0.009557	0.345939	
ACTR10	ENSG00000131966	0.038090	0.987060	0.791550	0	0.000000	-0.001267	0.009550	-0.048422	0.025682	0.009493	2.165205	-0.000789	0.009556	-0.029556	
ACTR1A	ENSG00000138107	0.867310	0.334260	4.590800	0	0.487068	0.007721	0.009549	0.378038	0.016025	0.009497	1.038299	0.026667	0.009556	2.278062	
ACTR1B	ENSG00000115073	0.697625	0.915420	0.959320	0	0.540265	0.013115	0.009550	0.770346	-0.008865	0.009496	-0.455247	-0.007994	0.009555	-0.394919	
ACTR2	ENSG00000138071	0.861788	0.209500	5.848000	0	0.552491	-0.009599	0.009551	-0.501813	0.020690	0.009494	1.532570	0.003281	0.009555	0.135866	-2.713109
ACTR3	ENSG00000115091	0.768551	0.342360	4.342400	0	0.469711	0.001648	0.009549	0.063987	0.011122	0.009496	0.617039	-0.002108	0.009556	-0.083332	16.466542
ACTR3B	ENSG00000133627	0.814246	0.244600	5.576400	0	0.310386	-0.016999	0.009548	-1.124628	0.001328	0.009497	0.051179	0.004974	0.009555	0.219893	
ACTR3C	ENSG00000106526	0.800166	1.013500	1.797300	0	0.350332										
ACTR5	ENSG00000101442	0.011804	0.906640	-0.240360	0	0.000000	0.005507	0.009549	0.248620	-0.017460	0.009495	-1.180611	0.003360	0.009555	0.139616	8.708090
ACTR6	ENSG00000075089	0.029609	1.204600	2.519400	0	0.000000	-0.002667	0.009551	-0.107850	0.002825	0.009496	0.115706	-0.005698	0.009555	-0.258886	
ACTR8	ENSG00000113812	0.375134	1.013000	1.584200	0	0.033220	-0.013938	0.009550	-0.840310	0.003548	0.009498	0.149524	0.011425	0.009555	0.634783	5.767044
ACTRT2	ENSG00000169717	0.015247	3.813900	0.189290	0	0.000000										
ACTRT3	ENSG00000184378	0.577521	1.310900	0.190640	0	0.438062										
ACVR1	ENSG00000115170	0.017294	0.872490	2.958300	0	0.000000	-0.003649	0.009549	-0.153412	-0.011670	0.009499	-0.658998	-0.011556	0.009555	-0.644863	-23.680446
ACVR1B	ENSG00000135503	0.716324	0.415600	5.125800	0	0.032775	-0.020647	0.009548	-1.514128	-0.005459	0.009497	-0.247648	-0.018706	0.009554	-1.298768	
ACVR1C	ENSG00000123612	0.632201	0.563100	2.212000	0	0.493641	0.006735	0.009549	0.318162	0.002753	0.009496	0.112421	0.023624	0.009553	1.872529	
ACVR2A	ENSG00000121989	0.030449	0.214100	5.126100	0	0.000000	-0.006898	0.009549	-0.327822	-0.004278	0.009497	-0.185503	0.017834	0.009555	1.207608	-18.177860
ACVR2B	ENSG00000114739	0.031748	0.410300	3.275800	0	0.000000	-0.009607	0.009549	-0.502516	-0.000772	0.009497	-0.029103	-0.006484	0.009555	-0.303300	
ACVRL1	ENSG00000139567	0.044125	0.560080	3.611900	0	0.000000										
ACY1	ENSG00000243989	0.027812	0.934060	1.044200	0	0.000000	-0.001933	0.009549	-0.075915	0.000407	0.009499	0.015114	-0.015939	0.009554	-1.020987	
ACY3	ENSG00000132744	0.014912	1.180200	0.077744	0	0.000000										
ACYP1	ENSG00000119640	0.022844	1.384800	0.956100	0	0.000000	0.023570	0.009547	1.867250	0.007296	0.009496	0.354282	0.008576	0.009555	0.432441	
ACYP2	ENSG00000170634	0.011315	1.743200	-1.354400	0	0.000000	0.008513	0.009549	0.428652	0.011735	0.009498	0.664164	0.004146	0.009555	0.177590	35.690793
ADA	ENSG00000196839	0.857869	1.177800	0.539460	1	0.000000	-0.002295	0.009549	-0.091461	0.024959	0.009494	2.066572	0.004533	0.009557	0.197026	
ADA2	ENSG00000093072	0.873404	0.893850	0.130540	1	0.000000	-0.000444	0.009552	-0.016423	0.015280	0.009497	0.968012	0.029693	0.009552	2.724703	
ADAD1	ENSG00000164113	0.766881	0.881090	1.057800	0	0.722442										
ADAD2	ENSG00000140955	0.013346	1.364300	-4.545000	0	0.000000										
MAPDA	ENSG00000168803	0.012269	1.198400	0.832290	0	0.000000	0.001171	0.009549	0.044603	0.001919	0.009496	0.075799	0.008114	0.009555	0.402528	9.641216
ADAM10	ENSG00000137845	0.052493	0.282860	4.292200	0	0.000000	0.001970	0.009550	0.077476	0.017633	0.009495	1.198463	0.019583	0.009554	1.393414	14.159992
ADAM11	ENSG00000073670	0.041032	0.522200	3.564900	0	0.000000										
ADAM12	ENSG00000148848	0.860774	0.802970	2.016800	0	0.511876										
ADAM15	ENSG00000143537	0.672436	0.818110	2.001700	0	0.549425	0.026508	0.009547	2.259554	0.008775	0.009499	0.449026	0.013230	0.009555	0.779400	
ADAM17	ENSG00000151694	0.674927	0.526680	3.165000	1	0.000000	0.009431	0.009549	0.490315	0.005655	0.009496	0.258416	0.004798	0.009555	0.210687	
ADAM18	ENSG00000168619	0.584218	1.445700	-0.805530	0	0.424051										
ADAM19	ENSG00000135074	0.036421	0.696450	1.741700	0	0.000000	-0.005380	0.009549	-0.241720	0.040723	0.009490	4.746682	0.016543	0.009554	1.078885	-19.475718
ADAM2	ENSG00000104755	0.012017	1.199800	-0.996670	0	0.000000										
ADAM20	ENSG00000134007	0.014480		0.175270	0	0.000000										
ADAM21	ENSG00000139985	0.020620		2.832100	0	0.000000										
ADAM22	ENSG00000008277	0.025660	0.552710	2.612500	0	0.000000	0.002343	0.009549	0.093588	0.008469	0.009496	0.428895	0.004559	0.009558	0.198343	
ADAM23	ENSG00000114948	0.849595	0.367520	2.572800	0	0.620846										
ADAM28	ENSG00000042980	0.011976	1.219900	-1.145600	0	0.000000										
ADAM29	ENSG00000168594	0.643010		0.441650	0	0.374974										
ADAM30	ENSG00000134249	0.586438		-0.008539	0	0.236755										
ADAM32	ENSG00000197140	0.021317	0.923580	0.876280	0	0.000000										
ADAM33	ENSG00000149451	0.014557	1.141900	-0.300760	0	0.000000										
ADAM7	ENSG00000069206	0.010690	1.115900	-1.164900	0	0.000000										
ADAM8	ENSG00000151651	0.026448	1.195600	0.338440	0	0.000000	0.007686	0.009553	0.375659	0.039873	0.009489	4.574136	0.011227	0.009555	0.619679	
ADAM9	ENSG00000168615	0.014840	0.626560	2.264200	0	0.000000	0.000937	0.009549	0.035330	-0.008251	0.009496	-0.414636	0.002088	0.009558	0.082461	-51.624361
ADAMDEC1	ENSG00000134028	0.016112	1.269100	-0.539120	0	0.000000										
ADAMTS1	ENSG00000154734	0.499081	0.317290	0.229630	0	0.668610	0.023706	0.009546	1.884937	0.015164	0.009496	0.957380	0.014146	0.009555	0.857720	
ADAMTS10	ENSG00000142303	0.048808	0.449270	4.680300	0	0.000000	0.013424	0.009556	0.795543	0.005851	0.009497	0.269311	0.025057	0.009552	2.059234	
ADAMTS12	ENSG00000151388	0.037717	0.819580	0.790030	0	0.000000										
ADAMTS13	ENSG00000160323	0.033292	0.831200	1.811000	0	0.000000										
ADAMTS14	ENSG00000138316	0.788334	0.917880	1.011700	0	0.414186										
ADAMTS15	ENSG00000166106	0.017231	0.586920	-0.062554	0	0.000000										
ADAMTS16	ENSG00000145536	0.709733	0.765210	0.069438	0	0.408335										
ADAMTS17	ENSG00000140470	0.553333	0.933930	-1.544800	0	0.610235	0.012546	0.009548	0.723761	-0.004541	0.009498	-0.198886	0.003412	0.009555	0.142027	
ADAMTS18	ENSG00000140873	0.011426	1.080500	-5.509500	0	0.000000										
ADAMTS19	ENSG00000145808	0.772588	0.720800	0.758990	0	0.043010										
ADAMTS2	ENSG00000087116	0.851570	0.514390	2.181500	0	0.665633										
ADAMTS20	ENSG00000173157	0.532084	0.966300	-0.549510	0	0.124405										
ADAMTS3	ENSG00000156140	0.736238	0.687670	0.630360	0	0.638431										
ADAMTS4	ENSG00000158859	0.682485	0.746650	1.310300	0	0.268648										
ADAMTS5	ENSG00000154736	0.024303	0.831700	0.436950	0	0.000000										
ADAMTS6	ENSG00000049192	0.805700	0.225880	4.370300	0	0.506669	0.009549	0.009549	0.498462	0.002817	0.009499	0.115300	-0.007141	0.009555	-0.342090	5.822051
ADAMTS7	ENSG00000136378	0.046249	0.614990	3.362200	0	0.000000										
ADAMTS8	ENSG00000134917	0.016372	0.982910	0.198300	0	0.000000										
ADAMTS9	ENSG00000163638	0.673873	0.488760	0.996710	0	0.481771										
ADAMTSL1	ENSG00000178031	0.605366	0.723820	-3.585300	0	0.479996										
ADAMTSL2	ENSG00000197859	0.029991	0.588290	1.999000	0	0.000000										
ADAMTSL3	ENSG00000156218	0.726740	0.734980	1.200700	0	0.504459										
ADAMTSL4	ENSG00000143382	0.613296	0.934900	0.508570	0	0.049790										
ADAMTSL5	ENSG00000185761	0.021303	1.289500	-1.538800	0	0.000000	-0.007989	0.009549	-0.394884	-0.003427	0.009499	-0.143694	0.008473	0.009560	0.425461	
ADAP1	ENSG00000105963	0.672244	0.762040	-0.425000	0	0.686349	-0.008932	0.009551	-0.456311	-0.020793	0.009495	-1.544452	0.007026	0.009556	0.335172	
ADAP2	ENSG00000184060	0.409999	0.989610	1.000600	0	0.031768										
ADAR	ENSG00000160710	0.784494	0.469900	3.247500	1	0.000000	-0.001086	0.009549	-0.041238	0.004288	0.009496	0.185991	0.007730	0.009556	0.378177	
ADARB1	ENSG00000197381	0.068398	0.323700	3.921800	0	0.000000	0.011400	0.009548	0.633480	0.003250	0.009497	0.135381	-0.008297	0.009557	-0.414168	
ADARB2	ENSG00000185736	0.672651	0.561380	0.083727	0	0.524535										
ADAT1	ENSG00000065457	0.020648	1.232100	-2.288200	0	0.000000	-0.009641	0.009549	-0.504923	0.002631	0.009497	0.106916	0.000169	0.009556	0.006177	
ADAT2	ENSG00000189007	0.552597	1.394000	0.676360	0	0.159817	0.008364	0.009549	0.419007	-0.000219	0.009496	-0.008065	-0.002811	0.009556	-0.114270	-6.926032
ADAT3	ENSG00000213638	0.011209	1.788000	-2.918100	0	0.000000										-2.634900
ADCK1	ENSG00000063761	0.481395	1.017300	0.352610	0	0.038779										
ADCK2	ENSG00000133597	0.012075	0.931080	1.564700	0	0.000000	0.004681	0.009549	0.204824	-0.001704	0.009496	-0.066703	0.003062	0.009555	0.125724	
ADCK5	ENSG00000173137	0.019678	0.853750	0.756070	0	0.000000	-0.007850	0.009549	-0.386122	-0.005936	0.009497	-0.274142	0.010692	0.009555	0.579766	
ADCY1	ENSG00000164742	0.067326	0.364350	5.149200	0	0.000000	-0.002377	0.009551	-0.095039	-0.004095	0.009497	-0.176301	-0.006508	0.009557	-0.304626	
ADCY10	ENSG00000143199	0.023790	0.972110	1.835700	0	0.000000										
ADCY2	ENSG00000078295	0.934755	0.334300	5.822900	0	0.585284										
ADCY3	ENSG00000138031	0.909953	0.715160	3.297800	0	0.754074	0.010366	0.009560	0.555616	0.001874	0.009498	0.073879	-0.001655	0.009558	-0.064234	
ADCY4	ENSG00000129467	0.019712	1.035800	1.455800	0	0.000000	0.010983	0.009549	0.601830	0.007212	0.009499	0.348969	0.007059	0.009558	0.337049	-6.016433
ADCY5	ENSG00000173175	0.907192	0.340070	4.567000	0	0.454581										
ADCY6	ENSG00000174233	0.041397	0.656640	3.775200	0	0.000000										
ADCY7	ENSG00000121281	0.840568	0.726470	2.865900	0	0.859311	0.003002	0.009549	0.123061	0.012257	0.009496	0.705955	-0.000612	0.009555	-0.022767	
ADCY8	ENSG00000155897	0.823607	0.538030	2.302000	0	0.536024										
ADCY9	ENSG00000162104	0.696869	0.623580	1.391400	0	0.556918	0.005884	0.009551	0.269293	-0.003295	0.009499	-0.137442	0.003715	0.009556	0.156468	
ADCYAP1	ENSG00000141433	0.613368	0.641250	-1.618000	0	0.399845										
ADCYAP1R1	ENSG00000078549	0.033781	0.836480	1.950500	0	0.000000										
ADD1	ENSG00000087274	0.042909	0.419330	0.948170	0	0.000000	-0.010671	0.009553	-0.578428	0.010907	0.009496	0.600805	0.006079	0.009559	0.279993	-11.841546
ADD2	ENSG00000075340	0.037263	0.392430	2.593500	0	0.000000	0.019279	0.009547	1.361787	0.012011	0.009499	0.685923	0.000164	0.009556	0.006005	
ADD3	ENSG00000148700	0.033862	0.435250	0.270610	0	0.000000	0.002163	0.009552	0.085738	0.016812	0.009497	1.115117	0.018173	0.009554	1.242842	
ADGB	ENSG00000118492	0.014938	0.927370	-0.578850	0	0.000000										
ADGRA1	ENSG00000197177	0.615923	0.911100	0.234760	0	0.438588										
ADGRA2	ENSG00000020181	0.028019	0.764650	1.463900	0	0.000000										
ADGRA3	ENSG00000152990	0.020126	0.583780	1.397300	0	0.000000	0.010086	0.009550	0.536250	-0.008983	0.009496	-0.463230	0.004007	0.009562	0.170576	
ADGRB1	ENSG00000181790	0.802960	0.270550	4.708400	0	0.034006										
ADGRB2	ENSG00000121753	0.045945	0.335410	5.450100	0	0.000000										
ADGRB3	ENSG00000135298	0.703680	0.251650	2.138700	0	0.351864										
ADGRD1	ENSG00000111452	0.701080	0.821060	1.302600	0	0.138357										
ADGRD2	ENSG00000180264	0.507082	1.947600	-9.921400	0	0.069101										
ADGRE1	ENSG00000174837	0.017751	0.959670	0.690450	0	0.000000	-0.011870	0.009548	-0.669957	-0.000343	0.009496	-0.012685	-0.005770	0.009555	-0.262885	
ADGRE2	ENSG00000127507	0.033506	0.988390	2.938200	0	0.000000										
ADGRE3	ENSG00000131355	0.019525	1.312500	0.942000	0	0.000000										
ADGRE5	ENSG00000123146	0.606470	0.873540	1.748800	0	0.195292	0.000499	0.009549	0.018469	0.002772	0.009499	0.113282	0.013375	0.009556	0.791453	
ADGRF1	ENSG00000153292	0.657783	1.167600	-1.192700	0	0.364233										
ADGRF3	ENSG00000173567	0.015721	1.091900	1.464500	0	0.000000										
ADGRF4	ENSG00000153294	0.012418	1.329400	-1.279200	0	0.000000										
ADGRF5	ENSG00000069122	0.606574	0.686910	1.210500	0	0.447770										
ADGRG1	ENSG00000205336	0.019601	0.907030	1.109000	0	0.000000	-0.012240	0.009548	-0.699166	-0.000264	0.009496	-0.009734	-0.006837	0.009555	-0.323947	17.258827
ADGRG3	ENSG00000182885	0.022657	0.938410	0.657650	0	0.000000										
ADGRG5	ENSG00000159618	0.408345	0.914610	1.014500	0	0.270138	0.010673	0.009548	0.578912	0.016183	0.009500	1.053094	0.013848	0.009555	0.831885	2.289170
ADGRG6	ENSG00000112414	0.717447	0.707310	1.109200	0	0.415335										
ADGRG7	ENSG00000144820	0.012680	1.112700	0.116270	0	0.000000										
ADGRL1	ENSG00000072071	0.766737	0.281020	5.054600	0	0.171529	0.000178	0.009551	0.006491	-0.002658	0.009496	-0.108146	0.013521	0.009557	0.803627	-19.953087
ADGRL2	ENSG00000117114	0.847353	0.359470	2.625700	0	0.781986										
ADGRL3	ENSG00000150471	0.850578	0.499030	2.160200	0	0.652399										
ADGRL4	ENSG00000162618	0.012499	1.434500	-0.996800	0	0.000000										
ADGRV1	ENSG00000164199	0.742166	0.657090	1.477700	0	0.345114										
ADH1A	ENSG00000187758	0.010026	1.123500	-0.085583	0	0.000000										
ADH1B	ENSG00000196616	0.016920	1.143500	0.874910	0	0.000000										
ADH1C	ENSG00000248144	0.011625	1.031400	1.035600	0	0.000000										
ADH4	ENSG00000198099	0.016986	1.189100	-0.351970	0	0.000000										
ADH5	ENSG00000197894	0.049097	1.065500	2.136300	0	0.000000	0.007103	0.009550	0.340012	0.003276	0.009497	0.136590	0.015097	0.009554	0.942633	
ADH6	ENSG00000172955	0.016425	1.240900	0.140560	0	0.000000										
ADH7	ENSG00000196344	0.011755	1.546900	-1.564300	0	0.000000										
ADHFE1	ENSG00000147576	0.029828	0.889020	-0.172130	0	0.000000	0.002785	0.009550	0.113192	-0.000366	0.009497	-0.013578	0.014157	0.009555	0.858650	-2.124491
ADI1	ENSG00000182551	0.036408	1.620200	0.263520	0	0.000000	-0.014590	0.009548	-0.897810	-0.003817	0.009497	-0.162566	0.009719	0.009556	0.509815	
ADIG	ENSG00000182035	0.016936	1.818200	0.908950	0	0.000000										
ADIPOQ	ENSG00000181092	0.015688	1.733300	-0.357350	0	0.000000										
ADIPOR1	ENSG00000159346	0.036829	0.615840	3.745600	0	0.000000	-0.005397	0.009549	-0.242616	-0.001728	0.009497	-0.067735	0.002105	0.009556	0.083214	
ADIPOR2	ENSG00000006831	0.741897	0.652250	3.822600	0	0.056804	0.006616	0.009549	0.311246	-0.023892	0.009494	-1.925694	-0.001563	0.009559	-0.060426	
ADIRF	ENSG00000148671	0.015380	2.014600	-0.340790	0	0.000000										
ADK	ENSG00000156110	0.034016	0.755740	2.152400	0	0.000000	-0.000116	0.009552	-0.004230	-0.013670	0.009496	-0.823876	-0.002636	0.009559	-0.106390	
ADM	ENSG00000148926	0.626998	1.015600	0.029150	0	0.373883										
ADM2	ENSG00000128165	0.012464	1.487700	-0.726910	0	0.000000										
ADM5	ENSG00000224420	0.415566	1.646000	0.392960	0	0.040648	-0.008715	0.009549	-0.441992	-0.018827	0.009495	-1.324166	-0.000918	0.009555	-0.034572	-6.600231
ADNP	ENSG00000101126	0.693633	0.107770	2.271900	0	0.037270	0.003562	0.009550	0.149247	-0.010359	0.009496	-0.560146	-0.009661	0.009555	-0.505853	-27.491142
ADNP2	ENSG00000101544	0.512683	0.882610	-0.022223	0	0.421020	0.001111	0.009550	0.042208	0.014629	0.009495	0.908573	-0.008566	0.009555	-0.431798	-2.422636
ADO	ENSG00000181915	0.717138	0.946910	0.660170	0	0.796414	0.006297	0.009550	0.292729	0.001699	0.009496	0.066520	-0.017515	0.009554	-1.175306	22.072457
ADORA1	ENSG00000163485	0.862692	0.594960	2.791900	0	0.160589										
ADORA2A	ENSG00000128271	0.046049	0.988490	1.936300	0	0.000000	-0.022513	0.009547	-1.735559	-0.002536	0.009496	-0.102686	-0.007860	0.009557	-0.386298	-33.418008
ADORA2B	ENSG00000170425	0.610023	1.285500	-0.379850	0	0.179865										
ADORA3	ENSG00000282608	0.474104	1.355000	0.994640	0	0.030399										
ADPGK	ENSG00000159322	0.026151	0.850550	0.952950	0	0.000000	-0.013155	0.009549	-0.773809	0.004564	0.009496	0.200112	0.002240	0.009555	0.089037	
ADPRH	ENSG00000144843	0.427894	1.292800	0.520860	0	0.151911	0.007730	0.009549	0.378592	0.016634	0.009495	1.097802	-0.007883	0.009555	-0.387889	
ADPRHL1	ENSG00000153531	0.034121	1.258300	4.053100	0	0.000000										
ADPRM	ENSG00000170222	0.683370	0.938750	1.590200	0	0.043856	-0.005428	0.009549	-0.244332	-0.001834	0.009496	-0.072191	-0.008597	0.009557	-0.433725	-7.969555
ADPRS	ENSG00000116863	0.014277	1.088100	-0.026517	0	0.000000	0.004446	0.009549	0.192804	-0.004455	0.009497	-0.194491	-0.006512	0.009556	-0.304882	21.027643
ADRA1A	ENSG00000120907	0.699064	1.414100	-0.311840	0	0.494833										
ADRA1B	ENSG00000170214	0.698792	1.422100	0.652280	0	0.069061										
ADRA1D	ENSG00000171873	0.012439	1.693400	0.010884	0	0.000000										
ADRA2A	ENSG00000150594	0.726887	1.997700	0.698590	0	0.303508										
ADRA2B	ENSG00000274286	0.010804	1.519600	-0.048327	0	0.000000										
ADRA2C	ENSG00000184160	0.826122	1.156200	1.453600	0	0.559254										
ADRB1	ENSG00000043591	0.011213		1.186400	0	0.000000										
ADRB2	ENSG00000169252	0.027355	0.908360	1.900200	0	0.000000	0.011186	0.009550	0.617033	-0.006242	0.009501	-0.291391	0.017231	0.009554	1.146693	
ADRB3	ENSG00000188778	0.015448	1.851600	-0.362040	0	0.000000										
ADRM1	ENSG00000130706	0.021779	0.156840	1.551600	0	0.000000	-0.011008	0.009549	-0.603753	-0.016202	0.009495	-1.055644	-0.009608	0.009555	-0.502140	-15.721015
ADSL	ENSG00000239900	0.500852	0.910300	1.641700	0	0.173092	-0.000508	0.009552	-0.018833	-0.008163	0.009500	-0.408666	-0.004395	0.009556	-0.190080	
ADSS1	ENSG00000185100	0.634771	1.203500	0.126040	0	0.353263										
ADSS2	ENSG00000035687	0.049682	0.678470	3.292200	0	0.000000	0.007267	0.009549	0.350041	-0.002272	0.009499	-0.090985	-0.012458	0.009554	-0.716081	
ADTRP	ENSG00000111863	0.023637	1.075600	0.617670	0	0.000000	0.003346	0.009552	0.138996	0.000161	0.009497	0.005917	0.006293	0.009566	0.291881	
AEBP1	ENSG00000106624	0.026669	0.723550	1.226500	0	0.000000	-0.024723	0.009548	-2.016378	-0.021336	0.009494	-1.608303	-0.026788	0.009552	-2.296795	
AEBP2	ENSG00000139154	0.572479	0.333930	1.918400	0	0.483815	-0.001622	0.009552	-0.062905	-0.004007	0.009497	-0.171923	-0.000849	0.009556	-0.031875	12.155626
AEN	ENSG00000181026	0.556309	1.711400	-0.532330	0	0.406317	0.011958	0.009548	0.676804	0.007133	0.009498	0.344219	-0.001862	0.009555	-0.072892	
AFAP1	ENSG00000196526	0.654474	0.967950	-1.975500	0	0.533961	0.002639	0.009549	0.106622	0.001519	0.009498	0.059036	-0.010031	0.009555	-0.531934	
AFAP1L1	ENSG00000157510	0.657904	0.932940	1.402200	0	0.038599										
AFAP1L2	ENSG00000169129	0.487499	0.592400	1.006500	0	0.493415	0.002453	0.009553	0.098358	-0.010409	0.009496	-0.563812	-0.003300	0.009555	-0.136794	
AFDN	ENSG00000130396	0.649416	0.384160	1.815200	0	0.418401	0.007782	0.009551	0.381768	0.025517	0.009495	2.142082	0.019565	0.009555	1.391085	
AFF1	ENSG00000172493	0.599099	0.501720	-0.124470	0	0.712624	-0.000331	0.009549	-0.012164	0.005465	0.009501	0.247822	0.015101	0.009554	0.943076	-30.886629
AFF3	ENSG00000144218	0.795440	0.331490	2.341100	0	0.783313										
AFF4	ENSG00000072364	0.018122	0.165680	3.549400	0	0.000000	-0.006620	0.009561	-0.310983	0.018661	0.009503	1.304685	-0.002154	0.009555	-0.085300	27.662078
AFG1L	ENSG00000135537	0.683346	1.070900	0.623140	0	0.341628										
AFG3L2	ENSG00000141385	0.043432	0.716570	3.256900	0	0.000000	-0.002403	0.009552	-0.096180	-0.015755	0.009496	-1.012716	-0.012724	0.009555	-0.737591	16.163653
AFM	ENSG00000079557	0.525115	1.434100	-1.130000	0	0.042940										
AFMID	ENSG00000183077	0.013187	1.072300	0.270780	0	0.000000										
AFP	ENSG00000081051	0.492160	0.998250	0.237580	0	0.057906										
AFTPH	ENSG00000119844	0.021492	0.181400	1.067800	0	0.000000	-0.008937	0.009550	-0.456676	0.001079	0.009496	0.041195	0.002555	0.009555	0.102840	
AGA	ENSG00000038002	0.245384	1.043300	-0.196720	0	0.032164	0.020251	0.009547	1.469415	0.009961	0.009496	0.531321	0.001785	0.009556	0.069628	
AGAP1	ENSG00000157985	0.046321	0.375430	2.088400	0	0.000000	-0.013395	0.009550	-0.793837	-0.019770	0.009499	-1.426750	-0.020198	0.009556	-1.461417	
AGAP2	ENSG00000135439	0.588562	0.387580	3.724300	0	0.034992	0.011634	0.009548	0.651546	0.011452	0.009498	0.642233	0.009835	0.009555	0.518010	
AGAP3	ENSG00000133612	0.031048	0.348290	4.554200	0	0.000000	-0.011211	0.009548	-0.619080	-0.011166	0.009496	-0.620391	0.015488	0.009555	0.978538	
AGAP4	ENSG00000188234	0.046162	0.340420	10.256000	0	0.000000										
AGAP5	ENSG00000172650	0.047589	0.520260	8.561900	0	0.000000										
AGAP6	ENSG00000204149	0.043812	0.619050	5.618300	0	0.000000										4.859443
AGAP9	ENSG00000204172	0.051907	0.585810	7.488500	0	0.000000										
AGBL1	ENSG00000273540	0.679351	1.264800	-3.384400	0	0.695859										
