rank	gene	gene_id	pu_score	label_all	label_immune	label_status	family	gwas_present	perturbseq_measured	polarization_measured	oob_models
13490	EPHX3	ENSG00000105131	0.018461	0	0	unlabeled	HGNC:4	0	0	0	99
13491	CDON	ENSG00000064309	0.018461	0	0	unlabeled	HGNC:555	0	1	0	97
13492	TTC12	ENSG00000149292	0.018460	0	0	unlabeled	HGNC:769	0	1	0	99
13493	TVP23B	ENSG00000171928	0.018458	0	0	unlabeled	PFX:TVP	0	1	0	98
13494	RHEX	ENSG00000263961	0.018453	0	0	unlabeled	PFX:RHE	0	0	0	100
13495	TMEM245	ENSG00000106771	0.018452	0	0	unlabeled	HGNC:1691	0	1	1	99
13496	ZNF747	ENSG00000169955	0.018451	0	0	unlabeled	HGNC:28	0	1	0	97
13497	GPSM2	ENSG00000121957	0.018449	0	0	unlabeled	HGNC:769	0	1	1	99
13498	CLBA1	ENSG00000140104	0.018437	0	0	unlabeled	PFX:CLB	0	1	0	98
13499	SYNPO2L	ENSG00000166317	0.018435	0	0	unlabeled	HGNC:1220	0	0	0	100
13500	BST1	ENSG00000109743	0.018435	0	0	unlabeled	HGNC:471	0	1	0	98
13501	MFAP5	ENSG00000197614	0.018433	0	0	unlabeled	PFX:MFA	0	0	0	99
13502	ZNF184	ENSG00000096654	0.018428	0	0	unlabeled	HGNC:28	0	1	0	100
13503	CA13	ENSG00000185015	0.018426	0	0	unlabeled	HGNC:460	0	0	0	96
13504	TDRD1	ENSG00000095627	0.018421	0	0	unlabeled	HGNC:87	0	1	0	98
13505	ZFAND4	ENSG00000172671	0.018418	0	0	unlabeled	HGNC:63	0	1	1	99
13506	SLC25A18	ENSG00000182902	0.018418	0	0	unlabeled	HGNC:2176	0	0	0	98
13507	OR7D2	ENSG00000188000	0.018418	0	0	unlabeled	HGNC:154	0	1	0	97
13508	ALDH3B2	ENSG00000132746	0.018418	0	0	unlabeled	HGNC:398	0	0	0	98
13509	OR6B2	ENSG00000182083	0.018417	0	0	unlabeled	HGNC:153	0	0	0	100
13510	OR4D1	ENSG00000141194	0.018415	0	0	unlabeled	HGNC:151	0	0	0	98
13511	ZNF136	ENSG00000196646	0.018411	0	0	unlabeled	HGNC:28	0	1	0	99
13512	FAM229B	ENSG00000203778	0.018409	0	0	unlabeled	PFX:FAM	0	1	1	98
13513	KRCC1	ENSG00000172086	0.018406	0	0	unlabeled	PFX:KRC	0	1	1	98
13514	ETNK2	ENSG00000143845	0.018403	0	0	unlabeled	HGNC:3532	0	0	0	96
13515	ECT2L	ENSG00000203734	0.018402	0	0	unlabeled	HGNC:560	0	0	0	98
13516	BACC1	ENSG00000258315	0.018397	0	0	unlabeled	HGNC:532	0	1	0	96
13517	EFCAB3	ENSG00000172421	0.018394	0	0	unlabeled	HGNC:863	0	0	0	97
13518	ZNF763	ENSG00000197054	0.018392	0	0	unlabeled	HGNC:28	0	0	0	98
13519	FAM50B	ENSG00000145945	0.018388	0	0	unlabeled	PFX:FAM	0	1	0	97
13520	PKDREJ	ENSG00000130943	0.018387	0	0	unlabeled	PFX:PKD	0	0	0	98
13521	SUMO2	ENSG00000188612	0.018387	0	0	unlabeled	PFX:SUM	0	1	1	99
13522	GORAB	ENSG00000120370	0.018383	0	0	unlabeled	PFX:GOR	0	1	0	99
13523	CP	ENSG00000047457	0.018383	0	0	unlabeled	HGNC:3426	0	0	0	98
13524	UTP18	ENSG00000011260	0.018380	0	0	unlabeled	HGNC:362	0	1	0	100
13525	COL26A1	ENSG00000160963	0.018376	0	0	unlabeled	HGNC:490	0	0	0	97
13526	PARVG	ENSG00000138964	0.018373	0	0	unlabeled	HGNC:673	0	1	0	98
13527	NLRP4	ENSG00000160505	0.018370	0	0	unlabeled	HGNC:666	0	0	0	99
13528	GPX5	ENSG00000224586	0.018369	0	0	unlabeled	HGNC:3475	0	0	0	96
13529	PPP1R14D	ENSG00000166143	0.018368	0	0	unlabeled	HGNC:694	0	0	0	98
13530	KIF21A	ENSG00000139116	0.018367	0	0	unlabeled	HGNC:362	0	1	0	100
13531	PAX9	ENSG00000198807	0.018366	0	0	unlabeled	HGNC:675	0	0	1	100
13532	TRAPPC6B	ENSG00000182400	0.018363	0	0	unlabeled	HGNC:772	0	1	0	99
13533	EPHA1	ENSG00000146904	0.018356	1	0	unlabeled	HGNC:760	0	0	0	99
13534	LIPA	ENSG00000107798	0.018355	0	0	unlabeled	HGNC:464	0	1	0	96
13535	THAP2	ENSG00000173451	0.018352	0	0	unlabeled	HGNC:65	0	1	1	99
13536	OR2V1	ENSG00000185372	0.018348	0	0	unlabeled	HGNC:149	0	0	0	97
13537	WFDC10B	ENSG00000182931	0.018345	0	0	unlabeled	HGNC:361	0	0	0	98
13538	SMARCAD1	ENSG00000163104	0.018337	0	0	unlabeled	HGNC:1190	0	1	0	98
13539	CATSPERH	ENSG00000187066	0.018332	0	0	unlabeled	HGNC:3451	0	0	0	100
13540	ROBO4	ENSG00000154133	0.018328	0	0	unlabeled	HGNC:555	0	0	0	97
13541	CDKN2AIP	ENSG00000168564	0.018325	0	0	unlabeled	HGNC:3653	0	1	1	98
13542	COQ4	ENSG00000167113	0.018325	0	0	unlabeled	HGNC:3807	0	1	1	96
13543	MAZ	ENSG00000103495	0.018317	0	0	unlabeled	HGNC:28	0	1	0	98
13544	SLC11A2	ENSG00000110911	0.018316	0	0	unlabeled	HGNC:2164	0	1	1	99
13545	CA3	ENSG00000164879	0.018315	0	0	unlabeled	HGNC:460	0	0	0	98
13546	CASP9	ENSG00000132906	0.018313	0	0	unlabeled	HGNC:468	0	1	1	98
13547	CTBS	ENSG00000117151	0.018309	0	0	unlabeled	HGNC:816	0	1	0	99
13548	MIP	ENSG00000135517	0.018305	0	0	unlabeled	HGNC:305	0	0	0	96
13549	HLA-F	ENSG00000204642	0.018304	0	0	unlabeled	HGNC:588	0	0	0	96
13550	H3C12	ENSG00000197153	0.018301	0	0	unlabeled	HGNC:1938	0	0	0	99
13551	GATAD1	ENSG00000157259	0.018300	0	0	unlabeled	HGNC:82	0	1	1	94
13552	EXOC1	ENSG00000090989	0.018299	0	0	unlabeled	HGNC:1055	0	1	1	99
13553	LRTM2	ENSG00000166159	0.018298	0	0	unlabeled	PFX:LRT	0	0	0	98
13554	HSPB8	ENSG00000152137	0.018297	0	0	unlabeled	HGNC:585	0	0	0	97
13555	S100PBP	ENSG00000116497	0.018296	0	0	unlabeled	PFX:S10	0	1	1	98
13556	ZNF383	ENSG00000188283	0.018292	0	0	unlabeled	HGNC:28	0	1	0	95
13557	TMEM221	ENSG00000188051	0.018290	0	0	unlabeled	PFX:TME	0	0	0	96
13558	CLEC4C	ENSG00000198178	0.018286	0	0	unlabeled	HGNC:471	0	0	0	98
13559	B4GALNT4	ENSG00000182272	0.018269	0	0	unlabeled	HGNC:425	0	0	0	97
13560	ATP6V0B	ENSG00000117410	0.018268	0	0	unlabeled	HGNC:415	0	1	0	98
13561	MED26	ENSG00000105085	0.018264	0	0	unlabeled	HGNC:1061	0	0	0	98
13562	CSRNP2	ENSG00000110925	0.018262	0	0	unlabeled	HGNC:694	0	1	0	96
13563	DRC8	ENSG00000203666	0.018258	0	0	unlabeled	HGNC:863	0	1	0	96
13564	ATCAY	ENSG00000167654	0.018256	0	0	unlabeled	HGNC:1299	0	0	0	96
13565	CLEC5A	ENSG00000258227	0.018251	0	0	unlabeled	HGNC:1298	0	0	0	100
13566	NDUFC1	ENSG00000109390	0.018246	1	0	unlabeled	HGNC:1150	0	1	1	96
13567	CHRNA1	ENSG00000138435	0.018246	0	0	unlabeled	HGNC:173	0	0	0	99
13568	TAF1A	ENSG00000143498	0.018245	0	0	unlabeled	PFX:TAF	0	1	0	99
13569	IFT70B	ENSG00000196659	0.018242	0	0	unlabeled	HGNC:769	0	1	0	98
13570	GKN1	ENSG00000169605	0.018236	0	0	unlabeled	HGNC:457	0	0	0	99
13571	YPEL4	ENSG00000166793	0.018227	0	0	unlabeled	HGNC:1130	0	0	0	100
13572	ZNF48	ENSG00000180035	0.018226	0	0	unlabeled	HGNC:28	0	1	0	100
13573	RPL7L1	ENSG00000146223	0.018221	0	0	unlabeled	HGNC:729	0	0	0	99
13574	LGR4	ENSG00000205213	0.018220	0	0	unlabeled	HGNC:262	0	0	0	100
13575	MR1	ENSG00000153029	0.018219	0	0	unlabeled	HGNC:591	0	0	0	99
13576	ZNF519	ENSG00000175322	0.018214	0	0	unlabeled	HGNC:28	0	1	0	98
13577	GSTM4	ENSG00000168765	0.018213	0	0	unlabeled	HGNC:567	0	0	0	97
13578	IQCJ-SCHIP1	ENSG00000283154	0.018212	0	0	unlabeled	PFX:IQC	0	0	0	98
13579	ACBD6	ENSG00000230124	0.018211	0	0	unlabeled	HGNC:403	0	1	0	99
13580	RHOT2	ENSG00000140983	0.018210	0	0	unlabeled	HGNC:392	0	1	0	99
13581	AKAP3	ENSG00000111254	0.018210	0	0	unlabeled	HGNC:396	0	0	0	99
13582	PIF1	ENSG00000140451	0.018201	0	0	unlabeled	HGNC:1166	0	1	0	98
13583	TFB1M	ENSG00000029639	0.018199	0	0	unlabeled	HGNC:2061	0	1	1	99
13584	UBOX5	ENSG00000185019	0.018197	0	0	unlabeled	HGNC:58	0	1	0	98
13585	RIC3	ENSG00000166405	0.018195	0	0	unlabeled	PFX:RIC	0	1	0	98
13586	HRH4	ENSG00000134489	0.018191	0	0	unlabeled	HGNC:187	0	0	0	100
13587	HIRA	ENSG00000100084	0.018189	0	0	unlabeled	HGNC:362	0	1	0	100
13588	TXNIP	ENSG00000265972	0.018187	0	0	unlabeled	HGNC:1311	0	1	1	97
13589	CLIP1	ENSG00000130779	0.018185	0	0	unlabeled	PFX:CLI	0	1	0	100
13590	TLDC2	ENSG00000101342	0.018184	0	0	unlabeled	HGNC:2055	0	0	0	99
13591	LRRC38	ENSG00000162494	0.018182	0	0	unlabeled	PFX:LRR	0	0	0	99
13592	TMTC4	ENSG00000125247	0.018179	0	0	unlabeled	HGNC:769	0	1	0	94
13593	TMEM269	ENSG00000274386	0.018174	0	0	unlabeled	PFX:TME	0	0	0	98
13594	OPALIN	ENSG00000197430	0.018172	0	0	unlabeled	PFX:OPA	0	0	0	97
13595	ARPP19	ENSG00000128989	0.018171	0	0	unlabeled	PFX:ARP	0	1	0	99
13596	SEC31B	ENSG00000075826	0.018167	0	0	unlabeled	HGNC:362	0	1	0	99
13597	ASPSCR1	ENSG00000169696	0.018165	0	0	unlabeled	HGNC:364	0	1	0	96
13598	OGFR	ENSG00000060491	0.018162	0	0	unlabeled	PFX:OGF	0	1	0	96
13599	MMP2	ENSG00000087245	0.018160	0	0	unlabeled	HGNC:891	0	0	0	97
13600	ZNF286A-TBC1D26	ENSG00000255104	0.018156	0	0	unlabeled	PFX:ZNF	0	0	0	99
13601	SETD1B	ENSG00000139718	0.018155	0	0	unlabeled	HGNC:487	0	1	1	97
13602	TOLLIP	ENSG00000078902	0.018151	0	0	unlabeled	HGNC:823	0	1	0	97
13603	VSTM5	ENSG00000214376	0.018151	0	0	unlabeled	HGNC:590	0	0	0	98
13604	PER1	ENSG00000179094	0.018142	0	0	unlabeled	HGNC:1691	0	1	0	100
13605	ARHGEF33	ENSG00000214694	0.018139	0	0	unlabeled	HGNC:722	0	0	0	98
13606	CIMIP1	ENSG00000124237	0.018137	0	0	unlabeled	PFX:CIM	0	0	0	99
13607	CNGA1	ENSG00000198515	0.018135	0	0	unlabeled	HGNC:250	0	0	0	95
13608	SH3RF3	ENSG00000172985	0.018135	0	0	unlabeled	HGNC:58	0	0	0	99
13609	DLEC1	ENSG00000008226	0.018133	0	0	unlabeled	HGNC:1491	0	0	0	99
13610	APOBEC1	ENSG00000111701	0.018133	0	0	unlabeled	HGNC:406	0	0	0	99
13611	LYPD5	ENSG00000159871	0.018132	0	0	unlabeled	HGNC:1226	0	0	0	100
13612	SSC5D	ENSG00000179954	0.018132	0	0	unlabeled	HGNC:1253	0	0	0	99
13613	EMC1	ENSG00000127463	0.018132	0	0	unlabeled	HGNC:1911	0	1	0	100
13614	PCDH17	ENSG00000118946	0.018129	0	0	unlabeled	HGNC:21	0	0	0	99
13615	INSC	ENSG00000188487	0.018126	0	0	unlabeled	HGNC:1492	0	0	0	98
13616	SGCA	ENSG00000108823	0.018126	0	0	unlabeled	HGNC:3801	0	0	0	100
13617	RPL35A	ENSG00000182899	0.018126	0	0	unlabeled	HGNC:729	0	0	0	97
13618	SEMA3C	ENSG00000075223	0.018123	0	0	unlabeled	HGNC:593	0	0	0	98
13619	AFF4	ENSG00000072364	0.018122	0	0	unlabeled	HGNC:1145	0	1	1	100
13620	VAX1	ENSG00000148704	0.018122	0	0	unlabeled	HGNC:519	0	0	0	99
13621	CSNK2B	ENSG00000204435	0.018116	0	0	unlabeled	HGNC:3782	0	1	0	98
13622	TGM5	ENSG00000104055	0.018115	0	0	unlabeled	HGNC:773	0	0	0	98
13623	ZNF559	ENSG00000188321	0.018112	0	0	unlabeled	HGNC:28	0	1	1	98
13624	FXYD1	ENSG00000266964	0.018108	0	0	unlabeled	HGNC:3791	0	1	0	98
13625	PLA2R1	ENSG00000153246	0.018107	0	0	unlabeled	HGNC:1298	0	0	0	93
13626	TRAPPC3	ENSG00000054116	0.018103	0	0	unlabeled	HGNC:772	0	1	1	99
13627	WNK4	ENSG00000126562	0.018100	0	0	unlabeled	HGNC:1899	0	0	0	98
13628	SLURP2	ENSG00000283992	0.018097	0	0	unlabeled	HGNC:1226	0	0	0	99
13629	OPTC	ENSG00000188770	0.018096	0	0	unlabeled	PFX:OPT	0	0	0	99
13630	SULT1B1	ENSG00000173597	0.018095	0	0	unlabeled	HGNC:762	0	1	0	97
13631	LCA5	ENSG00000135338	0.018094	0	0	unlabeled	PFX:LCA	0	0	0	98
13632	HMCN2	ENSG00000148357	0.018090	0	0	unlabeled	HGNC:556	0	0	0	97
13633	MRPL23	ENSG00000214026	0.018089	0	0	unlabeled	HGNC:646	0	0	1	99
13634	CDCA8	ENSG00000134690	0.018088	0	0	unlabeled	HGNC:1338	0	1	0	100
13635	KIN	ENSG00000151657	0.018079	0	0	unlabeled	PFX:KIN	0	0	0	98
13636	FIMP1	ENSG00000167194	0.018076	0	0	unlabeled	HGNC:3478	0	0	0	98
13637	PCDHGB6	ENSG00000253305	0.018074	0	0	unlabeled	HGNC:20	0	0	0	99
13638	GMCL2	ENSG00000244234	0.018073	0	0	unlabeled	HGNC:861	0	0	0	97
13639	ZNF615	ENSG00000197619	0.018073	0	0	unlabeled	HGNC:28	0	0	0	98
13640	SPNS2	ENSG00000183018	0.018069	0	0	unlabeled	HGNC:2212	0	0	0	98
13641	IFNL1	ENSG00000182393	0.018068	0	0	unlabeled	HGNC:598	0	0	0	98
13642	PLAC8L1	ENSG00000173261	0.018068	0	0	unlabeled	HGNC:3597	0	0	0	96
13643	EAF1	ENSG00000144597	0.018067	0	0	unlabeled	PFX:EAF	0	1	0	99
13644	SHBG	ENSG00000129214	0.018065	0	0	unlabeled	PFX:SHB	0	0	0	98
13645	NFKBIB	ENSG00000104825	0.018064	0	0	unlabeled	HGNC:403	0	1	1	98
13646	UPK3B	ENSG00000243566	0.018061	0	0	unlabeled	PFX:UPK	0	0	0	99
13647	PELI1	ENSG00000197329	0.018053	0	0	unlabeled	HGNC:676	0	1	0	100
13648	NLRP11	ENSG00000179873	0.018052	0	0	unlabeled	HGNC:666	0	0	0	98
13649	UBD	ENSG00000213886	0.018052	0	0	unlabeled	PFX:UBD	0	0	0	98
13650	TMEM140	ENSG00000146859	0.018050	0	0	unlabeled	PFX:TME	0	1	1	98
13651	PRSS50	ENSG00000283706	0.018046	0	0	unlabeled	HGNC:738	0	0	0	100
13652	UQCR11	ENSG00000127540	0.018044	0	0	unlabeled	HGNC:642	0	1	0	97
13653	DOC2A	ENSG00000149927	0.018039	0	0	unlabeled	HGNC:822	0	0	0	97
13654	PPT2-EGFL8	ENSG00000258388	0.018038	0	0	unlabeled	PFX:PPT	0	0	0	97
13655	NHERF4	ENSG00000172367	0.018038	0	0	unlabeled	HGNC:1220	0	0	0	97
13656	ARGFX	ENSG00000186103	0.018037	0	0	unlabeled	HGNC:521	0	0	0	97
13657	CLTA	ENSG00000122705	0.018036	0	0	unlabeled	HGNC:1647	0	1	0	100
13658	ATP1B2	ENSG00000129244	0.018033	1	0	unlabeled	HGNC:1208	0	0	0	99
13659	CRYZ	ENSG00000116791	0.018031	0	0	unlabeled	PFX:CRY	0	1	0	97
13660	ACTL7B	ENSG00000148156	0.018029	0	0	unlabeled	HGNC:1436	0	0	0	97
13661	MT1H	ENSG00000205358	0.018027	0	0	unlabeled	HGNC:638	0	1	0	97
13662	PLEKHF1	ENSG00000166289	0.018026	0	0	unlabeled	HGNC:81	0	1	0	98
13663	RGS7BP	ENSG00000186479	0.018022	0	0	unlabeled	PFX:RGS	0	0	0	97
13664	ZDHHC5	ENSG00000156599	0.018021	0	0	unlabeled	HGNC:76	0	1	0	98
13665	VHLL	ENSG00000189030	0.018019	0	0	unlabeled	PFX:VHL	0	0	0	97
13666	NOL8	ENSG00000198000	0.018018	0	0	unlabeled	HGNC:725	0	0	0	100
13667	CCK	ENSG00000187094	0.018016	0	0	unlabeled	HGNC:1902	0	0	0	98
13668	AKR7A3	ENSG00000162482	0.018016	0	0	unlabeled	HGNC:399	0	0	0	98
13669	MKX	ENSG00000150051	0.018014	0	0	unlabeled	HGNC:526	0	0	0	97
13670	SH3GL1	ENSG00000141985	0.018012	0	0	unlabeled	HGNC:1289	0	1	1	97
13671	CDRT15L2	ENSG00000214819	0.018012	0	0	unlabeled	PFX:CDR	0	0	0	98
13672	XPC	ENSG00000154767	0.018010	0	0	unlabeled	HGNC:1125	0	0	0	97
13673	EIF2S3B	ENSG00000180574	0.018003	0	0	unlabeled	HGNC:3571	0	0	0	98
13674	SLC17A2	ENSG00000112337	0.017998	0	0	unlabeled	HGNC:2169	0	0	0	96
13675	QTMAN	ENSG00000121964	0.017997	0	0	unlabeled	HGNC:427	0	1	1	98
13676	NOP16	ENSG00000048162	0.017996	0	0	unlabeled	PFX:NOP	0	0	0	100
13677	PDLIM3	ENSG00000154553	0.017993	0	0	unlabeled	HGNC:1218	0	0	0	98
13678	DOHH	ENSG00000129932	0.017992	0	0	unlabeled	HGNC:1492	0	1	1	99
13679	ZNF20	ENSG00000132010	0.017991	0	0	unlabeled	HGNC:28	0	1	0	99
13680	IGKV1D-37	ENSG00000250036	0.017990	0	0	unlabeled	HGNC:351	0	0	0	99
13681	RNF180	ENSG00000164197	0.017990	0	0	unlabeled	HGNC:58	0	0	0	98
13682	MYLK2	ENSG00000101306	0.017987	0	0	unlabeled	HGNC:1668	0	0	0	99
13683	HSD17B3	ENSG00000130948	0.017987	0	0	unlabeled	HGNC:743	0	0	0	98
13684	ZNF471	ENSG00000196263	0.017985	0	0	unlabeled	HGNC:28	0	0	0	99
13685	KRABD2	ENSG00000184619	0.017976	0	0	unlabeled	HGNC:2297	0	1	1	100
13686	FN3KRP	ENSG00000141560	0.017974	0	0	unlabeled	PFX:FN3	0	1	0	97
13687	FAM209A	ENSG00000124103	0.017972	0	0	unlabeled	PFX:FAM	0	0	0	98
13688	CWH43	ENSG00000109182	0.017970	0	0	unlabeled	PFX:CWH	0	0	0	99
13689	CYP2D6	ENSG00000100197	0.017963	0	0	unlabeled	HGNC:1001	0	1	0	99
13690	SRRD	ENSG00000100104	0.017961	0	0	unlabeled	PFX:SRR	0	1	1	99
13691	DCAF10	ENSG00000122741	0.017956	0	0	unlabeled	HGNC:362	0	1	1	99
13692	TFB2M	ENSG00000162851	0.017950	0	0	unlabeled	HGNC:2061	0	1	1	100
13693	RNF34	ENSG00000170633	0.017946	0	0	unlabeled	HGNC:58	0	1	0	97
13694	RBM28	ENSG00000106344	0.017945	0	0	unlabeled	HGNC:725	0	0	0	98
13695	HOXB2	ENSG00000173917	0.017941	0	0	unlabeled	HGNC:518	0	1	1	99
13696	DPPA5	ENSG00000203909	0.017938	0	0	unlabeled	PFX:DPP	0	0	0	98
13697	COL8A2	ENSG00000171812	0.017934	0	0	unlabeled	HGNC:1641	0	0	0	96
13698	RGS9BP	ENSG00000186326	0.017933	0	0	unlabeled	PFX:RGS	0	0	0	99
13699	NDUFB7	ENSG00000099795	0.017933	1	0	unlabeled	HGNC:1150	0	1	1	97
13700	SLC35G4	ENSG00000236396	0.017932	0	0	unlabeled	HGNC:2186	0	0	0	99
13701	CSRP2	ENSG00000175183	0.017931	0	0	unlabeled	HGNC:1218	0	0	0	100
13702	C2orf80	ENSG00000188674	0.017931	0	0	unlabeled	PFX:C2O	0	0	0	95
13703	SRSF5	ENSG00000100650	0.017931	0	0	unlabeled	HGNC:725	0	1	1	100
13704	NEURL3	ENSG00000163121	0.017929	0	0	unlabeled	HGNC:58	0	0	0	100
13705	CAMK1G	ENSG00000008118	0.017925	0	0	unlabeled	HGNC:3541	0	0	0	97
13706	CCNP	ENSG00000105219	0.017923	0	0	unlabeled	HGNC:473	0	0	0	99
13707	KNTC1	ENSG00000184445	0.017920	0	0	unlabeled	HGNC:1933	0	1	0	98
13708	KGD4	ENSG00000134056	0.017919	0	0	unlabeled	HGNC:2022	0	0	1	99
13709	PPP1R37	ENSG00000104866	0.017910	0	0	unlabeled	HGNC:694	0	1	1	99
13710	MASP1	ENSG00000127241	0.017905	0	0	unlabeled	HGNC:738	0	0	0	99
13711	DPP7	ENSG00000176978	0.017897	0	0	unlabeled	HGNC:1205	0	1	0	99
13712	MNT	ENSG00000070444	0.017894	0	0	unlabeled	HGNC:420	0	0	1	94
13713	RPL7	ENSG00000147604	0.017892	0	0	unlabeled	HGNC:729	0	0	0	95
13714	TMEM204	ENSG00000131634	0.017891	0	0	unlabeled	PFX:TME	0	1	0	97
13715	WDR19	ENSG00000157796	0.017888	0	0	unlabeled	HGNC:362	0	1	0	97
13716	SYNCRIP	ENSG00000135316	0.017884	0	0	unlabeled	HGNC:725	0	1	1	99
13717	FAM43A	ENSG00000185112	0.017883	0	0	unlabeled	PFX:FAM	0	1	0	99
13718	SPRED1	ENSG00000166068	0.017882	0	0	unlabeled	HGNC:694	0	0	0	97
13719	REN	ENSG00000143839	0.017878	0	0	unlabeled	HGNC:1928	0	0	0	97
13720	OR2J2	ENSG00000204700	0.017878	0	0	unlabeled	HGNC:149	0	0	0	100
13721	HOXD3	ENSG00000128652	0.017875	0	0	unlabeled	HGNC:518	0	0	0	98
13722	TBRG1	ENSG00000154144	0.017869	0	0	unlabeled	PFX:TBR	0	1	1	97
13723	TANGO6	ENSG00000103047	0.017869	0	0	unlabeled	HGNC:1492	0	1	0	98
13724	SDS	ENSG00000135094	0.017868	0	0	unlabeled	HGNC:3927	0	0	0	100
13725	ACOT12	ENSG00000172497	0.017866	0	0	unlabeled	HGNC:41	0	0	0	99
13726	LENEP	ENSG00000163352	0.017863	0	0	unlabeled	PFX:LEN	0	0	0	98
13727	FAM3D	ENSG00000198643	0.017854	0	0	unlabeled	PFX:FAM	0	0	0	98
13728	NAAA	ENSG00000138744	0.017854	0	0	unlabeled	HGNC:3504	0	1	0	95
13729	SLC47A2	ENSG00000180638	0.017852	0	0	unlabeled	HGNC:2197	0	0	0	99
13730	KRT33A	ENSG00000006059	0.017846	0	0	unlabeled	HGNC:608	0	0	0	98
13731	WDR64	ENSG00000162843	0.017845	0	0	unlabeled	HGNC:362	0	0	0	98
13732	STOML1	ENSG00000067221	0.017835	0	0	unlabeled	HGNC:1734	0	1	1	98
13733	PNPLA3	ENSG00000100344	0.017829	0	0	unlabeled	HGNC:464	0	0	0	95
13734	SLC22A8	ENSG00000149452	0.017825	0	0	unlabeled	HGNC:2173	0	0	0	97
13735	H4C2	ENSG00000278705	0.017824	0	0	unlabeled	HGNC:1939	0	1	0	98
13736	C4orf51	ENSG00000237136	0.017822	0	0	unlabeled	PFX:C4O	0	0	0	99
13737	TCEA3	ENSG00000204219	0.017815	0	0	unlabeled	PFX:TCE	0	0	0	97
13738	FGFR1OP2	ENSG00000111790	0.017813	0	0	unlabeled	HGNC:1371	0	1	1	99
13739	UFC1	ENSG00000143222	0.017811	0	0	unlabeled	PFX:UFC	0	1	1	99
13740	SULT2A1	ENSG00000105398	0.017803	0	0	unlabeled	HGNC:762	0	0	0	96
13741	GET4	ENSG00000239857	0.017800	0	0	unlabeled	HGNC:1891	0	0	1	100
13742	C22orf15	ENSG00000169314	0.017799	0	0	unlabeled	PFX:C22	0	0	0	100
13743	P2RX7	ENSG00000089041	0.017797	0	0	unlabeled	HGNC:214	0	1	0	95
13744	MDH2	ENSG00000146701	0.017797	0	0	unlabeled	HGNC:3560	0	1	1	100
13745	TMEM108	ENSG00000144868	0.017793	0	0	unlabeled	PFX:TME	0	0	0	99
13746	SPIC	ENSG00000166211	0.017792	0	0	unlabeled	HGNC:534	0	0	0	100
13747	NOXRED1	ENSG00000165555	0.017789	0	0	unlabeled	PFX:NOX	0	0	0	99
13748	TXNL4A	ENSG00000141759	0.017787	0	0	unlabeled	HGNC:1503	0	1	0	99
13749	H3C7	ENSG00000277775	0.017773	0	0	unlabeled	HGNC:1938	0	0	0	99
13750	SIMC1	ENSG00000170085	0.017769	0	0	unlabeled	PFX:SIM	0	1	1	94
13751	NXPH4	ENSG00000182379	0.017769	0	0	unlabeled	HGNC:2315	0	0	0	100
13752	EN2	ENSG00000164778	0.017768	0	0	unlabeled	HGNC:519	0	0	0	100
13753	KRT32	ENSG00000108759	0.017768	0	0	unlabeled	HGNC:608	0	0	0	98
13754	GUCY1A1	ENSG00000164116	0.017763	1	0	unlabeled	HGNC:820	0	0	1	100
13755	HSBP1L1	ENSG00000226742	0.017760	0	0	unlabeled	PFX:HSB	0	1	1	97
13756	WDR46	ENSG00000227057	0.017758	0	0	unlabeled	HGNC:362	0	0	0	100
13757	H3C13	ENSG00000183598	0.017755	0	0	unlabeled	HGNC:1938	0	0	0	97
13758	TTC24	ENSG00000187862	0.017755	0	0	unlabeled	HGNC:769	0	1	0	97
13759	TMEM61	ENSG00000143001	0.017753	0	0	unlabeled	PFX:TME	0	0	0	99
13760	HS1BP3	ENSG00000118960	0.017752	0	0	unlabeled	PFX:HS1	0	1	0	97
13761	ADGRE1	ENSG00000174837	0.017751	0	0	unlabeled	HGNC:915	0	1	0	99
13762	NMUR1	ENSG00000171596	0.017750	0	0	unlabeled	HGNC:239	0	0	1	98
13763	RGL2	ENSG00000237441	0.017750	0	0	unlabeled	PFX:RGL	0	1	0	98
13764	WNT6	ENSG00000115596	0.017749	0	0	unlabeled	HGNC:360	0	0	0	97
13765	CCDC148	ENSG00000153237	0.017748	0	0	unlabeled	PFX:CCD	0	0	0	100
13766	TOGARAM2	ENSG00000189350	0.017743	0	0	unlabeled	HGNC:1495	0	0	0	98
13767	APPL1	ENSG00000157500	0.017738	0	0	unlabeled	HGNC:1291	0	0	0	98
13768	VPS18	ENSG00000104142	0.017731	0	0	unlabeled	HGNC:1531	0	0	1	98
13769	SYCP2L	ENSG00000153157	0.017728	0	0	unlabeled	PFX:SYC	0	0	0	100
13770	R3HCC1L	ENSG00000166024	0.017728	0	0	unlabeled	PFX:R3H	0	1	1	97
13771	HSPA1L	ENSG00000204390	0.017723	0	0	unlabeled	HGNC:583	0	1	0	97
13772	SMIM18	ENSG00000253457	0.017723	0	0	unlabeled	PFX:SMI	0	0	0	97
13773	RSPH6A	ENSG00000104941	0.017723	0	0	unlabeled	HGNC:2046	0	0	0	99
13774	SLC35D3	ENSG00000182747	0.017719	0	0	unlabeled	HGNC:2186	0	0	0	97
13775	EXO5	ENSG00000164002	0.017718	0	0	unlabeled	HGNC:544	0	1	0	98
13776	CHRNB3	ENSG00000147432	0.017717	0	0	unlabeled	HGNC:173	0	0	0	98
