rank	gene	gene_id	pu_score	label_all	label_immune	label_status	family	gwas_present	perturbseq_measured	polarization_measured	oob_models
4791	COLQ	ENSG00000206561	0.576202	0	0	unlabeled	HGNC:1691	1	1	0	98
4792	MRGPRF	ENSG00000172935	0.576065	0	0	unlabeled	HGNC:262	1	0	0	97
4793	DMBT1	ENSG00000187908	0.576023	0	0	unlabeled	HGNC:1404	1	0	0	96
4794	SLC14A2	ENSG00000132874	0.575815	0	0	unlabeled	HGNC:2166	1	0	0	100
4795	MIA	ENSG00000261857	0.575811	0	0	unlabeled	HGNC:1300	1	1	0	100
4796	INPP1	ENSG00000151689	0.575779	0	0	unlabeled	HGNC:1079	1	1	0	99
4797	ZNF750	ENSG00000141579	0.575654	0	0	unlabeled	HGNC:3346	1	0	0	99
4798	ASCL1	ENSG00000139352	0.575653	0	0	unlabeled	HGNC:420	1	0	0	98
4799	FAM120AOS	ENSG00000188938	0.575454	0	0	unlabeled	PFX:FAM	1	1	0	100
4800	BNIP3L	ENSG00000104765	0.575412	0	0	unlabeled	PFX:BNI	1	1	0	100
4801	KLHDC2	ENSG00000165516	0.575405	0	0	unlabeled	PFX:KLH	1	1	0	99
4802	RTN1	ENSG00000139970	0.575375	0	0	unlabeled	HGNC:1691	1	0	0	99
4803	SRP9	ENSG00000143742	0.575318	0	0	unlabeled	HGNC:1876	1	1	1	98
4804	UTRN	ENSG00000152818	0.575253	0	0	unlabeled	HGNC:91	1	0	0	100
4805	FAM185A	ENSG00000222011	0.575234	0	0	unlabeled	PFX:FAM	1	1	0	99
4806	UQCC5	ENSG00000168273	0.574948	0	0	unlabeled	HGNC:645	1	1	0	96
4807	LRRC74A	ENSG00000100565	0.574893	0	0	unlabeled	PFX:LRR	1	0	0	98
4808	PRIMA1	ENSG00000175785	0.574833	0	0	unlabeled	PFX:PRI	1	0	0	98
4809	ACSM2B	ENSG00000066813	0.574771	0	0	unlabeled	HGNC:40	1	0	0	98
4810	HHEX	ENSG00000152804	0.574555	0	0	unlabeled	HGNC:519	1	1	0	98
4811	CACNG1	ENSG00000108878	0.574450	1	1	positive	HGNC:1511	1	0	0	0
4812	SNX29	ENSG00000048471	0.574281	0	0	unlabeled	HGNC:754	1	1	0	100
4813	TBC1D1	ENSG00000065882	0.574279	0	0	unlabeled	PFX:TBC	1	1	1	97
4814	GARIN3	ENSG00000170613	0.574154	0	0	unlabeled	HGNC:2323	1	0	0	98
4815	TBX6	ENSG00000149922	0.574083	0	0	unlabeled	HGNC:766	1	1	0	99
4816	HS3ST1	ENSG00000002587	0.573977	0	0	unlabeled	HGNC:763	1	1	0	98
4817	CAAP1	ENSG00000120159	0.573968	0	0	unlabeled	PFX:CAA	1	1	1	97
4818	NME8	ENSG00000086288	0.573963	0	0	unlabeled	HGNC:961	1	0	0	99
4819	ULK4	ENSG00000168038	0.573850	0	0	unlabeled	HGNC:1492	1	1	1	97
4820	PTTG2	ENSG00000250254	0.573803	0	0	unlabeled	PFX:PTT	1	0	0	100
4821	TRIM47	ENSG00000132481	0.573794	0	0	unlabeled	HGNC:58	1	1	1	99
4822	SLAIN2	ENSG00000109171	0.573681	0	0	unlabeled	HGNC:3785	1	1	0	98
4823	BDKRB1	ENSG00000100739	0.573618	0	0	unlabeled	HGNC:223	1	0	0	95
4824	RCAN2	ENSG00000172348	0.573546	0	0	unlabeled	HGNC:3797	1	1	0	98
4825	GABRG1	ENSG00000163285	0.573493	1	1	positive	HGNC:563	1	0	0	0
4826	VAV3	ENSG00000134215	0.573481	0	0	unlabeled	HGNC:682	1	1	0	98
4827	STAC	ENSG00000144681	0.573433	0	0	unlabeled	HGNC:2308	1	0	0	99
4828	SOX18	ENSG00000203883	0.573431	0	0	unlabeled	HGNC:757	1	0	0	98
4829	DLX4	ENSG00000108813	0.573408	0	0	unlabeled	HGNC:3839	1	0	1	98
4830	MDFIC	ENSG00000135272	0.573164	0	0	unlabeled	PFX:MDF	1	1	0	98
4831	KCNE2	ENSG00000159197	0.573099	0	0	unlabeled	HGNC:858	1	0	0	94
4832	ZNF679	ENSG00000197123	0.573057	0	0	unlabeled	HGNC:28	1	0	0	99
4833	IGLL5	ENSG00000254709	0.573038	0	0	unlabeled	HGNC:591	1	0	0	100
4834	PROM1	ENSG00000007062	0.573016	0	0	unlabeled	HGNC:471	1	0	0	98
4835	TMEM17	ENSG00000186889	0.572920	0	0	unlabeled	PFX:TME	1	0	0	97
4836	MAP1LC3B2	ENSG00000258102	0.572893	0	0	unlabeled	HGNC:1022	0	0	0	97
4837	KDM5B	ENSG00000117139	0.572868	0	0	unlabeled	HGNC:88	1	1	0	99
4838	KIF7	ENSG00000166813	0.572817	0	0	unlabeled	HGNC:622	1	1	0	100
4839	S100Z	ENSG00000171643	0.572611	0	0	unlabeled	HGNC:459	1	1	0	96
4840	LRRC34	ENSG00000171757	0.572604	0	0	unlabeled	PFX:LRR	1	1	0	99
4841	CIMAP2	ENSG00000162398	0.572549	0	0	unlabeled	PFX:CIM	1	0	0	98
4842	RPL37	ENSG00000145592	0.572480	0	0	unlabeled	HGNC:729	1	0	0	98
4843	AEBP2	ENSG00000139154	0.572479	0	0	unlabeled	HGNC:28	1	1	1	99
4844	GAL	ENSG00000069482	0.572392	0	0	unlabeled	HGNC:1902	1	0	0	98
4845	E2F7	ENSG00000165891	0.572249	0	0	unlabeled	HGNC:982	1	1	0	98
4846	PPHLN1	ENSG00000134283	0.572243	0	0	unlabeled	HGNC:3512	1	1	1	98
4847	SOCS3	ENSG00000184557	0.572177	0	0	unlabeled	HGNC:741	1	1	1	99
4848	DPRX	ENSG00000204595	0.572175	0	0	unlabeled	HGNC:521	1	0	0	99
4849	AK8	ENSG00000165695	0.572157	0	0	unlabeled	HGNC:356	1	0	0	100
4850	DNAJC1	ENSG00000136770	0.572077	0	0	unlabeled	HGNC:532	1	1	0	99
4851	DET1	ENSG00000140543	0.572075	0	0	unlabeled	PFX:DET	1	1	1	96
4852	IGF2	ENSG00000167244	0.572067	0	0	unlabeled	HGNC:1691	1	0	1	96
4853	SELL	ENSG00000188404	0.571961	0	0	unlabeled	HGNC:471	1	1	0	97
4854	ANKRD10	ENSG00000088448	0.571760	0	0	unlabeled	HGNC:403	1	1	1	99
4855	EAF2	ENSG00000145088	0.571748	0	0	unlabeled	PFX:EAF	1	1	0	95
4856	MGST2	ENSG00000085871	0.571712	0	0	unlabeled	HGNC:1469	1	1	0	99
4857	TPK1	ENSG00000196511	0.571689	0	0	unlabeled	PFX:TPK	1	1	1	100
4858	CELA3B	ENSG00000219073	0.571629	0	0	unlabeled	HGNC:1837	1	0	0	100
4859	PBX3	ENSG00000167081	0.571502	0	0	unlabeled	HGNC:526	1	1	0	99
4860	TCF15	ENSG00000125878	0.571322	0	0	unlabeled	HGNC:420	1	0	0	98
4861	TNFRSF13C	ENSG00000159958	0.571179	0	0	unlabeled	HGNC:471	0	1	0	95
4862	PMEL	ENSG00000185664	0.571168	0	0	unlabeled	PFX:PME	1	0	1	99
4863	CFAP161	ENSG00000156206	0.571142	0	0	unlabeled	HGNC:1491	1	0	0	97
4864	AK1	ENSG00000106992	0.571136	0	0	unlabeled	HGNC:356	1	1	0	98
4865	MEGF6	ENSG00000162591	0.570921	0	0	unlabeled	HGNC:1691	1	1	0	98
4866	ZCCHC7	ENSG00000147905	0.570874	0	0	unlabeled	HGNC:74	1	1	0	98
4867	TEX12	ENSG00000150783	0.570647	0	0	unlabeled	PFX:TEX	1	0	0	96
4868	PIGH	ENSG00000100564	0.570567	0	0	unlabeled	HGNC:680	1	1	1	98
4869	DOP1A	ENSG00000083097	0.570538	0	0	unlabeled	HGNC:3719	1	1	1	96
4870	STXBP5	ENSG00000164506	0.570521	0	0	unlabeled	HGNC:362	1	1	0	95
4871	PHLDB2	ENSG00000144824	0.570515	0	0	unlabeled	HGNC:682	1	1	0	95
4872	CYLC2	ENSG00000155833	0.570508	0	0	unlabeled	HGNC:3816	1	0	0	98
4873	PAK2	ENSG00000180370	0.570437	0	0	unlabeled	HGNC:3689	1	1	1	99
4874	PTPRD	ENSG00000153707	0.570289	0	0	unlabeled	HGNC:555	1	0	0	94
4875	CTSH	ENSG00000103811	0.570259	0	0	unlabeled	HGNC:470	1	1	0	98
4876	ZFP90	ENSG00000184939	0.570184	0	0	unlabeled	HGNC:28	1	1	0	97
4877	SC5D	ENSG00000109929	0.570156	0	0	unlabeled	HGNC:552	1	1	0	97
4878	NPVF	ENSG00000105954	0.570144	0	0	unlabeled	HGNC:1902	1	0	0	97
4879	LRRC52	ENSG00000162763	0.570001	0	0	unlabeled	PFX:LRR	1	0	0	96
4880	GCG	ENSG00000115263	0.569964	0	0	unlabeled	HGNC:542	1	0	0	99
4881	ARRDC3	ENSG00000113369	0.569790	0	0	unlabeled	HGNC:1311	1	1	0	98
4882	LMO7	ENSG00000136153	0.569780	0	0	unlabeled	HGNC:1218	1	1	0	99
4883	DAZL	ENSG00000092345	0.569713	0	0	unlabeled	HGNC:725	1	0	0	99
4884	PRR15L	ENSG00000167183	0.569636	0	0	unlabeled	PFX:PRR	1	0	0	100
4885	TTLL13	ENSG00000213471	0.569606	0	0	unlabeled	HGNC:779	1	0	0	100
4886	SLC16A1	ENSG00000155380	0.569581	0	0	unlabeled	HGNC:2168	1	1	1	96
4887	KRT28	ENSG00000173908	0.569485	0	0	unlabeled	HGNC:608	1	0	0	99
4888	ALDH3A2	ENSG00000072210	0.569406	0	0	unlabeled	HGNC:398	1	1	0	98
4889	LNPEP	ENSG00000113441	0.569404	0	0	unlabeled	HGNC:104	1	1	0	99
4890	CHST10	ENSG00000115526	0.569288	0	0	unlabeled	HGNC:763	1	1	0	95
4891	UQCC1	ENSG00000101019	0.569276	0	0	unlabeled	HGNC:645	1	1	0	96
4892	IFTAP	ENSG00000166352	0.569236	0	0	unlabeled	PFX:IFT	1	1	0	99
4893	HSPB9	ENSG00000260325	0.569168	0	0	unlabeled	HGNC:585	1	0	0	97
4894	TM4SF20	ENSG00000168955	0.569049	0	0	unlabeled	HGNC:3849	1	0	0	98
4895	NPPA	ENSG00000175206	0.568901	0	0	unlabeled	HGNC:3645	1	0	0	99
4896	PALLD	ENSG00000129116	0.568828	0	0	unlabeled	HGNC:593	1	1	0	95
4897	HIVEP1	ENSG00000095951	0.568719	0	0	unlabeled	HGNC:28	1	0	0	99
4898	ACTMAP	ENSG00000188493	0.568523	0	0	unlabeled	PFX:ACT	1	1	1	97
4899	TECTB	ENSG00000119913	0.568422	0	0	unlabeled	HGNC:1691	1	0	0	94
4900	ETFRF1	ENSG00000205707	0.568162	0	0	unlabeled	HGNC:635	1	0	0	95
4901	NRP1	ENSG00000099250	0.568093	0	0	unlabeled	HGNC:471	1	1	0	99
4902	ARL6IP6	ENSG00000177917	0.568033	0	0	unlabeled	PFX:ARL	1	1	0	99
4903	RMI2	ENSG00000175643	0.568006	0	0	unlabeled	PFX:RMI	1	1	0	100
4904	SH3GL2	ENSG00000107295	0.567950	0	0	unlabeled	HGNC:1289	1	0	0	95
4905	EFCAB12	ENSG00000172771	0.567903	0	0	unlabeled	HGNC:863	1	0	0	98
4906	LTV1	ENSG00000135521	0.567864	0	0	unlabeled	HGNC:1484	1	1	0	97
4907	POLR1F	ENSG00000105849	0.567782	0	0	unlabeled	HGNC:726	1	0	0	98
4908	KCNAB3	ENSG00000170049	0.567669	0	0	unlabeled	HGNC:399	1	1	0	99
4909	QSOX1	ENSG00000116260	0.567568	0	0	unlabeled	HGNC:2258	1	1	0	95
4910	HMCES	ENSG00000183624	0.567269	0	0	unlabeled	PFX:HMC	1	1	0	97
4911	MAIP1	ENSG00000162972	0.567242	0	0	unlabeled	PFX:MAI	1	1	1	99
4912	SYNGR4	ENSG00000105467	0.567235	0	0	unlabeled	HGNC:1475	1	0	0	96
4913	DENND4C	ENSG00000137145	0.567177	0	0	unlabeled	HGNC:504	1	1	0	99
4914	C1orf52	ENSG00000162642	0.567143	0	0	unlabeled	PFX:C1O	1	1	0	98
4915	FCAMR	ENSG00000162897	0.567092	0	0	unlabeled	HGNC:471	1	0	0	97
4916	DOP1B	ENSG00000142197	0.567045	0	0	unlabeled	HGNC:3719	1	1	1	98
4917	SELE	ENSG00000007908	0.567025	0	0	unlabeled	HGNC:471	1	0	0	99
4918	PLPPR3	ENSG00000129951	0.566937	0	0	unlabeled	HGNC:1127	1	0	0	97
4919	IL16	ENSG00000172349	0.566904	0	0	unlabeled	HGNC:601	1	1	0	99
4920	SLC2A4RG	ENSG00000125520	0.566715	0	0	unlabeled	HGNC:28	1	1	0	97
4921	POLE3	ENSG00000148229	0.566640	1	1	positive	HGNC:535	1	1	1	0
4922	RNASET2	ENSG00000026297	0.566607	0	0	unlabeled	PFX:RNA	1	1	0	98
4923	DEF8	ENSG00000140995	0.566550	0	0	unlabeled	PFX:DEF	1	1	1	95
4924	MROH1	ENSG00000179832	0.566537	0	0	unlabeled	HGNC:636	1	0	0	100
4925	ITGA9	ENSG00000144668	0.566507	0	0	unlabeled	HGNC:1160	1	1	0	99
4926	HMOX1	ENSG00000100292	0.566490	0	0	unlabeled	HGNC:3873	0	1	0	99
4927	EFNA1	ENSG00000169242	0.566453	0	0	unlabeled	HGNC:546	1	0	0	99
4928	SLC17A4	ENSG00000146039	0.566382	0	0	unlabeled	HGNC:2169	1	0	0	98
4929	NEBL	ENSG00000078114	0.566351	0	0	unlabeled	HGNC:1218	1	0	0	98
4930	IGFBP4	ENSG00000141753	0.566278	0	0	unlabeled	HGNC:1065	1	1	1	99
4931	AKAP12	ENSG00000131016	0.566038	0	0	unlabeled	HGNC:396	1	1	0	98
4932	MAT2B	ENSG00000038274	0.566028	0	0	unlabeled	HGNC:743	1	0	0	98
4933	MTRFR	ENSG00000130921	0.566020	0	0	unlabeled	HGNC:2044	1	1	0	99
4934	CREB3L3	ENSG00000060566	0.565929	0	0	unlabeled	HGNC:1970	1	0	0	96
4935	AGR2	ENSG00000106541	0.565912	0	0	unlabeled	HGNC:692	1	0	0	98
4936	CLCA1	ENSG00000016490	0.565673	0	0	unlabeled	HGNC:867	1	0	0	99
4937	PLCH2	ENSG00000149527	0.565574	0	0	unlabeled	HGNC:467	1	0	0	99
4938	TRAM1	ENSG00000067167	0.565561	0	0	unlabeled	HGNC:1374	1	1	0	99
4939	ABCC4	ENSG00000125257	0.565485	0	0	unlabeled	HGNC:454	1	1	1	97
4940	RYK	ENSG00000163785	0.565462	0	0	unlabeled	HGNC:3871	1	1	0	97
4941	ANXA4	ENSG00000196975	0.565458	0	0	unlabeled	HGNC:404	1	1	0	99
4942	CSTF2T	ENSG00000177613	0.565457	0	0	unlabeled	HGNC:725	1	1	0	98
4943	FOXQ1	ENSG00000164379	0.565441	0	0	unlabeled	HGNC:508	1	0	1	97
4944	GPR160	ENSG00000173890	0.565429	0	0	unlabeled	HGNC:262	1	1	0	96
4945	PPP1R1C	ENSG00000150722	0.565392	0	0	unlabeled	HGNC:694	1	0	0	100
4946	AP5M1	ENSG00000053770	0.565325	0	0	unlabeled	HGNC:1675	1	1	0	98
4947	MFAP3	ENSG00000037749	0.565242	0	0	unlabeled	HGNC:593	1	1	0	96
4948	ITFG2	ENSG00000111203	0.564942	0	0	unlabeled	HGNC:1393	1	1	1	98
4949	MYCT1	ENSG00000120279	0.564927	0	0	unlabeled	PFX:MYC	1	0	0	97
4950	CFAP69	ENSG00000105792	0.564918	0	0	unlabeled	HGNC:1491	1	0	0	98
4951	DCC	ENSG00000187323	0.564860	0	0	unlabeled	HGNC:555	1	0	0	96
4952	GUCA2A	ENSG00000197273	0.564778	0	0	unlabeled	HGNC:542	1	0	1	99
4953	PHACTR3	ENSG00000087495	0.564731	0	0	unlabeled	HGNC:679	1	0	0	98
4954	KIF4B	ENSG00000226650	0.564720	0	0	unlabeled	HGNC:622	1	0	0	99
4955	EFNA4	ENSG00000243364	0.564714	0	0	unlabeled	HGNC:546	1	1	0	98
4956	CREBBP	ENSG00000005339	0.564683	0	0	unlabeled	HGNC:91	1	1	1	97
4957	C9	ENSG00000113600	0.564624	0	0	unlabeled	HGNC:1638	0	0	0	99
4958	TIFA	ENSG00000145365	0.564557	0	0	unlabeled	PFX:TIF	1	1	0	97
4959	VRK2	ENSG00000028116	0.564497	0	0	unlabeled	HGNC:3777	1	1	1	99
4960	B3GALNT2	ENSG00000162885	0.564475	0	0	unlabeled	HGNC:426	1	1	0	100
4961	CIT	ENSG00000122966	0.564462	0	0	unlabeled	HGNC:1691	1	1	1	99
4962	MSGN1	ENSG00000151379	0.564326	0	0	unlabeled	PFX:MSG	1	0	0	100
4963	CFAP43	ENSG00000197748	0.564296	0	0	unlabeled	HGNC:362	1	0	0	97
4964	SLC25A21	ENSG00000183032	0.564290	0	0	unlabeled	HGNC:1691	1	0	0	98
4965	JUN	ENSG00000177606	0.564282	0	0	unlabeled	HGNC:1257	1	1	0	99
4966	PIGW	ENSG00000277161	0.564154	0	0	unlabeled	HGNC:680	1	1	1	97
4967	SNAPIN	ENSG00000143553	0.564080	0	0	unlabeled	HGNC:452	1	1	0	99
4968	XIRP2	ENSG00000163092	0.563957	0	0	unlabeled	HGNC:1218	1	0	0	98
4969	TMEM178B	ENSG00000261115	0.563941	0	0	unlabeled	PFX:TME	1	1	0	96
4970	LDAH	ENSG00000118961	0.563933	0	0	unlabeled	PFX:LDA	1	1	0	98
4971	LIG3	ENSG00000005156	0.563925	0	0	unlabeled	HGNC:94	1	1	1	98
4972	EIF2A	ENSG00000144895	0.563902	0	0	unlabeled	HGNC:362	1	1	0	97
4973	GPR25	ENSG00000170128	0.563818	0	0	unlabeled	HGNC:262	1	0	0	100
4974	ANGPTL6	ENSG00000130812	0.563686	0	0	unlabeled	HGNC:554	1	1	0	98
4975	EFHC1	ENSG00000096093	0.563642	0	0	unlabeled	HGNC:863	1	1	1	97
4976	BCAT1	ENSG00000060982	0.563508	0	0	unlabeled	HGNC:3518	1	1	0	99
4977	NRIP1	ENSG00000180530	0.563491	0	0	unlabeled	PFX:NRI	1	1	0	99
4978	ZNF507	ENSG00000168813	0.563462	0	0	unlabeled	HGNC:28	1	1	1	97
4979	IL26	ENSG00000111536	0.563402	0	0	unlabeled	HGNC:601	1	1	0	98
4980	TNFAIP8	ENSG00000145779	0.563306	0	0	unlabeled	HGNC:3749	1	1	1	98
4981	TXNDC2	ENSG00000168454	0.563146	0	0	unlabeled	HGNC:1883	1	0	0	99
4982	LGALS9	ENSG00000168961	0.563087	0	0	unlabeled	HGNC:542	1	1	0	96
4983	FRZB	ENSG00000162998	0.563072	0	0	unlabeled	HGNC:733	1	0	0	97
4984	FEZ2	ENSG00000171055	0.562975	0	0	unlabeled	HGNC:3790	1	1	0	100
4985	REST	ENSG00000084093	0.562956	0	0	unlabeled	HGNC:28	1	1	1	97
4986	CCDC179	ENSG00000255359	0.562670	0	0	unlabeled	PFX:CCD	1	0	0	99
4987	FOXK2	ENSG00000141568	0.562596	0	0	unlabeled	HGNC:508	1	1	0	97
4988	CCDC91	ENSG00000123106	0.562362	0	0	unlabeled	PFX:CCD	1	1	0	97
4989	COL6A1	ENSG00000142156	0.562350	0	0	unlabeled	HGNC:490	1	0	1	98
4990	BBC3	ENSG00000105327	0.562304	0	0	unlabeled	HGNC:1277	1	1	0	99
4991	MBP	ENSG00000197971	0.562275	0	0	unlabeled	PFX:MBP	1	0	0	97
4992	LUZP2	ENSG00000187398	0.562158	0	0	unlabeled	PFX:LUZ	1	0	0	100
4993	KLF17	ENSG00000171872	0.562105	0	0	unlabeled	HGNC:28	1	0	0	97
4994	WDPCP	ENSG00000143951	0.562039	0	0	unlabeled	HGNC:1610	1	1	0	96
4995	STAP2	ENSG00000178078	0.562007	0	0	unlabeled	PFX:STA	1	1	0	98
4996	THRSP	ENSG00000151365	0.561865	0	0	unlabeled	PFX:THR	1	0	0	97
4997	NHLH2	ENSG00000177551	0.561698	0	0	unlabeled	HGNC:420	1	0	0	97
4998	VIP	ENSG00000146469	0.561623	0	0	unlabeled	HGNC:1902	1	0	0	100
4999	EPHX1	ENSG00000143819	0.561554	0	0	unlabeled	HGNC:4	1	1	0	98
5000	PDHX	ENSG00000110435	0.561529	0	0	unlabeled	HGNC:1547	1	1	0	99
5001	MRPL30	ENSG00000185414	0.561362	0	0	unlabeled	HGNC:646	1	0	0	97
5002	ARRDC4	ENSG00000140450	0.561311	0	0	unlabeled	HGNC:1311	1	1	1	98
5003	KIF17	ENSG00000117245	0.561296	0	0	unlabeled	HGNC:622	1	0	0	99
5004	PNMA2	ENSG00000240694	0.561225	0	0	unlabeled	HGNC:671	1	0	0	98
5005	FASTKD3	ENSG00000124279	0.561147	0	0	unlabeled	HGNC:1538	1	1	0	95
5006	IL36G	ENSG00000136688	0.561064	0	0	unlabeled	HGNC:601	1	0	0	99
5007	IL5RA	ENSG00000091181	0.561051	1	1	positive	HGNC:471	1	0	0	0
5008	CAPN10	ENSG00000142330	0.561025	0	0	unlabeled	HGNC:975	1	0	0	100
5009	FHL5	ENSG00000112214	0.560946	0	0	unlabeled	HGNC:1218	1	0	0	98
5010	LRATD2	ENSG00000168672	0.560823	0	0	unlabeled	HGNC:1692	1	1	0	99
5011	ERC1	ENSG00000082805	0.560622	0	0	unlabeled	PFX:ERC	1	1	0	97
5012	PLPP1	ENSG00000067113	0.560598	0	0	unlabeled	HGNC:1067	1	1	0	96
5013	UCMA	ENSG00000165623	0.560484	0	0	unlabeled	PFX:UCM	1	0	0	100
5014	PDGFA	ENSG00000197461	0.560439	0	0	unlabeled	HGNC:3889	1	1	0	99
5015	FOXF2	ENSG00000137273	0.560422	0	0	unlabeled	HGNC:508	1	0	0	96
5016	NLRP12	ENSG00000142405	0.560355	0	0	unlabeled	HGNC:666	0	0	0	99
5017	PRTN3	ENSG00000196415	0.560290	0	0	unlabeled	HGNC:1636	1	0	1	97
5018	L3MBTL4	ENSG00000154655	0.560279	0	0	unlabeled	HGNC:760	1	1	0	98
5019	NAB2	ENSG00000166886	0.560112	0	0	unlabeled	HGNC:3820	1	1	1	99
5020	DNAH7	ENSG00000118997	0.560087	0	0	unlabeled	HGNC:863	1	0	0	99
5021	TBC1D2B	ENSG00000167202	0.559838	0	0	unlabeled	PFX:TBC	1	1	0	100
5022	RPGRIP1L	ENSG00000103494	0.559835	0	0	unlabeled	HGNC:694	1	1	1	98
5023	TMEM121B	ENSG00000183307	0.559770	0	0	unlabeled	PFX:TME	1	0	0	96
5024	OR8B12	ENSG00000170953	0.559691	0	0	unlabeled	HGNC:155	1	0	0	99
5025	IFI16	ENSG00000163565	0.559691	0	0	unlabeled	HGNC:994	1	1	0	100
5026	DNAJC28	ENSG00000177692	0.559659	0	0	unlabeled	HGNC:584	1	0	0	97
5027	PPP1R16B	ENSG00000101445	0.559623	0	0	unlabeled	HGNC:403	1	1	0	98
5028	KMO	ENSG00000117009	0.559439	0	0	unlabeled	HGNC:2258	1	0	0	96
5029	SCGN	ENSG00000079689	0.559437	0	0	unlabeled	HGNC:863	1	0	0	98
5030	KERA	ENSG00000139330	0.559333	0	0	unlabeled	HGNC:573	1	0	0	98
5031	LIPK	ENSG00000204021	0.559305	0	0	unlabeled	HGNC:464	1	0	0	98
5032	TFAP2D	ENSG00000008197	0.559274	0	0	unlabeled	HGNC:2048	1	0	0	98
5033	OR7C2	ENSG00000127529	0.559262	0	0	unlabeled	HGNC:154	1	0	0	96
5034	MYCN	ENSG00000134323	0.559230	0	0	unlabeled	HGNC:420	1	0	1	98
5035	DCTD	ENSG00000129187	0.559063	0	0	unlabeled	PFX:DCT	1	1	0	99
5036	NAGPA	ENSG00000103174	0.559054	0	0	unlabeled	PFX:NAG	1	1	0	100
5037	CCL4L2	ENSG00000276070	0.559020	0	0	unlabeled	HGNC:483	1	1	0	98
5038	AKTIP	ENSG00000166971	0.558795	0	0	unlabeled	HGNC:102	1	1	1	98
5039	NDUFAF6	ENSG00000156170	0.558790	0	0	unlabeled	HGNC:645	1	1	1	98
5040	DMXL1	ENSG00000172869	0.558694	0	0	unlabeled	HGNC:362	1	1	1	99
5041	OTX1	ENSG00000115507	0.558646	0	0	unlabeled	HGNC:521	1	0	0	99
5042	PHKB	ENSG00000102893	0.558609	0	0	unlabeled	HGNC:2140	1	1	0	99
5043	ORMDL3	ENSG00000172057	0.558548	0	0	unlabeled	HGNC:3605	1	1	0	98
5044	INTS2	ENSG00000108506	0.558483	0	0	unlabeled	HGNC:1366	1	1	0	98
5045	CHPT1	ENSG00000111666	0.558445	0	0	unlabeled	PFX:CHP	1	1	0	100
5046	UNC50	ENSG00000115446	0.558271	0	0	unlabeled	PFX:UNC	1	1	1	99
5047	GRPEL1	ENSG00000109519	0.558220	0	0	unlabeled	HGNC:1552	1	0	0	100
5048	NOX4	ENSG00000086991	0.558175	0	0	unlabeled	HGNC:3535	1	0	0	100
5049	TTLL8	ENSG00000138892	0.558098	0	0	unlabeled	HGNC:779	1	0	0	99
5050	PENK	ENSG00000181195	0.557866	0	0	unlabeled	HGNC:1902	1	0	0	98
5051	GPX4	ENSG00000167468	0.557777	0	0	unlabeled	HGNC:890	1	1	0	99
5052	DUSP16	ENSG00000111266	0.557732	0	0	unlabeled	HGNC:895	1	1	0	98
5053	SLITRK1	ENSG00000178235	0.557598	0	0	unlabeled	HGNC:1828	1	0	0	98
5054	ZNF771	ENSG00000179965	0.557595	0	0	unlabeled	HGNC:28	1	1	0	98
5055	KLF14	ENSG00000266265	0.557574	0	0	unlabeled	HGNC:28	1	0	0	99
5056	CDKN2A	ENSG00000147889	0.557446	0	0	unlabeled	HGNC:3922	1	1	1	98
5057	TMEM196	ENSG00000173452	0.557435	0	0	unlabeled	PFX:TME	1	0	0	98
5058	SIRPB1	ENSG00000101307	0.557424	0	0	unlabeled	HGNC:471	1	0	0	99
5059	PUM3	ENSG00000080608	0.557375	0	0	unlabeled	HGNC:870	1	1	0	96
5060	ASB17	ENSG00000154007	0.557301	0	0	unlabeled	HGNC:403	1	0	0	100
5061	SMYD4	ENSG00000186532	0.557297	0	0	unlabeled	HGNC:87	1	0	0	94
5062	GLI3	ENSG00000106571	0.557152	0	0	unlabeled	HGNC:28	1	0	0	99
5063	GNL3	ENSG00000163938	0.557094	0	0	unlabeled	HGNC:1835	1	0	0	99
5064	HIBADH	ENSG00000106049	0.556969	0	0	unlabeled	PFX:HIB	1	1	1	99
5065	CALCOCO1	ENSG00000012822	0.556833	0	0	unlabeled	HGNC:3343	1	1	0	96
5066	ZC2HC1B	ENSG00000118491	0.556697	0	0	unlabeled	HGNC:3403	1	0	0	100
5067	BBIP1	ENSG00000214413	0.556588	0	0	unlabeled	HGNC:1122	1	1	0	98
5068	TCHHL1	ENSG00000182898	0.556459	0	0	unlabeled	HGNC:1350	1	0	0	96
5069	DAP	ENSG00000112977	0.556454	0	0	unlabeled	PFX:DAP	1	1	1	97
5070	ENDOU	ENSG00000111405	0.556347	0	0	unlabeled	HGNC:738	1	0	0	97
5071	YIPF5	ENSG00000145817	0.556334	0	0	unlabeled	HGNC:105	1	1	0	97
5072	XPA	ENSG00000136936	0.556316	0	0	unlabeled	HGNC:1125	1	1	0	99
5073	AEN	ENSG00000181026	0.556309	0	0	unlabeled	HGNC:544	1	1	0	98
5074	SMIM43	ENSG00000164112	0.556083	0	0	unlabeled	PFX:SMI	1	0	0	96
5075	ITGA10	ENSG00000143127	0.556080	0	0	unlabeled	HGNC:1160	1	1	0	96
5076	RSRC1	ENSG00000174891	0.556024	0	0	unlabeled	PFX:RSR	1	1	1	100
5077	ARHGAP8	ENSG00000241484	0.555956	0	0	unlabeled	HGNC:721	1	0	0	98
5078	DGKD	ENSG00000077044	0.555931	0	0	unlabeled	HGNC:682	1	1	0	98
