symbol	gene_group	gene_group_id
CCNB1IP1P1		
CCNB1IP1P2		
CCNB1IP1P3		
CCNB2	Cyclins|Centriolar satellite proteins	473|3838
CCNB2P1		
CCNB3	Cyclins	473
CCNB3P1		
CCNC	Cyclins|Mediator complex	473|1061
CCND1	Cyclins	473
CCND2	Cyclins	473
CCND2-AS1	Antisense RNAs	1987
CCND2P1		
CCND3	Cyclins	473
CCND3P1		
CCND3P2		
CCNDBP1		
CCNE1	Cyclins	473
CCNE2	Cyclins	473
CCNF	Cyclins|F-boxes other|MicroRNA protein coding host genes	473|560|1691
CCNG1	Cyclins	473
CCNG1P1		
CCNG2	Cyclins	473
CCNG2-AS1	Antisense RNAs	1987
CCNG2P1		
CCNH	Cyclins|CDK activating kinase complex	473|1744
CCNH-AS1	Antisense RNAs	1987
CCNHP1		
CCNI	Cyclins	473
CCNI-AS1	Antisense RNAs	1987
CCNI-AS2	Antisense RNAs	1987
CCNI-DT	Divergent transcripts	1990
CCNI2	Cyclins	473
CCNJ	Cyclins	473
CCNJL	Cyclins	473
CCNJP1		
CCNJP2		
CCNK	Cyclins|P-TEFb complex subunits	473|1281
CCNL1	Cyclins	473
CCNL2	Cyclins	473
CCNL2P1		
CCNO	Cyclins	473
CCNO-DT	Divergent transcripts	1990
CCNP	Cyclins	473
CCNQ	Cyclins	473
CCNQP1		
CCNQP2		
CCNQP3		
CCNT1	Cyclins|P-TEFb complex subunits	473|1281
CCNT2	Cyclins|P-TEFb complex subunits	473|1281
CCNT2-AS1	Antisense RNAs	1987
CCNT2P1		
CCNY	Cyclins	473
CCNY-AS1	Antisense RNAs	1987
CCNYL1	Cyclins|MicroRNA protein coding host genes	473|1691
CCNYL1B		
CCNYL2	Cyclins	473
CCNYL3	Cyclins	473
CCNYL4		
CCNYL5		
CCNYL6		
CCNYL7		
CCP110	Centriolar satellite proteins	3838
CCPG1	MicroRNA protein coding host genes	1691
CCR1	CD molecules|C-C motif chemokine receptors	471|1091
CCR2	CD molecules|C-C motif chemokine receptors	471|1091
CCR3	CD molecules|C-C motif chemokine receptors	471|1091
CCR4	CD molecules|C-C motif chemokine receptors	471|1091
CCR5	CD molecules|C-C motif chemokine receptors	471|1091
CCR5AS	Long non-coding RNAs with non-systematic symbols	1992
CCR6	CD molecules|C-C motif chemokine receptors	471|1091
CCR7	CD molecules|C-C motif chemokine receptors	471|1091
CCR8	CD molecules|C-C motif chemokine receptors	471|1091
CCR9	CD molecules|C-C motif chemokine receptors	471|1091
CCR10	C-C motif chemokine receptors	1091
CCR12P	Unitary pseudogenes	3418
CCRL2	Atypical chemokine receptors	1090
CCS		
CCSAP		
CCSER1		
CCSER1-AS1	Antisense RNAs	1987
CCSER2		
CCSER2P1		
CCT2	Chaperonin containing TCP1	3670
CCT3	Chaperonin containing TCP1	3670
CCT3P1		
CCT4	Chaperonin containing TCP1	3670
CCT4P1		
CCT4P2		
CCT5	Chaperonin containing TCP1	3670
CCT5-AS1	Antisense RNAs	1987
CCT5P1		
CCT5P2		
CCT6A	Small nucleolar RNA protein coding host genes|Chaperonin containing TCP1	1835|3670
CCT6A2P	Small nucleolar RNA non-coding host genes	1839
CCT6A3P	Small nucleolar RNA non-coding host genes	1839
CCT6B	Chaperonin containing TCP1	3670
CCT6P2		
CCT6P4		
CCT6P5		
CCT7	Chaperonin containing TCP1	3670
CCT7P1		
CCT7P2		
CCT8	Chaperonin containing TCP1	3670
CCT8L1P	Unitary pseudogenes	3418
CCT8L2		
CCT8P1		
CCZ1		
CCZ1B		
CCZ1P1		
CD1A	CD molecules|C1-set domain containing	471|591
CD1B	CD molecules|C1-set domain containing	471|591
CD1C	CD molecules|C1-set domain containing	471|591
CD1D	CD molecules|C1-set domain containing	471|591
CD1E	CD molecules|C1-set domain containing	471|591
CD2	CD molecules|V-set domain containing|C2-set domain containing|Ig-like cell adhesion molecule family	471|590|592|1410
CD2AP		
CD2AP-DT	Divergent transcripts	1990
CD2BP2	Protein phosphatase 1 regulatory subunits|U5 small nuclear ribonucleoprotein	694|1503
CD2BP2-DT	Divergent transcripts	1990
CD3D	CD molecules	471
CD3E	CD molecules	471
CD3G	CD molecules	471
CD4	CD molecules|V-set domain containing|C2-set domain containing	471|590|592
CD5	CD molecules|Scavenger receptor cysteine rich domain containing	471|1404
CD5L	Scavenger receptor cysteine rich domain containing	1404
CD6	CD molecules|Scavenger receptor cysteine rich domain containing	471|1404
CD7	CD molecules|V-set domain containing	471|590
CD8A	CD molecules|V-set domain containing	471|590
CD8B	CD molecules|V-set domain containing	471|590
CD8B2	V-set domain containing	590
CD9	CD molecules|Tetraspanin family|Gamete adhesion and fusion factors	471|768|3478
CD14	CD molecules|Scavenger receptors	471|1253
CD19	CD molecules|Immunoglobulin like domain containing|Minor histocompatibility antigens	471|594|870
CD22	CD molecules|C2-set domain containing|Sialic acid binding Ig like lectins|MicroRNA protein coding host genes	471|592|745|1691
CD24	CD molecules	471
CD24P1		
CD24P2		
CD24P3		
CD24P4		
CD24P5		
CD27	CD molecules|Tumor necrosis factor receptor superfamily	471|782
CD27-AS1	Antisense RNAs	1987
CD28	CD molecules|V-set domain containing|Ig-like cell adhesion molecule family	471|590|1410
CD33	CD molecules|V-set domain containing|Sialic acid binding Ig like lectins	471|590|745
CD34	CD molecules	471
CD36	Blood group antigens|CD molecules|Scavenger receptors	454|471|1253
CD37	CD molecules|Tetraspanin family	471|768
CD38	CD molecules	471
CD38-AS1	Antisense RNAs	1987
CD40	CD molecules|Tumor necrosis factor receptor superfamily	471|782
CD40LG	CD molecules|Tumor necrosis factor superfamily	471|781
CD44	Blood group antigens|CD molecules|Proteoglycans	454|471|570
CD44-AS1	Antisense RNAs	1987
CD44-DT	Divergent transcripts	1990
CD46	CD molecules|Sushi domain containing|Complement system regulators and receptors	471|1179|1639
CD46P1		
CD47	CD molecules|Immunoglobulin like domain containing|Ig-like cell adhesion molecule family	471|594|1410
CD48	CD molecules|V-set domain containing	471|590
CD52	CD molecules	471
CD53	CD molecules|Tetraspanin family	471|768
CD55	Blood group antigens|CD molecules|Sushi domain containing|Complement system regulators and receptors	454|471|1179|1639
CD58	CD molecules|Ig-like cell adhesion molecule family|MicroRNA protein coding host genes	471|1410|1691
CD59	Blood group antigens|CD molecules|LY6/PLAUR domain containing|Complement system regulators and receptors	454|471|1226|1639
CD63	CD molecules|Tetraspanin family	471|768
CD63-AS1	Antisense RNAs	1987
CD68	CD molecules|Scavenger receptors|Lysosome associated membrane proteins	471|1253|1910
CD69	CD molecules|C-type lectin domain containing	471|1298
CD70	CD molecules|Tumor necrosis factor superfamily	471|781
CD72	CD molecules|C-type lectin domain containing	471|1298
CD74	CD molecules	471
CD79A	CD molecules|V-set domain containing|CD79 molecule family	471|590|3726
CD79B	CD molecules|V-set domain containing|CD79 molecule family	471|590|3726
CD80	CD molecules|V-set domain containing|C2-set domain containing|B7 family	471|590|592|1824
CD81	CD molecules|Tetraspanin family|Gamete adhesion and fusion factors	471|768|3478
CD81-AS1	Antisense RNAs	1987
CD82	CD molecules|Tetraspanin family	471|768
CD82-AS1	Antisense RNAs	1987
CD83	CD molecules|V-set domain containing	471|590
CD83P1		
CD84	CD molecules|Immunoglobulin like domain containing|Ig-like cell adhesion molecule family	471|594|1410
CD84-AS1	Antisense RNAs	1987
CD84P1		
CD86	CD molecules|V-set domain containing|B7 family	471|590|1824
CD93	CD molecules|C-type lectin domain containing|Complement system regulators and receptors	471|1298|1639
CD96	CD molecules|Immunoglobulin like domain containing|Ig-like cell adhesion molecule family	471|594|1410
CD99	Blood group antigens|CD molecules|Pseudoautosomal region 1	454|471|715
CD99L2		
CD99P1	Pseudoautosomal region 1	715
CD101	CD molecules|V-set domain containing|I-set domain containing	471|590|593
CD101-AS1	Antisense RNAs	1987
CD109	CD molecules|C3 and PZP like, alpha-2-macroglobulin domain containing|Human platelet antigens	471|1234|3685
CD109-AS1	Antisense RNAs	1987
CD151	Blood group antigens|CD molecules|Tetraspanin family	454|471|768
CD160	CD molecules|Immunoglobulin like domain containing	471|594
CD163	CD molecules|Scavenger receptors|Scavenger receptor cysteine rich domain containing	471|1253|1404
CD163L1	Scavenger receptors|Scavenger receptor cysteine rich domain containing	1253|1404
CD164	CD molecules	471
CD164L2		
CD177	CD molecules|LY6/PLAUR domain containing|Human neutrophil antigens	471|1226|3684
CD177P1		
CD180	CD molecules	471
CD200	CD molecules|Immunoglobulin like domain containing	471|594
CD200LP	Unitary pseudogenes	3418
CD200R1	C2-set domain containing	592
CD200R1L	C2-set domain containing	592
CD200R1L-AS1	Antisense RNAs	1987
CD200R1P1		
CD207	CD molecules|Scavenger receptors|C-type lectin domain containing	471|1253|1298
CD209	CD molecules|Scavenger receptors|C-type lectin domain containing	471|1253|1298
CD226	CD molecules|V-set domain containing	471|590
CD244	CD molecules|Immunoglobulin like domain containing|Ig-like cell adhesion molecule family	471|594|1410
CD247	CD molecules	471
CD248	CD molecules|C-type lectin domain containing	471|1298
CD274	CD molecules|Receptor ligands|V-set domain containing|C2-set domain containing|B7 family	471|542|590|592|1824
CD276	CD molecules|V-set domain containing|C2-set domain containing|B7 family	471|590|592|1824
CD300A	CD molecules|V-set domain containing	471|590
CD300C	CD molecules|V-set domain containing	471|590
CD300E	CD molecules|V-set domain containing	471|590
CD300H	V-set domain containing	590
CD300LB	V-set domain containing	590
CD300LD	V-set domain containing	590
CD300LD-AS1	Antisense RNAs	1987
CD300LF	V-set domain containing	590
CD300LG	V-set domain containing	590
CD302	CD molecules|C-type lectin domain containing	471|1298
CD320	CD molecules	471
CDA		
CDADC1		
CDAN1		
CDC5L	Myb/SANT domain containing|NineTeen complex|Spliceosomal C complex|MicroRNA protein coding host genes	532|1361|1510|1691
CDC6		
CDC7	CDC7 kinase family	3443
CDC14A	CDC14 phosphatases	900
CDC14B	CDC14 phosphatases	900
CDC14C		
CDC16	Anaphase promoting complex|Tetratricopeptide repeat domain containing|MicroRNA protein coding host genes	402|769|1691
CDC20	WD repeat domain containing	362
CDC20-DT	Divergent transcripts	1990
CDC20B	WD repeat domain containing|MicroRNA protein coding host genes	362|1691
CDC20P1		
CDC23	Anaphase promoting complex|Tetratricopeptide repeat domain containing	402|769
CDC25A	Class III Cys-based CDC25 phosphatases	713
CDC25B	Class III Cys-based CDC25 phosphatases	713
CDC25C	Protein phosphatase 1 regulatory subunits|Class III Cys-based CDC25 phosphatases	694|713
CDC26	Anaphase promoting complex	402
CDC26P1		
CDC27	Anaphase promoting complex|Tetratricopeptide repeat domain containing	402|769
CDC27P1		
CDC27P2		
CDC27P3		
CDC27P4		
CDC27P5		
CDC27P6		
CDC27P7		
CDC27P8		
CDC27P9		
CDC27P10		
CDC27P11		
CDC34	Ubiquitin conjugating enzymes E2	102
CDC37	MicroRNA protein coding host genes	1691
CDC37L1		
CDC37L1-DT	Divergent transcripts	1990
CDC37P1		
CDC37P2		
CDC40	WD repeat domain containing|NTC associated proteins|Spliceosomal Bact complex|Spliceosomal C complex|Spliceosomal P complex	362|1498|1508|1510|1516
CDC42	Rho family GTPases	390
CDC42-AS1	Antisense RNAs	1987
CDC42-IT1	Intronic transcripts	1989
CDC42BPA	CDC42 binding protein kinase family	3490
CDC42BPB	CDC42 binding protein kinase family	3490
CDC42BPB-AS1	Antisense RNAs	1987
CDC42BPG	Pleckstrin homology domain containing|CDC42 binding protein kinase family	682|3490
CDC42EP1	CDC42 effector proteins	1164
CDC42EP2	CDC42 effector proteins	1164
CDC42EP3	CDC42 effector proteins	1164
CDC42EP3-AS1	Antisense RNAs	1987
CDC42EP3P1		
CDC42EP4	CDC42 effector proteins	1164
CDC42EP5	CDC42 effector proteins	1164
CDC42P1		
CDC42P2		
CDC42P3		
CDC42P4		
CDC42P5		
CDC42P6		
CDC42P7		
CDC42P8		
CDC42P9		
CDC42SE1		
CDC42SE2		
CDC45	CMG helicase complex	1999
CDC50A		
CDC50B		
CDC50CP	Unitary pseudogenes	3418
CDC73	Paf1/RNA polymerase II complex |MicroRNA protein coding host genes	1029|1691
CDC123		
CDCA2	Protein phosphatase 1 regulatory subunits	694
CDCA3		
CDCA3P1		
CDCA4	SERTA domain containing	3800
CDCA4P1		
CDCA4P2		
CDCA4P3		
CDCA4P4		
CDCA5		
CDCA7		
CDCA7L		
CDCA7P1		
CDCA7P2		
CDCA8	Chromosomal passenger complex	1338
CDCP1	CD molecules	471
CDCP2		
CDH1	CD molecules|Type I classical cadherins	471|1185
CDH2	CD molecules|Type I classical cadherins	471|1185
CDH2-AS1	Antisense RNAs	1987
CDH3	Type I classical cadherins	1185
CDH3-AS1	Antisense RNAs	1987
CDH4	Type I classical cadherins	1185
CDH4-AS1	Antisense RNAs	1987
CDH4-AS2	Antisense RNAs	1987
CDH5	CD molecules|Type II classical cadherins	471|1186
CDH6	Type II classical cadherins	1186
CDH7	Type II classical cadherins	1186
CDH8	Type II classical cadherins	1186
CDH8-AS1	Antisense RNAs	1987
CDH9	Type II classical cadherins	1186
CDH10	Type II classical cadherins	1186
CDH10-AS2	Antisense RNAs	1987
CDH11	Type II classical cadherins	1186
CDH12	Type II classical cadherins	1186
CDH12-AS1	Antisense RNAs	1987
CDH12-AS2	Antisense RNAs	1987
CDH12-AS3	Antisense RNAs	1987
CDH12-AS4	Antisense RNAs	1987
CDH12-AS5	Antisense RNAs	1987
CDH12P1		
CDH12P2		
CDH12P3		
CDH12P4		
CDH13	Major cadherins|MicroRNA protein coding host genes	18|1691
CDH13-AS1	Antisense RNAs	1987
CDH13-AS2	Antisense RNAs	1987
CDH15	Type I classical cadherins	1185
CDH16	7D cadherins	1187
CDH17	7D cadherins	1187
CDH18	Type II classical cadherins	1186
CDH18-AS1	Antisense RNAs	1987
CDH18-AS2	Antisense RNAs	1987
CDH18-AS3	Antisense RNAs	1987
CDH19	Type II classical cadherins	1186
CDH20	Type II classical cadherins	1186
CDH22	Type II classical cadherins	1186
CDH23	Cadherin related|MicroRNA protein coding host genes	24|1691
CDH23-AS1	Antisense RNAs	1987
CDH24	Type II classical cadherins	1186
CDH26	Major cadherins	18
CDHR1	Cadherin related	24
CDHR2	Cadherin related	24
CDHR3	Cadherin related	24
CDHR4	Cadherin related	24
CDHR5	Cadherin related	24
CDHR17P	Unitary pseudogenes	3418
CDHR18P	Unitary pseudogenes	3418
CDIN1		
CDIP1		
CDIPT		
CDIPTOSP	Unitary pseudogenes	3418
CDK1	Cyclin dependent kinases|Centriolar satellite proteins	496|3838
CDK2	Cyclin dependent kinases	496
CDK2AP1	NuRD complex subunits	1305
CDK2AP1P1		
CDK2AP2		
CDK2AP2P1		
CDK2AP2P2		
CDK2AP2P3		
CDK3	Cyclin dependent kinases	496
CDK4	Cyclin dependent kinases|MicroRNA protein coding host genes	496|1691
CDK4P1		
CDK5	Cyclin dependent kinases	496
CDK5P1		
CDK5R1		
CDK5R2		
CDK5R2-AS1	Antisense RNAs	1987
CDK5RAP1	Radical S-adenosylmethionine domain containing|DNA/RNA methyltransferases	2036|3371
CDK5RAP2	Centriolar satellite proteins	3838
CDK5RAP3		
CDK5RAP3P1		
CDK6	Cyclin dependent kinases	496
CDK6-AS1	Antisense RNAs	1987
CDK7	Cyclin dependent kinases|CDK activating kinase complex	496|1744
CDK7P1		
CDK8	Cyclin dependent kinases|Mediator complex	496|1061
CDK8P1		
CDK8P2		
CDK9	Cyclin dependent kinases|P-TEFb complex subunits	496|1281
CDK10	Cyclin dependent kinases|Spliceosomal C complex|Spliceosomal P complex	496|1510|1516
CDK11A	Cyclin dependent kinases	496
CDK11B	Cyclin dependent kinases	496
CDK12	Cyclin dependent kinases	496
CDK13	Cyclin dependent kinases	496
CDK13-DT	Divergent transcripts	1990
CDK14	Cyclin dependent kinases	496
CDK15	Cyclin dependent kinases	496
CDK16	Cyclin dependent kinases	496
CDK17	Cyclin dependent kinases	496
CDK18	Cyclin dependent kinases	496
CDK19	Cyclin dependent kinases|Mediator complex	496|1061
CDK20	Cyclin dependent kinases	496
CDK20-AS1	Antisense RNAs	1987
CDKAL1	Radical S-adenosylmethionine domain containing|DNA/RNA methyltransferases	2036|3371
CDKL1	Cyclin dependent kinase like family	3786
CDKL2	Cyclin dependent kinase like family	3786
CDKL3	Cyclin dependent kinase like family	3786
CDKL4	Cyclin dependent kinase like family	3786
CDKL5	Cilia and flagella associated|Cyclin dependent kinase like family	1491|3786
CDKN1A	Cyclin dependent kinase inhibitor 1 family	3920
CDKN1A-AS1	Antisense RNAs	1987
CDKN1B	Cyclin dependent kinase inhibitor 1 family	3920
CDKN1C	Cyclin dependent kinase inhibitor 1 family	3920
CDKN2A	Cyclin dependent kinase inhibitor 2 family	3922
CDKN2A-AS1	Antisense RNAs	1987
CDKN2AIP	XTBD family	3653
CDKN2B	Cyclin dependent kinase inhibitor 2 family	3922
CDKN2B-AS1	Antisense RNAs	1987
CDKN2C	Ankyrin repeat domain containing|Cyclin dependent kinase inhibitor 2 family	403|3922
CDKN2D	Ankyrin repeat domain containing|Cyclin dependent kinase inhibitor 2 family	403|3922
CDKN3	CDC14 phosphatases	900
CDNF		
CDO1	Oxygenases	3876
CDON	Fibronectin type III domain containing|I-set domain containing	555|593
CDONP1		
CDONP2		
CDONP3		
CDONP4		
CDPF1		
CDPF1P1		
CDR1		
CDR2		
CDR2-DT	Divergent transcripts	1990
CDR2L		
CDRT2		
CDRT3	Long non-coding RNAs with non-systematic symbols	1992
CDRT4		
CDRT5		
CDRT7	Long non-coding RNAs with non-systematic symbols	1992
CDRT8	Long non-coding RNAs with non-systematic symbols	1992
CDRT10		
CDRT11		
CDRT12		
CDRT13		
CDRT15		
CDRT15L2		
CDRT15P1		
CDRT15P2		
CDRT15P3		
CDRT15P4		
CDRT15P5		
CDRT15P6		
CDRT15P7		
CDRT15P8		
CDRT15P9		
CDRT15P10		
CDRT15P11		
CDRT15P12		
CDRT15P13		
CDRT15P14		
CDS1		
CDS1-AS1	Antisense RNAs	1987
CDS2		
CDSN		
CDT1		
CDV3		
CDV3P1		
CDX1	HOXL subclass homeoboxes	518
CDX2	HOXL subclass homeoboxes	518
CDX4	HOXL subclass homeoboxes	518
CDY1	Proteins encoded by multiple genes	2293
CDY1B	Proteins encoded by multiple genes	2293
CDY2A	Proteins encoded by multiple genes	2293
CDY2B	Proteins encoded by multiple genes	2293
CDY3P		
CDY4P		
CDY5P		
CDY6P		
CDY7P		
CDY8P		
CDY9P		
CDY10P		
CDY11P		
CDY12P		
CDY13P		
CDY14P		
CDY15P		
CDY16P		
CDY17P		
CDY18P		
CDY19P		
CDY20P		
CDY21P		
CDY22P		
CDY23P		
CDYL		
CDYL-AS1	Antisense RNAs	1987
CDYL2		
CDYLP1		
CEACAM1	CD molecules|V-set domain containing|CEA cell adhesion molecule family	471|590|906
CEACAM3	CD molecules|V-set domain containing|CEA cell adhesion molecule family	471|590|906
CEACAM4	V-set domain containing|CEA cell adhesion molecule family	590|906
CEACAM5	CD molecules|V-set domain containing|I-set domain containing|CEA cell adhesion molecule family	471|590|593|906
CEACAM6	CD molecules|V-set domain containing|CEA cell adhesion molecule family	471|590|906
CEACAM7	V-set domain containing|CEA cell adhesion molecule family	590|906
CEACAM8	CD molecules|V-set domain containing|CEA cell adhesion molecule family	471|590|906
CEACAM16	V-set domain containing|CEA cell adhesion molecule family	590|906
CEACAM16-AS1	Antisense RNAs	1987
CEACAM18	V-set domain containing|CEA cell adhesion molecule family	590|906
CEACAM19	V-set domain containing|CEA cell adhesion molecule family	590|906
CEACAM20	I-set domain containing|CEA cell adhesion molecule family	593|906
CEACAM21	V-set domain containing|CEA cell adhesion molecule family	590|906
CEACAM22P	CEA cell adhesion molecule family|Unitary pseudogenes	906|3418
CEACAMP1	CEA cell adhesion molecule family	906
CEACAMP2	CEA cell adhesion molecule family	906
CEACAMP3	CEA cell adhesion molecule family	906
CEACAMP4	CEA cell adhesion molecule family	906
CEACAMP5	CEA cell adhesion molecule family	906
CEACAMP6	CEA cell adhesion molecule family	906
CEACAMP7	CEA cell adhesion molecule family	906
CEACAMP8	CEA cell adhesion molecule family	906
CEACAMP9	CEA cell adhesion molecule family	906
CEACAMP10	CEA cell adhesion molecule family	906
CEACAMP11	CEA cell adhesion molecule family	906
CEBPA	CCAAT/enhancer binding proteins	1165
CEBPA-DT	Divergent transcripts	1990
CEBPB	CCAAT/enhancer binding proteins	1165
CEBPB-AS1	Antisense RNAs	1987
CEBPD	CCAAT/enhancer binding proteins	1165
CEBPE	CCAAT/enhancer binding proteins	1165
CEBPG	CCAAT/enhancer binding proteins	1165
CEBPZ	CCAAT/enhancer binding proteins|Armadillo like helical domain containing	1165|1492
CEBPZOS		
CECR		
CECR2	Bromodomain containing|CERF complex	1232|3335
CECR3	Long non-coding RNAs with non-systematic symbols	1992
CECR7	Long non-coding RNAs with non-systematic symbols	1992
CECR9	Long non-coding RNAs with non-systematic symbols	1992
CEDORA	Long non-coding RNAs with non-systematic symbols	1992
CEL	Lipases	464
CELA1	Chymotrypsin like elastases|Elastases	1837|3607
CELA2A	Chymotrypsin like elastases|Elastases	1837|3607
CELA2B	Chymotrypsin like elastases|Elastases	1837|3607
CELA3A	Chymotrypsin like elastases	1837
CELA3B	Chymotrypsin like elastases	1837
CELF1	RNA binding motif containing	725
CELF2	RNA binding motif containing	725
CELF2-AS1	Antisense RNAs	1987
CELF2-AS2	Antisense RNAs	1987
CELF2-AS3	Antisense RNAs	1987
CELF2-AS4	Antisense RNAs	1987
CELF2-DT	Divergent transcripts	1990
CELF3	RNA binding motif containing	725
CELF4	RNA binding motif containing	725
CELF5	RNA binding motif containing	725
CELF6	RNA binding motif containing	725
CELF6-AS1	Antisense RNAs	1987
CELP		
CELSR1	Adhesion G protein-coupled receptors, subfamily C|CELSR cadherins	913|1189
CELSR1P1		
CELSR2	Adhesion G protein-coupled receptors, subfamily C|CELSR cadherins	913|1189
CELSR3	Adhesion G protein-coupled receptors, subfamily C|CELSR cadherins|MicroRNA protein coding host genes	913|1189|1691
CEMIP	Hyaluronidases	1448
CEMIP2	Hyaluronidases	1448
CEMP1		
CENATAC		
CENATAC-AS1	Antisense RNAs	1987
CENATAC-DT	Divergent transcripts	1990
CENATACP1		
CEND1		
CEND1P1		
CEND1P2		
CENPA	H3 histones	1938
CENPB	Helix-turn-helix CENPB type domain family	533
CENPBD1P	Helix-turn-helix CENPB type domain family|Unitary pseudogenes	533|3418
CENPBD2P		
CENPC	Constitutive centromere associated network	1576
CENPCP1		
CENPE	Kinesins|Protein phosphatase 1 regulatory subunits	622|694
CENPF		
CENPH	Constitutive centromere associated network	1576
CENPH-DT	Divergent transcripts	1990
CENPI	Constitutive centromere associated network	1576
CENPIP1		
CENPK	Constitutive centromere associated network	1576
CENPL	Constitutive centromere associated network	1576
CENPM	Minor histocompatibility antigens|Constitutive centromere associated network	870|1576
CENPN	Constitutive centromere associated network	1576
CENPN-AS1	Antisense RNAs	1987
CENPNP1		
CENPNP2		
CENPO	Constitutive centromere associated network	1576
CENPP	Constitutive centromere associated network	1576
CENPPP1		
CENPQ	Constitutive centromere associated network	1576
CENPS	Constitutive centromere associated network	1576
CENPS-CORT		
CENPT	Constitutive centromere associated network	1576
CENPU	Constitutive centromere associated network	1576
CENPUP1		
CENPUP2		
CENPV		
CENPVL1		
CENPVL2		
CENPVL3		
CENPW	Constitutive centromere associated network	1576
CENPX	Constitutive centromere associated network	1576
CEP15		
CEP19		
CEP19P1		
CEP20	Centriolar satellite proteins	3838
CEP41		
CEP43	Centriolar satellite proteins	3838
CEP44		
CEP55	Centriolar satellite proteins	3838
CEP57		
CEP57L1		
CEP57L1P1		
CEP63	Centriolar satellite proteins	3838
CEP63-AS1	Antisense RNAs	1987
CEP68		
CEP70		
CEP72	Centriolar satellite proteins	3838
CEP72-DT	Divergent transcripts	1990
CEP76		
CEP78	Centriolar satellite proteins	3838
CEP83		
CEP83-DT	Divergent transcripts	1990
CEP85		
CEP85L		
CEP89	Centriolar satellite proteins	3838
CEP95		
CEP97		
CEP104	Cilia and flagella associated|TOG domain containing	1491|1495
CEP112		
CEP120		
CEP126	Centriolar satellite proteins	3838
CEP128		
CEP131	Centriolar satellite proteins	3838
CEP135		
CEP135-AS1	Antisense RNAs	1987
CEP152		
CEP152-AS1	Antisense RNAs	1987
CEP162		
CEP164		
CEP164P1		
CEP170	Centriolar satellite proteins	3838
CEP170B		
CEP170P1		
CEP192	Protein phosphatase 1 regulatory subunits	694
CEP192-DT	Divergent transcripts	1990
CEP192P1		
CEP250		
CEP250-AS1	Antisense RNAs	1987
CEP290	MKS complex|Centriolar satellite proteins	1545|3838
CEP295	Small nucleolar RNA protein coding host genes	1835
CEP295NL		
CEP350		
CEPT1		
CER1	DAN family	1246
CERCAM		
CERK		
CERKL		
CERNA1	Long non-coding RNAs with non-systematic symbols	1992
CERNA2	Long non-coding RNAs with non-systematic symbols	1992
CERNA3	Long non-coding RNAs with non-systematic symbols	1992
CEROX1	Long non-coding RNAs with non-systematic symbols	1992
CERS1	Ceramide synthases	2261
CERS2	CERS class homeoboxes|Ceramide synthases	530|2261
CERS2-AS1	Antisense RNAs	1987
CERS3	CERS class homeoboxes|Ceramide synthases	530|2261
CERS3-AS1	Antisense RNAs	1987
CERS4	CERS class homeoboxes|Ceramide synthases	530|2261
CERS5	CERS class homeoboxes|Ceramide synthases	530|2261
CERS6	CERS class homeoboxes|MicroRNA protein coding host genes|Ceramide synthases	530|1691|2261
CERS6-AS1	Antisense RNAs	1987
CERT1	Pleckstrin homology domain containing|StAR related lipid transfer domain containing	682|759
CES1	Carboxylesterases	461
CES1P1		
CES1P2		
CES2	Carboxylesterases	461
CES3	Carboxylesterases	461
CES4A	Carboxylesterases	461
CES5A	Carboxylesterases	461
CES5AP1		
CETN1	EF-hand domain containing	863
CETN2	EF-hand domain containing|Nucleotide excision repair|Transcription and export complex 2|Centriolar satellite proteins	863|1269|1276|3838
CETN3	EF-hand domain containing|Centriolar satellite proteins	863|3838
CETN3-AS1	Antisense RNAs	1987
CETN4P	Unitary pseudogenes	3418
CETP	BPI fold containing	456
CFAP20	Cilia and flagella associated	1491
CFAP20-AS1	Antisense RNAs	1987
CFAP20DC		
CFAP20DC-AS1	Antisense RNAs	1987
CFAP20DC-DT	Divergent transcripts	1990
CFAP36	Cilia and flagella associated	1491
CFAP43	WD repeat domain containing|Cilia and flagella associated	362|1491
CFAP44	WD repeat domain containing|Cilia and flagella associated|MicroRNA protein coding host genes	362|1491|1691
CFAP44-AS1	Antisense RNAs	1987
CFAP45	Cilia and flagella associated	1491
CFAP46	Tetratricopeptide repeat domain containing|Cilia and flagella associated	769|1491
CFAP47	Cilia and flagella associated	1491
CFAP52	WD repeat domain containing|Cilia and flagella associated	362|1491
CFAP53	Cilia and flagella associated|Centriolar satellite proteins	1491|3838
CFAP53P1		
CFAP54	Cilia and flagella associated	1491
CFAP57	WD repeat domain containing|Cilia and flagella associated	362|1491
CFAP58	Cilia and flagella associated	1491
CFAP58-DT	Divergent transcripts	1990
CFAP61	Cilia and flagella associated	1491
CFAP61-AS1	Antisense RNAs	1987
CFAP65	Cilia and flagella associated	1491
CFAP65-AS1	Antisense RNAs	1987
CFAP68		
CFAP69	Cilia and flagella associated|Armadillo like helical domain containing	1491|1492
CFAP69P1		
CFAP70	Tetratricopeptide repeat domain containing|Cilia and flagella associated	769|1491
CFAP73	Cilia and flagella associated	1491
CFAP74	Cilia and flagella associated	1491
CFAP77	Cilia and flagella associated	1491
CFAP90		
CFAP91		
CFAP92		
CFAP95	Cilia and flagella associated	1491
CFAP95-DT	Divergent transcripts	1990
CFAP96		
CFAP97	Cilia and flagella associated	1491
CFAP97D1		
CFAP97D1-AS1	Antisense RNAs	1987
CFAP97D2		
CFAP97P1		
