Target (Gene),Drug Name,maxClinicalStage
GABRD,GANAXOLONE,APPROVAL
GABRD,BUTABARBITAL,APPROVAL
GABRD,ACAMPROSATE,APPROVAL
GABRD,THIOPENTAL,APPROVAL
GABRD,CLOTIAZEPAM,APPROVAL
GABRD,GABOXADOL,APPROVAL
GABRD,METHYPRYLON,APPROVAL
GABRD,FLUNITRAZEPAM,APPROVAL
GABRD,PRIMIDONE,APPROVAL
GABRD,FLURAZEPAM,APPROVAL
GABRD,SEVOFLURANE,APPROVAL
GABRD,TRIAZOLAM,APPROVAL
GABRD,ETHCHLORVYNOL,APPROVAL
GABRD,SECOBARBITAL,APPROVAL
GABRD,CLORAZEPIC ACID,APPROVAL
GABRD,CENOBAMATE,APPROVAL
GABRD,GLUTETHIMIDE,APPROVAL
GABRD,PRAZEPAM,APPROVAL
GABRD,TRICLOFOS SODIUM,APPROVAL
GABRD,PENTOBARBITAL,APPROVAL
GABRD,FLURAZEPAM HYDROCHLORIDE,APPROVAL
GABRD,OXAZEPAM,APPROVAL
GABRD,METHOHEXITAL,APPROVAL
GABRD,CLOBAZAM,APPROVAL
GABRD,QUAZEPAM,APPROVAL
GABRD,TOPIRAMATE,APPROVAL
GABRD,CHLORDIAZEPOXIDE HYDROCHLORIDE,APPROVAL
GABRD,METHARBITAL,APPROVAL
GABRD,REMIMAZOLAM,APPROVAL
GABRD,TALBUTAL,APPROVAL
GABRD,ESTAZOLAM,APPROVAL
GABRD,TEMAZEPAM,APPROVAL
GABRD,ACAMPROSATE CALCIUM,APPROVAL
GABRD,MIDAZOLAM HYDROCHLORIDE,APPROVAL
GABRD,DESFLURANE,APPROVAL
GABRD,ZURANOLONE,APPROVAL
GABRD,THIAMYLAL,APPROVAL
GABRD,DIAZEPAM,APPROVAL
GABRD,MIDAZOLAM,APPROVAL
GABRD,MEPROBAMATE,APPROVAL
GABRD,METHOXYFLURANE,APPROVAL
GABRD,CLORAZEPATE DIPOTASSIUM,APPROVAL
GABRD,CHLORDIAZEPOXIDE,APPROVAL
GABRD,ETIFOXINE,APPROVAL
GABRD,ENFLURANE,APPROVAL
IMPA1,LITHIUM CITRATE,APPROVAL
IMPA1,LITHIUM CARBONATE,APPROVAL
NPR3,CARPERITIDE,APPROVAL
PDE2A,DIPYRIDAMOLE,APPROVAL
PDE2A,PENTOXIFYLLINE,APPROVAL
BMPR1B,DIBOTERMIN ALFA,APPROVAL
BMPR1B,EPTOTERMIN ALFA,APPROVAL
HTR4,PRUCALOPRIDE SUCCINATE,APPROVAL
HTR4,AMISULPRIDE,APPROVAL
HTR4,METOCLOPRAMIDE HYDROCHLORIDE,APPROVAL
HTR4,METOCLOPRAMIDE,APPROVAL
HTR4,PRUCALOPRIDE,APPROVAL
HTR4,CISAPRIDE,APPROVAL
HTR4,TEGASEROD,APPROVAL
HTR4,ZIMELDINE,APPROVAL
HTR4,TEGASEROD MALEATE,APPROVAL
HTR4,DEXFENFLURAMINE,APPROVAL
HTR4,CLEBOPRIDE,APPROVAL
HTR4,MOSAPRIDE,APPROVAL
HTR4,LEVOSULPIRIDE,APPROVAL
CACNG4,BEPRIDIL,APPROVAL
CACNG4,GABAPENTIN ENACARBIL,APPROVAL
CACNG4,SULOCTIDIL,APPROVAL
CACNG4,GABAPENTIN,APPROVAL
CACNG4,TERODILINE,APPROVAL
CACNG4,PHLOROGLUCINOL,APPROVAL
CACNG4,PREGABALIN,APPROVAL
CACNG7,PREGABALIN,APPROVAL
CACNG7,GABAPENTIN,APPROVAL
CACNG7,SULOCTIDIL,APPROVAL
CACNG7,BEPRIDIL,APPROVAL
CACNG7,PHLOROGLUCINOL,APPROVAL
CACNG7,GABAPENTIN ENACARBIL,APPROVAL
CACNG7,TERODILINE,APPROVAL
CACNG6,BEPRIDIL,APPROVAL
CACNG6,PHLOROGLUCINOL,APPROVAL
CACNG6,PREGABALIN,APPROVAL
CACNG6,SULOCTIDIL,APPROVAL
CACNG6,TERODILINE,APPROVAL
CACNG6,GABAPENTIN,APPROVAL
CACNG6,GABAPENTIN ENACARBIL,APPROVAL
CACNG5,PREGABALIN,APPROVAL
CACNG5,PHLOROGLUCINOL,APPROVAL
CACNG5,SULOCTIDIL,APPROVAL
CACNG5,GABAPENTIN,APPROVAL
CACNG5,GABAPENTIN ENACARBIL,APPROVAL
CACNG5,BEPRIDIL,APPROVAL
CACNG5,TERODILINE,APPROVAL
PRKAA2,ACADESINE,APPROVAL
HNF4A,ALVERINE,APPROVAL
GAA,VOGLIBOSE,APPROVAL
GAA,MIGLITOL,APPROVAL
GRIK2,TOPIRAMATE,APPROVAL
SLC12A1,ETHACRYNIC ACID,APPROVAL
SLC12A1,TORSEMIDE,APPROVAL
SLC12A1,ETHACRYNATE SODIUM,APPROVAL
SLC12A1,BUMETANIDE,APPROVAL
SLC12A1,FUROSEMIDE,APPROVAL
MAPK11,REGORAFENIB,APPROVAL
SI,VOGLIBOSE,APPROVAL
DRD3,AMOXAPINE,APPROVAL
DRD3,TRIFLUOPERAZINE HYDROCHLORIDE,APPROVAL
DRD3,LOXAPINE SUCCINATE,APPROVAL
DRD3,THIORIDAZINE,APPROVAL
DRD3,PIMOZIDE,APPROVAL
DRD3,CHLORPROMAZINE,APPROVAL
DRD3,ROPINIROLE,APPROVAL
DRD3,PRAMIPEXOLE,APPROVAL
DRD3,AMISULPRIDE,APPROVAL
DRD3,ROTIGOTINE,APPROVAL
DRD3,BLONANSERIN,APPROVAL
DRD3,BROMOCRIPTINE,APPROVAL
DRD3,APOMORPHINE HYDROCHLORIDE,APPROVAL
DRD3,THIORIDAZINE HYDROCHLORIDE,APPROVAL
DRD3,TIAPRIDE,APPROVAL
DRD3,TRIFLUOPERAZINE,APPROVAL
DRD3,OLANZAPINE,APPROVAL
DRD3,LEVODOPA,APPROVAL
DRD3,OLANZAPINE PAMOATE,APPROVAL
DRD3,CARIPRAZINE HYDROCHLORIDE,APPROVAL
DRD3,PROMAZINE,APPROVAL
DRD3,HALOPERIDOL,APPROVAL
DRD3,CHLORPROMAZINE HYDROCHLORIDE,APPROVAL
DRD3,PRAMIPEXOLE DIHYDROCHLORIDE,APPROVAL
DRD3,HALOPERIDOL LACTATE,APPROVAL
DRD3,LEVOMEPROMAZINE,APPROVAL
DRD3,BROMOCRIPTINE MESYLATE,APPROVAL
DRD3,DROPERIDOL,APPROVAL
DRD3,LOXAPINE,APPROVAL
DRD3,CARIPRAZINE,APPROVAL
DRD3,CHLORPROTHIXENE,APPROVAL
DRD3,ROPINIROLE HYDROCHLORIDE,APPROVAL
DRD3,PERGOLIDE,APPROVAL
DRD3,APOMORPHINE,APPROVAL
DRD3,HALOPERIDOL DECANOATE,APPROVAL
DRD3,ERGOLOID MESYLATES,APPROVAL
TYMP,TIPIRACIL HYDROCHLORIDE,APPROVAL
TYMP,TIPIRACIL,APPROVAL
COL27A1,OCRIPLASMIN,APPROVAL
COL27A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,APPROVAL
HTR6,AMISULPRIDE,APPROVAL
HTR6,DEXFENFLURAMINE,APPROVAL
HTR6,ZIMELDINE,APPROVAL
F11,HUMAN C1-ESTERASE INHIBITOR,APPROVAL
COL28A1,OCRIPLASMIN,APPROVAL
COL28A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,APPROVAL
F13A1,CATRIDECACOG,APPROVAL
MGAM,VOGLIBOSE,APPROVAL
MGAM,MIGLITOL,APPROVAL
MGAM,ACARBOSE,APPROVAL
PRKAB2,ACADESINE,APPROVAL
ATP1B3,LANATOSIDE C,APPROVAL
ATP1B3,DESLANOSIDE,APPROVAL
ATP1B3,DIGOXIN,APPROVAL
ATP1B3,ACETYLDIGITOXIN,APPROVAL
ATP1B3,DIGITOXIN,APPROVAL
SRD5A1,DUTASTERIDE,APPROVAL
SRD5A1,ABIRATERONE,APPROVAL
KLKB1,BEROTRALSTAT,APPROVAL
KLKB1,HUMAN C1-ESTERASE INHIBITOR,APPROVAL
KLKB1,BEROTRALSTAT HYDROCHLORIDE,APPROVAL
KLKB1,APROTININ,APPROVAL
KLKB1,ECALLANTIDE,APPROVAL
KLKB1,LANADELUMAB,APPROVAL
PDE7A,PENTOXIFYLLINE,APPROVAL
PDE7A,FLAVOXATE HYDROCHLORIDE,APPROVAL
PDE7A,DIPYRIDAMOLE,APPROVAL
PDE7A,FLAVOXATE,APPROVAL
CPS1,CARGLUMIC ACID,APPROVAL
GLRB,ENFLURANE,APPROVAL
GLRB,ISOFLURANE,APPROVAL
GLRB,METHOXYFLURANE,APPROVAL
GLRB,HALOTHANE,APPROVAL
GLRB,SEVOFLURANE,APPROVAL
GLRB,DESFLURANE,APPROVAL
MTNR1A,MELATONIN,APPROVAL
MTNR1A,AGOMELATINE,APPROVAL
MTNR1A,TASIMELTEON,APPROVAL
MTNR1A,RAMELTEON,APPROVAL
EPHA5,VANDETANIB,APPROVAL
CA4,METHAZOLAMIDE,APPROVAL
CA4,ETHOXZOLAMIDE,APPROVAL
CA4,ACETAZOLAMIDE SODIUM,APPROVAL
CA4,DICHLORPHENAMIDE,APPROVAL
CA4,TOPIRAMATE,APPROVAL
CA4,SULTHIAME,APPROVAL
CA4,ACETAZOLAMIDE,APPROVAL
SOD1,TOFERSEN,APPROVAL
NR1H4,URSODIOL,APPROVAL
NR1H4,OBETICHOLIC ACID,APPROVAL
NR1H4,CHENODIOL,APPROVAL
FXYD2,DIGOXIN,APPROVAL
FXYD2,ACETYLDIGITOXIN,APPROVAL
FXYD2,DESLANOSIDE,APPROVAL
FXYD2,DIGITOXIN,APPROVAL
FXYD2,LANATOSIDE C,APPROVAL
RPL3,ATALUREN,APPROVAL
IL11RA,OPRELVEKIN,APPROVAL
SDC4,REPOTRECTINIB,APPROVAL
OXTR,ATOSIBAN,APPROVAL
OXTR,CARBETOCIN,APPROVAL
OXTR,OXYTOCIN,APPROVAL
OXTR,ATOSIBAN ACETATE,APPROVAL
F2,ARGATROBAN,APPROVAL
F2,DABIGATRAN,APPROVAL
F2,BIVALIRUDIN,APPROVAL
F2,XIMELAGATRAN,APPROVAL
F2,DABIGATRAN ETEXILATE,APPROVAL
F2,LEPIRUDIN,APPROVAL
F2,DEFIBROTIDE,APPROVAL
F2,PROTHROMBIN,APPROVAL
F2,DABIGATRAN ETEXILATE MESYLATE,APPROVAL
F2,ANTITHROMBIN ALFA,APPROVAL
F2,DESIRUDIN,APPROVAL
CEACAM5,ARCITUMOMAB,APPROVAL
SSTR1,LUTETIUM OXODOTREOTIDE LU-177,APPROVAL
SSTR1,OCTREOTIDE ACETATE,APPROVAL
SSTR1,PASIREOTIDE,APPROVAL
SSTR1,OCTREOTIDE,APPROVAL
SSTR1,PASIREOTIDE PAMOATE,APPROVAL
CPT1B,PERHEXILINE,APPROVAL
MC4R,BREMELANOTIDE,APPROVAL
MC4R,BREMELANOTIDE ACETATE,APPROVAL
MC4R,SETMELANOTIDE ACETATE,APPROVAL
MC4R,SETMELANOTIDE,APPROVAL
EPCAM,CATUMAXOMAB,APPROVAL
EPCAM,EDRECOLOMAB,APPROVAL
EPCAM,OPORTUZUMAB MONATOX,APPROVAL
SLC22A6,PROBENECID,APPROVAL
LHCGR,CHORIOGONADOTROPIN ALFA,APPROVAL
LHCGR,"GONADOTROPIN, CHORIONIC",APPROVAL
LHCGR,LUTROPIN ALFA,APPROVAL
LHCGR,MENOTROPINS,APPROVAL
INHBA,SOTATERCEPT,APPROVAL
COL4A3,OCRIPLASMIN,APPROVAL
COL4A3,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,APPROVAL
VEGFA,BEVACIZUMAB GAMMA,APPROVAL
VEGFA,FARICIMAB,APPROVAL
VEGFA,RANIBIZUMAB,APPROVAL
VEGFA,BEVACIZUMAB,APPROVAL
VEGFA,PEGAPTANIB SODIUM,APPROVAL
VEGFA,ABICIPAR PEGOL,APPROVAL
VEGFA,AFLIBERCEPT,APPROVAL
VEGFA,BROLUCIZUMAB,APPROVAL
IFNA4,SIFALIMUMAB,APPROVAL
IFNA6,SIFALIMUMAB,APPROVAL
IFNA21,SIFALIMUMAB,APPROVAL
KCNJ3,VERNAKALANT,APPROVAL
KCNJ3,VERNAKALANT HYDROCHLORIDE,APPROVAL
GRIK4,TOPIRAMATE,APPROVAL
THRA,DEXTROTHYROXINE,APPROVAL
THRA,TIRATRICOL,APPROVAL
THRA,LEVOTHYROXINE,APPROVAL
THRA,DEXTROTHYROXINE SODIUM,APPROVAL
THRA,LIOTHYRONINE SODIUM,APPROVAL
THRA,LEVOTHYROXINE SODIUM,APPROVAL
THRA,LIOTHYRONINE,APPROVAL
VKORC1,PHENPROCOUMON,APPROVAL
VKORC1,PHENINDIONE,APPROVAL
VKORC1,DICUMAROL,APPROVAL
VKORC1,ACENOCOUMAROL,APPROVAL
VKORC1,WARFARIN,APPROVAL
VKORC1,WARFARIN SODIUM,APPROVAL
GRIK3,TOPIRAMATE,APPROVAL
ALAS1,GIVOSIRAN,APPROVAL
ALAS1,GIVOSIRAN SODIUM,APPROVAL
HTR7,DEXFENFLURAMINE,APPROVAL
HTR7,AMISULPRIDE,APPROVAL
HTR7,ZIMELDINE,APPROVAL
CA7,ETHOXZOLAMIDE,APPROVAL
CA7,METHAZOLAMIDE,APPROVAL
CA7,SULTHIAME,APPROVAL
GGCX,ANISINDIONE,APPROVAL
SCNN1A,TRIAMTERENE,APPROVAL
SCNN1A,AMILORIDE HYDROCHLORIDE,APPROVAL
SCNN1A,AMILORIDE,APPROVAL
LAG3,RELATLIMAB,APPROVAL
PLG,AMINOCAPROIC ACID,APPROVAL
PLG,TRANEXAMIC ACID,APPROVAL
PLG,DEFIBROTIDE,APPROVAL
PLG,STREPTOKINASE,APPROVAL
PLG,ANISTREPLASE,APPROVAL
PLG,DEFIBROTIDE SODIUM,APPROVAL
PLG,APROTININ,APPROVAL
SLC9A3,TENAPANOR,APPROVAL
SLC9A3,TENAPANOR HYDROCHLORIDE,APPROVAL
RPS6,ATALUREN,APPROVAL
IFNA1,SIFALIMUMAB,APPROVAL
CCKAR,CERULETIDE,APPROVAL
CCKAR,PROGLUMIDE,APPROVAL
IL1A,BERMEKIMAB,APPROVAL
IDO1,EPACADOSTAT,APPROVAL
IL15RA,NOGAPENDEKIN ALFA INBAKICEPT,APPROVAL
SELP,CRIZANLIZUMAB,APPROVAL
COL5A2,OCRIPLASMIN,APPROVAL
COL5A2,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,APPROVAL
IFNA2,SIFALIMUMAB,APPROVAL
COMT,TOLCAPONE,APPROVAL
COMT,OPICAPONE,APPROVAL
COMT,ENTACAPONE,APPROVAL
PGF,AFLIBERCEPT,APPROVAL
PRKAA1,ACADESINE,APPROVAL
IFNA17,SIFALIMUMAB,APPROVAL
TPH1,TELOTRISTAT ETIPRATE,APPROVAL
TPH1,TELOTRISTAT ETHYL,APPROVAL
MST1R,CRIZOTINIB,APPROVAL
LDHA,NEDOSIRAN SODIUM,APPROVAL
CEP290,SEPOFARSEN,APPROVAL
EPHB2,VANDETANIB,APPROVAL
ALDH5A1,VALPROIC ACID,APPROVAL
ALDH5A1,DIVALPROEX SODIUM,APPROVAL
ALDH5A1,VALPROATE SODIUM,APPROVAL
CYP3A5,COBICISTAT,APPROVAL
CYP3A5,RITONAVIR,APPROVAL
IFNA7,SIFALIMUMAB,APPROVAL
PDE6B,PENTOXIFYLLINE,APPROVAL
PDE6B,DIPYRIDAMOLE,APPROVAL
PSEN2,NIROGACESTAT HYDROBROMIDE,APPROVAL
PSEN2,NIROGACESTAT,APPROVAL
PARP3,VELIPARIB,APPROVAL
PARP3,OLAPARIB,APPROVAL
PARP3,RUCAPARIB,APPROVAL
PARP3,RUCAPARIB CAMSYLATE,APPROVAL
RPL17,ATALUREN,APPROVAL
LEPR,METRELEPTIN,APPROVAL
SLC29A1,DIPYRIDAMOLE,APPROVAL
APOB,MIPOMERSEN SODIUM,APPROVAL
APOB,MIPOMERSEN,APPROVAL
CA2,ETHOXZOLAMIDE,APPROVAL
CA2,DICHLORPHENAMIDE,APPROVAL
CA2,TOPIRAMATE,APPROVAL
CA2,SULTHIAME,APPROVAL
CA2,DORZOLAMIDE,APPROVAL
CA2,ACETAZOLAMIDE SODIUM,APPROVAL
CA2,DORZOLAMIDE HYDROCHLORIDE,APPROVAL
CA2,METHAZOLAMIDE,APPROVAL
CA2,BRINZOLAMIDE,APPROVAL
CA2,POLMACOXIB,APPROVAL
CA2,ACETAZOLAMIDE,APPROVAL
PSEN1,NIROGACESTAT,APPROVAL
PSEN1,NIROGACESTAT HYDROBROMIDE,APPROVAL
IFNA16,SIFALIMUMAB,APPROVAL
CYP3A43,RITONAVIR,APPROVAL
CYP3A43,COBICISTAT,APPROVAL
P2RY12,TICAGRELOR,APPROVAL
P2RY12,CANGRELOR TETRASODIUM,APPROVAL
P2RY12,PRASUGREL HYDROCHLORIDE,APPROVAL
P2RY12,CLOPIDOGREL HYDROBROMIDE,APPROVAL
P2RY12,CANGRELOR,APPROVAL
P2RY12,TICLOPIDINE HYDROCHLORIDE,APPROVAL
P2RY12,TICLOPIDINE,APPROVAL
P2RY12,PRASUGREL,APPROVAL
P2RY12,CLOPIDOGREL HYDROCHLORIDE,APPROVAL
P2RY12,CLOPIDOGREL,APPROVAL
P2RY12,CLOPIDOGREL BISULFATE,APPROVAL
P2RY12,CLOPIDOGREL BESILATE,APPROVAL
FGF23,BUROSUMAB,APPROVAL
CYP3A4,COBICISTAT,APPROVAL
CYP3A4,RITONAVIR,APPROVAL
RPS20,ATALUREN,APPROVAL
DRD4,TRIFLUOPERAZINE HYDROCHLORIDE,APPROVAL
DRD4,LEVOMEPROMAZINE,APPROVAL
DRD4,THIORIDAZINE,APPROVAL
DRD4,AMOXAPINE,APPROVAL
DRD4,DROPERIDOL,APPROVAL
DRD4,LOXAPINE,APPROVAL
DRD4,LOXAPINE SUCCINATE,APPROVAL
DRD4,APOMORPHINE,APPROVAL
DRD4,OLANZAPINE,APPROVAL
DRD4,CHLORPROMAZINE HYDROCHLORIDE,APPROVAL
DRD4,ROPINIROLE HYDROCHLORIDE,APPROVAL
DRD4,ROTIGOTINE,APPROVAL
DRD4,HALOPERIDOL LACTATE,APPROVAL
DRD4,ROPINIROLE,APPROVAL
DRD4,HALOPERIDOL DECANOATE,APPROVAL
DRD4,OLANZAPINE PAMOATE,APPROVAL
DRD4,PRAMIPEXOLE DIHYDROCHLORIDE,APPROVAL
DRD4,HALOPERIDOL,APPROVAL
DRD4,PIMOZIDE,APPROVAL
DRD4,THIORIDAZINE HYDROCHLORIDE,APPROVAL
DRD4,CLOTHIAPINE,APPROVAL
DRD4,PROMAZINE,APPROVAL
DRD4,BROMOCRIPTINE MESYLATE,APPROVAL
DRD4,ERGOLOID MESYLATES,APPROVAL
DRD4,PRAMIPEXOLE,APPROVAL
DRD4,APOMORPHINE HYDROCHLORIDE,APPROVAL
DRD4,TRIFLUOPERAZINE,APPROVAL
DRD4,CHLORPROMAZINE,APPROVAL
DRD4,PERGOLIDE,APPROVAL
DRD4,BROMOCRIPTINE,APPROVAL
APH1A,NIROGACESTAT,APPROVAL
APH1A,NIROGACESTAT HYDROBROMIDE,APPROVAL
KLK3,CAPROMAB,APPROVAL
GNRHR,LINZAGOLIX CHOLINE,APPROVAL
GNRHR,GONADORELIN,APPROVAL
GNRHR,RELUGOLIX,APPROVAL
GNRHR,HISTRELIN,APPROVAL
GNRHR,TRIPTORELIN PAMOATE,APPROVAL
GNRHR,BUSERELIN,APPROVAL
GNRHR,DEGARELIX,APPROVAL
GNRHR,GOSERELIN,APPROVAL
GNRHR,HISTRELIN ACETATE,APPROVAL
GNRHR,ELAGOLIX SODIUM,APPROVAL
GNRHR,GOSERELIN ACETATE,APPROVAL
GNRHR,NAFARELIN ACETATE,APPROVAL
GNRHR,CETRORELIX,APPROVAL
GNRHR,GANIRELIX,APPROVAL
GNRHR,ABARELIX,APPROVAL
GNRHR,LEUPROLIDE MESYLATE,APPROVAL
GNRHR,LEUPROLIDE,APPROVAL
GNRHR,CETRORELIX ACETATE,APPROVAL
GNRHR,LEUPROLIDE ACETATE,APPROVAL
GNRHR,TRIPTORELIN,APPROVAL
GNRHR,NAFARELIN,APPROVAL
GNRHR,DEGARELIX ACETATE,APPROVAL
RPL24,ATALUREN,APPROVAL
CHRNA3,PENTOLINIUM,APPROVAL
CHRNA3,TRIMETHAPHAN,APPROVAL
CHRNA3,MECAMYLAMINE,APPROVAL
COL18A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,APPROVAL
COL18A1,OCRIPLASMIN,APPROVAL
CALCA,EPTINEZUMAB,APPROVAL
CALCA,GALCANEZUMAB,APPROVAL
CALCA,FREMANEZUMAB,APPROVAL
RPL29,ATALUREN,APPROVAL
SOST,ROMOSOZUMAB,APPROVAL
RPL10A,ATALUREN,APPROVAL
IFNA5,SIFALIMUMAB,APPROVAL
RPS2,ATALUREN,APPROVAL
SERPINC1,HEPARIN SODIUM,APPROVAL
SERPINC1,TINZAPARIN SODIUM,APPROVAL
SERPINC1,DALTEPARIN SODIUM,APPROVAL
SERPINC1,FONDAPARINUX SODIUM,APPROVAL
SERPINC1,NADROPARIN CALCIUM,APPROVAL
SERPINC1,HEPARIN CALCIUM,APPROVAL
SERPINC1,DANAPAROID SODIUM,APPROVAL
SERPINC1,FONDAPARINUX,APPROVAL
SERPINC1,ENOXAPARIN SODIUM,APPROVAL
SERPINC1,HEPARIN,APPROVAL
SSTR3,LUTETIUM OXODOTREOTIDE LU-177,APPROVAL
SSTR3,OCTREOTIDE ACETATE,APPROVAL
SSTR3,PASIREOTIDE,APPROVAL
SSTR3,PASIREOTIDE PAMOATE,APPROVAL
SSTR3,OCTREOTIDE,APPROVAL
HRH3,BETAHISTINE,APPROVAL
HRH3,PITOLISANT HYDROCHLORIDE,APPROVAL
HRH3,PITOLISANT,APPROVAL
RPS12,ATALUREN,APPROVAL
RPL12,ATALUREN,APPROVAL
TBXAS1,PICOTAMIDE,APPROVAL
IFNA10,SIFALIMUMAB,APPROVAL
RPL27A,ATALUREN,APPROVAL
SSTR4,OCTREOTIDE ACETATE,APPROVAL
SSTR4,OCTREOTIDE,APPROVAL
SSTR4,LUTETIUM OXODOTREOTIDE LU-177,APPROVAL
RPL38,ATALUREN,APPROVAL
ATP1B1,DESLANOSIDE,APPROVAL
ATP1B1,LANATOSIDE C,APPROVAL
ATP1B1,DIGITOXIN,APPROVAL
ATP1B1,ACETYLDIGITOXIN,APPROVAL
ATP1B1,DIGOXIN,APPROVAL
IFNA14,SIFALIMUMAB,APPROVAL
CA9,ETHOXZOLAMIDE,APPROVAL
CA9,SULTHIAME,APPROVAL
RPL35,ATALUREN,APPROVAL
F2R,VORAPAXAR SULFATE,APPROVAL
F2R,VORAPAXAR,APPROVAL
REN,ALISKIREN FUMARATE,APPROVAL
REN,ALISKIREN,APPROVAL
COL4A6,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,APPROVAL
COL4A6,OCRIPLASMIN,APPROVAL
TTR,ACORAMIDIS HYDROCHLORIDE,APPROVAL
TTR,EPLONTERSEN,APPROVAL
TTR,TAFAMIDIS,APPROVAL
TTR,TAFAMIDIS MEGLUMINE,APPROVAL
TTR,VUTRISIRAN,APPROVAL
TTR,PATISIRAN SODIUM,APPROVAL
TTR,INOTERSEN,APPROVAL
TTR,ACORAMIDIS,APPROVAL
TTR,PATISIRAN,APPROVAL
TTR,INOTERSEN SODIUM,APPROVAL
TTR,VUTRISIRAN SODIUM,APPROVAL
TTR,EPLONTERSEN SODIUM,APPROVAL
KCNN4,CHLORZOXAZONE,APPROVAL
PDE1C,PENTOXIFYLLINE,APPROVAL
PDE1C,DIPYRIDAMOLE,APPROVAL
ABCA1,PROBUCOL,APPROVAL
ANO1,CROFELEMER,APPROVAL
GPNMB,GLEMBATUMUMAB VEDOTIN,APPROVAL
GHSR,MACIMORELIN,APPROVAL
GHSR,IBUTAMOREN,APPROVAL
GHSR,ANAMORELIN HYDROCHLORIDE,APPROVAL
SMN1,ONASEMNOGENE ABEPARVOVEC,APPROVAL
RPL14,ATALUREN,APPROVAL
PDE6G,PENTOXIFYLLINE,APPROVAL
PDE6G,DIPYRIDAMOLE,APPROVAL
NCSTN,NIROGACESTAT HYDROBROMIDE,APPROVAL
NCSTN,NIROGACESTAT,APPROVAL
RPL8,ATALUREN,APPROVAL
IFNA8,SIFALIMUMAB,APPROVAL
HTR2A,ZIMELDINE,APPROVAL
HTR2A,TRIFLUOPERAZINE HYDROCHLORIDE,APPROVAL
HTR2A,BREXPIPRAZOLE,APPROVAL
HTR2A,HALOPERIDOL DECANOATE,APPROVAL
HTR2A,PALIPERIDONE,APPROVAL
HTR2A,CYCLOBENZAPRINE,APPROVAL
HTR2A,ZIPRASIDONE MESYLATE,APPROVAL
HTR2A,MIRTAZAPINE,APPROVAL
HTR2A,CHLORPROMAZINE HYDROCHLORIDE,APPROVAL
HTR2A,MOLINDONE,APPROVAL
HTR2A,CHLORPROTHIXENE,APPROVAL
HTR2A,MESORIDAZINE,APPROVAL
HTR2A,LOXAPINE SUCCINATE,APPROVAL
HTR2A,QUETIAPINE,APPROVAL
HTR2A,SARPOGRELATE,APPROVAL
HTR2A,CYCLOBENZAPRINE HYDROCHLORIDE,APPROVAL
HTR2A,NEFAZODONE HYDROCHLORIDE,APPROVAL
HTR2A,AMISULPRIDE,APPROVAL
HTR2A,ASENAPINE MALEATE,APPROVAL
HTR2A,LURASIDONE HYDROCHLORIDE,APPROVAL
HTR2A,TRIFLUOPERAZINE,APPROVAL
HTR2A,PIMAVANSERIN TARTRATE,APPROVAL
HTR2A,LOXAPINE,APPROVAL
HTR2A,ILOPERIDONE,APPROVAL
HTR2A,TRIMIPRAMINE,APPROVAL
HTR2A,NEFAZODONE,APPROVAL
HTR2A,THIORIDAZINE HYDROCHLORIDE,APPROVAL
HTR2A,CLOTHIAPINE,APPROVAL
HTR2A,TRAZODONE HYDROCHLORIDE,APPROVAL
HTR2A,CLOZAPINE,APPROVAL
HTR2A,THIORIDAZINE,APPROVAL
HTR2A,LURASIDONE,APPROVAL
HTR2A,BLONANSERIN,APPROVAL
HTR2A,ARIPIPRAZOLE LAUROXIL,APPROVAL
HTR2A,LUMATEPERONE,APPROVAL
HTR2A,OLANZAPINE,APPROVAL
HTR2A,DEXFENFLURAMINE,APPROVAL
HTR2A,TRAZODONE,APPROVAL
HTR2A,RISPERIDONE,APPROVAL
HTR2A,TRIMIPRAMINE MALEATE,APPROVAL
HTR2A,PROMAZINE,APPROVAL
HTR2A,CHLORPROMAZINE,APPROVAL
HTR2A,HALOPERIDOL LACTATE,APPROVAL
HTR2A,DROPERIDOL,APPROVAL
HTR2A,MOLINDONE HYDROCHLORIDE,APPROVAL
HTR2A,OLANZAPINE PAMOATE,APPROVAL
HTR2A,PIMAVANSERIN,APPROVAL
HTR2A,ASENAPINE,APPROVAL
HTR2A,MINAPRINE,APPROVAL
HTR2A,QUETIAPINE FUMARATE,APPROVAL
HTR2A,THIOTHIXENE,APPROVAL
HTR2A,SERTINDOLE,APPROVAL
HTR2A,HALOPERIDOL,APPROVAL
HTR2A,ZIPRASIDONE HYDROCHLORIDE,APPROVAL
HTR2A,ARIPIPRAZOLE,APPROVAL
HTR2A,PALIPERIDONE PALMITATE,APPROVAL
HTR2A,ZIPRASIDONE,APPROVAL
HTR2A,PIMOZIDE,APPROVAL
HTR2A,CARPHENAZINE,APPROVAL
IFNA13,SIFALIMUMAB,APPROVAL
PDE6D,PENTOXIFYLLINE,APPROVAL
PDE6D,DIPYRIDAMOLE,APPROVAL
PDE6A,DIPYRIDAMOLE,APPROVAL
