Target (Gene),Drug Name,maxClinicalStage
OPRM1,CODEINE PHOSPHATE,APPROVAL
OPRM1,DIPHENOXYLATE,APPROVAL
OPRM1,METHADONE,APPROVAL
OPRM1,BUTORPHANOL TARTRATE,APPROVAL
OPRM1,MORPHINE SULFATE,APPROVAL
OPRM1,FENTANYL CITRATE,APPROVAL
OPRM1,MEPTAZINOL,APPROVAL
OPRM1,CODEINE SULFATE,APPROVAL
OPRM1,SUFENTANIL,APPROVAL
OPRM1,NALDEMEDINE,APPROVAL
OPRM1,SUFENTANIL CITRATE,APPROVAL
OPRM1,REMIFENTANIL,APPROVAL
OPRM1,OXYMORPHONE,APPROVAL
OPRM1,HYDROMORPHONE HYDROCHLORIDE,APPROVAL
OPRM1,NALDEMEDINE TOSYLATE,APPROVAL
OPRM1,CODEINE,APPROVAL
OPRM1,BUTORPHANOL,APPROVAL
OPRM1,TRAMADOL HYDROCHLORIDE,APPROVAL
TACR3,ELINZANETANT,APPROVAL
TACR3,FEZOLINETANT,APPROVAL
THRB,TIRATRICOL,APPROVAL
THRB,LEVOTHYROXINE,APPROVAL
THRB,DEXTROTHYROXINE,APPROVAL
THRB,LIOTHYRONINE SODIUM,APPROVAL
THRB,LIOTHYRONINE,APPROVAL
THRB,LEVOTHYROXINE SODIUM,APPROVAL
THRB,RESMETIROM,APPROVAL
THRB,DEXTROTHYROXINE SODIUM,APPROVAL
GABRA5,GANAXOLONE,APPROVAL
GABRA5,DIAZEPAM,APPROVAL
GABRA5,BREXANOLONE,APPROVAL
GABRA5,MIDAZOLAM HYDROCHLORIDE,APPROVAL
GABRA5,REMIMAZOLAM BESYLATE,APPROVAL
GABRA5,CLOBAZAM,APPROVAL
GABRA5,ENFLURANE,APPROVAL
GABRA5,SECOBARBITAL,APPROVAL
GABRA5,FLURAZEPAM,APPROVAL
GABRA5,TRICLOFOS SODIUM,APPROVAL
GABRA5,ETOMIDATE,APPROVAL
GABRA5,ACAMPROSATE CALCIUM,APPROVAL
GABRA5,PENTOBARBITAL,APPROVAL
GABRA5,FLUNITRAZEPAM,APPROVAL
GABRA5,OXAZEPAM,APPROVAL
GABRA5,ISOFLURANE,APPROVAL
GABRA5,ETHCHLORVYNOL,APPROVAL
GABRA5,PRIMIDONE,APPROVAL
GABRA5,ESZOPICLONE,APPROVAL
GABRA5,MIDAZOLAM,APPROVAL
GABRA5,ALPRAZOLAM,APPROVAL
GABRA5,CHLORDIAZEPOXIDE,APPROVAL
GABRA5,FLUMAZENIL,APPROVAL
GABRA5,MEPROBAMATE,APPROVAL
GABRA5,CENOBAMATE,APPROVAL
GABRA5,LORAZEPAM,APPROVAL
GABRA5,CHLORDIAZEPOXIDE HYDROCHLORIDE,APPROVAL
GABRA5,CLORAZEPIC ACID,APPROVAL
GABRA5,QUAZEPAM,APPROVAL
GABRA5,METHYPRYLON,APPROVAL
GABRA5,HALOTHANE,APPROVAL
GABRA5,BUTABARBITAL,APPROVAL
GABRA5,THIOPENTAL,APPROVAL
GABRA5,CLONAZEPAM,APPROVAL
GABRA5,ETIFOXINE,APPROVAL
GABRA5,METHOHEXITAL,APPROVAL
GABRA5,REMIMAZOLAM,APPROVAL
GABRA5,SEVOFLURANE,APPROVAL
GABRA5,CLORAZEPATE DIPOTASSIUM,APPROVAL
GABRA5,TALBUTAL,APPROVAL
GABRA5,THIAMYLAL,APPROVAL
GABRA5,ZOPICLONE,APPROVAL
GABRA5,ESTAZOLAM,APPROVAL
GABRA5,PROPOFOL,APPROVAL
GABRA5,HALAZEPAM,APPROVAL
GABRA5,DESFLURANE,APPROVAL
GABRA5,BUTALBITAL,APPROVAL
GABRA5,FLURAZEPAM HYDROCHLORIDE,APPROVAL
GABRA5,METHOXYFLURANE,APPROVAL
GABRA5,TOPIRAMATE,APPROVAL
GABRA5,ACAMPROSATE,APPROVAL
GABRA5,GLUTETHIMIDE,APPROVAL
GABRA5,TRIAZOLAM,APPROVAL
GABRA5,METHARBITAL,APPROVAL
GABRA5,PRAZEPAM,APPROVAL
GABRA5,ZURANOLONE,APPROVAL
GABRA5,CLOTIAZEPAM,APPROVAL
GABRA5,TEMAZEPAM,APPROVAL
COL11A2,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,APPROVAL
COL11A2,OCRIPLASMIN,APPROVAL
BMX,RITLECITINIB TOSYLATE,APPROVAL
BMX,RITLECITINIB,APPROVAL
CACNA1G,TERODILINE,APPROVAL
CACNA1G,MIBEFRADIL,APPROVAL
CACNA1G,PHENSUXIMIDE,APPROVAL
CACNA1G,BEPRIDIL,APPROVAL
CACNA1G,SULOCTIDIL,APPROVAL
CACNA1G,PARAMETHADIONE,APPROVAL
CACNA1G,PREGABALIN,APPROVAL
CACNA1G,TRIMETHADIONE,APPROVAL
CACNA1G,PHLOROGLUCINOL,APPROVAL
CACNA1G,GABAPENTIN,APPROVAL
CACNA1G,ETHOSUXIMIDE,APPROVAL
CACNA1G,METHSUXIMIDE,APPROVAL
CACNA1G,GABAPENTIN ENACARBIL,APPROVAL
CACNB4,TERODILINE,APPROVAL
CACNB4,PHLOROGLUCINOL,APPROVAL
CACNB4,BEPRIDIL,APPROVAL
CACNB4,SULOCTIDIL,APPROVAL
CACNB4,PREGABALIN,APPROVAL
CACNB4,GABAPENTIN,APPROVAL
CACNB4,GABAPENTIN ENACARBIL,APPROVAL
ACP3,SIPULEUCEL-T,APPROVAL
GABRB2,TRICLOFOS SODIUM,APPROVAL
GABRB2,GLUTETHIMIDE,APPROVAL
GABRB2,MEPROBAMATE,APPROVAL
GABRB2,PRIMIDONE,APPROVAL
GABRB2,PROPOFOL,APPROVAL
GABRB2,ZOPICLONE,APPROVAL
GABRB2,METHOHEXITAL,APPROVAL
GABRB2,FLUNITRAZEPAM,APPROVAL
GABRB2,ETHCHLORVYNOL,APPROVAL
GABRB2,METHOXYFLURANE,APPROVAL
GABRB2,MIDAZOLAM,APPROVAL
GABRB2,TRIAZOLAM,APPROVAL
GABRB2,ACAMPROSATE CALCIUM,APPROVAL
GABRB2,TEMAZEPAM,APPROVAL
GABRB2,HALOTHANE,APPROVAL
GABRB2,CLORAZEPATE DIPOTASSIUM,APPROVAL
GABRB2,BUTABARBITAL,APPROVAL
GABRB2,FLURAZEPAM,APPROVAL
GABRB2,ETOMIDATE,APPROVAL
GABRB2,MIDAZOLAM HYDROCHLORIDE,APPROVAL
GABRB2,CLOTIAZEPAM,APPROVAL
GABRB2,CHLORDIAZEPOXIDE HYDROCHLORIDE,APPROVAL
GABRB2,ENFLURANE,APPROVAL
GABRB2,OXAZEPAM,APPROVAL
GABRB2,BREXANOLONE,APPROVAL
GABRB2,TOPIRAMATE,APPROVAL
GABRB2,BUTALBITAL,APPROVAL
GABRB2,HALAZEPAM,APPROVAL
GABRB2,FLURAZEPAM HYDROCHLORIDE,APPROVAL
GABRB2,ZURANOLONE,APPROVAL
GABRB2,CHLORDIAZEPOXIDE,APPROVAL
GABRB2,CLONAZEPAM,APPROVAL
GABRB2,ALPRAZOLAM,APPROVAL
GABRB2,DIAZEPAM,APPROVAL
GABRB2,METHYPRYLON,APPROVAL
GABRB2,ETIFOXINE,APPROVAL
GABRB2,METHARBITAL,APPROVAL
GABRB2,TALBUTAL,APPROVAL
GABRB2,LORAZEPAM,APPROVAL
GABRB2,REMIMAZOLAM,APPROVAL
GABRB2,GANAXOLONE,APPROVAL
GABRB2,ACAMPROSATE,APPROVAL
GABRB2,SECOBARBITAL,APPROVAL
GABRB2,QUAZEPAM,APPROVAL
GABRB2,ISOFLURANE,APPROVAL
GABRB2,PENTOBARBITAL,APPROVAL
GABRB2,THIOPENTAL,APPROVAL
GABRB2,ESZOPICLONE,APPROVAL
GABRB2,PRAZEPAM,APPROVAL
GABRB2,SEVOFLURANE,APPROVAL
GABRB2,REMIMAZOLAM BESYLATE,APPROVAL
GABRB2,FLUMAZENIL,APPROVAL
GABRB2,CLOBAZAM,APPROVAL
GABRB2,CLORAZEPIC ACID,APPROVAL
GABRB2,THIAMYLAL,APPROVAL
GABRB2,DESFLURANE,APPROVAL
GABRB2,CENOBAMATE,APPROVAL
GABRB2,ESTAZOLAM,APPROVAL
GABRA1,HALAZEPAM,APPROVAL
GABRA1,QUAZEPAM,APPROVAL
GABRA1,THIOPENTAL,APPROVAL
GABRA1,CLONAZEPAM,APPROVAL
GABRA1,PROPOFOL,APPROVAL
GABRA1,MEPROBAMATE,APPROVAL
GABRA1,METHOXYFLURANE,APPROVAL
GABRA1,FLUNITRAZEPAM,APPROVAL
GABRA1,PRAZEPAM,APPROVAL
GABRA1,ETHCHLORVYNOL,APPROVAL
GABRA1,ETOMIDATE,APPROVAL
GABRA1,GLUTETHIMIDE,APPROVAL
GABRA1,ACAMPROSATE CALCIUM,APPROVAL
GABRA1,CENOBAMATE,APPROVAL
GABRA1,SECOBARBITAL,APPROVAL
GABRA1,BUTALBITAL,APPROVAL
GABRA1,ISOFLURANE,APPROVAL
GABRA1,ESTAZOLAM,APPROVAL
GABRA1,DESFLURANE,APPROVAL
GABRA1,TRIAZOLAM,APPROVAL
GABRA1,BREXANOLONE,APPROVAL
GABRA1,LORAZEPAM,APPROVAL
GABRA1,FLURAZEPAM HYDROCHLORIDE,APPROVAL
GABRA1,MIDAZOLAM,APPROVAL
GABRA1,METHARBITAL,APPROVAL
GABRA1,CHLORDIAZEPOXIDE HYDROCHLORIDE,APPROVAL
GABRA1,PENTOBARBITAL,APPROVAL
GABRA1,METHOHEXITAL,APPROVAL
GABRA1,ZOLPIDEM TARTRATE,APPROVAL
GABRA1,PRIMIDONE,APPROVAL
GABRA1,CHLORDIAZEPOXIDE,APPROVAL
GABRA1,BUTABARBITAL,APPROVAL
GABRA1,ZURANOLONE,APPROVAL
GABRA1,ZOPICLONE,APPROVAL
GABRA1,MIDAZOLAM HYDROCHLORIDE,APPROVAL
GABRA1,ZALEPLON,APPROVAL
GABRA1,ALPRAZOLAM,APPROVAL
GABRA1,HALOTHANE,APPROVAL
GABRA1,REMIMAZOLAM,APPROVAL
GABRA1,CLORAZEPATE DIPOTASSIUM,APPROVAL
GABRA1,CLOBAZAM,APPROVAL
GABRA1,REMIMAZOLAM BESYLATE,APPROVAL
GABRA1,DIAZEPAM,APPROVAL
GABRA1,TOPIRAMATE,APPROVAL
GABRA1,ACAMPROSATE,APPROVAL
GABRA1,SEVOFLURANE,APPROVAL
GABRA1,TALBUTAL,APPROVAL
GABRA1,OXAZEPAM,APPROVAL
GABRA1,CLOTIAZEPAM,APPROVAL
GABRA1,CLORAZEPIC ACID,APPROVAL
GABRA1,TEMAZEPAM,APPROVAL
GABRA1,ZOLPIDEM,APPROVAL
GABRA1,GANAXOLONE,APPROVAL
GABRA1,THIAMYLAL,APPROVAL
GABRA1,METHYPRYLON,APPROVAL
GABRA1,FLURAZEPAM,APPROVAL
GABRA1,TRICLOFOS SODIUM,APPROVAL
GABRA1,ESZOPICLONE,APPROVAL
GABRA1,INDIPLON,APPROVAL
GABRA1,ENFLURANE,APPROVAL
GABRA1,ETIFOXINE,APPROVAL
GABRA1,FLUMAZENIL,APPROVAL
HTR1B,FROVATRIPTAN SUCCINATE,APPROVAL
HTR1B,ALMOTRIPTAN MALATE,APPROVAL
HTR1B,ELETRIPTAN HYDROBROMIDE,APPROVAL
HTR1B,NARATRIPTAN,APPROVAL
HTR1B,RIZATRIPTAN,APPROVAL
HTR1B,ELETRIPTAN,APPROVAL
HTR1B,ALMOTRIPTAN,APPROVAL
HTR1B,NARATRIPTAN HYDROCHLORIDE,APPROVAL
HTR1B,RIZATRIPTAN BENZOATE,APPROVAL
HTR1B,DEXFENFLURAMINE,APPROVAL
HTR1B,SUMATRIPTAN,APPROVAL
HTR1B,ERGOLOID MESYLATES,APPROVAL
HTR1B,FROVATRIPTAN,APPROVAL
HTR1B,AMISULPRIDE,APPROVAL
HTR1B,ZOLMITRIPTAN,APPROVAL
HTR1B,ZIMELDINE,APPROVAL
HTR1B,SUMATRIPTAN SUCCINATE,APPROVAL
GABRG1,ALPRAZOLAM,APPROVAL
GABRG1,ISOFLURANE,APPROVAL
GABRG1,METHOHEXITAL,APPROVAL
GABRG1,ENFLURANE,APPROVAL
GABRG1,TOPIRAMATE,APPROVAL
GABRG1,CLOTIAZEPAM,APPROVAL
GABRG1,MEPROBAMATE,APPROVAL
GABRG1,CLOBAZAM,APPROVAL
GABRG1,GLUTETHIMIDE,APPROVAL
GABRG1,PRIMIDONE,APPROVAL
GABRG1,METHOXYFLURANE,APPROVAL
GABRG1,DESFLURANE,APPROVAL
GABRG1,REMIMAZOLAM BESYLATE,APPROVAL
GABRG1,METHYPRYLON,APPROVAL
GABRG1,QUAZEPAM,APPROVAL
GABRG1,PROPOFOL,APPROVAL
GABRG1,ACAMPROSATE CALCIUM,APPROVAL
GABRG1,METHARBITAL,APPROVAL
GABRG1,PRAZEPAM,APPROVAL
GABRG1,TRIAZOLAM,APPROVAL
GABRG1,SEVOFLURANE,APPROVAL
GABRG1,CLORAZEPIC ACID,APPROVAL
GABRG1,PENTOBARBITAL,APPROVAL
GABRG1,ZURANOLONE,APPROVAL
GABRG1,SECOBARBITAL,APPROVAL
GABRG1,FLURAZEPAM HYDROCHLORIDE,APPROVAL
GABRG1,ESTAZOLAM,APPROVAL
GABRG1,FLUNITRAZEPAM,APPROVAL
GABRG1,THIOPENTAL,APPROVAL
GABRG1,CHLORDIAZEPOXIDE HYDROCHLORIDE,APPROVAL
GABRG1,ETOMIDATE,APPROVAL
GABRG1,ESZOPICLONE,APPROVAL
GABRG1,CENOBAMATE,APPROVAL
GABRG1,DIAZEPAM,APPROVAL
GABRG1,CLORAZEPATE DIPOTASSIUM,APPROVAL
GABRG1,BUTALBITAL,APPROVAL
GABRG1,TRICLOFOS SODIUM,APPROVAL
GABRG1,ETHCHLORVYNOL,APPROVAL
GABRG1,CHLORDIAZEPOXIDE,APPROVAL
GABRG1,HALAZEPAM,APPROVAL
GABRG1,THIAMYLAL,APPROVAL
GABRG1,CLONAZEPAM,APPROVAL
GABRG1,ETIFOXINE,APPROVAL
GABRG1,REMIMAZOLAM,APPROVAL
GABRG1,TALBUTAL,APPROVAL
GABRG1,MIDAZOLAM,APPROVAL
GABRG1,HALOTHANE,APPROVAL
GABRG1,FLURAZEPAM,APPROVAL
GABRG1,FLUMAZENIL,APPROVAL
GABRG1,LORAZEPAM,APPROVAL
GABRG1,GANAXOLONE,APPROVAL
GABRG1,ACAMPROSATE,APPROVAL
GABRG1,BUTABARBITAL,APPROVAL
GABRG1,MIDAZOLAM HYDROCHLORIDE,APPROVAL
GABRG1,BREXANOLONE,APPROVAL
GABRG1,OXAZEPAM,APPROVAL
GABRG1,TEMAZEPAM,APPROVAL
HTR3A,AMISULPRIDE,APPROVAL
HTR3A,ZIMELDINE,APPROVAL
HTR3A,DOLASETRON,APPROVAL
HTR3A,GRANISETRON,APPROVAL
HTR3A,TROPISETRON,APPROVAL
HTR3A,RAMOSETRON,APPROVAL
HTR3A,ONDANSETRON,APPROVAL
HTR3A,PALONOSETRON HYDROCHLORIDE,APPROVAL
HTR3A,CLOTHIAPINE,APPROVAL
HTR3A,METOCLOPRAMIDE HYDROCHLORIDE,APPROVAL
HTR3A,DOLASETRON MESYLATE,APPROVAL
HTR3A,PALONOSETRON,APPROVAL
HTR3A,GRANISETRON HYDROCHLORIDE,APPROVAL
HTR3A,ALOSETRON HYDROCHLORIDE,APPROVAL
HTR3A,RAMOSETRON HYDROCHLORIDE,APPROVAL
HTR3A,DEXFENFLURAMINE,APPROVAL
HTR3A,ALOSETRON,APPROVAL
HTR3A,ONDANSETRON HYDROCHLORIDE,APPROVAL
HTR3A,METOCLOPRAMIDE,APPROVAL
HTR3A,VORTIOXETINE,APPROVAL
HTR3A,CILANSETRON,APPROVAL
HTR3A,VORTIOXETINE HYDROBROMIDE,APPROVAL
HTR3A,MOSAPRIDE,APPROVAL
CACNA2D2,SULOCTIDIL,APPROVAL
CACNA2D2,PHLOROGLUCINOL,APPROVAL
CACNA2D2,MIROGABALIN,APPROVAL
CACNA2D2,GABAPENTIN,APPROVAL
CACNA2D2,PREGABALIN,APPROVAL
CACNA2D2,GABAPENTIN ENACARBIL,APPROVAL
CACNA2D2,TERODILINE,APPROVAL
CACNA2D2,BEPRIDIL,APPROVAL
CACNA2D2,MIROGABALIN BESYLATE,APPROVAL
GABRG3,MIDAZOLAM HYDROCHLORIDE,APPROVAL
GABRG3,BREXANOLONE,APPROVAL
GABRG3,ETOMIDATE,APPROVAL
GABRG3,CLONAZEPAM,APPROVAL
GABRG3,HALAZEPAM,APPROVAL
GABRG3,PROPOFOL,APPROVAL
GABRG3,CLOBAZAM,APPROVAL
GABRG3,ESZOPICLONE,APPROVAL
GABRG3,TRICLOFOS SODIUM,APPROVAL
GABRG3,FLUNITRAZEPAM,APPROVAL
GABRG3,ESTAZOLAM,APPROVAL
GABRG3,ETIFOXINE,APPROVAL
GABRG3,FLURAZEPAM,APPROVAL
GABRG3,CHLORDIAZEPOXIDE HYDROCHLORIDE,APPROVAL
GABRG3,HALOTHANE,APPROVAL
GABRG3,PRAZEPAM,APPROVAL
GABRG3,METHOHEXITAL,APPROVAL
GABRG3,ETHCHLORVYNOL,APPROVAL
GABRG3,THIOPENTAL,APPROVAL
GABRG3,ACAMPROSATE,APPROVAL
GABRG3,PENTOBARBITAL,APPROVAL
GABRG3,MIDAZOLAM,APPROVAL
GABRG3,TRIAZOLAM,APPROVAL
GABRG3,DIAZEPAM,APPROVAL
GABRG3,MEPROBAMATE,APPROVAL
GABRG3,METHYPRYLON,APPROVAL
GABRG3,QUAZEPAM,APPROVAL
GABRG3,METHOXYFLURANE,APPROVAL
GABRG3,FLUMAZENIL,APPROVAL
GABRG3,GANAXOLONE,APPROVAL
GABRG3,REMIMAZOLAM BESYLATE,APPROVAL
GABRG3,METHARBITAL,APPROVAL
GABRG3,REMIMAZOLAM,APPROVAL
GABRG3,ISOFLURANE,APPROVAL
GABRG3,DESFLURANE,APPROVAL
GABRG3,ENFLURANE,APPROVAL
GABRG3,CLORAZEPIC ACID,APPROVAL
GABRG3,LORAZEPAM,APPROVAL
GABRG3,FLURAZEPAM HYDROCHLORIDE,APPROVAL
GABRG3,BUTABARBITAL,APPROVAL
GABRG3,ALPRAZOLAM,APPROVAL
GABRG3,GLUTETHIMIDE,APPROVAL
GABRG3,CLOTIAZEPAM,APPROVAL
GABRG3,ZURANOLONE,APPROVAL
GABRG3,TOPIRAMATE,APPROVAL
GABRG3,SEVOFLURANE,APPROVAL
GABRG3,OXAZEPAM,APPROVAL
GABRG3,PRIMIDONE,APPROVAL
GABRG3,TALBUTAL,APPROVAL
GABRG3,ACAMPROSATE CALCIUM,APPROVAL
GABRG3,THIAMYLAL,APPROVAL
GABRG3,TEMAZEPAM,APPROVAL
GABRG3,BUTALBITAL,APPROVAL
GABRG3,CHLORDIAZEPOXIDE,APPROVAL
GABRG3,SECOBARBITAL,APPROVAL
GABRG3,CENOBAMATE,APPROVAL
GABRG3,CLORAZEPATE DIPOTASSIUM,APPROVAL
CHRM5,GLYCOPYRRONIUM,APPROVAL
CHRM5,GLYCOPYRRONIUM TOSYLATE,APPROVAL
CHRM5,SOFPIRONIUM BROMIDE,APPROVAL
CHRM5,TERODILINE,APPROVAL
MME,RACECADOTRIL,APPROVAL
MME,SACUBITRIL,APPROVAL
CACNG2,GABAPENTIN,APPROVAL
CACNG2,BEPRIDIL,APPROVAL
CACNG2,SULOCTIDIL,APPROVAL
CACNG2,PREGABALIN,APPROVAL
CACNG2,TERODILINE,APPROVAL
CACNG2,PHLOROGLUCINOL,APPROVAL
CACNG2,GABAPENTIN ENACARBIL,APPROVAL
CACNA1E,BEPRIDIL,APPROVAL
CACNA1E,PHLOROGLUCINOL,APPROVAL
CACNA1E,PREGABALIN,APPROVAL
CACNA1E,SULOCTIDIL,APPROVAL
CACNA1E,GABAPENTIN,APPROVAL
CACNA1E,TERODILINE,APPROVAL
CACNA1E,GABAPENTIN ENACARBIL,APPROVAL
CACNB3,BEPRIDIL,APPROVAL
CACNB3,PHLOROGLUCINOL,APPROVAL
CACNB3,GABAPENTIN ENACARBIL,APPROVAL
CACNB3,GABAPENTIN,APPROVAL
CACNB3,TERODILINE,APPROVAL
CACNB3,SULOCTIDIL,APPROVAL
CACNB3,PREGABALIN,APPROVAL
CACNG1,GABAPENTIN ENACARBIL,APPROVAL
CACNG1,PREGABALIN,APPROVAL
CACNG1,PHLOROGLUCINOL,APPROVAL
CACNG1,SULOCTIDIL,APPROVAL
CACNG1,BEPRIDIL,APPROVAL
CACNG1,GABAPENTIN,APPROVAL
CACNG1,TERODILINE,APPROVAL
CACNG8,PREGABALIN,APPROVAL
CACNG8,GABAPENTIN ENACARBIL,APPROVAL
CACNG8,SULOCTIDIL,APPROVAL
CACNG8,TERODILINE,APPROVAL
CACNG8,PHLOROGLUCINOL,APPROVAL
CACNG8,GABAPENTIN,APPROVAL
CACNG8,BEPRIDIL,APPROVAL
SOAT1,BENFLUOREX,APPROVAL
GABRQ,DIAZEPAM,APPROVAL
GABRQ,ISOFLURANE,APPROVAL
GABRQ,BUTABARBITAL,APPROVAL
GABRQ,QUAZEPAM,APPROVAL
GABRQ,PENTOBARBITAL,APPROVAL
GABRQ,PROPOFOL,APPROVAL
GABRQ,GLUTETHIMIDE,APPROVAL
GABRQ,REMIMAZOLAM BESYLATE,APPROVAL
GABRQ,MEPROBAMATE,APPROVAL
GABRQ,CLORAZEPATE DIPOTASSIUM,APPROVAL
GABRQ,CLONAZEPAM,APPROVAL
GABRQ,PRAZEPAM,APPROVAL
GABRQ,HALAZEPAM,APPROVAL
GABRQ,CHLORDIAZEPOXIDE,APPROVAL
GABRQ,BREXANOLONE,APPROVAL
GABRQ,ETHCHLORVYNOL,APPROVAL
GABRQ,MIDAZOLAM HYDROCHLORIDE,APPROVAL
GABRQ,FLUNITRAZEPAM,APPROVAL
GABRQ,CHLORDIAZEPOXIDE HYDROCHLORIDE,APPROVAL
GABRQ,ZURANOLONE,APPROVAL
GABRQ,HALOTHANE,APPROVAL
GABRQ,SECOBARBITAL,APPROVAL
GABRQ,SEVOFLURANE,APPROVAL
GABRQ,CLOTIAZEPAM,APPROVAL
GABRQ,CLOBAZAM,APPROVAL
GABRQ,CENOBAMATE,APPROVAL
GABRQ,ENFLURANE,APPROVAL
GABRQ,ESTAZOLAM,APPROVAL
GABRQ,ETOMIDATE,APPROVAL
GABRQ,LORAZEPAM,APPROVAL
GABRQ,TEMAZEPAM,APPROVAL
GABRQ,FLUMAZENIL,APPROVAL
GABRQ,CLORAZEPIC ACID,APPROVAL
GABRQ,OXAZEPAM,APPROVAL
GABRQ,PRIMIDONE,APPROVAL
GABRQ,METHOHEXITAL,APPROVAL
GABRQ,BUTALBITAL,APPROVAL
GABRQ,FLURAZEPAM,APPROVAL
GABRQ,TALBUTAL,APPROVAL
GABRQ,ESZOPICLONE,APPROVAL
GABRQ,METHOXYFLURANE,APPROVAL
GABRQ,DESFLURANE,APPROVAL
GABRQ,FLURAZEPAM HYDROCHLORIDE,APPROVAL
GABRQ,THIAMYLAL,APPROVAL
GABRQ,TOPIRAMATE,APPROVAL
GABRQ,MIDAZOLAM,APPROVAL
GABRQ,ACAMPROSATE CALCIUM,APPROVAL
GABRQ,ALPRAZOLAM,APPROVAL
GABRQ,METHARBITAL,APPROVAL
GABRQ,GANAXOLONE,APPROVAL
GABRQ,REMIMAZOLAM,APPROVAL
GABRQ,METHYPRYLON,APPROVAL
GABRQ,ETIFOXINE,APPROVAL
GABRQ,TRICLOFOS SODIUM,APPROVAL
GABRQ,THIOPENTAL,APPROVAL
GABRQ,ACAMPROSATE,APPROVAL
GABRQ,TRIAZOLAM,APPROVAL
CACNA2D4,TERODILINE,APPROVAL
CACNA2D4,GABAPENTIN,APPROVAL
CACNA2D4,PHLOROGLUCINOL,APPROVAL
CACNA2D4,SULOCTIDIL,APPROVAL
CACNA2D4,BEPRIDIL,APPROVAL
CACNA2D4,GABAPENTIN ENACARBIL,APPROVAL
CACNA2D4,PREGABALIN,APPROVAL
PCSK9,INCLISIRAN SODIUM,APPROVAL
PCSK9,ALIROCUMAB,APPROVAL
PCSK9,INCLISIRAN,APPROVAL
PCSK9,EVOLOCUMAB,APPROVAL
DPEP1,CILASTATIN SODIUM,APPROVAL
DPEP1,CILASTATIN,APPROVAL
GABRA6,ZURANOLONE,APPROVAL
GABRA6,CHLORDIAZEPOXIDE,APPROVAL
GABRA6,FLUNITRAZEPAM,APPROVAL
GABRA6,MEPROBAMATE,APPROVAL
GABRA6,BUTABARBITAL,APPROVAL
GABRA6,CLORAZEPATE DIPOTASSIUM,APPROVAL
GABRA6,ZOPICLONE,APPROVAL
GABRA6,ACAMPROSATE CALCIUM,APPROVAL
GABRA6,MIDAZOLAM HYDROCHLORIDE,APPROVAL
GABRA6,THIOPENTAL,APPROVAL
GABRA6,TRIAZOLAM,APPROVAL
GABRA6,METHYPRYLON,APPROVAL
GABRA6,PRIMIDONE,APPROVAL
GABRA6,ETHCHLORVYNOL,APPROVAL
GABRA6,FLUMAZENIL,APPROVAL
GABRA6,REMIMAZOLAM BESYLATE,APPROVAL
GABRA6,BREXANOLONE,APPROVAL
GABRA6,METHARBITAL,APPROVAL
GABRA6,ETIFOXINE,APPROVAL
GABRA6,BUTALBITAL,APPROVAL
GABRA6,HALAZEPAM,APPROVAL
GABRA6,GLUTETHIMIDE,APPROVAL
GABRA6,DIAZEPAM,APPROVAL
GABRA6,REMIMAZOLAM,APPROVAL
GABRA6,METHOHEXITAL,APPROVAL
GABRA6,HALOTHANE,APPROVAL
GABRA6,ETOMIDATE,APPROVAL
GABRA6,CLOTIAZEPAM,APPROVAL
GABRA6,ESTAZOLAM,APPROVAL
GABRA6,ISOFLURANE,APPROVAL
GABRA6,LORAZEPAM,APPROVAL
GABRA6,TALBUTAL,APPROVAL
GABRA6,ENFLURANE,APPROVAL
GABRA6,CHLORDIAZEPOXIDE HYDROCHLORIDE,APPROVAL
GABRA6,DESFLURANE,APPROVAL
GABRA6,THIAMYLAL,APPROVAL
GABRA6,ALPRAZOLAM,APPROVAL
GABRA6,TOPIRAMATE,APPROVAL
GABRA6,TEMAZEPAM,APPROVAL
GABRA6,CLOBAZAM,APPROVAL
GABRA6,OXAZEPAM,APPROVAL
GABRA6,ACAMPROSATE,APPROVAL
GABRA6,METHOXYFLURANE,APPROVAL
GABRA6,TRICLOFOS SODIUM,APPROVAL
GABRA6,PRAZEPAM,APPROVAL
GABRA6,GANAXOLONE,APPROVAL
GABRA6,SEVOFLURANE,APPROVAL
GABRA6,ESZOPICLONE,APPROVAL
GABRA6,CLONAZEPAM,APPROVAL
GABRA6,FLURAZEPAM HYDROCHLORIDE,APPROVAL
GABRA6,FLURAZEPAM,APPROVAL
GABRA6,CLORAZEPIC ACID,APPROVAL
GABRA6,PROPOFOL,APPROVAL
GABRA6,SECOBARBITAL,APPROVAL
GABRA6,MIDAZOLAM,APPROVAL
GABRA6,CENOBAMATE,APPROVAL
GABRA6,QUAZEPAM,APPROVAL
GABRA6,PENTOBARBITAL,APPROVAL
GABRD,ESZOPICLONE,APPROVAL
GABRD,FLUMAZENIL,APPROVAL
GABRD,REMIMAZOLAM BESYLATE,APPROVAL
GABRD,ETOMIDATE,APPROVAL
GABRD,HALOTHANE,APPROVAL
GABRD,ALPRAZOLAM,APPROVAL
GABRD,HALAZEPAM,APPROVAL
GABRD,BUTALBITAL,APPROVAL
GABRD,CLONAZEPAM,APPROVAL
GABRD,BREXANOLONE,APPROVAL
GABRD,PROPOFOL,APPROVAL
GABRD,ISOFLURANE,APPROVAL
GABRD,LORAZEPAM,APPROVAL
